,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9059474523366998,0.949006565791107,0.6169650720139577,-0.17540296861138183,exp,1.0513143867319306,1,delaunay,uniform,5000,,
pagerank,0.9162855539210076,0.9502708269378219,0.7391878591990066,-0.22403302581865767,exp,1.0404810171077234,1,delaunay,uniform,5000,,
betweenness,0.47590531258173296,0.6853720957959868,0.47155344243021646,-0.175108946679643,pieli,1.5558125317242348,1,delaunay,uniform,5000,,
closeness,0.28079910417952336,0.5212425618094964,0.20043835168893115,-0.42491149270264167,exp,2.0196318979154277,1,delaunay,uniform,5000,,
harmonic,0.41410113734521364,0.6603078354863039,0.3433640707268842,-0.7496235234705079,exp,1.787875115407869,1,delaunay,uniform,5000,,
clustering,0.9434383438263286,0.9434383438263286,0.6445109025486843,0.24673804701590968,original,1.0,1,delaunay,uniform,5000,,
degree,0.9584811417635533,0.9747209161027042,0.6729257256932397,-0.20648828653330004,pieli,1.0207497699963952,2,delaunay,uniform,5000,,
pagerank,0.9625851556049364,0.9748872544569418,0.7914711743703287,-0.2569051453550431,exp,1.0154489675525038,2,delaunay,uniform,5000,,
betweenness,0.5981565752898148,0.7445935668710599,0.5966818032686501,-0.08798743536370107,exp,1.257202680889647,2,delaunay,uniform,5000,,
closeness,0.02747490188159957,0.5282643015837494,0.10029883553601388,-0.300335367947427,exp,2.781856653741457,2,delaunay,uniform,5000,,
harmonic,0.2578414487376015,0.7091281683466476,0.2649247760288504,-0.7896066897572662,exp,2.276983875831068,2,delaunay,uniform,5000,,
clustering,0.9776098070382446,0.9777608076923946,0.6926466506878204,0.2575194426827735,pieli,1.000012064684517,2,delaunay,uniform,5000,,
degree,0.9359656645545903,0.9511770225696488,0.2288738194387351,0.5641332253248457,pieli,1.0203188192217907,1,knn,uniform,5000,5.0,
pagerank,0.9291327631532027,0.9430222324429934,0.03317838402599996,0.6404836568147759,pieli,1.0190076318334869,1,knn,uniform,5000,5.0,
betweenness,0.7251564115876341,0.7895835728838535,0.7203187036551901,0.33273727444836215,pieli,1.0855526538772562,1,knn,uniform,5000,5.0,
closeness,0.14404825858847975,0.7407261857095523,-0.02475366155880215,0.17163085167304284,pieli,3.801115825625382,1,knn,uniform,5000,5.0,
harmonic,0.4155787817149473,0.8608941335285456,0.40942049994267093,0.5741349961512365,pieli,2.239654367339383,1,knn,uniform,5000,5.0,
clustering,0.9097056636128392,0.9388103700818282,0.2991139547885414,0.4411193036854383,exp,1.0272150988697155,1,knn,uniform,5000,5.0,
degree,0.9770052305748378,0.9822971598520729,0.24235568132079904,0.5651472314792473,exp,1.0037920519620411,2,knn,uniform,5000,5.0,
