,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9007037767108441,0.9199918072526168,0.6490221549215924,-0.19407947340327447,exp,1.0478094979279977,1,delaunay,uniform,5000,,
pagerank,0.9079075362863841,0.922131430043077,0.7622224678392303,-0.24461530138501333,exp,1.0389410177215794,1,delaunay,uniform,5000,,
betweenness,0.497624580491447,0.5821038120465523,0.4929076310957995,-0.12146550881776667,exp,1.3588901235029667,1,delaunay,uniform,5000,,
closeness,0.21281185878383668,0.44060997974998145,0.234709382417168,-0.3747432932006355,exp,1.8101934182483082,1,delaunay,uniform,5000,,
harmonic,0.32528007173961093,0.5865635457683017,0.31964592122457886,-0.6946740559071939,exp,1.6259702886499123,1,delaunay,uniform,5000,,
clustering,0.9284044593184886,0.9284044593184886,0.6329262452322907,0.2250894375135398,original,1.0,1,delaunay,uniform,5000,,
degree,0.964001753165584,0.9741080427562853,0.6632102879283858,-0.20045530466851746,exp,1.012393539300028,2,delaunay,uniform,5000,,
pagerank,0.9684358182363899,0.9757520866041656,0.7845616693189261,-0.24269612745094615,exp,1.0091910324300533,2,delaunay,uniform,5000,,
betweenness,0.6165296921891201,0.7016522211261021,0.6135860342236553,-0.0765109109487539,exp,1.1542347574839855,2,delaunay,uniform,5000,,
closeness,0.3531949068384467,0.6681584936519769,0.37642677953390835,-0.27684073266910003,exp,2.975872477163522,2,delaunay,uniform,5000,,
harmonic,0.36844801880206335,0.7507200359066099,0.35551924635882703,-0.7699641083956613,exp,2.332913192484264,2,delaunay,uniform,5000,,
clustering,0.9791848668265823,0.9791848668265823,0.6638545769348685,0.2363683396888705,original,1.0,2,delaunay,uniform,5000,,
degree,0.9404298043480755,0.9527751431324811,0.23340008768732443,0.5557690724498867,exp,1.0154610622701712,1,knn,uniform,5000,5.0,
pagerank,0.9358273111334069,0.9477896636168371,0.04299005461328666,0.6430496514082946,pieli,1.0153108336025538,1,knn,uniform,5000,5.0,
betweenness,0.7569555894413755,0.8039520849203663,0.7122992136167258,0.32497358155437617,pieli,1.0680033662236643,1,knn,uniform,5000,5.0,
closeness,-0.09225107604646338,0.6852855174435653,0.012912780996947523,0.18117398528679185,exp,2.4133167825865285,1,knn,uniform,5000,5.0,
harmonic,0.24790428397938677,0.838308682591467,0.40781158200739687,0.6605647589716567,exp,1.6469426013198125,1,knn,uniform,5000,5.0,
clustering,0.8616746557097245,0.8886277996053682,0.3491500718933542,0.503773209241408,pieli,1.0393428689005866,1,knn,uniform,5000,5.0,
degree,0.9817275378782722,0.9849146392874284,0.22942495579841282,0.5660069950052267,pieli,1.005114762172787,2,knn,uniform,5000,5.0,
pagerank,0.9801348940533358,0.9827864034247358,0.02087222015551295,0.6620432905441278,pieli,1.0047529245860722,2,knn,uniform,5000,5.0,
betweenness,0.8951075113122215,0.9021170279989708,0.8078817742655522,0.17485378499027693,pieli,1.0067232526572605,2,knn,uniform,5000,5.0,
closeness,0.15415920471085287,0.8178377659546012,-0.05769004488523885,0.05028482771583685,pieli,4.344242400194999,2,knn,uniform,5000,5.0,
harmonic,0.3902096076862864,0.9327842815618281,0.5150959115332234,0.6860119857675643,exp,2.168300553386832,2,knn,uniform,5000,5.0,
clustering,0.9679250599145712,0.9769702142929972,0.2583906887856187,0.5820040172012695,pieli,1.0108723352693523,2,knn,uniform,5000,5.0,
degree,0.9018111715921583,0.9405131082380711,0.10652541202895957,0.6830143936996071,pieli,1.0520880196359021,1,knn,uniform,5000,10.0,
pagerank,0.891984187586589,0.9296986347074077,-0.1951002381692014,0.7471499263669719,pieli,1.0496429433268846,1,knn,uniform,5000,10.0,
