,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9003129958505764,0.9356358895449126,0.6348539467136756,-0.18370327954338495,exp,1.036148334036625,1,delaunay,uniform,5000,,
pagerank,0.9099375794664397,0.9385301141392594,0.7483360241202961,-0.24052216074445112,exp,1.0277210367267915,1,delaunay,uniform,5000,,
betweenness,0.40968953552850795,0.6707345804325698,0.40673973667968727,-0.13759511429100135,pieli,1.6152308515441645,1,delaunay,uniform,5000,,
closeness,0.2734459328967367,0.41604549773930877,0.29406586161554615,-0.42730902899298207,exp,2.019991368289398,1,delaunay,uniform,5000,,
harmonic,0.40200511948339945,0.5949804906196681,0.385045403770108,-0.6889438970181374,exp,1.7373917411277797,1,delaunay,uniform,5000,,
clustering,0.9505004437670227,0.9505004437670227,0.6838870123245269,0.2051596812016015,original,1.0,1,delaunay,uniform,5000,,
degree,0.9626411770610616,0.9757681491007112,0.64640205748867,-0.1778808714198684,exp,1.01355049259227,2,delaunay,uniform,5000,,
pagerank,0.9664506055419695,0.9767991000655443,0.7925731083933061,-0.23362978096953296,exp,1.0104656627001887,2,delaunay,uniform,5000,,
betweenness,0.6149759565378634,0.7154296591450837,0.6129877579877023,-0.07187899501429411,exp,1.16235080460804,2,delaunay,uniform,5000,,
closeness,0.27980622037365144,0.6084433796543247,0.2513097290671037,-0.38076473815804246,exp,2.536048886649263,2,delaunay,uniform,5000,,
harmonic,0.37191402031033904,0.7314820561359708,0.2855165351177728,-0.78492574834196,exp,2.0997723082607314,2,delaunay,uniform,5000,,
clustering,0.9744220545989665,0.9747505634233702,0.6872603212687893,0.22135420583983628,pieli,1.0000528900857548,2,delaunay,uniform,5000,,
degree,0.9448680542761521,0.9575124797080623,0.15584033839021558,0.5223457464760835,pieli,1.0142348190144732,1,knn,uniform,5000,5.0,
pagerank,0.9403184273420614,0.9511182701629625,0.024295851704040878,0.6135727397229058,pieli,1.0133108753004345,1,knn,uniform,5000,5.0,
betweenness,0.6574595688891006,0.7356711389020476,0.6471493289016599,0.32656469541044214,pieli,1.0806605790780426,1,knn,uniform,5000,5.0,
closeness,-0.057034149083353775,0.5841809077789097,0.07708621975043357,0.10679810329884931,pieli,3.902450751839873,1,knn,uniform,5000,5.0,
harmonic,0.18224749576138013,0.8146306973090814,0.5068579588272677,0.6136080440423468,exp,2.4365965494533626,1,knn,uniform,5000,5.0,
clustering,0.9074905133097785,0.9332018275790206,0.2413369949822558,0.5041623294118504,exp,1.0250423176323733,1,knn,uniform,5000,5.0,
degree,0.9739618507038581,0.9792013463787438,0.19611073697636092,0.5526403088366756,pieli,1.0038971289551324,2,knn,uniform,5000,5.0,
