,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9071774813391544,0.9360171324346183,0.6141253924547518,-0.13307240574704823,exp,1.0474335935584225,1,delaunay,uniform,5000,,
pagerank,0.9159534752298062,0.9373942664623839,0.7449898336265439,-0.17009095795351292,exp,1.037101079658357,1,delaunay,uniform,5000,,
betweenness,0.40741810128055556,0.6351306708683973,0.3965537030237616,-0.1328771349889012,exp,1.6998185688263225,1,delaunay,uniform,5000,,
closeness,0.31006668066056897,0.4142901813488584,0.39461797621322237,-0.2830862460251963,exp,1.9858017146579965,1,delaunay,uniform,5000,,
harmonic,0.38333106859715355,0.6204803325063117,0.37934600886445613,-0.6137265336600349,exp,1.752783573103676,1,delaunay,uniform,5000,,
clustering,0.9483397803035938,0.9483397803035938,0.6683473266765529,0.18270022144463594,original,1.0,1,delaunay,uniform,5000,,
degree,0.9566792913253821,0.9744682130386915,0.6223036138963862,-0.16208580183507948,exp,1.0142645895399085,2,delaunay,uniform,5000,,
pagerank,0.9614449625949142,0.975436754589615,0.7808112900177078,-0.22742155533503902,exp,1.0106993742615702,2,delaunay,uniform,5000,,
betweenness,0.5852812114120067,0.7514849135075763,0.5822826652770414,-0.09540559759151175,exp,1.265426276862923,2,delaunay,uniform,5000,,
closeness,0.3188550976018787,0.5154735619198859,0.25492523655904836,-0.27999687681028834,exp,2.609707122302868,2,delaunay,uniform,5000,,
harmonic,0.37342496592118346,0.7177702089267244,0.27816485532738683,-0.7271563709219842,exp,2.166546233669635,2,delaunay,uniform,5000,,
clustering,0.9755526584591571,0.9755526584591571,0.6792639178113177,0.22399686000026142,original,1.0,2,delaunay,uniform,5000,,
degree,0.9127878776143039,0.9400934746601334,0.23623917562221633,0.5524973557316466,pieli,1.0126924340592558,1,knn,uniform,5000,5.0,
pagerank,0.9088233290378985,0.9344642994358638,0.04739504860738573,0.6556271078704003,pieli,1.012256699002879,1,knn,uniform,5000,5.0,
betweenness,0.7358613944451782,0.7894459372433048,0.6858634747927912,0.348998959561281,pieli,1.0995076165629034,1,knn,uniform,5000,5.0,
closeness,0.4627630177180101,0.6394186052390969,0.3252784929344724,0.5655755326244858,pieli,4.519438191884201,1,knn,uniform,5000,5.0,
harmonic,0.42708344306971824,0.810636928545853,0.534169428821581,0.8000066951431961,pieli,2.576506130514149,1,knn,uniform,5000,5.0,
clustering,0.8724329149251205,0.9013779284538112,0.3189550462970998,0.5288420160396987,exp,1.0458252383505873,1,knn,uniform,5000,5.0,
degree,0.9734926882360369,0.9814547131692386,0.23205958710482474,0.5260184282374405,pieli,1.0096687407547569,2,knn,uniform,5000,5.0,
pagerank,0.9705789778945837,0.9780544001940842,0.03544866167461097,0.6507078640080405,pieli,1.009309881907095,2,knn,uniform,5000,5.0,
betweenness,0.8969371502725288,0.903254179116002,0.8116697860162184,0.15393915569057495,pieli,1.0130936786086457,2,knn,uniform,5000,5.0,
closeness,0.10911691064751783,0.7470063091888683,-0.017840904143344095,0.0425443869863433,exp,4.744164171047295,2,knn,uniform,5000,5.0,
harmonic,0.42440517941433226,0.9211307288250881,0.4106413173018243,0.5186347314369051,exp,2.4438848640298727,2,knn,uniform,5000,5.0,
clustering,0.9478836435850849,0.9649928328617539,0.33296905580554037,0.5452709815899388,exp,1.023938240345723,2,knn,uniform,5000,5.0,
degree,0.8601328264200928,0.911856620983839,0.10618695363953595,0.6453463835238412,pieli,1.041492919192985,1,knn,uniform,5000,10.0,
pagerank,0.8495225532175419,0.8982338758760491,-0.18348127381289286,0.7557879400976908,pieli,1.038515916734701,1,knn,uniform,5000,10.0,
betweenness,0.6134919620439319,0.6998576296657254,0.6319710915015402,0.523581834938175,pieli,1.1007202711812716,1,knn,uniform,5000,10.0,
closeness,-0.12693631919519338,0.6285210323955531,0.6395602757581708,0.959805976070002,pieli,5.96196613324094,1,knn,uniform,5000,10.0,
harmonic,0.06993765826990088,0.7511382695836113,0.5527116768082518,0.9116203431990855,exp,4.182326659598154,1,knn,uniform,5000,10.0,
clustering,0.8107527530618468,0.9039675367872178,0.14603126742908873,0.6869394525973982,pieli,1.1253572100209237,1,knn,uniform,5000,10.0,
degree,0.9564286834373994,0.9739614365634102,0.119723310453673,0.6246095225597184,pieli,1.0162349363027803,2,knn,uniform,5000,10.0,
