,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9015776822769168,0.9453580280237897,0.6384738905575672,-0.18486434680815178,exp,1.0412588856209597,1,delaunay,uniform,5000,,
pagerank,0.9110479506308569,0.9467213156495522,0.741146486263231,-0.23034795663037239,exp,1.032036080665115,1,delaunay,uniform,5000,,
betweenness,0.4662485603086164,0.6330422396596007,0.46030262391477195,-0.13818050107114846,exp,1.4243266941698831,1,delaunay,uniform,5000,,
closeness,0.20498628052360296,0.5565436363616241,0.17673980842546283,-0.3325482672158811,exp,1.8693027142749485,1,delaunay,uniform,5000,,
harmonic,0.3459252668622723,0.6428532583563192,0.3018493427853909,-0.7042465749162028,exp,1.625860168223522,1,delaunay,uniform,5000,,
clustering,0.935860060695505,0.935860060695505,0.6506262899916764,0.22057508451975322,original,1.0,1,delaunay,uniform,5000,,
degree,0.9651939047231277,0.9761450892021457,0.6613875147929427,-0.182265819258902,pieli,1.010628386351802,2,delaunay,uniform,5000,,
pagerank,0.9688895511559701,0.9768005118564366,0.7856041266733197,-0.23154934186499898,exp,1.0067141752848288,2,delaunay,uniform,5000,,
betweenness,0.5965278627931225,0.7588285385925916,0.5934363488793238,-0.0723351083217207,exp,1.2455461773114007,2,delaunay,uniform,5000,,
closeness,0.3793048834399483,0.6105702268244405,0.37534249848079215,-0.32168116486465187,exp,2.744310415733897,2,delaunay,uniform,5000,,
harmonic,0.4546412852829409,0.7361868677504126,0.40570133362671856,-0.7884584034587402,exp,2.1544120882770503,2,delaunay,uniform,5000,,
clustering,0.9830788210097534,0.9830788210097534,0.687156736969925,0.23847445831634104,original,1.0,2,delaunay,uniform,5000,,
degree,0.9368909670296413,0.9579562165046553,0.21457961606637288,0.5532553117589616,pieli,1.0198305282324827,1,knn,uniform,5000,5.0,
pagerank,0.9299111407012539,0.9506725206674451,0.05616208373763955,0.6364510889979926,pieli,1.0188347811415999,1,knn,uniform,5000,5.0,
betweenness,0.7150150419041367,0.7604946054949766,0.6888244114705393,0.29892369971432253,pieli,1.1180245973688427,1,knn,uniform,5000,5.0,
closeness,0.5844628063992339,0.6593748557312913,0.014750399786216797,0.1594461782741528,pieli,3.8736254666339582,1,knn,uniform,5000,5.0,
harmonic,0.6554147425986903,0.8303425679542723,0.5474347136651876,0.6896348431235139,exp,2.383941786715604,1,knn,uniform,5000,5.0,
clustering,0.9140868476437496,0.9353826062513384,0.3100880459379389,0.5039682096718217,exp,1.0334773083980355,1,knn,uniform,5000,5.0,
degree,0.9799929540079889,0.9834331505614737,0.23191292376278205,0.5745111335529041,exp,1.0044446074007753,2,knn,uniform,5000,5.0,
