,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9178728526706244,0.9408288718165063,0.6012268625332398,-0.14341944784483587,exp,1.0404106240115727,1,delaunay,uniform,5000,,
pagerank,0.9257387905232258,0.9418126993016323,0.7381588509446061,-0.19074070506369786,exp,1.030397490663196,1,delaunay,uniform,5000,,
betweenness,0.4865910175930943,0.6392796432854717,0.4902904742731933,-0.15976795325551685,pieli,1.4192951215296972,1,delaunay,uniform,5000,,
closeness,0.38314462243485564,0.4707297990319187,0.5015818344574474,-0.3820430887579096,exp,1.96975699812639,1,delaunay,uniform,5000,,
harmonic,0.4800895354193484,0.6413189782561135,0.4700603185354948,-0.6553762333097274,exp,1.7007401946896954,1,delaunay,uniform,5000,,
clustering,0.9427276462086618,0.9427276462086618,0.6362520168135961,0.19735874880116913,original,1.0,1,delaunay,uniform,5000,,
degree,0.9656565121856254,0.9773154942651747,0.6531675339871418,-0.16749255783914932,exp,1.0142174390613088,2,delaunay,uniform,5000,,
pagerank,0.9697880927041312,0.9783084771697733,0.7855670219384837,-0.21452395710248975,exp,1.0106365606893908,2,delaunay,uniform,5000,,
betweenness,0.6061728055807725,0.7616683724626347,0.6049079032105479,-0.07397946613297682,exp,1.2591836177397777,2,delaunay,uniform,5000,,
closeness,0.43452834693784004,0.6644633070232706,0.4395842104054559,-0.36850885787777243,exp,2.7187635905464056,2,delaunay,uniform,5000,,
harmonic,0.4354331437305713,0.7465179026582576,0.399617022911398,-0.8111102575877526,exp,2.2675856957692773,2,delaunay,uniform,5000,,
clustering,0.9791656650505789,0.9795417919307328,0.6945043448902752,0.22550788453905413,pieli,1.0004801347960082,2,delaunay,uniform,5000,,
degree,0.9261215229693736,0.9480634195322879,0.22526090912166633,0.5628403379495871,pieli,1.020155968455923,1,knn,uniform,5000,5.0,
pagerank,0.9208697308811624,0.9403925682993255,0.0439250598847124,0.647177044357132,pieli,1.019633543360136,1,knn,uniform,5000,5.0,
betweenness,0.6868338059563142,0.7484817386046039,0.6656691882449467,0.2786322751386655,pieli,1.074505593197176,1,knn,uniform,5000,5.0,
closeness,0.08805537305014768,0.48497278731682425,-0.006183753015454064,0.16826607316676503,pieli,4.365683644706639,1,knn,uniform,5000,5.0,
harmonic,0.2586862662379172,0.7296145062522112,0.5742017737550893,0.6944119032147934,pieli,2.525258688997778,1,knn,uniform,5000,5.0,
clustering,0.9139464158884485,0.9352002968124097,0.2731956599582144,0.5034114513271548,exp,1.022415516838322,1,knn,uniform,5000,5.0,
degree,0.971577069019276,0.9754707245769323,0.2078327192717051,0.5810045528066032,exp,1.00671388789202,2,knn,uniform,5000,5.0,
pagerank,0.9678966874836901,0.9712470699924414,0.0027674673217431174,0.6554574268058665,exp,1.0059042101526794,2,knn,uniform,5000,5.0,
betweenness,0.8904840982810505,0.8958187943412284,0.8033751315107056,0.06605070109070475,pieli,1.0067064086250885,2,knn,uniform,5000,5.0,
closeness,0.9971544282725098,0.9980328932879263,0.8161103741386248,0.003213357494155796,exp,1.0007189936374479,2,knn,uniform,5000,5.0,
harmonic,0.6561663522886018,0.9750837074060115,0.61008239749076,0.47806025742180264,exp,1.6734893324493345,2,knn,uniform,5000,5.0,
clustering,0.9680235251671374,0.9757842199695881,0.2958153637497404,0.5492811928149963,pieli,1.0047274713689522,2,knn,uniform,5000,5.0,
degree,0.8724588580231647,0.9163209652113058,0.15737160826815588,0.645722313152282,pieli,1.0404350936345719,1,knn,uniform,5000,10.0,
pagerank,0.8636348110744629,0.9043079129366309,-0.13148534790194555,0.7220519728915835,pieli,1.039521718101124,1,knn,uniform,5000,10.0,
