,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8892358282181543,0.9284021869418969,0.6473710050925217,-0.18486513502268356,pieli,1.0398140593340606,1,delaunay,uniform,5000,,
pagerank,0.8983719218233115,0.9296792775987954,0.7332474018276196,-0.2069680935105813,pieli,1.0316294504805361,1,delaunay,uniform,5000,,
betweenness,0.4307188026647798,0.5713581110111631,0.42929598750016207,-0.1801673594498026,exp,1.3131630258380715,1,delaunay,uniform,5000,,
closeness,0.2683169106274761,0.5070362310811161,0.34478698191542667,-0.3941710431386428,exp,2.054308382903019,1,delaunay,uniform,5000,,
harmonic,0.33177192118503607,0.6400418359773759,0.32862417390846194,-0.6918027034937704,exp,1.7202405644105654,1,delaunay,uniform,5000,,
clustering,0.9209229912470337,0.9209229912470337,0.65010778570497,0.19135347286228804,original,1.0,1,delaunay,uniform,5000,,
degree,0.9575315812752706,0.975025221159605,0.6522162564439115,-0.18446010676924313,exp,1.0187633237994331,2,delaunay,uniform,5000,,
pagerank,0.9619012995561693,0.9756493004682552,0.7853898263638532,-0.23563395806584728,exp,1.0144177609003922,2,delaunay,uniform,5000,,
betweenness,0.6338564135287456,0.7785159712110781,0.631129005519392,-0.07413445676121548,exp,1.2618721443931284,2,delaunay,uniform,5000,,
closeness,0.14946462717459985,0.7163557430423018,0.13743961642122324,-0.35370598010191207,exp,2.7425402439931204,2,delaunay,uniform,5000,,
harmonic,0.28003045030001195,0.7585037292656673,0.2482893649699714,-0.8207258304787128,exp,2.2621733832012785,2,delaunay,uniform,5000,,
clustering,0.9738177656119609,0.9738177656119609,0.695004257596703,0.21776034774373002,original,1.0,2,delaunay,uniform,5000,,
degree,0.9283328603331844,0.9504348626322369,0.27202952802228114,0.5634987071886552,pieli,1.0171512671284189,1,knn,uniform,5000,5.0,
pagerank,0.9246481367688812,0.9454806023897644,0.06492762446707492,0.6556497256982818,pieli,1.0178181404525388,1,knn,uniform,5000,5.0,
