,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8996008693701993,0.9353464837852088,0.5936951656659124,-0.16330672734917984,pieli,1.0248496255369879,1,delaunay,uniform,5000,,
pagerank,0.9104068393305617,0.936291264994263,0.7173213756141557,-0.19345947151771242,exp,1.0164709840130208,1,delaunay,uniform,5000,,
betweenness,0.4148693433249588,0.5565328621251314,0.40532811101930166,-0.15468509355202714,pieli,1.2507758384210836,1,delaunay,uniform,5000,,
closeness,0.037726020881113966,0.33209614539809457,0.14103674741691427,-0.35487405177713655,exp,1.8430770329941228,1,delaunay,uniform,5000,,
harmonic,0.26469501228976955,0.5335438735258367,0.315857343615617,-0.6237012049067294,exp,1.5806419299399224,1,delaunay,uniform,5000,,
clustering,0.9378525736969193,0.9378525736969193,0.6602909007345825,0.1736509500822045,original,1.0,1,delaunay,uniform,5000,,
degree,0.9597826070737979,0.9720069161824731,0.6459809290414271,-0.17858497253620967,exp,1.0133306841549137,2,delaunay,uniform,5000,,
pagerank,0.9647135890139154,0.9738064194796053,0.7869280824545657,-0.2333247272105935,exp,1.0099523020500256,2,delaunay,uniform,5000,,
betweenness,0.6349445285952375,0.7627727650589079,0.6305344398503457,-0.04542822615515735,exp,1.1992086477226296,2,delaunay,uniform,5000,,
closeness,0.15464417763073007,0.6324415898908052,0.1770524071661792,-0.30609362939489804,exp,2.436246177648238,2,delaunay,uniform,5000,,
harmonic,0.2505925196175568,0.7458905444812909,0.25358131842083326,-0.77718124354758,exp,2.09244132012449,2,delaunay,uniform,5000,,
clustering,0.9765150772743176,0.9765150772743176,0.674563336856308,0.2138299196384821,original,1.0,2,delaunay,uniform,5000,,
degree,0.9342135145950243,0.9463659661997517,0.26453573494130456,0.5495286085793978,pieli,1.012927827996145,1,knn,uniform,5000,5.0,
pagerank,0.9264311647194308,0.9364795767104344,0.060965025695006725,0.6369772755851254,pieli,1.0120037704939377,1,knn,uniform,5000,5.0,
betweenness,0.7888482820996865,0.8371630147723124,0.7515459294848621,0.26075643506046076,pieli,1.0743796253095588,1,knn,uniform,5000,5.0,
closeness,0.34010282683342297,0.8181199268071201,0.6575594211809516,0.517629983117023,pieli,3.723051329061289,1,knn,uniform,5000,5.0,
harmonic,0.45441870163883114,0.8748479770505291,0.611807592731632,0.7035534420564401,exp,2.3390167360046554,1,knn,uniform,5000,5.0,
clustering,0.8890296723682876,0.8991240016870266,0.24188686570768186,0.58251107307874,exp,1.047944919123841,1,knn,uniform,5000,5.0,
degree,0.9782732357309247,0.9846442271957436,0.2154385155412706,0.5517309510794893,pieli,1.007014225002313,2,knn,uniform,5000,5.0,
pagerank,0.975687646754909,0.9819370000707554,0.007489585064732464,0.6689407577907791,pieli,1.0064729979943339,2,knn,uniform,5000,5.0,
betweenness,0.8808560743239882,0.887076935692146,0.8027782963130643,0.09642123235331808,pieli,1.0077322218526186,2,knn,uniform,5000,5.0,
closeness,0.13128280399099485,0.8590173615524801,-0.008323719542979354,0.09479538920193445,pieli,3.8371553327602506,2,knn,uniform,5000,5.0,
harmonic,0.3623588945924751,0.947744625242163,0.515207241049314,0.6300658350289288,exp,2.196143882470969,2,knn,uniform,5000,5.0,
clustering,0.9675826063733967,0.9797805562225996,0.2794128973438139,0.5499116800464268,pieli,1.0080582557871562,2,knn,uniform,5000,5.0,
degree,0.8611736882541653,0.8935145037999046,0.10961602324621966,0.6262500562718635,exp,1.0426883652362957,1,knn,uniform,5000,10.0,
pagerank,0.8488413101960082,0.8827970712584321,-0.14864443893028723,0.7284747386034627,pieli,1.0487302849702445,1,knn,uniform,5000,10.0,
betweenness,0.6175286302099838,0.6997725274898516,0.6231991549367757,0.6017776484380558,pieli,1.1233656162562695,1,knn,uniform,5000,10.0,
closeness,0.12749825678957405,0.39845108000677826,0.6123481384959184,0.9711516817227377,pieli,5.727926278943429,1,knn,uniform,5000,10.0,
harmonic,0.18353620708787471,0.6520955038474978,0.7156000922393613,0.889034840182404,exp,3.908812060549451,1,knn,uniform,5000,10.0,
clustering,0.8172322502660649,0.8956442543577281,0.14731225918414428,0.7610489935292131,exp,1.1358260721696514,1,knn,uniform,5000,10.0,
degree,0.954079740750341,0.9690357644942706,0.13467603888389487,0.6346043900030977,pieli,1.0173902454605146,2,knn,uniform,5000,10.0,
pagerank,0.9505295303793204,0.9638967421825861,-0.1695180442106632,0.7221493245074704,pieli,1.0145078447366989,2,knn,uniform,5000,10.0,
betweenness,0.7749711977807301,0.7764264481250778,0.6924427696995487,0.20672582012946772,pieli,1.0047883745887893,2,knn,uniform,5000,10.0,
closeness,0.37141466354201946,0.8064024640893266,0.43026761513642864,0.9573351646319849,pieli,5.182288913088613,2,knn,uniform,5000,10.0,
harmonic,0.3265857631128813,0.9260819004104881,0.6750258029479981,0.8566235924585057,exp,3.369367873828583,2,knn,uniform,5000,10.0,
clustering,0.9368506974558299,0.9688782578940254,0.23684951737742296,0.7664126989944298,exp,1.0423093183729595,2,knn,uniform,5000,10.0,
degree,0.7802314112668116,0.8663639315012494,0.07979489929335147,0.624753537634394,pieli,1.0994193293830965,1,knn,uniform,5000,15.0,
pagerank,0.7664528338077257,0.8446765865099487,-0.14208195440192362,0.7451367583512097,pieli,1.091873186807993,1,knn,uniform,5000,15.0,
betweenness,0.5258907788284455,0.62602258780461,0.5422110427524568,0.6084930094729915,pieli,1.1572337382613131,1,knn,uniform,5000,15.0,
closeness,-0.09651615510803745,0.29416451626041673,0.561837825399011,0.9779964740668756,pieli,6.267238446844261,1,knn,uniform,5000,15.0,
harmonic,-0.0393590008457749,0.6009392796218987,0.657224123897078,0.9195479991564096,exp,4.29137771693393,1,knn,uniform,5000,15.0,
clustering,0.7465356007609935,0.917108780023978,0.15995645146783194,0.8689125946125182,pieli,1.2282810736828753,1,knn,uniform,5000,15.0,
degree,0.9267571931141192,0.9579132603017609,0.06355451433677603,0.6350454070875108,pieli,1.026627513400814,2,knn,uniform,5000,15.0,
pagerank,0.9200336250476832,0.9498020909746467,-0.24042939183160372,0.7427989973864069,pieli,1.0263082312608767,2,knn,uniform,5000,15.0,
betweenness,0.7356817723327906,0.7386250514579805,0.6477416287970358,0.22705575714573142,pieli,1.0063167777368436,2,knn,uniform,5000,15.0,
closeness,0.3384565585773911,0.7668535289683044,0.6470337027852326,0.9655707087589609,pieli,5.480033577649686,2,knn,uniform,5000,15.0,
harmonic,0.2733123039607582,0.9080578963934525,0.7220246534233962,0.844581390073695,exp,3.95487161266928,2,knn,uniform,5000,15.0,
clustering,0.8818308364267536,0.9628014929865862,0.1722605198578287,0.839988503740053,pieli,1.0762785899764005,2,knn,uniform,5000,15.0,
degree,0.9961130366349324,0.9957740939427132,0.8908504673865751,0.2704601748383958,pieli,1.0001741015024512,1,rnn,uniform,5000,,1.0
pagerank,0.9950511398256461,0.9933405123452694,0.846123979669162,0.222964861750508,original,1.0,1,rnn,uniform,5000,,1.0
betweenness,0.9992251711277682,0.9916376373767789,0.8422921860654917,0.14337353346374848,pieli,1.0032967295223727,1,rnn,uniform,5000,,1.0
closeness,0.9927264620576602,0.9920141871782033,0.03510618394169187,,exp,1.0033790209215774,1,rnn,uniform,5000,,1.0
harmonic,0.9975601840750818,0.9959633785717699,0.6662896770298559,0.41365712874656135,exp,1.0041539397910701,1,rnn,uniform,5000,,1.0
clustering,0.9869974403161857,0.9869974403161857,0.9869974403161857,,original,1.0,1,rnn,uniform,5000,,1.0
degree,0.9971260828532392,0.9971260828532392,0.760776070271344,0.5162454018072329,original,1.0,2,rnn,uniform,5000,,1.0
pagerank,0.9959736818523386,0.9945269975525408,0.7324390058048482,0.3466974705270337,original,1.0,2,rnn,uniform,5000,,1.0
betweenness,0.9970009888194868,0.9971923676692991,0.7103335786911127,0.44286352862169526,exp,1.0000538534278538,2,rnn,uniform,5000,,1.0
closeness,0.9951627684242303,0.9950431324386909,0.025985572737155047,0.015649646194013312,pieli,1.002629906142203,2,rnn,uniform,5000,,1.0
