,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8768481309682559,0.9069280702833304,0.6121658370980008,-0.15322208668392592,exp,1.0276877188575322,1,delaunay,uniform,5000,,
pagerank,0.8860722652501665,0.9093551846404739,0.7116515580675353,-0.16774429237931507,pieli,1.021068442913514,1,delaunay,uniform,5000,,
betweenness,0.40995058833297127,0.49425273371399836,0.4003349366933576,-0.12922501322419022,exp,1.2632752569511605,1,delaunay,uniform,5000,,
closeness,0.18307538067405313,0.44842663900911334,0.18713747121535249,-0.27743108868548333,exp,1.946383242322126,1,delaunay,uniform,5000,,
harmonic,0.28964177882945064,0.5984660375307445,0.25690077514665677,-0.6645619838674944,exp,1.6774385923142503,1,delaunay,uniform,5000,,
clustering,0.9001407512338206,0.9001407512338206,0.6359330497383864,0.20472805622059415,original,1.0,1,delaunay,uniform,5000,,
degree,0.9675668632512692,0.9785058224849673,0.6586394341127421,-0.17612580001993616,pieli,1.0114238045666177,2,delaunay,uniform,5000,,
pagerank,0.9713462076258985,0.9793759440191242,0.7908129499976704,-0.21384083023760136,pieli,1.0081375332300069,2,delaunay,uniform,5000,,
betweenness,0.6311228506857811,0.7261628661606547,0.6276891939991146,-0.049543021896950215,exp,1.1596060870782088,2,delaunay,uniform,5000,,
closeness,0.3603424826176942,0.5700561813713856,0.3408290659637521,-0.2914169587484719,exp,2.5709985898075636,2,delaunay,uniform,5000,,
harmonic,0.3808690704236913,0.699769177785893,0.3271031587402987,-0.7722882639804236,exp,2.1292514932097,2,delaunay,uniform,5000,,
clustering,0.9757249722884747,0.9757249722884747,0.6875694745584449,0.23755390785425737,original,1.0,2,delaunay,uniform,5000,,
degree,0.9443923591187293,0.9549282988782649,0.19124965118508663,0.5479174489571421,exp,1.0131038738582652,1,knn,uniform,5000,5.0,
pagerank,0.9388095973621317,0.948180365838845,0.020941650952046295,0.6518937533098546,pieli,1.0130436918960812,1,knn,uniform,5000,5.0,
betweenness,0.7242920320379589,0.8026453269044649,0.6896024490570978,0.2464366129900653,pieli,1.0826083511818754,1,knn,uniform,5000,5.0,
closeness,-0.010012832449125857,0.7412789699823175,-0.0016479948264683138,0.08592432199624618,pieli,4.058957027048804,1,knn,uniform,5000,5.0,
harmonic,0.2688821817779067,0.8619539323106162,0.4378795612514981,0.6571524485080877,exp,2.5452900180211584,1,knn,uniform,5000,5.0,
clustering,0.9098454268088203,0.9315142087322781,0.3445089557111728,0.4609964514961578,exp,1.0188624968776665,1,knn,uniform,5000,5.0,
degree,0.9784979398974433,0.9836959351341575,0.21475894671292978,0.5556655818934131,exp,1.0057573097789287,2,knn,uniform,5000,5.0,
pagerank,0.9759484789963926,0.981232494751866,0.015864246164815264,0.6475971615294682,exp,1.0052380068782867,2,knn,uniform,5000,5.0,
betweenness,0.8819309997488813,0.889482855116563,0.7866099545071579,0.13234120328613644,pieli,1.00690534999701,2,knn,uniform,5000,5.0,
closeness,0.04059412527776471,0.8269903732751812,-0.028509392922068666,0.050070767684941134,pieli,4.165228761962266,2,knn,uniform,5000,5.0,
harmonic,0.3072611269479245,0.8720997832094362,0.5910947648113334,0.6891758663774157,pieli,2.359537694025595,2,knn,uniform,5000,5.0,
clustering,0.9671596761835468,0.9806459306572708,0.31070173462594586,0.5493113884315295,pieli,1.0140055570884055,2,knn,uniform,5000,5.0,
degree,0.8560761580421006,0.9163085142065994,0.09686948165470657,0.6708968460574443,pieli,1.0535659316317116,1,knn,uniform,5000,10.0,
pagerank,0.8400484214119366,0.9004858097769821,-0.19502863139150317,0.7509049396547501,pieli,1.0538718397513545,1,knn,uniform,5000,10.0,
betweenness,0.6360934891476551,0.7252432231774605,0.6516360418764746,0.5245367623714373,pieli,1.1181124710775023,1,knn,uniform,5000,10.0,
closeness,0.07284895724482654,0.582642838570097,0.4790877822737612,0.9528452303046675,pieli,6.369598710361423,1,knn,uniform,5000,10.0,
harmonic,0.2620048234035223,0.7149136514755013,0.5149157553096574,0.9264398522956167,pieli,3.9785800412911283,1,knn,uniform,5000,10.0,
clustering,0.7679060573385538,0.8873752627512408,0.22637480093436052,0.7561219512422314,exp,1.155225694299301,1,knn,uniform,5000,10.0,
degree,0.9579811934448283,0.9719100015520199,0.11118427425411942,0.6312620847071997,pieli,1.0220855986144974,2,knn,uniform,5000,10.0,
pagerank,0.9534614054964612,0.9669385530437851,-0.18673889931560028,0.7201938224337286,pieli,1.0193797393736816,2,knn,uniform,5000,10.0,
betweenness,0.7972601882759663,0.8010035155670239,0.7350522504001059,0.13173462824940782,pieli,1.0031871878739085,2,knn,uniform,5000,10.0,
closeness,0.17486025415751838,0.8030798334010263,0.5277216609921264,0.9597502121918495,pieli,4.399974021381196,2,knn,uniform,5000,10.0,
harmonic,0.3037482833541415,0.9347066827756749,0.6373998847752221,0.8516418187887566,exp,3.20028752994302,2,knn,uniform,5000,10.0,
clustering,0.9293812804771014,0.9692704893065079,0.2343974236231648,0.7613186186118898,exp,1.0365900402131965,2,knn,uniform,5000,10.0,
degree,0.8335699350725545,0.9128849579826628,0.1327213915551353,0.7528427693146057,pieli,1.0689641927488975,1,knn,uniform,5000,15.0,
pagerank,0.8226708632844663,0.8948111606932982,-0.27491789642744446,0.8142633638375155,pieli,1.0688878738686471,1,knn,uniform,5000,15.0,
