,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.904530214553743,0.9302356604847923,0.6193846614960232,-0.1673111127585462,pieli,1.0255163261251437,1,delaunay,uniform,5000,,
pagerank,0.9141049276197368,0.934502590548317,0.7206830844427642,-0.20327683179392217,pieli,1.018443010515169,1,delaunay,uniform,5000,,
betweenness,0.4145512391374724,0.46334529905487143,0.41626865301447546,-0.17795685073868434,exp,1.1848054778014683,1,delaunay,uniform,5000,,
closeness,0.30476841444756403,0.2648447812370648,0.33679078944987806,-0.4248465046288698,exp,1.9750671660487926,1,delaunay,uniform,5000,,
harmonic,0.4411975626347052,0.5327493340515862,0.4223422788868436,-0.7385288751233592,exp,1.7307124978266293,1,delaunay,uniform,5000,,
clustering,0.9328971831725712,0.9328971831725712,0.652140636857109,0.21436469603234404,original,1.0,1,delaunay,uniform,5000,,
degree,0.9511658902809726,0.9688437378547827,0.6492200717389924,-0.17218894985514188,exp,1.0152659130090054,2,delaunay,uniform,5000,,
pagerank,0.9560869249075108,0.970129446077989,0.7755775388952,-0.2145617727778538,exp,1.0121602493638713,2,delaunay,uniform,5000,,
betweenness,0.579277532540726,0.683661407019515,0.5755294808737877,-0.04709376092523947,exp,1.1618713369298173,2,delaunay,uniform,5000,,
closeness,0.03441255213882527,0.6044969392166039,0.030778452127592122,-0.27814623122720805,exp,2.7583346975407097,2,delaunay,uniform,5000,,
harmonic,0.22055775894440832,0.672289568515952,0.1975107629485453,-0.85555842235236,exp,2.330480890933004,2,delaunay,uniform,5000,,
clustering,0.9707597381501054,0.9713911226846522,0.6875623574574296,0.22917562956239745,pieli,1.0005123154857802,2,delaunay,uniform,5000,,
degree,0.9375318730962094,0.9543656692611985,0.23639374535831528,0.5630462335853244,exp,1.018562788197227,1,knn,uniform,5000,5.0,
pagerank,0.9307796958879075,0.950353739463507,0.01187141103483882,0.6559802969671394,pieli,1.0212873210930098,1,knn,uniform,5000,5.0,
betweenness,0.6668830849884475,0.7667952194257763,0.6689054577365864,0.4070152962544167,pieli,1.09387437744573,1,knn,uniform,5000,5.0,
closeness,-0.22627276487345166,0.5803040392544134,-0.03608551555327328,0.13608159156241403,pieli,4.657899800005286,1,knn,uniform,5000,5.0,
harmonic,0.01428541146115525,0.793245443679418,0.44124044442800203,0.768000049771399,exp,2.6503757827012433,1,knn,uniform,5000,5.0,
clustering,0.8970369755313088,0.9299317439593338,0.29698007897866713,0.5569010418313242,exp,1.050425648635368,1,knn,uniform,5000,5.0,
degree,0.9765731800426153,0.9827388421310077,0.23036494442151445,0.5693831224461956,exp,1.0068316250167082,2,knn,uniform,5000,5.0,
pagerank,0.974563483310311,0.9804455230201927,0.017624726567897722,0.6562308260322907,pieli,1.006953553218338,2,knn,uniform,5000,5.0,
betweenness,0.8699259187312844,0.876074629739243,0.7839868736606175,0.11762005269890725,pieli,1.0082937199084945,2,knn,uniform,5000,5.0,
closeness,0.21688848965738555,0.8305682739467741,-0.04292165679228431,0.14071396205696873,pieli,4.621500451093746,2,knn,uniform,5000,5.0,
harmonic,0.3534587004337927,0.9344170777977736,0.5279309253679199,0.6694718644670381,exp,2.2830121875499265,2,knn,uniform,5000,5.0,
clustering,0.9664071572746297,0.9775910986652918,0.3319043741854445,0.5396581885839129,exp,1.0100572115176913,2,knn,uniform,5000,5.0,
degree,0.8870095192737901,0.916440903734712,0.08495683160027566,0.6918512772811152,pieli,1.0504044334309421,1,knn,uniform,5000,10.0,
pagerank,0.8747001093777963,0.900768726043029,-0.1952388040392744,0.7381124088226718,pieli,1.0466643194991176,1,knn,uniform,5000,10.0,
betweenness,0.5782367437448233,0.6675274706020811,0.6190076414530037,0.4985026803605,pieli,1.1132323167374334,1,knn,uniform,5000,10.0,
closeness,-0.18220981041209375,0.595631205356821,0.6729566839853204,0.9636908695648385,pieli,5.758255983341902,1,knn,uniform,5000,10.0,
harmonic,0.07196611785051271,0.689439976209456,0.7034903750367112,0.9156934830356991,pieli,4.025240708774774,1,knn,uniform,5000,10.0,
