,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9136200961523808,0.9427214801440668,0.6495907699215089,-0.17075121009088082,exp,1.0423629728314183,1,delaunay,uniform,5000,,
pagerank,0.921410919180827,0.9440562111777819,0.7452384660825332,-0.19891699125320234,exp,1.0332736099654607,1,delaunay,uniform,5000,,
betweenness,0.5491312513080451,0.6976565104303469,0.5490819428974045,-0.13416123081086212,exp,1.4417169493707689,1,delaunay,uniform,5000,,
closeness,0.358174707943509,0.6324851124496822,0.36208101841150664,-0.42864559773235683,exp,1.8188988302534463,1,delaunay,uniform,5000,,
harmonic,0.46174972446086193,0.6933984698782016,0.45075247214283753,-0.7330862766378634,exp,1.6478349234117173,1,delaunay,uniform,5000,,
clustering,0.9301282159879977,0.9332763225098613,0.6107637420228584,0.16104868650063775,pieli,1.0001840562131104,1,delaunay,uniform,5000,,
degree,0.9540635978561669,0.9719080014782362,0.637665407209153,-0.1667296745769077,pieli,1.0149976423464266,2,delaunay,uniform,5000,,
pagerank,0.9587856002319021,0.9726564264375552,0.7785298089486554,-0.2202396426720516,exp,1.0115031042393001,2,delaunay,uniform,5000,,
betweenness,0.5617410512464402,0.6755728788377513,0.5589928636243499,-0.0677298484335713,pieli,1.1823085809130862,2,delaunay,uniform,5000,,
closeness,0.3929419244155012,0.552711683196842,0.3765788479487269,-0.24189245692862116,exp,2.7749603085393875,2,delaunay,uniform,5000,,
harmonic,0.3927921466804039,0.7085611430132948,0.3657682287939622,-0.7167838403493739,exp,2.303914936280605,2,delaunay,uniform,5000,,
clustering,0.9740128433790665,0.9740128433790665,0.6748941094311347,0.22371669282532008,original,1.0,2,delaunay,uniform,5000,,
degree,0.9436388435476911,0.9555759876579063,0.22669971312596499,0.5601705317654715,pieli,1.0178086681473155,1,knn,uniform,5000,5.0,
pagerank,0.9387333431326803,0.9494880464972413,0.028764201077915996,0.6534944066201649,pieli,1.0167554503755691,1,knn,uniform,5000,5.0,
betweenness,0.715028488995516,0.7707936778484523,0.6695196105368773,0.27632882420257626,pieli,1.088207367191008,1,knn,uniform,5000,5.0,
closeness,0.0687678701274007,0.665711804041655,0.19539815654703602,0.14053195028626864,exp,4.3399472258328435,1,knn,uniform,5000,5.0,
harmonic,0.26796084606699777,0.8000158549912133,0.4354801183695514,0.697863833286527,exp,2.543263676722793,1,knn,uniform,5000,5.0,
clustering,0.8813838885473815,0.9043057227825029,0.3230426264539642,0.4921327241967348,pieli,1.0174499696553627,1,knn,uniform,5000,5.0,
degree,0.9759722423835706,0.984000438896133,0.20078531000860023,0.5429609846947736,pieli,1.0060063049412717,2,knn,uniform,5000,5.0,
pagerank,0.9736694512351769,0.9814149129842458,0.010755597465379942,0.6613498952153946,pieli,1.0060464041466155,2,knn,uniform,5000,5.0,
betweenness,0.8842605446870935,0.8923783274179398,0.8086801617936131,0.1323123944276865,exp,1.0093154494527101,2,knn,uniform,5000,5.0,
closeness,-0.011040602761667686,0.8139857714661528,-0.04940598964381364,0.06677228541319301,exp,4.848085985678198,2,knn,uniform,5000,5.0,
harmonic,0.353785755430482,0.9485983393714696,0.5583831179276455,0.6582171768524154,exp,2.4725278689234704,2,knn,uniform,5000,5.0,
clustering,0.9602216190407368,0.977135364254141,0.2937919518518527,0.5503033902571699,exp,1.0117206974324422,2,knn,uniform,5000,5.0,
