,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8850990526699494,0.9334487647327274,0.6195001127069644,-0.20189602458727274,pieli,1.069265814969108,1,delaunay,uniform,5000,,
pagerank,0.8964486920532614,0.9352326572653289,0.7229108069685667,-0.23126464974873262,exp,1.0567884335309716,1,delaunay,uniform,5000,,
betweenness,0.49202636920458465,0.6317867724229462,0.48628408101929355,-0.07547972699026353,exp,1.3078024525163785,1,delaunay,uniform,5000,,
closeness,0.19534166817216977,0.5555312874855971,0.17335529488543505,-0.35728173173095423,exp,1.7529785449608632,1,delaunay,uniform,5000,,
harmonic,0.3566048444068428,0.6874175886315468,0.328959691391122,-0.6888727365627346,exp,1.572016988372135,1,delaunay,uniform,5000,,
clustering,0.9308716337682765,0.930844063329463,0.605763087331666,0.21175824258068066,pieli,1.0002207049095002,1,delaunay,uniform,5000,,
degree,0.9694899058443325,0.9802709099360631,0.6450655601327425,-0.17723219396403173,exp,1.0153949256694415,2,delaunay,uniform,5000,,
pagerank,0.9727025611095715,0.9811892074956077,0.7988881251826416,-0.23251946343645777,exp,1.012182639720896,2,delaunay,uniform,5000,,
betweenness,0.6342245209091172,0.7262137944008661,0.6311706974055583,-0.0704052617715038,pieli,1.1716353052193598,2,delaunay,uniform,5000,,
closeness,0.17047533849343294,0.5842580198247898,0.2503089305317072,-0.2830367045485792,exp,2.310642019280969,2,delaunay,uniform,5000,,
harmonic,0.3289833332322018,0.7019445282145365,0.3069383207789213,-0.7820551566835174,exp,2.0530244894050558,2,delaunay,uniform,5000,,
clustering,0.9811161525075294,0.9811161525075294,0.6863473719509521,0.2341694088534963,original,1.0,2,delaunay,uniform,5000,,
degree,0.9352700036606083,0.9502654159891843,0.1819096170539894,0.5064110247351991,pieli,1.0159273913842224,1,knn,uniform,5000,5.0,
pagerank,0.9258488360822952,0.9400419639616525,0.04734939726482256,0.638983125761458,pieli,1.0168480789023437,1,knn,uniform,5000,5.0,
betweenness,0.6676249963786872,0.72764788499543,0.6391472425577536,0.3943115229459466,exp,1.097995947171572,1,knn,uniform,5000,5.0,
closeness,0.9930955065497228,0.9954214779336836,0.9990677434565877,0.02485009487505424,pieli,1.005733146073719,1,knn,uniform,5000,5.0,
harmonic,0.6308780704361221,0.9269224547690567,0.6602567612853727,0.5418923039799295,pieli,1.5742882962980402,1,knn,uniform,5000,5.0,
clustering,0.9173876166778367,0.9447553887488092,0.35722853702124585,0.49580106945124475,exp,1.03633134554188,1,knn,uniform,5000,5.0,
degree,0.9764843838693051,0.9840738157123485,0.22695593104063425,0.5141533573842307,pieli,1.0105208365749643,2,knn,uniform,5000,5.0,
pagerank,0.9738570562045998,0.9814749396679642,0.06749829874186379,0.63816217122317,pieli,1.0097226873225955,2,knn,uniform,5000,5.0,
betweenness,0.8661853641457533,0.8715656884967014,0.7795501264069455,0.13052975354074328,pieli,1.0097015523318227,2,knn,uniform,5000,5.0,
closeness,0.996493616856239,0.9985260078247714,0.6395129703149217,0.0003828955198412296,pieli,1.0073714229523312,2,knn,uniform,5000,5.0,
harmonic,0.6836169969767821,0.9679669287572867,0.6289123013681425,0.4277766415270948,exp,1.6330654954842028,2,knn,uniform,5000,5.0,
clustering,0.9577114336955952,0.9637418206869937,0.3344670930668752,0.5640515600180664,exp,1.0108444110878554,2,knn,uniform,5000,5.0,
degree,0.8664123063473667,0.9140283929668576,0.07142129046979506,0.6338873060034715,pieli,1.0584046513400538,1,knn,uniform,5000,10.0,
pagerank,0.8535735361995793,0.8977479535853174,-0.16959130632230696,0.717175040773753,pieli,1.0541900184035273,1,knn,uniform,5000,10.0,
betweenness,0.6421568157594586,0.7190319407833599,0.6574138515160783,0.4808023833585089,pieli,1.1066720675085762,1,knn,uniform,5000,10.0,
closeness,0.14150462995214147,0.6846103163203491,0.7354130538749379,0.9465574398367562,pieli,5.364936600222134,1,knn,uniform,5000,10.0,
harmonic,0.14265527702421854,0.774208575003746,0.7368643697216921,0.8530981221997476,exp,3.6411050560187883,1,knn,uniform,5000,10.0,
clustering,0.8221364121703777,0.9019530383379952,0.17239380196537157,0.7625390556427672,pieli,1.1350821818343908,1,knn,uniform,5000,10.0,
degree,0.9513571541801124,0.971083434666492,0.09883837971434092,0.6046466170645394,pieli,1.0178599904985923,2,knn,uniform,5000,10.0,
pagerank,0.946783949829911,0.9654804851705557,-0.19207344391884434,0.7242976696349865,pieli,1.0167583470236006,2,knn,uniform,5000,10.0,
betweenness,0.8471541636423621,0.8495080203234116,0.7732252829612742,0.2021481777047326,pieli,1.0076310684235066,2,knn,uniform,5000,10.0,
closeness,0.48810043292939886,0.8155980869006916,0.782033178169385,0.954696204035204,pieli,5.4396554396251275,2,knn,uniform,5000,10.0,
harmonic,0.4865314975840362,0.9082076744292569,0.7361112530464351,0.8193957078289346,exp,3.415955576982881,2,knn,uniform,5000,10.0,
clustering,0.9272701292611841,0.964083067754933,0.24322817042975642,0.806939471920556,pieli,1.048112034014882,2,knn,uniform,5000,10.0,
degree,0.7665825839974869,0.8413084284293566,0.07037334558024468,0.5917378474369479,pieli,1.1018487341360743,1,knn,uniform,5000,15.0,
pagerank,0.7590924550052242,0.8225734442098023,-0.22491048387186752,0.7584253219585182,pieli,1.0891698020104328,1,knn,uniform,5000,15.0,
betweenness,0.5673254493106036,0.6622333107966376,0.5858422390659289,0.5924755990315782,pieli,1.1310900592583062,1,knn,uniform,5000,15.0,
closeness,-0.04788624041133526,0.17005030053370426,0.5540150717358602,0.9781849045518616,pieli,5.975588343984902,1,knn,uniform,5000,15.0,
harmonic,0.05061134768451182,0.5803254128100385,0.5974698275768848,0.9240794350659052,exp,4.6012619894180125,1,knn,uniform,5000,15.0,
clustering,0.7351254951565301,0.8818142003943525,0.20371119143447347,0.8423729761403291,pieli,1.2455015307759743,1,knn,uniform,5000,15.0,
degree,0.926538132331356,0.9569499211586981,0.038071691716279346,0.645658426732127,pieli,1.0214776102527323,2,knn,uniform,5000,15.0,
pagerank,0.9203920392726237,0.9489066187983213,-0.27858553561750365,0.7544750960392734,pieli,1.0204710441595974,2,knn,uniform,5000,15.0,
betweenness,0.7289247516376272,0.7293494821599547,0.6398010610146443,0.21894839058112167,pieli,1.0054744179240471,2,knn,uniform,5000,15.0,
closeness,0.6514573232787436,0.6048488596002535,0.3731899713193655,0.9716445235468769,pieli,5.814150234637621,2,knn,uniform,5000,15.0,
harmonic,0.6059686804904169,0.7950126111630162,0.6269524539450615,0.8725271501234229,exp,4.212394219777373,2,knn,uniform,5000,15.0,
clustering,0.8822661666458351,0.9510725981854091,0.23143992261158938,0.8440806651899655,exp,1.0913487172443124,2,knn,uniform,5000,15.0,
degree,0.9938400866667724,0.9955863613454798,0.8692589550226448,0.3377443846423851,exp,1.0031433472071738,1,rnn,uniform,5000,,1.0
pagerank,0.9950829446326888,0.9937687787709859,0.8247680081253337,0.23094285466873643,original,1.0,1,rnn,uniform,5000,,1.0
betweenness,0.9984046259193813,0.9911571803872525,0.9168428266522111,0.3525788306791552,pieli,1.0040373014323267,1,rnn,uniform,5000,,1.0
closeness,0.9961360119803077,0.9944244721853315,-0.0002489082782090777,-0.00031358042109946426,pieli,1.0142707531588393,1,rnn,uniform,5000,,1.0
harmonic,0.995512510329317,0.9943203209884504,0.5478007580660956,0.5531330491988702,exp,1.0115005422492178,1,rnn,uniform,5000,,1.0
clustering,0.9898645612557568,0.9898645612557568,0.9898645612557568,,original,1.0,1,rnn,uniform,5000,,1.0
degree,0.9986577999935851,-0.7362906884608669,0.747520052603879,0.546680995449861,exp,1.0001412232713593,2,rnn,uniform,5000,,1.0
pagerank,0.9971867941730941,0.9955162095396328,0.7211304498485722,0.4195260613030879,original,1.0,2,rnn,uniform,5000,,1.0
betweenness,0.9996369644568839,0.9950747283976391,0.5742891376711707,0.5997062453986551,pieli,1.0023533306090422,2,rnn,uniform,5000,,1.0
closeness,0.9959618871702194,0.9959618871702194,0.026451036430879833,-0.007727458764421931,original,1.0,2,rnn,uniform,5000,,1.0
harmonic,0.998029408770774,0.99590099527143,0.31043475379891616,0.7077220731349332,pieli,1.0022351224378967,2,rnn,uniform,5000,,1.0
clustering,0.9994651273180762,-0.3317248512518415,0.9991175842302386,0.05549654698673326,exp,1.0005116353161632,2,rnn,uniform,5000,,1.0
degree,0.98800449301183,0.9904616567887395,0.4474104445141137,0.875204145492618,exp,1.0093308530659768,1,rnn,uniform,5000,,2.0
pagerank,0.9687939835980364,0.9636464641309865,0.6002571618142925,0.6360901414275646,exp,1.0016021448324084,1,rnn,uniform,5000,,2.0
betweenness,0.8816711430575634,0.8867250647470477,0.6471313692489781,0.3245504893032155,exp,1.0195557086766547,1,rnn,uniform,5000,,2.0
closeness,0.9166787736800022,0.9265820952033273,0.6787865624243616,0.48274234031712054,pieli,1.0052214889305011,1,rnn,uniform,5000,,2.0
harmonic,0.9715907794174565,0.9779159672218595,0.11171215661466682,0.7250601026473724,pieli,1.0219964333358762,1,rnn,uniform,5000,,2.0
clustering,0.9605224084503055,0.9605224084503055,0.7040223240412258,0.6025639645835578,original,1.0,1,rnn,uniform,5000,,2.0
degree,0.9961841910939758,0.9969209687528418,0.40520777659149165,0.8986936167174763,pieli,1.005192503995038,2,rnn,uniform,5000,,2.0
pagerank,0.990331132401612,0.9890699810402472,0.5186207229558001,0.7661650665683815,exp,1.0014095722253453,2,rnn,uniform,5000,,2.0
betweenness,0.9534461621714525,0.9564516737547246,0.8239498202609763,0.27204207730543695,pieli,1.0068327928074061,2,rnn,uniform,5000,,2.0
closeness,0.9562911205832207,0.9638961867884102,0.7174551834055888,0.5542629857806289,exp,1.0111443166744407,2,rnn,uniform,5000,,2.0
harmonic,0.9585562545004209,0.932824382071184,0.05732411911868055,0.7631838668329303,pieli,1.0697839355750522,2,rnn,uniform,5000,,2.0
clustering,0.9886964560208139,0.9884227545856428,0.522082864935892,0.670845690786916,pieli,1.0001046945617766,2,rnn,uniform,5000,,2.0
degree,0.9498698271437058,0.9839699068536878,0.3121250114771021,0.9330683017073395,exp,1.0457270333285553,1,rnn,uniform,5000,,3.0
pagerank,0.9318606585372678,0.9658792263710326,0.41684365786302324,0.8591550404480033,pieli,1.0461485596554987,1,rnn,uniform,5000,,3.0
betweenness,0.7347744070611517,0.816025347283517,0.6681974932104311,0.5884210743968951,exp,1.0996350470675975,1,rnn,uniform,5000,,3.0
closeness,0.123870078515294,0.8058143723852428,0.6038672873062011,0.9138636933421267,pieli,3.574996044196535,1,rnn,uniform,5000,,3.0
harmonic,0.4340610842968847,0.913681344136437,0.4539965044949471,0.959017687287431,exp,1.870710290727421,1,rnn,uniform,5000,,3.0
