,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
0,0,degree,Piecewise Linear Fit,1.0985962644136706,0.0220592562754729,-0.0848044965430263,1.0,0.2267080745341615,0.0441185125509865,108.47088062832924,25.8225442103423,1.0777896376657792,0.3350364475879183,1.0752897116083042,0.3342593327259283,1.0638531529216726,0.3307042196861534,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
1,1,closeness,Piecewise Linear Fit,1.0986028022876733,0.2111782054951271,-0.1973397266098221,1.0,0.968944099378882,0.4223564112832769,0.1441379123832613,0.1238068201629526,3.1872441286070265,0.33538770589159,3.1580100135848443,0.3323114549439271,3.1579091300995223,0.3323008391644828,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
2,2,betweenness,Exponential Saturation Fit,1.098612068879221,0.1454861135701844,-0.8828632632339478,1.0,1.0,,,,1.2003417249299857,0.3330565585873687,1.2022911145357211,0.3335974520512448,1.201384838556109,0.3333459893613865,0.0198761770853039,3.7547513256285416,0.0011099461830004,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
3,3,harmonic,Exponential Saturation Fit,1.098557830839983,0.1594241082943704,-0.1439508671843469,1.0,1.0,,,,2.645391573760515,0.3284805055602927,2.7094172498921267,0.3364306278307189,2.698611482822601,0.3350888666089884,0.0747572800868644,3.121484016362566,0.1742865928362895,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
4,4,clustering,Piecewise Linear Fit,1.0985756376518758,0.0586421076392867,0.1349776432379623,1.0,0.4409937888198758,0.1172842152709751,-1.5435313346536867,0.7611153609665924,1.363128501865262,0.3366358124531469,1.3511989675527525,0.3336897156838517,1.3349401706818718,0.3296744718630013,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
5,5,pagerank,Piecewise Linear Fit,1.0985948920519524,0.0215818005503738,-0.0654730224545585,1.0,0.2220496894409938,0.0431636020619414,0.0044906242876931,0.0013833237796239,1.0725703359226262,0.3350715581019921,1.070234559781518,0.3343418603611858,1.058213841899802,0.3305865815368219,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,9660,644,,,,
6,0,degree,Piecewise Linear Fit,1.0985730154388822,0.0335500247770568,-0.0990067940343776,1.0,0.2685810810810811,0.0671000495541946,82.85611627793375,25.29728632872776,1.1421135533369644,0.3359341731203085,1.1384618894161638,0.3348600954192224,1.119238106218378,0.329205731460469,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,8880,592,,,,
7,1,closeness,Piecewise Linear Fit,1.098585894039629,0.1902783204160968,-0.1988501764402212,1.0,0.9324324324324323,0.3805566410624548,0.1652719547619986,0.1266998888276016,2.527606702787566,0.3367603176339234,2.4895545030954573,0.3316905135220529,2.4884936187308737,0.3315491688440236,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,8880,592,,,,
8,2,betweenness,Piecewise Linear Fit,1.0985818024707092,0.1626530704002979,-0.8150167997808541,1.0,0.8783783783783784,0.3253061414477936,0.0502638076493422,0.0018555957425372,1.184973463435795,0.3370150690013986,1.1659739926333108,0.3316114813590867,1.1651370529914586,0.3313734496395146,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,8880,592,,,,
9,3,harmonic,Exponential Saturation Fit,1.0985986355353337,0.1477720463946487,-0.156834633774657,1.0,1.0,,,,2.3381542164231752,0.3309374223889075,2.367017321228442,0.3350226454419053,2.360074210456761,0.3340399321691872,0.0783810402716258,3.671691220581638,0.1764558363410943,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,8880,592,,,,
