,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,constant_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
817,1,closeness,Piecewise Linear Fit,1.098612288615915,0.2207853816191141,-0.0610817730030642,1.0,0.9956140350877192,,1.0705915979112903,0.3333381456154533,1.0705678702473531,0.3333307577978092,1.070568958345385,0.3333310965867376,,,,,,,0.4415707641773341,0.0470203490306811,0.1595777361454207,glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,665,228
818,2,betweenness,Exponential Saturation Fit,1.0986094041677328,0.0003037718701124,0.5221836181309536,1.0,0.0789473684210526,,1.061300074963112,0.3322036600129532,1.0669116265119425,0.3339601641410977,1.066515517730568,0.3338361758459491,-0.0418473716597555,2281.801735306884,0.0609932802738026,,,,,,,glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,665,228
819,3,harmonic,Piecewise Linear Fit,1.0986122858270124,0.1994575474302421,-0.0461621351384514,1.0,0.9605263157894736,,1.0614789338390194,0.3333688680808135,1.0613089045124813,0.3333154685433177,1.0613095248782929,0.3333156633758686,,,,,,,0.3989150956511435,0.0504534925605318,0.2079363330839915,glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,665,228
820,4,clustering,Constant Fit,1.0986122107906628,0.0,-0.0,1.0,0.0,0.440660679476469,0.9934167361881806,0.3335182415398198,0.9926437135902392,0.3332587158763754,0.9925374571956536,0.3332230425838048,,,,,,,,,,glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,665,228
821,5,pagerank,Constant Fit,1.098612280674855,0.0,-0.0,1.0,0.0,0.0043859649122807,0.9929565276355282,0.3333759417287998,0.9928736694234636,0.3333481228528387,0.9926586599542568,0.3332759354183615,,,,,,,,,,glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,665,228
822,0,degree,Piecewise Linear Fit,1.098611161474572,0.0401538087023821,-0.0403856094041249,1.0,0.3709677419354839,,1.008205701368608,0.3340138352787984,1.0056342488727152,0.3331619250890183,1.00461496054723,0.3328242396321833,,,,,,,0.0803076174061459,5.812381316714018,5.545630827773802,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
823,1,closeness,Piecewise Linear Fit,1.0986122886679144,0.2398672561305306,-0.0689701984460516,1.0,0.997983870967742,,1.2143814103534645,0.3333334842383839,1.2143797957785514,0.3333330410564669,1.214381375622531,0.3333334747051491,,,,,,,0.4797345136528835,0.0344680902882166,0.1116067077582408,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
824,2,betweenness,Piecewise Linear Fit,1.087253768797527,0.0001264639043951,0.7652630834832659,1.0,0.0463709677419354,,1.3912906619043997,0.3681570971244041,1.3912600401273267,0.3681489941270472,0.9965171816827852,0.2636939087485486,,,,,,,0.0002529278087902,-306.9403536179459,0.0895404454215257,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
825,3,harmonic,Piecewise Linear Fit,1.0986122886679826,0.2398672562009652,-0.0588649698409761,1.0,0.997983870967742,,1.1495971948411778,0.3333334521424968,1.1495959752541938,0.3333330985150337,1.1495971851844704,0.3333334493424694,,,,,,,0.4797345136528812,0.0383495885511949,0.1470708796375103,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
826,4,clustering,Piecewise Linear Fit,1.098610894493682,0.0393640442725411,0.0504431072660737,1.0,0.3689516129032258,,1.0056515702614028,0.334069036678715,1.0030598873630416,0.3332081013062309,1.0015991663696329,0.3327228620150541,,,,,,,0.0787280885313041,-0.5714045671388585,0.4683970200681037,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
827,5,pagerank,Constant Fit,1.0986119294632526,0.0,-0.0,1.0,0.0,0.002016129032258,0.999271310852545,0.3337188628382555,0.997812113199036,0.3332315459541454,0.9972672768761778,0.3330495912075991,,,,,,,,,,glioma_mibitof:CHOP_907_R13C2_whole_cell.tiff,1463,496
828,0,degree,Piecewise Linear Fit,1.098612190125989,0.040158789127226,-0.0233647122062435,1.0,0.3372781065088757,,1.0013075951631123,0.3335358933282185,1.000532253684866,0.3332776268236693,1.0002586214889702,0.3331864798481121,,,,,,,0.0803175782568032,3.416378188543219,5.7348032952535215,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
829,1,closeness,Exponential Saturation Fit,1.0986067607561236,0.0107998784510203,0.0511783057677574,1.0,0.2307692307692307,,1.13392099496738,0.3320054243569817,1.1431874729664644,0.334718594828324,1.1382604139557353,0.3332759808146942,-0.0088396396001614,64.18101680527997,0.0907810177963258,,,,,,,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
830,2,betweenness,Exponential Saturation Fit,1.0986049606223918,0.0002825152311378,0.8759180543495817,1.0,0.0321217244294167,,1.609093420321777,0.3315645225900051,1.6234600805594628,0.3345248695672293,1.6204790484168523,0.3339106078427656,-0.1006882100203098,2453.486056550415,0.1078199210597993,,,,,,,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
831,3,harmonic,Exponential Saturation Fit,1.0986113362054708,0.0025582086191574,0.0632988790391211,1.0,0.0989010989010989,,1.124753219384251,0.3328399722248128,1.1284955798824097,0.3339474215237303,1.12601244710957,0.3332126062514567,-0.0144257196239077,270.950216948389,0.1211621100716798,,,,,,,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
832,4,clustering,Piecewise Linear Fit,1.0986119917386277,0.0321690729056038,0.0360057679296203,1.0,0.2865595942519019,,1.0027311280524045,0.3336716087177019,1.0015510415138094,0.3332789198275865,1.0008615161848584,0.3330494714547116,,,,,,,0.0643381457980533,-0.4891053129641848,0.4527213965255333,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
833,5,pagerank,Constant Fit,1.0986122737131376,0.0,-0.0,1.0,0.0,0.0008453085376162,0.9988394746429512,0.3334136244198034,0.9985153828353924,0.3333054422474462,0.9984419591067688,0.3332809333327505,,,,,,,,,,glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,3522,1183
