,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,constant_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
2852,2,betweenness,Michaelis-Menten Fit,1.098383823152511,1.5318646304768602e-05,0.9122901060372192,1.0,0.0157315154693235,,1.5383010206247782,0.323303489055274,1.6071741865955376,0.3377785069887509,1.6125959942995054,0.338918003955975,,,,-0.11096046923882,1.5319604503548916e-05,0.1162908430596858,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,5693,1907
2853,3,harmonic,Michaelis-Menten Fit,1.098503932034855,0.0063188626207579,0.0782996870781003,1.0,0.4383848977451494,,1.1889475521209858,0.3270319469281432,1.214184553832315,0.3339736373244619,1.2324379455017218,0.3389944157473949,,,,-0.0154050866290724,0.0064862143405736,0.104688822487306,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,5693,1907
2854,4,clustering,Piecewise Linear Fit,1.0986122654574089,0.0373022746243566,0.0300017873497113,1.0,0.2994231777661248,,1.0011636111421716,0.3334307923314665,1.0007990330273115,0.333309372047757,1.0006502943107336,0.3332598356207765,,,,,,,0.0746045492276957,-0.3549647718387577,0.4545811456199517,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,5693,1907
2855,5,pagerank,Constant Fit,1.0986122882564926,0.0,-0.0,1.0,0.0,0.0005243838489774,0.9990222119798476,0.3333468196137507,0.9989642589752458,0.3333274822561429,0.998958912046958,0.3333256981301064,,,,,,,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,5693,1907
2856,0,degree,Constant Fit,1.0986122884146408,0.0,-0.0,1.0,0.0,5.983074753173484,0.9995139849178296,0.3333433417714208,0.999478144796567,0.333331388896352,0.999459795577735,0.3333252693322272,,,,,,,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2857,1,closeness,Exponential Saturation Fit,1.09853905523725,0.0480920352136204,0.1040621599148861,1.0,0.6382228490832158,,1.6464242804334186,0.3280380841041581,1.695477852753473,0.3378116522381869,1.6771013307848364,0.3341502636576549,-0.013772550478632,14.392865976464927,0.0729903730685781,,,,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2858,2,betweenness,Michaelis-Menten Fit,1.0985802137129426,3.0132391715583268e-05,0.9377909986761424,1.0,0.0137517630465444,,1.564327807831282,0.329671872542249,1.5866472169602803,0.3343755423004402,1.5941304516570114,0.3359525851573108,,,,-0.1262334177613008,3.013615658513559e-05,0.1304121601322971,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2859,3,harmonic,Exponential Saturation Fit,1.0985043240911176,0.0326592058915109,0.0990837118347501,1.0,0.4661495063469675,,1.4649615630083832,0.3264260229790747,1.5127320177736698,0.3370703429112046,1.510188695387741,0.3365036341097208,-0.0166942258007607,21.222542294865743,0.0925868358684342,,,,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2860,4,clustering,Piecewise Linear Fit,1.0986122574794954,0.0282205916813907,0.0237854055396386,1.0,0.2108603667136812,,1.0004570779053987,0.3334445547291412,1.0000568814152262,0.3333111723548078,0.999856158338292,0.3332442729160509,,,,,,,0.0564411833474192,-0.3674088610850642,0.4462868752068771,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2861,5,pagerank,Constant Fit,1.0986122886578498,0.0,-0.0,1.0,0.0,0.0003526093088857,0.9993048680896448,0.3333354683752123,0.9992953086134744,0.3333322796461582,0.9992952256691172,0.3333322519786295,,,,,,,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,8484,2836
2862,0,degree,Piecewise Linear Fit,1.098612120799556,0.0353824444167068,-0.0296281996225343,1.0,0.2756232686980609,,1.0015654240985092,0.3335952223132784,1.0005878947428914,0.3332696328761244,1.0001841161891942,0.3331351448105972,,,,,,,0.0707648888348632,4.88120027678729,5.656494450861404,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2863,1,closeness,Michaelis-Menten Fit,1.0986046288099751,0.0035567253969288,0.0716594744033684,1.0,0.2700831024930747,,1.1629719382624844,0.3315243464688249,1.171398186085865,0.3339263874905578,1.1735832149755396,0.3345492660406172,,,,-0.0157764088057925,0.0036103801912852,0.1170840863145295,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2864,2,betweenness,Piecewise Linear Fit,1.0986122874710709,2.020591124374276e-05,0.85313726609574,1.0,0.0263157894736842,,1.741956871462798,0.3333448660016606,1.741956871462764,0.3333448660016541,1.7417760730205458,0.3333102679966851,,,,,,,4.0411822487484034e-05,-2709.039042243719,0.1189001442914805,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2865,3,harmonic,Michaelis-Menten Fit,1.098605262886343,0.0010909765661302,0.0707711574478356,1.0,0.1288088642659279,,1.1241358489587845,0.3318307747067677,1.1290423154222438,0.3332791019433295,1.1344999373627327,0.3348901233499028,,,,-0.0201484669036826,0.0010959725356306,0.1520754522091632,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2866,4,clustering,Piecewise Linear Fit,1.0986120539796034,0.0364457457629388,0.0445647267640934,1.0,0.281163434903047,,1.0036751543849094,0.3336419339316766,1.0025309147810224,0.333261565529954,1.0020343595999637,0.3330965005383693,,,,,,,0.0728914915124159,-0.5414748290833488,0.4625612226763229,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2867,5,pagerank,Constant Fit,1.0986122229137385,0.0,-0.0,1.0,0.0,0.0013850415512465,0.9985013323509973,0.3335000077421676,0.9978513854745568,0.3332829251191385,0.9976542062251014,0.3332170671386938,,,,,,,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,2145,722
2868,0,degree,Constant Fit,1.0986122873076434,0.0,-0.0,1.0,0.0,5.967590172503921,0.999695895666322,0.3333487243871197,0.9996764661650936,0.3333422456174478,0.999576854201491,0.3333090299954325,,,,,,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2869,1,closeness,Exponential Saturation Fit,1.098609792573883,0.0099819463642273,0.0571774937001863,1.0,0.2007318348144276,,1.1136014776470546,0.3328062075920539,1.1188905555379782,0.3343868789451995,1.1136038395580663,0.3328069134627466,-0.008844369201101,69.44008263197824,0.0817635353928664,,,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2870,2,betweenness,Michaelis-Menten Fit,1.0986115870750608,3.1364104206903394e-05,0.9041194680415156,1.0,0.0177731312075274,,1.4470098391800184,0.3327903157219593,1.4500621902782993,0.3334923101785186,1.4510407935992218,0.333717374099522,,,,-0.0961039146518703,3.136845435729388e-05,0.1011927358448566,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2871,3,harmonic,Michaelis-Menten Fit,1.098604331319908,0.0017717817700036,0.0739051164813764,1.0,0.1677992681651855,,1.0638608091787884,0.3314771021123193,1.0719723429114194,0.3340044888457909,1.073621746602326,0.3345184090418898,,,,-0.0149265883029653,0.001785771851426,0.1080216312284075,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2872,4,clustering,Constant Fit,1.0986122752108285,0.0,-0.0,1.0,0.0,0.4336019066024293,0.9998120819601451,0.3334092760443043,0.9995084647625516,0.3333080282279689,0.999432498850298,0.3332826957277266,,,,,,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2873,5,pagerank,Constant Fit,1.0986122882748557,0.0,-0.0,1.0,0.0,0.0005227391531625,0.9990286324659292,0.3333464771370944,0.9989732336917192,0.3333279921952014,0.9989658565732616,0.3333255306677042,,,,,,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,5708,1913
2874,0,degree,Constant Fit,1.0986122873541735,0.0,-0.0,1.0,0.0,5.964642582628748,0.9994385057150086,0.3333467592347101,0.9994302959459967,0.3333440209973113,0.9993259550826832,0.3333092197679785,,,,,,,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2875,1,closeness,Exponential Saturation Fit,1.0985977939578229,0.0185619875165648,0.0628587658876286,1.0,0.3259031514219831,,1.2696803783800676,0.3316394762121781,1.2856807420340082,0.3358187581100109,1.273134789909171,0.3325417656778111,-0.0110758896943119,37.34229262149257,0.0936393369405595,,,,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2876,2,betweenness,Michaelis-Menten Fit,1.0985982154168894,4.913810454466468e-05,0.8918046171889691,1.0,0.02152190622598,,1.6152968583990146,0.3311478069995039,1.626152541357836,0.333373302323539,1.6364233333741716,0.3354788906769569,,,,-0.1075473456822639,4.914794098093327e-05,0.1140598505883248,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2877,3,harmonic,Michaelis-Menten Fit,1.0985501895073804,0.0027069988601504,0.0834696239055124,1.0,0.2336664104534973,,1.1611610799131546,0.3283881806960652,1.1819922214064715,0.3342794396911774,1.1927872354314513,0.3373323796127573,,,,-0.0194317734479028,0.0027371781364678,0.1254170427110366,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2878,4,clustering,Exponential Saturation Fit,1.0986122863768066,0.0410124930902872,0.0278718749705499,1.0,0.6126056879323597,,0.999973261602454,0.3333182513931415,1.0001141988105016,0.3333652295930059,0.9999680643683968,0.3333165190138525,-0.0246273877509103,16.89479540997175,0.4539967737632038,,,,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2879,5,pagerank,Constant Fit,1.0986122885196603,0.0,-0.0,1.0,0.0,0.0007686395080707,0.9985549935931676,0.3333312679004984,0.998584654743417,0.3333411691967549,0.9985438945923762,0.3333275629027467,,,,,,,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,3880,1301
2880,0,degree,Constant Fit,1.0986122851233402,0.0,-0.0,1.0,0.0,5.948717948717949,0.998411948429864,0.3333718328904883,0.9982640426017751,0.3333224468258657,0.9982139484487588,0.3333057202836458,,,,,,,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2881,1,closeness,Exponential Saturation Fit,1.098604442945506,0.0130069105172176,0.059542318723591,1.0,0.2483130904183536,,1.116606398436066,0.3314825712162128,1.126664365886114,0.3344684406472143,1.125251430794221,0.3340489881365728,-0.0137027346284316,53.29068570412897,0.1219185574753307,,,,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2882,2,betweenness,Michaelis-Menten Fit,1.0982548261379412,9.695371889354988e-06,0.8679599343790272,1.0,0.0256410256410256,,1.438928945222544,0.3207694555191352,1.523343245818812,0.339587291750865,1.52359427929876,0.3396432527299998,,,,-0.1116386430744248,9.69575738924036e-06,0.1201278757847598,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2883,3,harmonic,Michaelis-Menten Fit,1.0986100007371773,0.0016301202787959,0.0774415744722556,1.0,0.1632928475033738,,1.108227680130707,0.3323457667515934,1.112581536480183,0.3336514422483669,1.1137531307983195,0.3340027910000395,,,,-0.0231350613806289,0.0016410913607301,0.1603988375806488,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2884,4,clustering,Constant Fit,1.0986122745873144,0.0,-0.0,1.0,0.0,0.4368272078798394,0.9981611537313452,0.333402211761501,0.997952716113581,0.3333325901753302,0.9977509532396276,0.3332651980631688,,,,,,,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2885,5,pagerank,Constant Fit,1.0986122884354703,0.0,-0.0,1.0,0.0,0.0013495276653171,0.9973924998005004,0.3333434065672092,0.9973508843038232,0.3333294980493176,0.9973436953183934,0.3333270953834731,,,,,,,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,2204,741
2886,0,degree,Constant Fit,1.0986122840588288,0.0,-0.0,1.0,0.0,5.979727095516569,0.9997729230244202,0.3333773744665596,0.9996019218359457,0.3333203535911874,0.9995476963713732,0.3333022719422529,,,,,,,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2887,1,closeness,Exponential Saturation Fit,1.0985032624604214,0.0356115272540091,0.0885466026955863,1.0,0.5395711500974659,,1.814541019671993,0.3279058404500469,1.880520810196224,0.3398290532239729,1.838664001857004,0.3322651063259803,-0.0117749067701423,19.461976544392872,0.0723718027552457,,,,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2888,2,betweenness,Michaelis-Menten Fit,1.098100359742762,7.79193863010212e-06,0.9326575232241636,1.0,0.0105263157894736,,1.7143106612368764,0.3183228450225748,1.8323702523235208,0.3402448138737676,1.838765616723348,0.3414323411036574,,,,-0.127352689036253,7.792187951130231e-06,0.1319483242680773,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2889,3,harmonic,Michaelis-Menten Fit,1.098456897950595,0.0159525752338639,0.1006172805150988,1.0,0.8826510721247564,,1.5238107294198744,0.3250552797761655,1.5799883828919838,0.3370389484260752,1.5840519217312656,0.3379057717977592,,,,-0.0179593532036077,0.0170708848090647,0.0948992255259134,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2890,4,clustering,Piecewise Linear Fit,1.0986122203969544,0.0291239590577843,0.029581792353065,1.0,0.2510721247563353,,1.0015555516130052,0.3334914411812433,1.001033452960402,0.3333175961740292,1.0006531418080586,0.3331909626447277,,,,,,,0.0582479181024549,-0.4441724752845081,0.450234140354295,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2891,5,pagerank,Constant Fit,1.0986122882421283,0.0,-0.0,1.0,0.0,0.0003898635477582,0.9992902789205792,0.3333470622406995,0.999230927352498,0.3333272635182697,0.999226163100836,0.3333256742410307,,,,,,,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,7669,2565
2892,0,degree,Constant Fit,1.0986122885729477,0.0,-0.0,1.0,0.0,5.986166007905139,0.9996986749321248,0.3333385066761729,0.9996856373336046,0.3333341594326181,0.9996651671971942,0.3333273338912089,,,,,,,,,,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2893,1,closeness,Exponential Saturation Fit,1.0984113322953275,0.0460431307649322,0.1100896661526433,1.0,0.6324110671936759,,2.3291312187593527,0.3295503677218493,2.422382371393514,0.3427445370299416,2.3160895652021627,0.327705095248209,-0.0120665415129697,15.041534854892548,0.0608007423001367,,,,,,,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2894,2,betweenness,Michaelis-Menten Fit,1.0986095531821105,1.1502035250663616e-05,0.9468360491335118,1.0,0.0076581027667984,,1.8693882364303964,0.3327823070384392,1.869383343594885,0.3327814360320545,1.878679218566802,0.3344362569295062,,,,-0.1304321766879851,1.150257027704051e-05,0.1340908796952775,,,,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2895,3,harmonic,Exponential Saturation Fit,1.0983808566302704,0.0338175650511817,0.1083832631623927,1.0,0.5,,1.9337561229217788,0.323510619073827,2.034481486667237,0.3403616192570842,2.0091739772636696,0.3361277616690888,-0.0153421916806557,20.49548968831517,0.0784454819950774,,,,,,,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2896,4,clustering,Piecewise Linear Fit,1.0986122459282917,0.0235869750313141,0.0259718782222579,1.0,0.1907114624505929,,1.0010925410891025,0.3334665130250732,1.0005850880921463,0.3332974791201408,1.0004005465479904,0.333236007854786,,,,,,,0.0471739500527426,-0.4771958431509023,0.4446322893791761,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2897,5,pagerank,Constant Fit,1.0986122886680882,0.0,-0.0,1.0,0.0,0.0002470355731225,0.9995071677533152,0.3333334221952609,0.9995068170501172,0.3333333052365228,0.9995067190935236,0.3333332725682162,,,,,,,,,,glioma_mibitof:UCLA_R3C3_whole_cell.tiff,12116,4048
2898,0,degree,Constant Fit,1.0986122504678764,0.0,-0.0,1.0,0.0,5.892086330935252,0.995680245634306,0.3334636071771054,0.9951039535490478,0.3332706010002926,0.9950895939514142,0.3332657918226018,,,,,,,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2899,1,closeness,Piecewise Linear Fit,1.0985967087221424,0.0084523254162781,0.0709484393331697,1.0,0.1294964028776978,,1.152537410778692,0.3351238425312203,1.1490385045661016,0.3341064639336549,1.1375628880106292,0.3307696935351248,,,,,,,0.0169046508313885,-1.4475838011725406,0.1846909602214551,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2900,2,betweenness,Michaelis-Menten Fit,1.0985928576305264,5.204696776966071e-05,0.773601352133791,1.0,0.0539568345323741,,1.3150439269987682,0.330484780243689,1.3295795707311466,0.3341377449287236,1.3345126247538386,0.3353774748275873,,,,-0.0972101274707486,5.205865337728574e-05,0.1114221555816785,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2901,3,harmonic,Piecewise Linear Fit,1.0985955789389314,0.00638533883285,0.0638398084704112,1.0,0.1043165467625899,,1.1212268023849747,0.3350699061703228,1.1185904066718515,0.3342820398239735,1.106430191075349,0.3306480540057036,,,,,,,0.0127706776651102,-2.165093738376142,0.2303802862803456,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2902,4,clustering,Constant Fit,1.0986122880094389,0.0,-0.0,1.0,0.0,0.4410131634951779,0.9945106035448772,0.3333162238165049,0.9945870298754592,0.3333418385619073,0.9945873254383376,0.3333419376215876,,,,,,,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2903,5,pagerank,Constant Fit,1.098612281229014,0.0,-0.0,1.0,0.0,0.0035971223021582,0.9932217939507736,0.3333908341858089,0.992965102365012,0.3333046715357072,0.992964574288894,0.3333044942784838,,,,,,,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,819,278
2904,0,degree,Constant Fit,1.098612281679612,0.0,-0.0,1.0,0.0,5.95921568627451,0.9994920943748726,0.3333864352620485,0.999297221278094,0.3333214342005802,0.9992093689343404,0.3332921305373714,,,,,,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2905,1,closeness,Exponential Saturation Fit,1.0986044556128474,0.0146577765567622,0.0556862900776381,1.0,0.2149019607843137,,1.122592048990879,0.3325072795895222,1.1316697530116289,0.3351960592504611,1.1218809711022215,0.3322966611600167,-0.0096198266005462,47.28869875952095,0.0911850927088236,,,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2906,2,betweenness,Exponential Saturation Fit,1.0985648675235369,2.275753990663484e-06,0.8706803799179405,1.0,0.0180392156862745,,1.4444279379277891,0.3287477745037566,1.4746555444710885,0.3356274935390593,1.474643410834536,0.3356247319571842,-0.0950873472696923,304579.13430170977,0.1021488705450981,,,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2907,3,harmonic,Exponential Saturation Fit,1.0986100418874276,0.0052047538428275,0.0543224601565093,1.0,0.0909803921568627,,1.071071721058062,0.3323568597405069,1.076381825206382,0.3340046014415829,1.0752021314138172,0.3336385388179101,-0.0121956001723748,133.17578530925957,0.1183497133077689,,,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2908,4,clustering,Piecewise Linear Fit,1.0986122874001203,0.0821288634277628,0.0253606089805943,1.0,0.4933333333333333,,1.0001799055955685,0.333353908346485,1.00011807554688,0.3333333007655206,1.0000565386431444,0.3333127908879944,,,,,,,0.1642577267351574,-0.1364625548587787,0.4531335948505576,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2909,5,pagerank,Constant Fit,1.0986122884129124,0.0,-0.0,1.0,0.0,0.0007843137254901,0.9984923689851226,0.3333438078262448,0.9984502996260414,0.3333297630916183,0.99844031299078,0.3333264290821369,,,,,,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,3799,1275
2910,0,degree,Constant Fit,1.098612285070793,0.0,-0.0,1.0,0.0,5.962861072902339,0.999593692075582,0.3333711896199871,0.9994568561290548,0.3333255539155621,0.9993899985475532,0.3333032564644508,,,,,,,,,,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2911,1,closeness,Exponential Saturation Fit,1.098582504711832,0.0228799102546807,0.0673323482109748,1.0,0.3672627235213205,,1.327873108516141,0.3333639801552923,1.3402398852923938,0.3364686728412,1.315140109593856,0.3301673470035076,-0.011164365222407,30.29499635397312,0.0884870637941325,,,,,,,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2912,2,betweenness,Michaelis-Menten Fit,1.0986103109100382,0.0001121811478882,0.876816702161074,1.0,0.0385144429160935,,1.3695786180199865,0.3326131616896271,1.3718854781083516,0.3331734011804246,1.3761679634772526,0.3342134371299483,,,,-0.0877673807009487,0.0001122327746054,0.0939109568255477,,,,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2913,3,harmonic,Exponential Saturation Fit,1.09859238506968,0.0152658082299388,0.0676119278646761,1.0,0.2613480055020633,,1.234960335689742,0.3304893709591679,1.2537028478210617,0.3355050794523601,1.2480994606418931,0.3340055495884719,-0.014501462855622,45.40520683074941,0.1144911496729014,,,,,,,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2914,4,clustering,Piecewise Linear Fit,1.0986122589386338,0.0582649995800538,0.0381343519169066,1.0,0.4346629986244842,,1.0030324478702826,0.3334297780148477,1.0027601890968576,0.3333392732833424,1.002434324170138,0.33323094870181,,,,,,,0.1165299991198222,-0.2892616786625572,0.4588131341738711,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2915,5,pagerank,Constant Fit,1.098612288635122,0.0,-0.0,1.0,0.0,0.0006877579092159,0.9986529689251886,0.333337134052953,0.998637090237944,0.3333318339574609,0.9986346876025411,0.333331031989586,,,,,,,,,,glioma_mibitof:UCSF_TA2_R4C3_whole_cell.tiff,4335,1454
2916,0,degree,Constant Fit,1.098612285795341,0.0,-0.0,1.0,0.0,5.979470983024082,0.9996551769333692,0.3333683510224966,0.9995161345658384,0.3333219827088465,0.999479201866141,0.3333096662686569,,,,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2917,1,closeness,Exponential Saturation Fit,1.098587925786452,0.0415895416389674,0.1017457942594702,1.0,0.590998815633636,,1.5725305331699757,0.3316082137540698,1.5963223872607957,0.3366253336576497,1.5732809229010156,0.3317664525882805,-0.0137451521851675,16.659414123549702,0.0743975448788303,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2918,2,betweenness,Exponential Saturation Fit,1.0986051173894482,0.0001402474694356,0.9284534815486792,1.0,0.0157915515199368,,1.6270213594979144,0.3315790486153616,1.6413254153072931,0.3344941456968642,1.6385415412454607,0.3339268056877741,-0.1190502693144837,4942.315060295189,0.1236372692916341,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2919,3,harmonic,Exponential Saturation Fit,1.0985529864988866,0.0318507045057474,0.0961791659466822,1.0,0.4713778128701145,,1.4670600272391856,0.3282162558935629,1.502623207511928,0.3361725860096204,1.5001137387264512,0.3356111580968166,-0.016634543569515,21.76163070400528,0.0947918600327404,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2920,4,clustering,Exponential Saturation Fit,1.098612286874357,0.0435947324157778,0.0242525370854467,1.0,0.6146861429135413,,1.0006096179210615,0.3333067770863899,1.0007541380320102,0.3333549172716747,1.000704268789531,0.3333383056419353,-0.0209868317726852,15.890109663341368,0.4429792289057042,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2921,5,pagerank,Constant Fit,1.098612288593003,0.0,-0.0,1.0,0.0,0.0003947887879984,0.9992379520126288,0.3333391080577043,0.9992124510925146,0.3333306011210448,0.9992115209186369,0.3333302908212507,,,,,,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,7573,2533
2922,0,degree,Constant Fit,1.0986122880699405,0.0,-0.0,1.0,0.0,5.980914113510798,0.9991874593396772,0.3333495761218309,0.9991181242500908,0.3333264445037268,0.9991107352313454,0.3333239793744422,,,,,,,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2923,1,closeness,Exponential Saturation Fit,1.0983288928630452,0.040438067180507,0.1101650886871068,1.0,0.5725765946760422,,1.8548087557406228,0.3224169064195498,1.9614333137698736,0.3409511946806681,1.9365851514263144,0.3366318988997819,-0.0174012375677586,17.135390134775285,0.0876588817614916,,,,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2924,2,betweenness,Michaelis-Menten Fit,1.0985416095428202,6.429560734163134e-05,0.9317336808635492,1.0,0.0195881466599698,,1.6461180730217164,0.32814318462742,1.6760193632531577,0.3341038169549677,1.6943253462471837,0.3377529984176123,,,,-0.1327507625725679,6.431247999296778e-05,0.1375959036601422,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2925,3,harmonic,Michaelis-Menten Fit,1.0982679206567778,0.018988317934594,0.1225609110066046,1.0,0.9442491210447012,,1.5406595078307663,0.3211435254473555,1.620501844202534,0.3377863003447663,1.6362559575158029,0.3410701742078782,,,,-0.0258258183908056,0.0205831205388276,0.1135054416645363,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2926,4,clustering,Piecewise Linear Fit,1.0986122567604049,0.0430882054220677,0.0268436460777662,1.0,0.3284781516825715,,1.0008403690778147,0.3334470784593671,1.0004199330258652,0.3333070030012491,1.0002365882035296,0.3332459185393835,,,,,,,0.0861764108125997,-0.2732664493067305,0.4504094938328037,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2927,5,pagerank,Exponential Saturation Fit,1.0985933735997584,0.0008826069860838,0.1217914194087846,1.0,0.0371672526368659,,0.9989999993551438,0.3304957303582561,1.0134028202048535,0.3352605659929074,1.0103291179214082,0.3342437036488365,-0.0001385935215742,785.3406910311196,0.0006382757170544,,,,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,5954,1991
2928,0,degree,Constant Fit,1.0986122882252771,0.0,-0.0,1.0,0.0,5.980564553447478,0.9992664301882642,0.3333472647805831,0.9992080759894088,0.3333277982879749,0.9991994985753122,0.3333249369314421,,,,,,,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,6462,2161
2929,1,closeness,Exponential Saturation Fit,1.0985285240529916,0.0404193537720817,0.1103752926517315,1.0,0.6085145765849144,,1.5857717693514986,0.3274347377248047,1.6350544337593884,0.3376107646958084,1.622190088838789,0.3349544975793869,-0.0167153539922182,17.14387103092994,0.0840611501150776,,,,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,6462,2161
