,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
4656,0,degree,Exponential Saturation Fit,1.0983009206592658,0.005429892760355,-0.1066053148210918,1.0,0.1076388888888889,,,,1.029505505908435,0.3224566825948617,1.093879272267027,0.3426195190508083,1.069309191209311,0.3349237983543299,3.888597934343966,127.6539355290365,16.29399403378798,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4657,1,closeness,Piecewise Linear Fit,1.098610823628421,0.211281422035088,-0.2420533778411205,1.0,0.9795138888888888,0.4225628446780002,0.0695205669923248,0.0459940963974764,3.3329426959371444,0.3341404213811802,3.320868261589594,0.3329299125459254,3.320865803100778,0.3329296660728942,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4658,2,betweenness,Piecewise Linear Fit,1.098612288667919,0.2438684587922099,-0.8743609149027719,1.0,0.9996527777777776,0.4877369192662698,0.029000027358693,0.0010162207319776,1.172464397593208,0.3333335449813803,1.1724626820844533,0.3333330572594369,1.1724638797551814,0.3333333977591828,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4659,3,harmonic,Exponential Saturation Fit,1.0981658502047398,0.1541503349008585,-0.1891610020188492,1.0,1.0,,,,2.939307327910491,0.3193037065543893,3.136265440943292,0.3406997187815417,3.1297927423349114,0.3399965746640688,0.038776644071102,3.3329401392156925,0.0667800552176906,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4660,4,clustering,Exponential Saturation Fit,1.0985820358379137,0.0138793827207464,0.1871199386486073,1.0,0.23125,,,,1.4079587650241627,0.3338527248348076,1.417925227000058,0.3362159549025277,1.3914210059230898,0.3299313202626645,-0.2219441020369873,49.94077865567508,0.7040251046224755,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4661,5,pagerank,Piecewise Linear Fit,1.0985392282263535,0.0090933122293615,-0.068943342682305,1.0,0.0899305555555555,0.0181866251919978,0.0024801922433607,0.000304572836656,1.0899262417200213,0.3373167906386918,1.0819981064237274,0.3348631446473127,1.059240752343252,0.3278200647139954,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,28800,2880,,,,
4662,0,degree,Piecewise Linear Fit,1.0986027102278193,0.0164065861031866,-0.094857037632499,1.0,0.1205387205387205,0.032813172206404,106.90848989122134,16.737016281775,1.0531097396229987,0.3345857551116519,1.0516627906382576,0.3341260418448836,1.0427306838895485,0.3312882030434643,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point4_R8C1_segmentation_labels.tiff,14850,1485,,,,
4663,1,closeness,Piecewise Linear Fit,1.0985983523718423,0.1987007022926306,-0.2353796109510504,1.0,0.9575757575757576,0.3974014049919806,0.0977090572806456,0.0630683195186702,2.841306547360748,0.3358236308732978,2.809720517619339,0.3320903711859597,2.8096835168572545,0.3320859979407426,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point4_R8C1_segmentation_labels.tiff,14850,1485,,,,
4664,2,betweenness,Piecewise Linear Fit,1.0986122531811258,0.2117953197432206,-0.8583839710401516,1.0,0.9750841750841752,0.423590640591664,0.0383262637875007,0.0013391944508085,1.093564815347134,0.3334589237442789,1.092946517210453,0.3332703871085741,1.0929475077335216,0.3332706891471471,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point4_R8C1_segmentation_labels.tiff,14850,1485,,,,
4665,3,harmonic,Exponential Saturation Fit,1.0986066413359898,0.1693656164670854,-0.1930525223209473,1.0,1.0,,,,2.584042267409401,0.3318630182877502,2.6051889017274674,0.3345788352772519,2.597241336120833,0.3335581464349978,0.0594712097625091,2.6970578101705813,0.0911529728188082,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point4_R8C1_segmentation_labels.tiff,14850,1485,,,,
