,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,constant_c
10,4,clustering,Piecewise Linear Fit,1.0986122487527954,0.0797267698778113,-0.120763259332083,1.0,0.5261904761904762,,,,1.0017649437298712,0.3334537769353189,1.0013701370973938,0.3333223591176135,1.0010742369882797,0.3332238639470675,,,,0.1594535397794607,0.6689068484908774,0.3882762381541733,glioma_mibitof:CHOP_907_R10C5_whole_cell.tiff,699,420,
11,5,pagerank,Michaelis-Menten Fit,1.0985919380211822,0.0001814082002053,-0.1481568673318661,1.0,0.0738095238095238,0.0006252605629757,0.0001815448126929,0.0017968236013051,0.9982934687415492,0.3303381240688438,1.0112287926581636,0.3346184592314326,1.0125130291243103,0.3350434166997236,,,,,,,glioma_mibitof:CHOP_907_R10C5_whole_cell.tiff,699,420,
12,0,degree,Exponential Saturation Fit,1.0985908222327645,0.0065809368378099,-0.2659340026031951,1.0,0.1639962299717247,,,,1.024607227881336,0.3302474290504013,1.039116871925916,0.3349241212615888,1.0388200466453272,0.33482844968801,3.2615630269638776,105.3265207436053,4.501497538858578,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
13,1,closeness,Michaelis-Menten Fit,1.0986118754842742,0.0976629284216945,-0.2221326139572864,1.0,1.0,0.0400071092959268,0.1613787295014856,0.0528190445109861,1.0204714231589314,0.3329067656657501,1.0223252949651631,0.3335115513098802,1.0225402723037895,0.3335816830243697,,,,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
14,2,betweenness,Piecewise Linear Fit,1.0986118945285217,0.1858343338233433,-0.870563041604982,1.0,0.9519321394910462,,,,1.205738959653763,0.3337513926215307,1.2035387984321584,0.3331423827974529,1.2034081701524475,0.3331062245810163,,,,0.3716686681506884,0.0737435206476485,0.0020375481755473,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
15,3,harmonic,Piecewise Linear Fit,1.0985496467291234,0.104775571740336,-0.1647075396481505,1.0,0.6767200754005656,,,,1.62522650126348,0.3383450835494991,1.596032518617182,0.3322673826936952,1.5821992843264183,0.3293875337568058,,,,0.2095511436235995,0.146613618253418,0.077903941773268,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
16,4,clustering,Exponential Saturation Fit,1.0986116624145252,0.0101300320903442,0.1433569218993546,1.0,0.2196041470311027,,,,1.0427336143347878,0.3334973256554405,1.043322112199728,0.3336855448337747,1.0406068704906517,0.3328171295107846,-0.1672957402126848,68.42497379851724,0.6671416351154735,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
17,5,pagerank,Exponential Saturation Fit,1.0984645305872716,0.0038269126415214,-0.1522897584537835,1.0,0.1262959472196041,,,,1.0010168653880411,0.3253107002035875,1.040786782118044,0.3382351372493714,1.0353065267414263,0.3364541625470411,0.0002537417979271,181.12438022216384,0.0007062178959574,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,3965,1061,
18,0,degree,Exponential Saturation Fit,1.0986113154613362,0.0100106067358352,-0.266404197045641,1.0,0.2115732368896926,,,,1.0550265595109598,0.3336057632408988,1.055373347834114,0.3337154198009028,1.0520950965230655,0.3326788169581983,3.483111395566137,69.24127564402882,4.795712547549336,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,4389,1106,
19,1,closeness,Piecewise Linear Fit,1.0986109862273457,0.1931684176859175,-0.2429864914594452,0.9990958408679927,0.951131221719457,,,,2.9624327105671604,0.3340903393990126,2.952959493484745,0.3330219909774686,2.951768444460746,0.3328876696235187,,,,0.3863368357927815,0.0917781757960003,0.0552327978087208,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,4389,1106,
20,2,betweenness,Exponential Saturation Fit,1.0986120103835255,0.1917981761752892,-0.923154377390005,1.0,1.0,,,,1.1370034469213846,0.3329816853804289,1.138810470848777,0.3335108885895265,1.1387986475496612,0.3335074260300444,0.0480817528445014,1.7980121753119325,0.0011674214270885,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,4389,1106,
21,3,harmonic,Exponential Saturation Fit,1.098482927946738,0.1242364995529093,-0.220202626592537,1.0,1.0,,,,2.027439659015964,0.3257663704904034,2.0987297778049387,0.3372211741618409,2.09743079534514,0.3370124553477556,0.0477536740716834,4.856283154983043,0.0766082168064641,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,4389,1106,
22,4,clustering,Piecewise Linear Fit,1.0986105678087532,0.0200101806412447,0.1279984654768929,1.0,0.1962025316455696,,,,1.0500454778975064,0.334078634081731,1.0477770137002491,0.3333569077980272,1.04528625818424,0.3325644581202417,,,,0.0400203612814681,-3.9183489804879192,0.6909678935352113,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,4389,1106,
