,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,constant_c
902,2,betweenness,Piecewise Linear Fit,1.098612288668007,0.239843367132114,-0.8982530373774237,1.0,0.9992922859164898,,,,1.1419063056704175,0.3333334407753038,1.1419052158967744,0.3333331226598889,1.1419062912464444,0.3333334365648072,,,,0.4796867351833776,0.052188108444776,0.0014178229869813,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,
903,3,harmonic,Piecewise Linear Fit,1.0984955626711723,0.093701104831783,-0.1787660437340822,1.0,0.6157112526539278,,,,1.5544986776916572,0.3402417166340445,1.5153302400937252,0.3316687042298247,1.4989779089319804,0.3280895791361307,,,,0.1874022097657391,0.1834163479926,0.0789522703208268,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,
904,4,clustering,Piecewise Linear Fit,1.0986120260710106,0.0150548483632238,0.1136618822708377,1.0,0.1613588110403397,,,,1.0449851298871915,0.333555520185369,1.0446449922798682,0.3334469494762742,1.0432370218288036,0.3329975303383568,,,,0.0301096967258456,-5.000635258351273,0.7376325544976247,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,
905,5,pagerank,Piecewise Linear Fit,1.0986089187670285,0.0089972143342784,-0.1315399035990096,1.0,0.1146496815286624,,,,1.0439166733740342,0.3339925106994041,1.0436160948962705,0.3338963431000056,1.0380363386177451,0.3321111462005901,,,,0.0179944288616369,0.0093196778791563,0.0005536066305593,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,
906,0,degree,Piecewise Linear Fit,1.0986043579061482,0.1270648598635818,-0.2118439194147586,1.0,0.754257907542579,,,,1.049758282825919,0.3352003509767672,1.04154459984055,0.3325776239504122,1.0404309588016083,0.3322220250728205,,,,0.2541297197295821,10.50852127213847,4.967790779739324,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
907,1,closeness,Piecewise Linear Fit,1.098610691760598,0.0397862953238337,0.2616615876862729,0.9963503649635036,0.326007326007326,,,,1.0091504985576958,0.3340950904056,1.006640590716852,0.3332641460735159,1.0047576333437975,0.332640763520884,,,,0.0795725906350467,-0.6304900483308303,0.1209524434645055,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
908,2,betweenness,Piecewise Linear Fit,1.0986122859569254,0.1851577404404273,-0.7713391964332448,1.0,0.9367396593673966,,,,1.0835595095545203,0.3333604761003531,1.0833662602279226,0.3333010223398971,1.0834880832033302,0.3333385015597497,,,,0.3703154813265338,0.0830901400771756,0.0045607648769368,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
909,3,harmonic,Exponential Saturation Fit,1.098612145941288,0.1228704629993106,-0.241878939721972,1.0,1.0,,,,1.2133078124368717,0.3330842577622037,1.2147862938809206,0.3334901390145606,1.21455121288273,0.3334256032232357,0.0462621087902074,4.885007556017993,0.0654397555837222,,,,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
910,4,clustering,Piecewise Linear Fit,1.0986122483872462,0.0162387337734211,0.0870596500798059,1.0,0.1995133819951338,,,,1.0094131437574467,0.333449994450062,1.009055179870758,0.3333317444978321,1.0087116450570783,0.3332182610521059,,,,0.0324774675458383,-3.234666694022229,0.6558705899576259,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
911,5,pagerank,Exponential Saturation Fit,1.098612195185654,0.0036817396706105,-0.096834073080406,1.0,0.1374695863746958,,,,1.012991317554445,0.3333712870097803,1.0133453231417775,0.3334877887963333,1.0122913306585093,0.3331409241938863,0.0002177292457873,188.26621172946835,0.001015374135106,,,,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,2655,822,
912,0,degree,Piecewise Linear Fit,1.098604824761193,0.0118969823119872,-0.2710878605842381,1.0,0.1376811594202898,,,,1.0482614024641,0.3344936346870283,1.0466147356624365,0.3339681936450209,1.0389993493544558,0.3315381716679507,,,,0.0237939646239927,130.4143273969056,4.17183606982158,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,
913,1,closeness,Constant Fit,1.0986122886680858,0.0,-0.0,1.0,0.0,,,,0.9996143708023174,0.3333334064422871,0.9996138783967676,0.3333332422437481,0.9996142054811636,0.3333333513139647,,,,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,0.0692409176568197
914,2,betweenness,Piecewise Linear Fit,1.098612032411258,0.1973539445237407,-0.8529088364614408,1.0,0.9658385093167702,,,,1.1110139320243726,0.3336708265553354,1.109319451581963,0.3331619232252301,1.1093371887178043,0.3331672502194345,,,,0.3947078895221398,0.0831562046996207,0.0028302476148915,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,
915,3,harmonic,Exponential Saturation Fit,1.0986013342996217,0.0799526749497533,-0.1890536961623209,1.0,0.9337474120082816,,,,1.2816193470631403,0.331128071008429,1.29444293643888,0.3344412625758965,1.294401924379999,0.3344306664156743,0.0344974303912967,8.470256926195539,0.072800523161939,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,
916,4,clustering,Piecewise Linear Fit,1.0986119224129889,0.0188103181494425,0.1417303999900337,1.0,0.186335403726708,,,,1.036810336439094,0.3336694674800849,1.0358440802339195,0.3333585039585047,1.0346431861589749,0.3329720285614104,,,,0.0376206362980665,-4.596226389233254,0.6964630894494233,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,
917,5,pagerank,Piecewise Linear Fit,1.0985954367733335,0.0089727974097626,-0.1768965352130246,1.0,0.1128364389233954,,,,1.0596554178150643,0.3352245692044798,1.0560978311305258,0.3340991180024362,1.045278236096597,0.330676312793084,,,,0.0179455949205964,0.0177553875385105,0.0007412984540581,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,3379,966,
918,0,degree,Piecewise Linear Fit,1.0986060832241251,0.0132835967781129,-0.2432111364436996,1.0,0.1359912616056799,,,,1.0760341514007916,0.3344909770983567,1.0737633866481937,0.3337850977172346,1.0671327383225206,0.3317239251844087,,,,0.0265671935562385,209.22621547601983,8.648146923975892,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
919,1,closeness,Piecewise Linear Fit,1.0986122884481706,0.2132029077352644,-0.217611059125311,0.9989077007099946,0.979223619464188,,,,1.0513963625694105,0.3333432190214505,1.0513491775079713,0.3333282590873764,1.0513500064162564,0.3333285218911732,,,,0.4264058159657167,0.0861098882193458,0.0660066800389674,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
920,2,betweenness,Michaelis-Menten Fit,1.0986119281380695,0.1870327382654524,-0.9634790152796504,1.0,1.0,0.0387282401252232,0.774598428034509,0.000285520311162,1.2425907905781723,0.3329330834987811,1.2448254471096898,0.3335318253333738,1.2448376360330466,0.3335350911678452,,,,,,,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
921,3,harmonic,Michaelis-Menten Fit,1.0984988301585052,0.1299717615119905,-0.2184038946056707,1.0,1.0,0.0749367744030573,0.2748526619349107,0.086099236987793,1.9496695971835627,0.3262546866697168,2.0111849939987563,0.3365485777691607,2.0150583285217483,0.3371967355611226,,,,,,,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
922,4,clustering,Piecewise Linear Fit,1.098590389847042,0.0220106321568032,0.1134072700016564,1.0,0.198798470780994,,,,1.1177012528234025,0.3359157087918032,1.1098539498283029,0.3335572678926416,1.0997713366264588,0.330527023315555,,,,0.0440212643121966,-3.1225018703734904,0.6747585242790433,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
923,5,pagerank,Piecewise Linear Fit,1.0985829601807624,0.0108155460673137,-0.1407975962753057,1.0,0.1201529219006007,,,,1.083961518292173,0.3357244578580309,1.0799347978689515,0.3344773023933594,1.0648273973508404,0.3297982397486096,,,,0.0216310924752191,0.0063510355071765,0.0004191728931263,glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,12570,1831,
924,0,degree,Michaelis-Menten Fit,1.0986122657177,0.001331500903706,-0.2190689511517304,1.0,0.1949541284403669,1.1666541417291114,0.0013388222964809,2.0737272040109485,1.0080389563419176,0.333234916474581,1.0084261364761653,0.3333629094840624,1.008544912154821,0.3334021740413564,,,,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,
925,1,closeness,Piecewise Linear Fit,1.0986118808356302,0.0731143700062194,0.0988156178799453,0.9495412844036696,0.5507246376811594,,,,1.001246893172293,0.3337582190609377,0.9994069969286268,0.3331449033066212,0.99926292390115,0.3330968776324411,,,,0.1462287399835103,-0.5054810851928887,0.4109669377052718,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,
926,2,betweenness,Michaelis-Menten Fit,1.098610097260447,2.9726250784567297e-06,-0.9617850205162872,1.0,0.0344036697247706,0.0005494322948031,2.972662452879409e-06,1.0915287239935796e-05,0.99597485735437,0.3327873628059202,0.9962942935534148,0.3328940967555575,1.0005574064372342,0.3343185404385223,,,,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,
927,3,harmonic,Piecewise Linear Fit,1.0986122679551524,0.0615488633368023,-0.1460043276858997,1.0,0.4862385321100917,,,,1.0133090720907196,0.3334291953645195,1.012882821947597,0.3332889378200447,1.0128613327882232,0.3332818668154358,,,,0.1230977269753104,0.0408006002350884,0.0146884689593852,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,
928,4,clustering,Constant Fit,1.098612287423982,0.0,-0.0,1.0,0.0,,,,0.995600496419262,0.3333558878935439,0.9955166577456326,0.3333278162768783,0.99548225078458,0.3333162958295777,,,,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,0.4786369593709043
929,5,pagerank,Exponential Saturation Fit,1.098612125176634,0.0005434966596206,-0.1216874312297673,1.0,0.0940366972477064,,,,1.0038804049229406,0.3330672042377952,1.0051952399677393,0.3335034398991921,1.004971947156884,0.3334293558630128,0.0005042771617674,1275.3476366235298,0.0018198796403182,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,682,436,
930,0,degree,Michaelis-Menten Fit,1.0986050481961367,0.2280115918683425,0.1588273887921112,1.0,1.0,-244884.44997471693,116143.56427117318,3.5076438290016414,0.996014264028144,0.3315402651716457,1.0040941342310423,0.3342297872059865,1.0040946161544186,0.3342299476223678,,,,,,,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
931,1,closeness,Piecewise Linear Fit,1.0986122886680714,0.2162303572931811,-0.2782443422743579,0.9568181818181818,0.997624703087886,,,,1.0108247489155386,0.3333333972036673,1.010824174594842,0.3333332078134995,1.0108247421809171,0.3333333949828331,,,,0.432460714686785,0.4306398600699031,0.2415431614367694,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
932,2,betweenness,Piecewise Linear Fit,1.0986032332254696,0.0303326861814806,-0.8729142242665903,1.0,0.3204545454545454,,,,1.0094867729774015,0.3351066817530637,0.9990258931117364,0.3316341144705213,1.0039213674443417,0.333259203776415,,,,0.0606653724616679,0.061460244253854,0.0002714128768157,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
933,3,harmonic,Michaelis-Menten Fit,1.0986024244319104,0.2280119432537023,0.2794548633318027,1.0,1.0,-15718.73537394433,540178.2457370865,0.0303774435018874,1.0028355825943558,0.3312406076527052,1.012338964016766,0.3343796125820785,1.0123394701660589,0.3343797797652162,,,,,,,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
934,4,clustering,Michaelis-Menten Fit,1.098608140415795,0.0001417017747863,0.1986042350196125,1.0,0.075,-0.2110599305432247,0.0001417898922769,0.6366900828803315,0.9971702031012416,0.3327194139701659,0.9967853618699024,0.3325910064540123,1.0030748493426265,0.3346895795758217,,,,,,,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
935,5,pagerank,Piecewise Linear Fit,1.0986030137536291,0.010220783648466,-0.0784856285260893,1.0,0.1727272727272727,,,,1.0052078848995736,0.3345075901019442,1.0042220859105568,0.3341795412982145,0.9956076266722688,0.3313128685998412,,,,0.020441567420891,0.0164906056866373,0.0019789406352502,glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,707,440,
936,0,degree,Piecewise Linear Fit,1.098612282460246,0.0252263414015933,-0.1244365491649994,1.0,0.2789473684210526,,,,1.0033050793400464,0.333372768570858,1.0032174875913835,0.3333436640598204,1.0030366230442056,0.3332835673693216,,,,0.0504526828035824,12.743943321234688,2.262026901920902,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,
937,1,closeness,Constant Fit,1.0986120390055047,0.0,-0.0,0.9447368421052632,0.0,,,,0.99715741148014,0.3336566806315654,0.995915292093455,0.3332410577552391,0.9955004896640182,0.3331022616131954,,,,,,,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,0.3713509253280444
938,2,betweenness,Piecewise Linear Fit,1.0986102593018814,0.0610080850393157,-0.7252600295501278,1.0,0.4973684210526315,,,,1.0089318201586204,0.3342381603274143,1.0055901879649622,0.3331311469746948,1.0040795159222862,0.3326306926978908,,,,0.1220161708761763,0.0152989754362139,0.0003535719355003,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,
939,3,harmonic,Piecewise Linear Fit,1.0986115694841003,0.0355814648917976,-0.1778869075913837,1.0,0.3421052631578947,,,,1.0093487300603916,0.3336990413344423,1.0088186513984188,0.3335237929430151,1.006560307371421,0.3327771657225426,,,,0.0711629298542919,0.100659607112647,0.0165526157421861,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,
940,4,clustering,Piecewise Linear Fit,1.0986121973595755,0.1762758066237703,0.196069818496519,1.0,0.9263157894736842,,,,1.0033896840767464,0.3335347586226085,1.0024903204416211,0.3332358029549196,1.0024711736929337,0.3332294384224719,,,,0.3525516131646192,-0.4251645622863922,0.4571887697071869,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,
941,5,pagerank,Constant Fit,1.0986122727923138,0.0,-0.0,1.0,0.0,,,,0.998916094488733,0.3334081007389234,0.9986794200366234,0.3333291059364503,0.9984807423948028,0.3332627933246262,,,,,,,glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,530,380,0.0026315789473684
942,0,degree,Michaelis-Menten Fit,1.098555051407,0.0027795482141514,-0.5551128657357449,1.0,0.2713675213675213,4.698785103161323,0.002812200290138,1.871891698202772,0.999392378173649,0.3294698651430162,1.0084410998376203,0.3324529588422033,1.025501233009518,0.3380771760147805,,,,,,,glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,1428,468,
943,1,closeness,Piecewise Linear Fit,1.0986105881115624,0.0829861983829226,0.1617965707875596,0.9658119658119658,0.672566371681416,,,,1.0097057376532763,0.3341783136531662,1.0064127601378092,0.3330884499117021,1.0053394975389764,0.3327332364351317,,,,0.1659723967308453,-0.4742053788526148,0.2825746010641698,glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,1428,468,
944,2,betweenness,Exponential Saturation Fit,1.09861221430808,0.0776408252777066,-0.8327545216284603,1.0,0.9551282051282052,,,,1.025911210039204,0.3331587961893428,1.0268529538252202,0.3334646220961053,1.0265818470274863,0.3333765817145518,0.0023304034675814,8.732227278946176,0.0002304351622752,,,,glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,1428,468,
945,3,harmonic,Michaelis-Menten Fit,1.0985173326621296,0.0022704519535373,-0.4342171824164724,1.0,0.2307692307692307,0.0249039389332375,0.0022921916736795,0.0161475470804698,1.0313203999398626,0.3364595168787616,1.0018621104495216,0.3268490002531108,1.0320314253230782,0.3366914828681275,,,,,,,glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,1428,468,
946,4,clustering,Exponential Saturation Fit,1.0986081831027503,0.0030107672270713,-0.1799262806089447,1.0,0.1111111111111111,,,,0.9999760134355768,0.3320092803502604,1.006650712217788,0.3342253954464846,1.005265027434472,0.333765324203255,0.1786459994740633,230.2227731614427,0.4071192066250933,,,,glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,1428,468,
