,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c
26,2,betweenness,Michaelis-Menten Fit,1.0986121598475436,0.1652019033029289,-0.9468980358928836,1.0,1.0,0.0419592857948167,0.4929739310855391,0.0005906205239608,1.065856824286264,0.3330956377258118,1.066921924166934,0.333428496807735,1.0670734968758917,0.3334758654664531,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,9555,1911,,,,,,,
27,3,harmonic,Exponential Saturation Fit,1.098374335396305,0.1445754280093107,-0.2091663964778893,1.0,1.0,,,,2.386495597185508,0.3230764047258856,2.500243988882519,0.3384753107520112,2.5000443519615283,0.3384482845221031,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,9555,1911,0.0330935292378318,3.835722113955156,0.0532610037096877,,,,
28,4,clustering,Exponential Saturation Fit,1.098611925579716,0.0097874814280857,0.1788415478285373,1.0,0.1611721611721611,,,,1.0573885418693971,0.3332420685126851,1.0588980039857347,0.3337177841631503,1.0567478389951916,0.3330401473241646,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,9555,1911,-0.2141100041829486,70.81976966729341,0.7056575269654489,,,,
29,5,pagerank,Piecewise Linear Fit,1.0986119928859246,0.0062364563809156,-0.043575585832286,1.0,0.0732600732600732,,,,1.007690959631175,0.3335605779436779,1.0074002520938203,0.3334643494588971,1.0059221401625436,0.332975072597425,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,9555,1911,,,,0.0124729131162566,0.0035191932210261,0.0004817130234241,
30,0,degree,Piecewise Linear Fit,1.0986052205096344,0.0123733884048959,-0.0982210878207514,1.0,0.1266891891891892,,,,1.034256329920248,0.3347704894701494,1.0303705417714273,0.3335127285428769,1.0248220566090072,0.3317167819869738,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,,,,0.0247467768098256,73.37187179372809,8.335153070789625,
31,1,closeness,Piecewise Linear Fit,1.0985459813828191,0.18765524167973,-0.2144236256271125,1.0,0.9307432432432432,,,,2.245279881218389,0.3387684458745145,2.1917808856033663,0.3306965027052229,2.190710823363708,0.3305350514202626,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,,,,0.375310483753369,0.0952785156588549,0.0655045490859657,
32,2,betweenness,Piecewise Linear Fit,1.0986052020714858,0.1824951154420982,-0.7622877294992005,1.0,0.918918918918919,,,,1.101956653406735,0.3351082356818963,1.0933323512467354,0.3324855602146805,1.0930713997526291,0.3324062041034232,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,,,,0.3649902312796808,0.0922894362098251,0.0052521352991045,
33,3,harmonic,Piecewise Linear Fit,1.0986107650417851,0.1600465229388459,-0.148291284699418,1.0,0.8682432432432432,,,,1.9028013426433883,0.3341010956786611,1.897704158532034,0.3332061127089131,1.8947806480011289,0.3326927916124257,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,,,,0.320093046179605,0.1060215733746584,0.0974576538468107,
34,4,clustering,Exponential Saturation Fit,1.098611759163489,0.0103235608866029,0.1627375501398778,1.0,0.1942567567567567,,,,1.0550786707134523,0.3332241667975982,1.0568933501754365,0.333797294724936,1.0543009444039064,0.3329785384774657,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,-0.2030327518548735,67.14225720889075,0.7253206290456818,,,,
35,5,pagerank,Piecewise Linear Fit,1.0986048474213734,0.012013567577126,-0.0784269631137101,1.0,0.125,,,,1.0346403502201882,0.3348098361436613,1.0306363969986787,0.333514156034399,1.024956091030966,0.3316760078219395,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,2960,592,,,,0.0240271353864315,0.0103485159110323,0.0014608795784976,
36,0,degree,Exponential Saturation Fit,1.0985816703871183,0.0013275797408725,-0.0974138806558274,1.0,0.0601813685078318,,,,0.9984921642632772,0.3296568101118726,1.0158728133301818,0.3353951118573822,1.0145187998247236,0.3349480780307451,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6065,1213,1.7868547321550632,522.1134060876668,8.278031157674596,,,,
37,1,closeness,Piecewise Linear Fit,1.09859919615609,0.0121268893639451,0.2627893297385468,1.0,0.1343775762572135,,,,1.0101957750565305,0.3348845282314415,1.0079986002204957,0.33415615470566,0.9983551810475813,0.3309593170628984,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6065,1213,,,,0.0242537787265189,-1.768678108943477,0.1030674169721775,
