,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes
10,4,clustering,Constant Fit,1.098612286868459,0.0,-0.0,1.0,0.0,,,,0.9981656944480746,0.3333615944769258,0.9980415590430508,0.3333201364536938,0.9980359676402286,0.3333182690693803,,,,0.3828576162075168,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006
11,5,pagerank,Exponential Saturation Fit,1.0985992476283697,0.0033644511148901,-0.1514706683556418,1.0,0.0785288270377733,0.0002646263063697,206.02088028334543,0.0007412100645291,0.999170703302261,0.3309521761377247,1.0108588252951805,0.3348235961020365,1.0090492850328976,0.3342242277602386,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006
12,0,degree,Piecewise Linear Fit,1.0986120777212256,0.0823161708473138,0.0676008884594118,1.0,0.6041397153945667,,,,1.0001522722183365,0.3336375748459403,0.9988743366118116,0.3332112724233856,0.9986941145630854,0.3331511527306739,0.1646323416836144,-1.4948631738017013,1.9433146545062576,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
13,1,closeness,Piecewise Linear Fit,1.0986110257654649,0.1083332024221156,-0.1285371174973868,0.8576972833117723,0.7285067873303167,,,,1.0096601358170996,0.3340807033898648,1.0064138277321992,0.3330065509598037,1.0061303289232555,0.3329127456503316,0.2166664048806118,0.5955559794661225,0.4374259147696215,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
14,2,betweenness,Piecewise Linear Fit,1.0986120566816635,0.1249584603643043,0.4707560698644474,1.0,0.7800776196636481,,,,1.005679110858391,0.3336544589003923,1.0042271372342024,0.333172737177543,1.0042273384111062,0.3331728039220645,0.2499167978297666,-0.0002033517292998,7.938853164592137e-05,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
15,3,harmonic,Piecewise Linear Fit,1.0986100753569097,0.100278431084712,0.1711767275389273,1.0,0.6895213454075032,,,,1.0110764905136254,0.334323617307264,1.006739383531953,0.3328895049444845,1.0064290137583958,0.3327868777482515,0.2005568598463842,-0.008633380546228,0.0059233326178966,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
16,4,clustering,Exponential Saturation Fit,1.0986122764553017,0.0209179836620599,0.1774242750937454,1.0,0.3971539456662354,-0.0856837210911911,33.13641613831989,0.284307420944605,0.9998547621198508,0.3332622402186203,1.0002249199973092,0.3333856177811922,1.000124485819614,0.3333521420001876,,,,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
17,5,pagerank,Constant Fit,1.09861224676893,0.0,-0.0,1.0,0.0,,,,0.999030076475055,0.3334696759729251,0.9984324643228084,0.3332701969627733,0.9984022962680644,0.3332601270643016,,,,0.001293661060802,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,690,773
18,0,degree,Exponential Saturation Fit,1.0986122406163132,0.0668535883767982,-0.5646869175739918,1.0,0.8028169014084507,0.8630554721074081,10.221060230593116,0.3293745558163476,1.0190180043090995,0.3332551340291365,1.0197036173421246,0.3334793538782918,1.019049738054241,0.3332655120925716,,,,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
19,1,closeness,Michaelis-Menten Fit,1.0984136202900023,9.999953145556762e-07,-0.4166875842623781,0.5070422535211268,0.0555555555555555,,,,0.9863102310196598,0.3285962395549278,0.9864778829200284,0.3286520939730234,1.0287989777311806,0.3427516664720488,,,,,0.489230230809718,1.0000000000000002e-06,0.3424308883040073,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
20,2,betweenness,Piecewise Linear Fit,1.098610899752576,0.0841535366847143,-1.2449966275595516,1.0,0.5985915492957746,,,,1.0035298091573512,0.3341132497329142,1.0002662191373797,0.333026676461828,0.9997658177546548,0.3328600738052577,0.168307109571876,0.0004649052378359,-7.698952796202093e-06,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
21,3,harmonic,Piecewise Linear Fit,1.0986113001549849,0.082185070330493,-0.6100194296317064,1.0,0.5774647887323944,,,,1.028309785119976,0.3339772266673126,1.0257563199120263,0.3331479053471397,1.0249156428591923,0.3328748679855476,0.1643701409932888,0.0494639919135775,0.0025988510455241,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
22,4,clustering,Piecewise Linear Fit,1.0986104767648377,0.0748031107423978,-0.7047555671309126,1.0,0.5140845070422535,,,,1.008984253615979,0.3342039942408619,1.0056112575000888,0.3330867629555871,1.0044714988634742,0.332709242803551,0.1496062214970696,1.2189041572588408,0.0381972782676887,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
23,5,pagerank,Michaelis-Menten Fit,1.0986111971600054,0.0958799200836316,-0.2444399063864706,1.0,1.0,,,,1.0014343024642112,0.3326369533288279,1.0045772638787454,0.3336809210726811,1.0045808902150624,0.333682125598491,,,,,0.004600488318238,0.166603934760994,0.0051942865980407,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,62,142
