,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
pagerank,Piecewise Linear Fit,0.999997906614632,0.011609829495994635,-0.13282303309313867,1.0,0.11703703703703704,1.021072281796439,0.023219659144432997,0.015231626278801758,0.001154533241589155,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,1739,675,,,,,,,
betweenness,Piecewise Linear Fit,0.9999992127662178,0.0763067456533291,-1.3427806299117642,1.0,0.5451851851851852,1.0403903022917171,0.15261349135625704,0.3076957152167172,-0.005993708108791435,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,1739,675,,,,,,,
closeness,Piecewise Linear Fit,0.9999967236143538,0.07262599225367347,0.46571672761445443,0.9955555555555555,0.5357142857142857,1.021974485871655,0.14525198449263865,-0.9875502186316514,0.22572490319118543,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,1739,675,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,1739,675,,,,0.6030428665984222,,,
degree,Michaelis-Menten Fit,0.9999937221182473,0.016351875868135787,-0.32377009555753106,1.0,0.8900059136605559,1.0692772427391106,,,,glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,11608,1691,,,,,7.575873700963849,0.017504753325578302,7.6421266237902055
pagerank,Piecewise Linear Fit,0.9999929656123927,0.008849557793946125,-0.1401180383038643,1.0,0.10112359550561797,1.0471790059482853,0.017699115799814286,0.008351710769132567,0.00045356732772740824,glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,11608,1691,,,,,,,
betweenness,Exponential Saturation Fit,0.9999999995213131,0.19105597542695318,-0.9173752112298821,1.0,1.0,1.1595353513418676,,,,glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,11608,1691,0.02594803973600001,1.925809226288552,0.0007194360234559589,,,,
closeness,Exponential Saturation Fit,0.9999999514335094,0.2087264471596157,-0.27986117333152033,1.0,1.0,2.9347225934706773,,,,glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,11608,1691,0.09470027908664343,1.3055350321071377,0.058124759428534796,,,,
clustering,Piecewise Linear Fit,0.9999994189516407,0.018273165630270743,0.09086301783316042,1.0,0.17031342400946187,1.0424522548083697,0.03654633125938585,-3.162304896210848,0.693746161023334,glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,11608,1691,,,,,,,
degree,Michaelis-Menten Fit,0.9999970063674858,0.013403613620828345,-0.3779428628508167,1.0,0.7838394235717961,1.1304899200909566,,,,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,14058,1943,,,,,8.89165222248091,0.01417818331245891,7.11190489246646
pagerank,Piecewise Linear Fit,0.9999781713912437,0.010249880724379006,-0.1673805698874107,1.0,0.10190427174472465,1.100450635468792,0.02049976172793634,0.007342891394123612,0.0003743926925731179,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,14058,1943,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999991357675331,0.19048092840382572,-0.9863008011107475,1.0,1.0,1.2104430992592385,,,,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,14058,1943,,,,,0.040602777833269516,0.8517734513811395,0.00010306687125111987
closeness,Piecewise Linear Fit,0.9999999205488138,0.198449249343134,-0.24029422363474798,1.0,0.9588265568708183,3.0166231105054453,0.3968984990880345,0.09878837821158146,0.061980833731646486,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,14058,1943,,,,,,,
clustering,Exponential Saturation Fit,0.9999968234233585,0.009125590616883297,0.13620174006482152,1.0,0.1646937725167267,1.1104516662661812,,,,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,14058,1943,-0.1760220885049805,75.95641862847323,0.7341925409337637,,,,
degree,Piecewise Linear Fit,0.9999923015101463,0.018049637747187312,-0.323122959053368,1.0,0.15654952076677317,1.1125617710757572,0.036099275494393034,196.00621463445995,7.411059460850177,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,12990,1878,,,,,,,
pagerank,Piecewise Linear Fit,0.999966810084221,0.012246315340041372,-0.1852274365746751,1.0,0.11288604898828541,1.0954820439352464,0.024492631032372317,0.006952414172133775,0.00037451748857617864,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,12990,1878,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999993420892183,0.17067654307344096,-0.9916320415109625,1.0,1.0,1.1875704153215443,,,,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,12990,1878,,,,,0.031267642590344,0.546365536794954,6.280481713324553e-05
closeness,Piecewise Linear Fit,0.9999978793666819,0.19619505414494492,-0.24011281666315815,1.0,0.950479233226837,3.014882553565993,0.3923901086911205,0.0977966156636249,0.06072194279462465,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,12990,1878,,,,,,,
clustering,Exponential Saturation Fit,0.9999994885042013,0.014642529220868861,0.13605486792779975,1.0,0.25559105431309903,1.090764403193384,,,,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,12990,1878,-0.17976415468250875,47.3379407750199,0.7505131793154509,,,,
degree,Piecewise Linear Fit,0.9999977992275028,0.01715160618468087,-0.24586604506931084,1.0,0.14778129952456417,1.0389534751292775,0.034303212369374704,264.48727853065697,13.914241098008423,glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,28018,2524,,,,,,,
pagerank,Piecewise Linear Fit,0.999994811237207,0.012738577272211098,-0.16247455453869172,1.0,0.12242472266244057,1.0619719678834734,0.025477155119010168,0.004433986742762645,0.0002911574498893354,glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,28018,2524,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999956978,0.240435816215887,-0.9668969055739326,1.0,0.9996038034865293,1.041158138198873,0.4808716339166582,0.032384453481601176,0.0002665778598359591,glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,28018,2524,,,,,,,
closeness,Piecewise Linear Fit,0.9999999992360702,0.1987365410306379,-0.21421975155486572,1.0,0.9817749603803486,1.0187859591522994,0.39747308254058644,0.0829259983863379,0.06045191076534114,glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,28018,2524,,,,,,,
clustering,Exponential Saturation Fit,0.9999949373679029,0.008641408853330998,0.1486157371443029,1.0,0.1628367670364501,1.0983832615515328,,,,glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,28018,2524,-0.2180957418697765,80.21228861903371,0.8428050962654344,,,,
degree,Exponential Saturation Fit,0.9999998075441775,0.013277095367781088,-0.31000065822062084,1.0,0.27631578947368424,1.0422663123205729,,,,glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,2078,684,3.0679363070404597,52.20623646095194,3.4143057051646566,,,,
pagerank,Piecewise Linear Fit,0.9999995623619047,0.003642561366982418,-0.13193178387506221,1.0,0.08771929824561403,1.0177599879204444,0.007285122749314572,0.04746090434961394,0.0011374892176552426,glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,2078,684,,,,,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,2078,684,,,,0.010947420748135156,,,
closeness,Piecewise Linear Fit,0.9999999999999533,0.21204930836783847,0.47250857243631766,0.9868421052631579,0.9985185185185185,1.0157717933844175,0.4240986165485798,-0.2266728708744526,0.1497905946179074,glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,2078,684,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,2078,684,,,,0.5817522552171674,,,
degree,Piecewise Linear Fit,0.9999995823655284,0.011257905454870593,-0.18393633470499737,1.0,0.175787728026534,1.0144409226030637,0.02251581090976905,80.8012691053112,4.035824688256532,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,1700,603,,,,,,,
pagerank,Piecewise Linear Fit,0.9999992169007684,0.010347164091752663,-0.12570479750928026,1.0,0.16749585406301823,1.0293018899114563,0.020694328296176408,0.018367027060702572,0.001321802079367759,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,1700,603,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999966808960521,0.2443654715553169,-0.6956164671103591,1.0,1.0,1.0354206525547218,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,1700,603,,,,,316.08272078383874,21366.142983937287,0.0015818335546033113
closeness,Michaelis-Menten Fit,0.9999999620940613,0.24436805897689312,0.19461389289514994,0.978441127694859,1.0,1.0002173419502285,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,1700,603,,,,,-37477.554882624834,287886.0541577902,0.19527579439064924
clustering,Michaelis-Menten Fit,0.9999963296316289,0.24436737135001219,0.19015256054040916,1.0,1.0,1.0122406732524238,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,1700,603,,,,,-26211.303304918936,66717.24007058132,0.6008867498204309
degree,Michaelis-Menten Fit,0.9999999831978015,0.010135360193948412,-0.35517076054162594,1.0,0.6461934534755425,1.0488105487628037,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,31751,2719,,,,,13.38361179722259,0.010585778279454642,11.88519803098088
pagerank,Piecewise Linear Fit,0.9999833856159334,0.010392770846999631,-0.17205995105401894,1.0,0.10187568959176167,1.0629230280899382,0.020785542086975306,0.005289264104290948,0.00026451215035660076,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,31751,2719,,,,,,,
betweenness,Piecewise Linear Fit,0.9999973621010827,0.05950518757302443,-1.1557558049441645,1.0,0.4350864288341302,1.0230989353353745,0.11901037533558012,0.06279194278981004,-0.0005035434497269627,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,31751,2719,,,,,,,
closeness,Exponential Saturation Fit,0.999996881979311,0.11000288251128175,-0.1460826622258263,1.0,1.0,1.331836723074068,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,31751,2719,0.020802588578092446,5.725516192192883,0.056825517405415804,,,,
clustering,Piecewise Linear Fit,0.999995431796001,0.01811949041753079,0.10437401063622606,1.0,0.15777859507171754,1.0641817248692704,0.036238980834175545,-4.0898318289012305,0.7841068286359215,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,31751,2719,,,,,,,
degree,Piecewise Linear Fit,0.9999446314234299,0.014452191269096467,-0.230906529325251,1.0,0.1476121562952243,1.148358901477401,0.02890438253820387,263.92648168278987,12.704558571111406,glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,27167,2764,,,,,,,
pagerank,Piecewise Linear Fit,0.9997982009521825,0.011549713874266404,-0.1550242591684037,1.0,0.12662807525325614,1.2130586100912815,0.023099428286673412,0.004292452164925096,0.00027022230563227364,glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,27167,2764,,,,,,,
betweenness,Piecewise Linear Fit,0.9999998335227754,0.1665872832775626,-0.9117497861385165,1.0,0.8954413892908828,1.3419545400037611,0.3331745678779776,0.02518607288225327,0.00040610874931316086,glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,27167,2764,,,,,,,
closeness,Piecewise Linear Fit,0.9999971651906943,0.19252707076585557,-0.22917746461829394,1.0,0.9500723589001447,3.0563926660663254,0.38505414191692566,0.09995834603666934,0.06472817424050875,glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,27167,2764,,,,,,,
clustering,Piecewise Linear Fit,0.9999392239327307,0.018023758892248307,0.1434950605825212,1.0,0.17547033285094066,1.5078178138842457,0.03604751778378128,-5.039092237438022,0.7237607344360055,glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,27167,2764,,,,,,,
degree,Michaelis-Menten Fit,0.9999824471177693,0.24291594775039477,-0.20841030788742126,1.0,1.0,1.0057098140171499,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,256,256,,,,,793732.6698815133,429881.61022264394,1.7035783281698815
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,256,256,,,,0.00390625,,,
betweenness,Michaelis-Menten Fit,0.9999354776012543,0.24291604635952935,-0.7987066653812838,1.0,1.0,1.0191890068952572,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,256,256,,,,,3402.4115231877067,1526456.0447013038,0.00013645850188175978
closeness,Michaelis-Menten Fit,0.9999663102390768,0.2429160011772044,0.288612388711735,0.84765625,1.0,1.0219539140170113,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,256,256,,,,,-405938.16279455245,703824.8132973852,0.6255450825715841
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,256,256,,,,0.2923735119047619,,,
degree,Piecewise Linear Fit,0.9999941124977931,0.009252949195935906,-0.2341984436814773,1.0,0.12900188323917136,1.0371453848811087,0.018505898391883012,165.2373499221683,4.999431689086497,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,4139,1062,,,,,,,
pagerank,Piecewise Linear Fit,0.9999927043190393,0.009990396082364383,-0.12750973614476244,1.0,0.12994350282485875,1.0382598025343972,0.01998079234840806,0.01087808591011087,0.0007436223053181421,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,4139,1062,,,,,,,
betweenness,Exponential Saturation Fit,0.9999999907564403,0.1752847948217581,-0.9409727640367015,1.0,1.0,1.1356121193905915,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,4139,1062,0.04465421129644153,2.489382726292893,0.0009905155569979143,,,,
closeness,Piecewise Linear Fit,0.9999999999896554,0.21984808464698014,-0.18186886101721525,0.9990583804143126,0.9877474081055608,1.0119229261147367,0.4396961700436129,0.058653318030898696,0.05800692553158528,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,4139,1062,,,,,,,
clustering,Piecewise Linear Fit,0.999999669622037,0.015081500517323853,0.12723103648804437,1.0,0.1647834274952919,1.037664478459731,0.030163001034092803,-5.435962272222027,0.7263415021849892,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,4139,1062,,,,,,,
degree,Exponential Saturation Fit,0.9999998851339817,0.03240911474698307,-0.30461740084248506,1.0,0.367104440275172,1.067354298032671,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,18308,1599,11.515828331431466,21.385753337508934,13.143496404913057,,,,
pagerank,Exponential Saturation Fit,0.9999719775826815,0.005055573006361552,-0.14215399287378605,1.0,0.09443402126328955,1.021092077938581,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,18308,1599,0.00015730378527838956,137.1054367083093,0.00047463460984637103,,,,
betweenness,Piecewise Linear Fit,0.9999999411586158,0.16249938507980563,-0.9704664278647659,1.0,0.849906191369606,1.063936747804492,0.3249987710752738,0.03549329134617248,0.00017552271827902882,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,18308,1599,,,,,,,
closeness,Piecewise Linear Fit,0.9999946512083235,0.040648860897493935,0.46964150160965396,1.0,0.24202626641651032,1.0526668028814548,0.08129772179079084,-1.9370383527483572,0.24639480058237695,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,18308,1599,,,,,,,
clustering,Michaelis-Menten Fit,0.9999970943106481,0.01705261887113334,0.14297782153147456,1.0,0.9049405878674172,1.0935664387631374,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,18308,1599,,,,,-0.226288843596285,0.01841939202559254,0.8696360744651089
degree,Exponential Saturation Fit,0.9999847474442185,0.007316285875201485,-0.2054537740666088,1.0,0.20165745856353592,1.0184285039419994,,,,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,1906,724,1.8618858982798485,94.74030844743992,3.600212311253767,,,,
pagerank,Piecewise Linear Fit,0.9999973733596216,0.012141520246388385,-0.09577919399759907,1.0,0.1685082872928177,1.0194159318530842,0.024283040731962705,0.010152369818759801,0.0011637074139122414,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,1906,724,,,,,,,
betweenness,Piecewise Linear Fit,0.9999974614022881,0.06692007445086649,-1.061536125265267,1.0,0.5290055248618785,1.0325132619856796,0.1338401489426062,0.32745203526123307,-0.0012702801016997443,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,1906,724,,,,,,,
closeness,Piecewise Linear Fit,0.9999998195379828,0.003533918507537201,0.24637153152472127,0.9986187845303868,0.10096818810511757,1.0001009387150923,0.007067837014968498,-6.6735704559585205,0.11930860767929273,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,1906,724,,,,,,,
clustering,Piecewise Linear Fit,0.9999999281919382,0.020051497563025773,0.07935213858394055,1.0,0.2361878453038674,1.004554304598407,0.04010299512431972,-2.3156034429076175,0.6315613159939707,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,1906,724,,,,,,,
degree,Piecewise Linear Fit,0.9999999999999689,0.24144643588690032,-0.1638447604141607,1.0,0.9981203007518797,1.0109262017525456,0.48289287178998413,2.9838629442774254,3.676664721293011,glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,1105,532,,,,,,,
pagerank,Piecewise Linear Fit,0.9999996166283679,0.015445211792838297,-0.11162268496782964,1.0,0.15413533834586465,1.0125153634143764,0.030890423833844802,0.012447372175813895,0.0015300884179260097,glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,1105,532,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999025938408,0.09615801279950367,-0.8214501685775889,1.0,0.6334586466165414,1.016735876878878,0.19231602599991182,0.047970540502857116,0.0010026244523948884,glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,1105,532,,,,,,,
closeness,Piecewise Linear Fit,0.9999971909876341,0.08948300400977637,0.43785398119045593,0.9774436090225563,0.5961538461538461,1.0626092626776937,0.17896600800814816,-1.5692549763441022,0.46112593738658336,glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,1105,532,,,,,,,
clustering,Piecewise Linear Fit,0.9999996185171351,0.09455707069397543,0.08456512357435157,1.0,0.6221804511278195,1.0027363763458146,0.18911414135335247,-0.5465970016281189,0.6628657830057828,glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,1105,532,,,,,,,
degree,Michaelis-Menten Fit,0.999968711628051,0.013951709969988227,-0.33758063664417304,1.0,0.8060217176702863,1.0707944985488627,,,,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,16002,2026,,,,,8.891285808055935,0.014800067548064792,8.466088462547972
pagerank,Piecewise Linear Fit,0.9999912739060574,0.010023399991973372,-0.1715846374495565,1.0,0.10118460019743336,1.0730715624726426,0.020046800256524014,0.007354538619433431,0.0003559099929749911,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,16002,2026,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999715618432,0.16458660687180665,-0.897380201837441,1.0,0.8840078973346496,1.141465217914742,0.32917321471457456,0.03390178747688375,0.0006380749990353448,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,16002,2026,,,,,,,
closeness,Piecewise Linear Fit,0.999999998267853,0.20602909652815538,-0.2171347113819968,1.0,0.9693978282329714,1.0557582886767587,0.41205819353421796,0.0862213898335909,0.0640473785674088,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,16002,2026,,,,,,,
clustering,Piecewise Linear Fit,0.9999982502490379,0.016166397725025403,0.10415076680271167,1.0,0.13820335636722605,1.0576969445714404,0.03233279544928988,-4.249207582068072,0.7282611010875988,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,16002,2026,,,,,,,
degree,Piecewise Linear Fit,0.999997985293051,0.01641472047284309,-0.24283812927072002,1.0,0.15427215189873417,1.0471713543555616,0.03282944094571461,115.4745803665922,5.910057975839347,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,5916,1264,,,,,,,
pagerank,Piecewise Linear Fit,0.9999928461673331,0.010666531323000453,-0.159912124088281,1.0,0.10680379746835443,1.0508917026577131,0.021333062850666787,0.01042336117951165,0.0005840826311608739,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,5916,1264,,,,,,,
betweenness,Piecewise Linear Fit,0.999998299932765,0.15175796484615883,-0.905448480384564,1.0,0.8575949367088608,1.137467239795607,0.30351593015547673,0.06553168217596878,0.001038502529755196,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,5916,1264,,,,,,,
closeness,Piecewise Linear Fit,0.9999957453208109,0.16347722617279556,-0.1980250377323021,1.0,0.8947784810126582,2.5992567547918615,0.3269544527328954,0.08441799287170673,0.05588985558779196,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,5916,1264,,,,,,,
