,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
degree,Michaelis-Menten Fit,0.9999997040161003,0.016489510387465767,-0.17955419278204449,1.0,0.8845510317902956,1.0269473052838132,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,7496,1793,,,,2.7961918676929955,0.017685282135003803,6.164859615779783
pagerank,Exponential Saturation Fit,0.9999873101936937,0.004523980125987674,-0.08218607246036409,1.0,0.1260457334076966,1.012789618770821,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,7496,1793,8.561332715218035e-05,153.21597204590265,0.0004780438672414147,,,
betweenness,Piecewise Linear Fit,0.9999999354333834,0.18024942853117984,-0.8529289185623067,1.0,0.9196876742889013,1.1272257663846839,0.3604988577652089,0.051291066414270524,0.0015941532134077015,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,7496,1793,,,,,,
closeness,Piecewise Linear Fit,0.9999999999975027,0.22193601530964252,-0.2155676054046756,0.9994422755158952,0.9905133928571429,1.023047644274916,0.44387203137499176,0.05873600987273121,0.04743558355752966,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,7496,1793,,,,,,
clustering,Exponential Saturation Fit,0.9999998723518975,0.007185635456927529,0.12870735724264395,1.0,0.16062465142219742,1.0353289567963349,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,7496,1793,-0.16402831192021186,96.4628925756797,0.7192283580904034,,,
degree,Michaelis-Menten Fit,0.9998972812002499,0.022285114345575723,-0.34804272360757915,1.0,0.994937563280459,1.112672154674546,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,21380,2963,,,,8.64934800349453,0.024496315284079494,7.71811644444033
pagerank,Piecewise Linear Fit,0.9999927330227584,0.00833201565575506,-0.1395716155731026,1.0,0.08099898751265609,1.0514248767516312,0.016664031642982163,0.0050272809665269326,0.00025822648460098626,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,21380,2963,,,,,,
betweenness,Exponential Saturation Fit,0.9999994152444318,0.17603746116591892,-0.9751953741332418,1.0,1.0,1.1758732757253259,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,21380,2963,0.015594965361062557,2.4629403300994883,0.00013955074751469433,,,
closeness,Piecewise Linear Fit,0.9999993231861118,0.19820094064461527,-0.25160836457765223,1.0,0.9514006074924063,3.071528188143379,0.39640188175922986,0.08434095474451982,0.0497219410434582,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,21380,2963,,,,,,
clustering,Piecewise Linear Fit,0.999994687161011,0.013626886660218338,0.1227792961643308,1.0,0.11643604454944313,1.077153588953193,0.027253773319972016,-5.865510561476563,0.730923156593152,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,21380,2963,,,,,,
degree,Michaelis-Menten Fit,0.9999998342642692,0.2118480641903541,0.21339607891319984,1.0,1.0,1.0083541029081489,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,582,509,,,,-4.392006404181901,1.8193144635492018,2.604707381882525
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0019646365422396855,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,582,509,,,,,,
betweenness,Piecewise Linear Fit,0.9999999892665382,0.046077336242910834,-0.6158608572041483,1.0,0.3988212180746562,1.0058782069919117,0.09215467643335361,0.0023344883375351483,6.709416134418273e-05,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,582,509,,,,,,
closeness,Piecewise Linear Fit,0.9999997864144243,0.06637168070869474,0.12199983312108323,0.9076620825147348,0.5238095238095238,1.0067822160809476,0.13274336140176765,-0.8497309580528433,0.5186779814050312,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,582,509,,,,,,
clustering,Michaelis-Menten Fit,0.9999999500310963,0.06282331034165564,0.3224604941393318,1.0,1.0,1.0126400808492213,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,582,509,,,,-0.26427701712567025,0.08512846576740958,0.4602207777050204
degree,Piecewise Linear Fit,0.9999999999999,0.22760045353412306,-0.18283339577928368,1.0,0.9996072270227808,1.0485623782831457,0.45520090707093325,16.94084994911808,17.233099798697094,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,26079,2546,,,,,,
pagerank,Piecewise Linear Fit,0.9999989077934719,0.010595593185298902,-0.13664351459109667,1.0,0.06755695208169678,1.0306911855693373,0.02119118684170064,0.004498208174880303,0.0003011382312149851,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,26079,2546,,,,,,
betweenness,Piecewise Linear Fit,0.9999999020616871,0.10063662994683172,-1.1079688270210306,1.0,0.5392772977219167,1.0867010146129212,0.20127326045450517,0.03588771011913863,-0.0003519433290810453,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,26079,2546,,,,,,
closeness,Piecewise Linear Fit,0.9999999999999692,0.22760037160782629,-0.18730834079436545,0.9988216810683425,0.9996067636649626,1.010852195010407,0.4552007438829125,0.06821940802745957,0.06736737098659416,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,26079,2546,,,,,,
clustering,Exponential Saturation Fit,0.9999998739410753,0.019637693842993225,0.10977376687883306,1.0,0.23723487824037706,1.0482491808357206,,,,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,26079,2546,-0.14344888986246757,35.29676557589383,0.7251085692898809,,,
degree,Exponential Saturation Fit,0.9999806720491867,0.006233815348590047,-0.36007241811839097,1.0,0.11704834605597965,1.0187500669119536,,,,,glioma_mibitof:Brainiaqc_R9C5_whole_cell.tiff,1654,786,2.302817208195502,111.19148414835468,2.046305372708901,,,
pagerank,Exponential Saturation Fit,0.9999999117315879,0.0043137785800539535,-0.14439886406284527,1.0,0.089058524173028,1.013089006215167,,,,,glioma_mibitof:Brainiaqc_R9C5_whole_cell.tiff,1654,786,0.0003253320591605078,160.68207032850646,0.0009638388319089281,,,
betweenness,Piecewise Linear Fit,0.9999997442025272,0.030948778124174226,-0.9749634620339681,1.0,0.22646310432569974,1.005678517054896,0.06189755642011586,0.03603567904376662,2.863923381666119e-05,,glioma_mibitof:Brainiaqc_R9C5_whole_cell.tiff,1654,786,,,,,,
closeness,Piecewise Linear Fit,0.9999999616482064,0.01521655170584176,0.4482619557874404,0.9732824427480916,0.11764705882352941,1.043885021252567,0.030433103411443035,-12.655151951930357,0.6221553656320575,,glioma_mibitof:Brainiaqc_R9C5_whole_cell.tiff,1654,786,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5811265212028571,glioma_mibitof:Brainiaqc_R9C5_whole_cell.tiff,1654,786,,,,,,
degree,Piecewise Linear Fit,0.9999967010673354,0.00931712152501712,-0.22245659619651914,1.0,0.12760416666666666,1.0251469744032795,0.01863424305004682,148.23345595315064,4.8273339924215195,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,5665,1536,,,,,,
pagerank,Piecewise Linear Fit,0.9999940025484035,0.007361236462855702,-0.1332922849014703,1.0,0.11002604166666667,1.0311347200165104,0.014722473065025516,0.010567826586227003,0.0005058293880523852,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,5665,1536,,,,,,
betweenness,Exponential Saturation Fit,0.9999997956633381,0.203914819824738,-0.9118832496531163,1.0,1.0,1.133027137381167,,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,5665,1536,0.05735816012406069,1.3505671509130805,0.0013342847251711326,,,
closeness,Piecewise Linear Fit,0.9999999483603957,0.1039986675958327,-0.22348678614105721,1.0,0.6751302083333334,1.0303484179287756,0.20799733537477638,0.11359079739149401,0.04104572429639818,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,5665,1536,,,,,,
clustering,Michaelis-Menten Fit,0.9999994890901036,0.005568894238185929,0.17791757747349868,1.0,0.419921875,1.0371611512601413,,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,5665,1536,,,,-0.216088759932301,0.005699435955448149,0.70702965283747
degree,Exponential Saturation Fit,0.9999867060727617,0.003545963077900597,-0.2826949235597028,1.0,0.13854351687388988,1.017829377178086,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,775,563,1.2625518455922862,195.47501348804823,1.601788310664307,,,
pagerank,Piecewise Linear Fit,0.9999984871293741,0.006004479329678163,-0.14833907348934933,1.0,0.12255772646536411,1.0171436247565906,0.012008958689996525,0.0391934676004366,0.0013511394937597493,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,775,563,,,,,,
betweenness,Piecewise Linear Fit,0.9999967001038231,0.07100881394414127,-1.0931431263557012,1.0,0.5523978685612788,1.0174374271754816,0.14201762936902335,0.009590985000238153,-5.8029607339110355e-05,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,775,563,,,,,,
closeness,Michaelis-Menten Fit,0.9999999223444379,0.0023019933518390596,0.20172311571008178,0.9449378330373002,0.24436090225563908,1.0068110038752884,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,775,563,,,,-0.17561745904782597,0.0023254238459152507,0.5204533943925616
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.392721813414531,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,775,563,,,,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,1.9422222222222223,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,437,450,,,,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0022222222222222222,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,437,450,,,,,,
betweenness,Piecewise Linear Fit,0.999998983901994,0.11661342619765958,-0.6865187528399036,1.0,0.76,1.0052639212696755,0.23322692490895935,0.00032163169801508796,1.712637413445495e-05,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,437,450,,,,,,
closeness,Constant Fit,,0,0,0.8688888888888889,0.0,,,,,0.6206271563738311,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,437,450,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.32567195767195767,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,437,450,,,,,,
degree,Piecewise Linear Fit,0.999999199972243,0.1714806556731189,-0.20257809180990569,1.0,0.8906340895869692,1.0187367165993964,0.34296131134868124,14.037246631493835,9.475295285485187,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,10090,1719,,,,,,
pagerank,Piecewise Linear Fit,0.9999974339451816,0.0077656075592318,-0.117936709961956,1.0,0.10471204188481675,1.0213600534636804,0.01553121531203109,0.008023669153344534,0.00046601420020745803,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,10090,1719,,,,,,
betweenness,Michaelis-Menten Fit,0.9999994433610363,0.18446975121802425,-0.8219945944553066,1.0,1.0,1.0566953254473146,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,10090,1719,,,,0.04990609817979491,0.7330493340005751,0.0021728407229713795
closeness,Piecewise Linear Fit,0.9999999890586138,0.18947480703809091,-0.1957615438912953,0.9982547993019197,0.9463869463869464,1.0233486588549605,0.37894961472907185,0.058041889711433946,0.04518044162765672,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,10090,1719,,,,,,
clustering,Piecewise Linear Fit,0.9999977092290403,0.013257338276979136,0.061800120297602484,1.0,0.14543339150668994,1.0044215823138851,0.026514676553038675,-2.8831949164663913,0.6567253660100609,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,10090,1719,,,,,,
degree,Michaelis-Menten Fit,0.9999985759879164,0.22409646461402744,0.17761815149141397,1.0,1.0,1.0014208596154492,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,538,428,,,,-355913.6103103592,190468.0299419267,2.776349558655256
pagerank,Piecewise Linear Fit,0.9999871594812024,0.009196291675360289,-0.13391712861466146,1.0,0.12850467289719625,1.0084138488638041,0.018392583410687408,0.03067125886870923,0.0018241798280858382,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,538,428,,,,,,
betweenness,Piecewise Linear Fit,0.9999997633195016,0.032225876515736246,-0.5849621280359778,1.0,0.2967289719626168,1.0021658607631514,0.06445175707739219,0.0015930062290834721,3.6423495480315976e-05,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,538,428,,,,,,
closeness,Piecewise Linear Fit,0.9999995729242398,0.020138158982314275,0.11439556975244788,0.8738317757009346,0.19518716577540107,1.004068794909986,0.04027631796358484,-3.8589675914746087,0.7570439055136107,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,538,428,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.442135810710577,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,538,428,,,,,,
degree,Piecewise Linear Fit,0.9999979549593198,0.007274593230442937,-0.2762098085059907,1.0,0.11082693947144075,1.024598577657451,0.014549186460893652,187.15176477328072,3.567600675481643,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,3563,1173,,,,,,
pagerank,Piecewise Linear Fit,0.9999982220499549,0.00667031545064586,-0.13824413777945638,1.0,0.1082693947144075,1.0258083524226682,0.013340630985639562,0.01581620782855752,0.0006576369825545879,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,3563,1173,,,,,,
betweenness,Piecewise Linear Fit,0.9999920547400444,0.10500490524889805,-1.1228520269012892,1.0,0.7237851662404092,1.0658243229831053,0.21000981062486518,0.16527216616207768,-0.0018987558164237132,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,3563,1173,,,,,,
closeness,Constant Fit,,0,0,0.9923273657289002,0.0,,,,,0.05503962209694974,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,3563,1173,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5330994666033029,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,3563,1173,,,,,,
degree,Exponential Saturation Fit,0.9999962518846679,0.006836222552196308,-0.23459963916566928,1.0,0.16695957820738136,1.0222554269810111,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,3497,1138,2.4140659912216855,101.39330240146009,3.938043100378937,,,
pagerank,Exponential Saturation Fit,0.9999915187905081,0.0031580897845199804,-0.08823133389742838,1.0,0.10369068541300527,1.0094252065289224,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,3497,1138,0.00014388060039934275,219.48283070910074,0.0007434196474549506,,,
betweenness,Piecewise Linear Fit,0.9999999584196727,0.13956904967501102,-0.812169926693174,1.0,0.7961335676625659,1.0933580959446738,0.2791380999408776,0.04724302806112162,0.0015249129688107536,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,3497,1138,,,,,,
closeness,Piecewise Linear Fit,0.999999955988147,0.06658316497331188,0.19086707183835336,0.9956063268892794,0.4554280670785525,1.011395894388581,0.13316632990269311,-0.30312885188640876,0.12592848700274514,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,3497,1138,,,,,,
clustering,Piecewise Linear Fit,0.999999987382233,0.12830441563700712,0.09601352888116432,1.0,0.7539543057996485,1.0143197788205522,0.25660883120671907,-0.381319199150304,0.5584878868378846,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,3497,1138,,,,,,
degree,Exponential Saturation Fit,0.9999777582011129,0.0046600428613575015,-0.19053506102964804,1.0,0.13244147157190636,1.0186305935279967,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,5089,1495,2.2256697066282785,148.74266206064402,4.727742976775887,,,
pagerank,Piecewise Linear Fit,0.9999944274878328,0.006662280488466343,-0.11732841288586257,1.0,0.11036789297658862,1.0286683206193277,0.013324561101469196,0.010699321149664511,0.0005362595643565827,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,5089,1495,,,,,,
betweenness,Michaelis-Menten Fit,0.9999991206958552,0.16826393844025633,-0.9432696422953459,1.0,1.0,1.1598461697090539,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,5089,1495,,,,0.05385714724966973,0.5288148947797874,0.0007818656569450964
closeness,Exponential Saturation Fit,0.999998864799171,0.22219887719180675,-0.2676432767280823,1.0,1.0,3.04854065806576,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,5089,1495,0.09626206335006858,0.8129230815207734,0.04352909445325192,,,
clustering,Exponential Saturation Fit,0.9999987086158687,0.013165088128807139,0.19271411630902632,1.0,0.26956521739130435,1.0915623475242144,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,5089,1495,-0.22133439597135798,52.65040189817407,0.6849229925010123,,,
degree,Exponential Saturation Fit,0.9999860540388582,0.013415933575484764,-0.5715888697232271,1.0,0.20868516284680338,1.02524852544315,,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2617,829,4.916270921170529,51.66596693521711,1.8423952018157823,,,
pagerank,Piecewise Linear Fit,0.9999993735043704,0.01799513468922322,-0.11212227133974004,1.0,0.14475271411338964,1.0147079349408987,0.035990269901715354,0.00687796799715022,0.0009801138175393794,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2617,829,,,,,,
betweenness,Piecewise Linear Fit,0.9999979118433346,0.07389195965257105,-0.941197420485742,1.0,0.5199034981905911,1.0192776358215232,0.14778392155105485,0.00658012741403155,3.037710825787742e-05,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2617,829,,,,,,
closeness,Michaelis-Menten Fit,0.9999989292974854,0.008922513152214451,0.3279829120160765,0.9782870928829915,0.5881627620221949,1.021251384489378,,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2617,829,,,,-0.2968067084058121,0.009271823676178294,0.5893400397243088
clustering,Piecewise Linear Fit,0.9999999920902588,0.0347182239501896,-0.10982006051432734,1.0,0.25090470446320867,1.0032253214855884,0.06943644790451857,1.677470794041063,0.472072380732873,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2617,829,,,,,,
degree,Piecewise Linear Fit,0.9999867327381821,0.011568477655509475,-0.20854066256090956,1.0,0.1257125712571257,1.0542953007792812,0.023136955311028523,241.65787734646005,10.609991272593696,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,26249,3333,,,,,,
pagerank,Piecewise Linear Fit,0.9999656716273024,0.00911394269734685,-0.13994958490359694,1.0,0.10681068106810682,1.083753643337954,0.018227885837915018,0.004112592266113113,0.00023034254427748593,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,26249,3333,,,,,,
betweenness,Piecewise Linear Fit,0.9999999960350286,0.1763351864481881,-0.904958439192675,1.0,0.921992199219922,1.2054793419849108,0.35267037420498215,0.026950083580074415,0.0004990958759599906,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,26249,3333,,,,,,
closeness,Piecewise Linear Fit,0.9999998059071085,0.19307996956229037,-0.22584412026991044,1.0,0.9513951395139514,2.713741956417808,0.38615993962942985,0.07649016248462619,0.05062469660458181,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,26249,3333,,,,,,
clustering,Piecewise Linear Fit,0.9999882515343357,0.013140483863920529,0.12834109040668096,1.0,0.1392139213921392,1.150276550654819,0.026280967727421608,-6.2658993510277226,0.723884789109266,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,26249,3333,,,,,,
degree,Piecewise Linear Fit,0.9999999537350104,0.18195418950991754,0.2410695587302583,1.0,0.9521846661170651,1.0616557668658786,0.36390837901697687,-12.731826565887191,11.926321815865515,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6041,1213,,,,,,
pagerank,Piecewise Linear Fit,0.9999968934634214,0.008168104116487884,-0.11747518250737127,1.0,0.10634789777411377,1.0270530902251092,0.016336208384744564,0.010763877623711199,0.0006604969040421347,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6041,1213,,,,,,
betweenness,Michaelis-Menten Fit,0.9999987051270256,0.09084786134708162,-0.9616457197882644,1.0,1.0,1.0812610374215712,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6041,1213,,,,0.025408963441852186,0.15666265608676228,0.0003719689386542067
closeness,Piecewise Linear Fit,0.9999997357538338,0.01724326238652637,0.22601247252652287,0.9975267930750206,0.1743801652892562,1.0095474224662941,0.03448652477023433,-1.2236204956139038,0.11445339020319653,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6041,1213,,,,,,
clustering,Michaelis-Menten Fit,0.9999999710788593,0.008447712034489126,0.17976475088769678,1.0,0.5564715581203628,1.062917262330073,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,6041,1213,,,,-0.25111146439342075,0.008791133386349317,0.807585188559449
degree,Piecewise Linear Fit,0.9999983262372096,0.007224608920900705,-0.18153020446473828,1.0,0.11393323657474601,1.02369309188153,0.01444921784181253,129.86135220790817,4.230074575542137,,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,4111,1378,,,,,,
pagerank,Piecewise Linear Fit,0.9999958711172212,0.006476999917118334,-0.12536612876406017,1.0,0.10957910014513789,1.0309401115736099,0.012953999936398614,0.012679868027423555,0.0005729736724513832,,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,4111,1378,,,,,,
betweenness,Michaelis-Menten Fit,0.9999997983228931,0.18780947928286892,-0.9090387250437383,1.0,1.0,1.1384056173758972,,,,,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,4111,1378,,,,0.07876391357574418,0.7982830036540384,0.001501071184060222
closeness,Exponential Saturation Fit,0.9999998266195513,0.21445657760715275,-0.2675489179425303,0.997822931785196,1.0,2.3682123369566823,,,,,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,4111,1378,0.076141203934835,1.0435541792779524,0.041798295050007615,,,
clustering,Piecewise Linear Fit,0.9999994531609364,0.015402113110071915,0.1532291546959712,1.0,0.1734397677793904,1.041374431988231,0.030804226219588303,-5.5450161379676155,0.6427725627638031,,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,4111,1378,,,,,,
degree,Exponential Saturation Fit,0.9999925283266404,0.0040200044448421325,-0.1623749912442726,1.0,0.12220309810671257,1.0105910519159307,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,7298,1743,2.3820435943112797,172.4244811239716,6.143985817137496,,,
