,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
betweenness,Piecewise Linear Fit,0.9999997634063345,0.21512481505811465,-0.8516712355550101,1.0,0.9795850066934404,1.1228436547600822,0.43024963217546947,0.020893610174113526,0.0007828118141750285,glioma_mibitof:UCSF_TA1_R5C1_whole_cell.tiff,44820,2988,,,,,,,
closeness,Piecewise Linear Fit,0.9999913853765833,0.20925110051164303,-0.23434577687954233,1.0,0.9738955823293173,3.0561748672535476,0.4185022015254319,0.08334278169344495,0.05697853690748298,glioma_mibitof:UCSF_TA1_R5C1_whole_cell.tiff,44820,2988,,,,,,,
clustering,Piecewise Linear Fit,0.9999912703829911,0.024204702990897994,0.13563374160321257,1.0,0.16231593038821954,1.2210612755193042,0.048409405980475786,-3.666892147515777,0.7431362380116616,glioma_mibitof:UCSF_TA1_R5C1_whole_cell.tiff,44820,2988,,,,,,,
degree,Piecewise Linear Fit,0.999959114935112,0.012509749923431008,-0.09644872564311047,1.0,0.11522633744855967,1.0946504654495655,0.02501949984687373,213.55432907068786,25.027260649322425,glioma_mibitof:UCSF_TA1_R7C3_whole_cell.tiff,32805,2187,,,,,,,
pagerank,Piecewise Linear Fit,0.9999606315194308,0.011642830618834945,-0.0743491924371653,1.0,0.11065386374028349,1.0867971471244824,0.02328566208661122,0.002742905927035065,0.00039759451289689366,glioma_mibitof:UCSF_TA1_R7C3_whole_cell.tiff,32805,2187,,,,,,,
betweenness,Piecewise Linear Fit,0.999999999997224,0.2403167201661745,-0.8558156780543875,1.0,0.9995427526291724,1.1544427931365595,0.48063344224608023,0.02511499237212369,0.0010168451470373,glioma_mibitof:UCSF_TA1_R7C3_whole_cell.tiff,32805,2187,,,,,,,
closeness,Piecewise Linear Fit,0.9999941016432727,0.20596467314862288,-0.23116071260290735,1.0,0.9698216735253772,3.1515875213675035,0.4119293467194169,0.09757403451251079,0.06684186250168248,glioma_mibitof:UCSF_TA1_R7C3_whole_cell.tiff,32805,2187,,,,,,,
clustering,Piecewise Linear Fit,0.9999855374161638,0.028596549884849647,0.1321719051935997,1.0,0.2217649748513946,1.2833074221966476,0.05719309976779077,-2.996692648923192,0.7340557847683966,glioma_mibitof:UCSF_TA1_R7C3_whole_cell.tiff,32805,2187,,,,,,,
degree,Piecewise Linear Fit,0.9999544509074946,0.017417131937495788,-0.1108121179914952,1.0,0.1414790996784566,1.1035508228090412,0.03483426387501152,174.65819070529668,24.410230384242144,glioma_mibitof:UCSF_TA2_R1C6_whole_cell.tiff,23325,1555,,,,,,,
pagerank,Piecewise Linear Fit,0.9999594991905107,0.016521620530254716,-0.0846090607899609,1.0,0.1369774919614148,1.0980146380605122,0.033043242135480225,0.0030738734471790143,0.0005494502005746431,glioma_mibitof:UCSF_TA2_R1C6_whole_cell.tiff,23325,1555,,,,,,,
betweenness,Piecewise Linear Fit,0.9999989580791033,0.18201861780985473,-0.878653760596165,1.0,0.9344051446945337,1.1666010453142572,0.36403723672179295,0.03303173038444373,0.0008303394308587435,glioma_mibitof:UCSF_TA2_R1C6_whole_cell.tiff,23325,1555,,,,,,,
closeness,Piecewise Linear Fit,0.9999881876437399,0.19624674341223902,-0.2289122455808064,1.0,0.9543408360128617,2.8128190437144673,0.3924934871542931,0.11900413281009198,0.07866821266468366,glioma_mibitof:UCSF_TA2_R1C6_whole_cell.tiff,23325,1555,,,,,,,
clustering,Piecewise Linear Fit,0.9999742193177793,0.035380866899118735,0.14253895915034642,1.0,0.2752411575562701,1.2823806050153828,0.07076173379563311,-2.717087500019164,0.770565443555234,glioma_mibitof:UCSF_TA2_R1C6_whole_cell.tiff,23325,1555,,,,,,,
degree,Piecewise Linear Fit,0.9999620507930215,0.012297045291729295,-0.0992853922535716,1.0,0.12460353420933394,1.0940411967054253,0.024594090583469595,223.23405448689786,24.903653782182495,glioma_mibitof:UCSF_TA2_R3C5_whole_cell.tiff,33105,2207,,,,,,,
pagerank,Piecewise Linear Fit,0.9999636708228163,0.011772643438936884,-0.07605057046660074,1.0,0.12052560036248301,1.0889842891936306,0.02354528773495855,0.0027471362437378605,0.00039291614591653985,glioma_mibitof:UCSF_TA2_R3C5_whole_cell.tiff,33105,2207,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999998586,0.23825833635221844,-0.8365005136454053,1.0,0.9995468962392388,1.1399121405236767,0.4765166746172501,0.024911824040975562,0.001160122357242148,glioma_mibitof:UCSF_TA2_R3C5_whole_cell.tiff,33105,2207,,,,,,,
closeness,Piecewise Linear Fit,0.999998708903105,0.2060528788462415,-0.22711436615597055,1.0,0.9719075668328047,2.8930891574124202,0.41210575812496636,0.0952881957825766,0.06681722256482257,glioma_mibitof:UCSF_TA2_R3C5_whole_cell.tiff,33105,2207,,,,,,,
clustering,Exponential Saturation Fit,0.99999599428082,0.016396470087978083,0.1479842578453283,1.0,0.28681468056184867,1.2656158563344113,,,,glioma_mibitof:UCSF_TA2_R3C5_whole_cell.tiff,33105,2207,-0.1964930396547128,42.274170953504736,0.7621449714413364,,,,
degree,Piecewise Linear Fit,0.9999599138122869,0.023650385318768365,-0.10196220585123136,1.0,0.22267206477732793,1.1189545121564062,0.047300770637576005,120.41928896801454,25.08358872107514,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,11115,741,,,,,,,
pagerank,Piecewise Linear Fit,0.9999651518140856,0.02291291988339633,-0.07776263832299231,1.0,0.21862348178137653,1.1124630264167918,0.045825840824268736,0.004333510641188549,0.001177584338344712,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,11115,741,,,,,,,
betweenness,Piecewise Linear Fit,0.9999644466048473,0.13641441583627084,-0.9324787110936095,1.0,0.7989203778677463,1.192250331022665,0.2728288321479655,0.05738644920930636,0.000566854217287285,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,11115,741,,,,,,,
closeness,Piecewise Linear Fit,0.999982047887999,0.18088215771251576,-0.19513697124853757,1.0,0.9176788124156545,2.5989333375887225,0.3617643156595119,0.15428343625571256,0.11510586472433076,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,11115,741,,,,,,,
clustering,Exponential Saturation Fit,0.9999944209830921,0.02788120742545472,0.15501696327629047,1.0,0.47233468286099867,1.3118938843474177,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,11115,741,-0.2171785180724004,24.860535712151385,0.8090840689156813,,,,
degree,Piecewise Linear Fit,0.9999157667127987,0.018627450606421757,-0.09848141679890379,1.0,0.18665377176015474,1.142476551070129,0.03725490121286879,147.44959639131122,25.14301786818527,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,15510,1034,,,,,,,
pagerank,Piecewise Linear Fit,0.9999267247220409,0.01811949024402004,-0.07394792496249698,1.0,0.1827852998065764,1.1287673662282656,0.036238981458626494,0.003733720048655288,0.0008472218165703453,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,15510,1034,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999998525,0.2397058816701242,-0.8324755665682722,1.0,0.9990328820116054,1.194871186055897,0.47941176469458346,0.035398313950749945,0.001707528329825975,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,15510,1034,,,,,,,
closeness,Piecewise Linear Fit,0.9999988477799472,0.21020761864364004,-0.22119696294044427,1.0,0.9825918762088974,2.8690613667366716,0.42041523760301336,0.13315527359962417,0.09854969859956388,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,15510,1034,,,,,,,
clustering,Exponential Saturation Fit,0.9999917721971768,0.026541503437638062,0.1642992919196373,1.0,0.4274661508704062,1.4669222377890194,,,,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,15510,1034,-0.21757277718269058,26.11545838034991,0.770906868040327,,,,
degree,Piecewise Linear Fit,0.9999025183347646,0.02953829567922321,-0.11102676985420905,1.0,0.23958333333333334,1.2427195726944613,0.05907659135850275,104.85826413399903,24.799851236488266,glioma_mibitof:UCSF_TA2_R1C5_whole_cell.tiff,7200,480,,,,,,,
pagerank,Piecewise Linear Fit,0.9999072111298486,0.027347881225272087,-0.0820156628794197,1.0,0.22916666666666666,1.197658959046079,0.05469576337561012,0.00591263348331858,0.001809852202830656,glioma_mibitof:UCSF_TA2_R1C5_whole_cell.tiff,7200,480,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999998993,0.23602041651816844,-0.7673160373098121,1.0,0.9979166666666667,1.1819086446731388,0.4720408341432376,0.042645272215119004,0.0030521975078994824,glioma_mibitof:UCSF_TA2_R1C5_whole_cell.tiff,7200,480,,,,,,,
closeness,Piecewise Linear Fit,0.9999999969951571,0.22688509180342645,-0.20307405567317935,1.0,0.9958333333333333,2.7143125177386653,0.45377018388663803,0.1621852784050017,0.1444045622253529,glioma_mibitof:UCSF_TA2_R1C5_whole_cell.tiff,7200,480,,,,,,,
clustering,Piecewise Linear Fit,0.9999816483159707,0.05657333712226049,0.13531696959774486,1.0,0.39791666666666664,1.4133083523281937,0.1131466742374413,-1.5981795289588285,0.7585814648192669,glioma_mibitof:UCSF_TA2_R1C5_whole_cell.tiff,7200,480,,,,,,,
degree,Piecewise Linear Fit,0.9999373975981266,0.01232471195516523,-0.09792621647625607,1.0,0.11167171207534476,1.1035727939967235,0.024649423910341688,219.689714880284,24.941903198699013,glioma_mibitof:UCSF_TA1_R3C6_whole_cell.tiff,44595,2973,,,,,,,
pagerank,Piecewise Linear Fit,0.9999437358026719,0.010598814367428946,-0.07658613741804425,1.0,0.09889001009081735,1.0948295748831378,0.02119762966583684,0.002276918188146136,0.0002909717860658528,glioma_mibitof:UCSF_TA1_R3C6_whole_cell.tiff,44595,2973,,,,,,,
betweenness,Piecewise Linear Fit,0.999999956609147,0.2159190614411948,-0.8527218906712686,1.0,0.9828456104944501,1.1442873463387364,0.43183812482117007,0.022273697923780814,0.0008306423567296117,glioma_mibitof:UCSF_TA1_R3C6_whole_cell.tiff,44595,2973,,,,,,,
closeness,Piecewise Linear Fit,0.9999878108433083,0.20193730291977294,-0.22944966869417036,1.0,0.9667003027245207,3.217255933146802,0.4038746063153153,0.08488875937660462,0.0575678903890391,glioma_mibitof:UCSF_TA1_R3C6_whole_cell.tiff,44595,2973,,,,,,,
clustering,Exponential Saturation Fit,0.9999904452341309,0.017176076278497356,0.15852553771326855,1.0,0.28287924655230406,1.3351851479859982,,,,glioma_mibitof:UCSF_TA1_R3C6_whole_cell.tiff,44595,2973,-0.2076350118616823,40.35538545315872,0.7587120241887215,,,,
degree,Exponential Saturation Fit,0.9997779955789701,0.00690219825662522,-0.11774046511211742,1.0,0.1384373361300472,1.0937762725678148,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,28605,1907,6.408893637608833,100.42411921144257,24.01174275329487,,,,
pagerank,Piecewise Linear Fit,0.999962553995796,0.011551738536227029,-0.07977567764175415,1.0,0.11746198217094914,1.0923058331773527,0.023103477753878332,0.0033904688642751985,0.0004517834126262053,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,28605,1907,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999947156960297,0.21287886001101564,-0.8090523309730545,1.0,1.0,1.1326852613253817,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,28605,1907,,,,0.04780282696925956,1.6278381641855693,0.0013047785832137632,
closeness,Piecewise Linear Fit,0.9999988345071221,0.21246427470518778,-0.22008243717191814,1.0,0.9769271106449922,3.032408164323064,0.42492854985630263,0.0952909852229621,0.07174655387816987,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,28605,1907,,,,,,,
clustering,Exponential Saturation Fit,0.999998200722489,0.01898976824235094,0.13343939449721326,1.0,0.3177766124803356,1.1911062887459083,,,,glioma_mibitof:UCSF_TA1_R5C6_whole_cell.tiff,28605,1907,-0.18087607674862993,36.50108600970812,0.7681841938172541,,,,
degree,Piecewise Linear Fit,0.9999739945102762,0.011985120639273662,-0.09142954069642725,1.0,0.11927013796172675,1.0815318811029189,0.0239702412785586,212.2608327425901,25.280423666993393,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,33705,2247,,,,,,,
pagerank,Piecewise Linear Fit,0.9999752922237314,0.01127570548182292,-0.0691145293356769,1.0,0.11392968402314196,1.0750546578891216,0.022551411839534484,0.002574689289550004,0.00039101679208589877,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,33705,2247,,,,,,,
betweenness,Piecewise Linear Fit,0.9999998297825378,0.19198204991126697,-0.8090046405804602,1.0,0.9479305740987984,1.1324001144284024,0.38396410136739106,0.024854343871010903,0.0011265091208455514,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,33705,2247,,,,,,,
closeness,Piecewise Linear Fit,0.9999877503616802,0.19736573923486703,-0.22214127891813443,1.0,0.9546061415220294,2.989816515188286,0.39473147888203874,0.0957378225738924,0.06616476417268422,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,33705,2247,,,,,,,
clustering,Piecewise Linear Fit,0.9999882181102342,0.025800055101894443,0.12906315307313324,1.0,0.22029372496662217,1.2392308330922956,0.05160011020223064,-3.311408002871665,0.7473934561309882,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,33705,2247,,,,,,,
degree,Piecewise Linear Fit,0.9999810596634156,0.01929212301926413,-0.09959662458173059,1.0,0.16286919831223629,1.0865688275405156,0.03858424603855518,143.31450616046234,24.995548336537563,glioma_mibitof:UCSF_TA2_R2C6_whole_cell.tiff,17775,1185,,,,,,,
pagerank,Piecewise Linear Fit,0.9999826612736349,0.01813198471084134,-0.07335594618432063,1.0,0.1569620253164557,1.0759844537360632,0.03626397054764256,0.0032207159143532956,0.0007376924990223787,glioma_mibitof:UCSF_TA2_R2C6_whole_cell.tiff,17775,1185,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999579194305,0.21050250093733217,-0.786429627238835,1.0,0.9755274261603376,1.1047601054296103,0.42100500325739704,0.03044731585206193,0.0017405535955788425,glioma_mibitof:UCSF_TA2_R2C6_whole_cell.tiff,17775,1185,,,,,,,
closeness,Piecewise Linear Fit,0.9999943336559056,0.2101686115139189,-0.21854362843954722,1.0,0.9755274261603376,3.2315275843335374,0.4203372233738906,0.12146621869547151,0.09128301043019071,glioma_mibitof:UCSF_TA2_R2C6_whole_cell.tiff,17775,1185,,,,,,,
clustering,Exponential Saturation Fit,0.9999935853818923,0.022469542308333645,0.13800998156703428,1.0,0.3341772151898734,1.2268837946607838,,,,glioma_mibitof:UCSF_TA2_R2C6_whole_cell.tiff,17775,1185,-0.18871661799354209,30.84828598538627,0.7780644743100368,,,,
degree,Exponential Saturation Fit,0.999954397404568,0.005175153334701324,-0.11036850742028408,1.0,0.12023000522739154,1.0373298866141007,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,28695,1913,6.026243481809692,133.93751560857962,24.287435377488872,,,,
pagerank,Piecewise Linear Fit,0.9999952043580556,0.009026958417278706,-0.0726723740795561,1.0,0.10193413486670151,1.0355601177675184,0.01805391729101743,0.0039552023159983045,0.0004555897645658246,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,28695,1913,,,,,,,
betweenness,Piecewise Linear Fit,0.9999998388318616,0.10040118990814301,-0.7994780670537277,1.0,0.6628332462101412,1.0284266760246148,0.2008023803516313,0.03750894791099413,0.0009445589108433362,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,28695,1913,,,,,,,
closeness,Piecewise Linear Fit,0.9999999998564785,0.03949626636011898,-0.09588504379163197,1.0,0.3277574490329326,1.0004679892496156,0.07899253275443972,0.23096024982899774,0.0860133903306253,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,28695,1913,,,,,,,
clustering,Piecewise Linear Fit,0.9999981068997726,0.015164062108509194,0.08931403451905902,1.0,0.14741244119184527,1.0415838890126365,0.030328124216305288,-4.253066634448244,0.7865949115908226,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,28695,1913,,,,,,,
degree,Exponential Saturation Fit,0.99977000728973,0.009380256928892317,-0.1175920378964103,1.0,0.18370484242890084,1.111213379329903,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,19515,1301,6.432687367179988,73.89426385640067,24.13536941808675,,,,
pagerank,Piecewise Linear Fit,0.9999585560195451,0.017317605791479073,-0.07503000438682467,1.0,0.1652574942352037,1.1055446576337726,0.034635212684614135,0.0031439225661184073,0.0006712006141109825,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,19515,1301,,,,,,,
betweenness,Piecewise Linear Fit,0.9999938239844974,0.18144544764864337,-0.8371611984919614,1.0,0.9369715603382014,1.1718054148468426,0.3628908963229946,0.035379558917471354,0.0012486688588799638,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,19515,1301,,,,,,,
closeness,Piecewise Linear Fit,0.9999657162857369,0.18868256642135897,-0.21504059112713775,1.0,0.9500384319754035,2.581851477080567,0.3773651331415763,0.1262688949521319,0.08696708408697681,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,19515,1301,,,,,,,
clustering,Piecewise Linear Fit,0.9999838043424117,0.033368832847400005,0.1406395511530278,1.0,0.27901614142966946,1.3092651011063268,0.06673766569244101,-2.8291031760356677,0.7656508296461043,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,19515,1301,,,,,,,
degree,Piecewise Linear Fit,0.9999304838639167,0.022059224050596588,-0.10504223555535654,1.0,0.18526785714285715,1.1288768580916424,0.04411844810122666,131.89133330205107,24.78820473841315,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,13440,896,,,,,,,
pagerank,Piecewise Linear Fit,0.999941889497977,0.021771634187602928,-0.07824220429663473,1.0,0.18191964285714285,1.1139320293137436,0.04354326952822491,0.003776456923182368,0.0009686152335275593,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,13440,896,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997239251464,0.19573127115891054,-0.8268743680099728,1.0,0.9542410714285714,1.1425032356414233,0.39146254334783215,0.038005664103005606,0.001557508307156817,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,13440,896,,,,,,,
closeness,Piecewise Linear Fit,0.9999907372730059,0.20679129011391675,-0.21209889497167927,1.0,0.9720982142857143,3.157475439560997,0.41358258053213387,0.13591271692708937,0.10440604406525224,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,13440,896,,,,,,,
clustering,Exponential Saturation Fit,0.9999820856503793,0.03224784290544593,0.1685013249229795,1.0,0.47433035714285715,1.3803212139592915,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,13440,896,-0.23225176163923436,21.49347907864483,0.805271600288956,,,,
degree,Piecewise Linear Fit,0.9999486141413186,0.014006238422514774,-0.0950745549258258,1.0,0.12804586717630195,1.0973789011074473,0.02801247684504443,188.46699268583725,25.124956275383642,glioma_mibitof:UCSF_TA2_R2C5_whole_cell.tiff,31395,2093,,,,,,,
pagerank,Piecewise Linear Fit,0.9999523625967361,0.013705710148335775,-0.07251087605088502,1.0,0.12661251791686573,1.0914814390473018,0.027411421447856337,0.0023811485861997524,0.00041743963248500873,glioma_mibitof:UCSF_TA2_R2C5_whole_cell.tiff,31395,2093,,,,,,,
betweenness,Piecewise Linear Fit,0.9999995365559998,0.17863425935054628,-0.7738386877370397,1.0,0.9173435260391782,1.1294446960856916,0.35726852014645394,0.024718283142493087,0.001290478930843131,glioma_mibitof:UCSF_TA2_R2C5_whole_cell.tiff,31395,2093,,,,,,,
closeness,Piecewise Linear Fit,0.9999892050231634,0.19834101306573373,-0.21697940238231384,1.0,0.9550883898709985,2.936039362901123,0.396682026544416,0.09606089723741892,0.06875651308969521,glioma_mibitof:UCSF_TA2_R2C5_whole_cell.tiff,31395,2093,,,,,,,
clustering,Piecewise Linear Fit,0.9999833921530553,0.029921087220696998,0.13470511762676485,1.0,0.24558050645007168,1.2964105052077155,0.059842174439361455,-2.944204273653203,0.7420688935127921,glioma_mibitof:UCSF_TA2_R2C5_whole_cell.tiff,31395,2093,,,,,,,
degree,Exponential Saturation Fit,0.9998435083585412,0.003906625150832633,-0.11457805969471155,1.0,0.08172925213000946,1.0816983677936216,,,,glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,95070,6338,6.211437127310068,177.42863821887624,23.999981881302432,,,,
pagerank,Piecewise Linear Fit,0.9999460052381293,0.00685938113847283,-0.07479038466942436,1.0,0.06752918901861786,1.0856568252551715,0.01371876312924376,0.0016096201430912734,0.00013658486312952166,glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,95070,6338,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999952860773,0.21722436650321889,-1.1659742336514434,1.0,0.9813821394761755,1.019925898559234,0.434448733061888,0.7834928801173301,-0.02422675867911773,glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,95070,6338,,,,,,,
closeness,Piecewise Linear Fit,0.9999835269884987,0.19409588213584683,-0.23169985596502846,1.0,0.9476175449668666,3.2656885594204557,0.38819176490414603,0.06137881707329919,0.03950390123749084,glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,95070,6338,,,,,,,
clustering,Exponential Saturation Fit,0.9999401377036469,0.010776302346524873,0.1709929608864149,1.0,0.19343641527295677,1.3751203489568242,,,,glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,95070,6338,-0.22168385506617275,64.3214303684186,0.7590670179107177,,,,
degree,Piecewise Linear Fit,0.9999665404036415,0.012744447138173232,-0.10751706475449792,1.0,0.11702661978905073,1.0754075897980067,0.025488894276357477,231.58066372256792,24.498856618965924,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,29865,1991,,,,,,,
pagerank,Piecewise Linear Fit,0.9999617758013611,0.012225986582568073,-0.08278622354370445,1.0,0.11200401808136615,1.0753159368604162,0.024451973935764114,0.0031729932127874377,0.0004297991165227949,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,29865,1991,,,,,,,
betweenness,Piecewise Linear Fit,0.9999982258746865,0.1797040695820485,-0.792864497376107,1.0,0.9186338523355098,1.0863603693795223,0.35940814057180415,0.025531457246340237,0.0011986408384059813,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,29865,1991,,,,,,,
closeness,Piecewise Linear Fit,0.9999756229715506,0.192625373962249,-0.2135169670860211,1.0,0.940733299849322,2.956448117427421,0.3852507483063135,0.10089967913334308,0.07159129958328099,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,29865,1991,,,,,,,
clustering,Exponential Saturation Fit,0.9999934661016123,0.016087735416844728,0.14940782335103464,1.0,0.2722250125565043,1.245197077191068,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,29865,1991,-0.2068324883933102,43.08544132592818,0.7955904676715649,,,,
degree,Piecewise Linear Fit,0.9999735924996446,0.010686354067750837,-0.09776856988542396,1.0,0.11100339311682017,1.1026771372614494,0.0213727081355101,253.21685529727753,24.97128319510134,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,30945,2063,,,,,,,
pagerank,Piecewise Linear Fit,0.999972976225925,0.009193490345495077,-0.07757964552734453,1.0,0.0988851187590887,1.0965655206014528,0.018386981170826548,0.0038319270696192966,0.0004188694682991142,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,30945,2063,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999001566942,0.21673191577760642,-0.8844842654178163,1.0,0.9820649539505575,1.182459954609023,0.433463833088931,0.028262287428590088,0.000799983788067455,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,30945,2063,,,,,,,
closeness,Piecewise Linear Fit,0.9999840557641035,0.2026420523912044,-0.22993367341130336,1.0,0.9675230247212797,3.298705018451968,0.40528410518374297,0.10098413119665292,0.06853434466018081,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,30945,2063,,,,,,,
clustering,Exponential Saturation Fit,0.9999956711809794,0.02083209536429994,0.1394192008709636,1.0,0.3460979156568105,1.2665361885708586,,,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,30945,2063,-0.18330003318466395,33.27303827198046,0.7490200790042371,,,,
degree,Exponential Saturation Fit,0.9998604297207757,0.006210041469181735,-0.09423811239581961,1.0,0.1415204678362573,1.0726084469924866,,,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,38475,2565,5.2251195639104004,111.61715811088436,25.11040405434487,,,,
pagerank,Piecewise Linear Fit,0.9999648012797276,0.010638985809908687,-0.06344075052641829,1.0,0.12046783625730995,1.0744221727162504,0.02127797258462631,0.0022054078198860297,0.0003463825793732348,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,38475,2565,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999683731479,0.21806167119625164,-0.8490478715137668,1.0,0.9867446393762184,1.1361644474201544,0.4361233442003576,0.024123809630191787,0.0009352598071383511,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,38475,2565,,,,,,,
closeness,Piecewise Linear Fit,0.9999936158478648,0.20715241091660394,-0.2305118940928851,1.0,0.9766081871345029,3.182215578003732,0.41430482229053994,0.09059167591310448,0.06264506414537374,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,38475,2565,,,,,,,
clustering,Piecewise Linear Fit,0.9999840574874287,0.024007831319730073,0.1328309355360078,1.0,0.2152046783625731,1.2961819629360651,0.04801566263812832,-3.6053437087855715,0.7381854377505219,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,38475,2565,,,,,,,
degree,Piecewise Linear Fit,0.9999668213643114,0.011095936610594869,-0.1050223703016739,1.0,0.11901000526592943,1.086462733819678,0.022191873221198245,260.62212386216925,24.64368283992031,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,28485,1899,,,,,,,
pagerank,Piecewise Linear Fit,0.9999668177065368,0.010660181722223978,-0.08148701648567165,1.0,0.11637704054765666,1.085888499838914,0.021320364011040597,0.00376290844340419,0.00045215267608831174,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,28485,1899,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999998933,0.24517550613705316,-0.8840415069945423,1.0,0.9994734070563455,1.1108930368632337,0.4903510139479233,0.029295378660883883,0.0009421196916589821,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,28485,1899,,,,,,,
closeness,Piecewise Linear Fit,0.9999997839777408,0.21147908850625666,-0.23599294217827016,1.0,0.9836756187467088,3.1216017255271415,0.4229581774086161,0.1067798887265654,0.07310637498894014,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,28485,1899,,,,,,,
clustering,Exponential Saturation Fit,0.9999856697550449,0.015549718863424995,0.14328247783694548,1.0,0.28014744602422326,1.2482786831304102,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,28485,1899,-0.19527785458369984,44.57618731492923,0.7790825254400334,,,,
degree,Piecewise Linear Fit,0.9999200955635831,0.022297522319692814,-0.10131408857784795,1.0,0.21191135734072022,1.1928895320037705,0.04459504463942076,126.89012402103,25.097041030024435,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,10830,722,,,,,,,
