,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
degree,Piecewise Linear Fit,0.9999862170016391,0.011188421490016011,-0.09471550140621808,1.0,0.10368550368550368,1.0488229916301695,0.022376842980046326,156.41630789015798,16.7268772705606,,,,glioma_mibitof:UCLA_R1C5_whole_cell.tiff,20350,2035,,,,
pagerank,Piecewise Linear Fit,0.9999875325942029,0.011002310673287965,-0.07059663900073695,1.0,0.10171990171990172,1.0445330898842626,0.022004622087392536,0.002970319751640332,0.000430236532362581,,,,glioma_mibitof:UCLA_R1C5_whole_cell.tiff,20350,2035,,,,
betweenness,Piecewise Linear Fit,0.9999999999954785,0.2406017270530944,-0.8044557390048593,1.0,0.9995085995085995,1.0854333599956711,0.4812034557013631,0.0301662014028983,0.00176425873330062,,,,glioma_mibitof:UCLA_R1C5_whole_cell.tiff,20350,2035,,,,
closeness,Piecewise Linear Fit,0.9999997688168467,0.20886385678498728,-0.22657180349275902,1.0,0.9769041769041769,2.7404596746658814,0.4177277141043152,0.07817630409518052,0.05573815222333983,,,,glioma_mibitof:UCLA_R1C5_whole_cell.tiff,20350,2035,,,,
clustering,Piecewise Linear Fit,0.9999876104783647,0.01790435806499761,0.12351927136463539,1.0,0.15331695331695333,1.106093952481117,0.03580871612919036,-4.448987656374674,0.7245456617078153,,,,glioma_mibitof:UCLA_R1C5_whole_cell.tiff,20350,2035,,,,
degree,Piecewise Linear Fit,0.9999982195429566,0.01245999472158341,-0.10147311355424236,1.0,0.10081466395112017,1.034081854639567,0.024919989443183514,149.531036011115,16.497923721763616,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,9820,982,,,,
pagerank,Piecewise Linear Fit,0.9999974072612899,0.013062768195577376,-0.07852755211153035,1.0,0.1079429735234216,1.0341432441029834,0.026125536847265853,0.005727888647148713,0.0008779910000440515,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,9820,982,,,,
betweenness,Piecewise Linear Fit,0.9999995769224451,0.11294623108085246,-0.615166237039675,1.0,0.6242362525458248,1.033964897715784,0.22589246264325302,0.0469096345170447,0.0033144728277124755,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,9820,982,,,,
closeness,Piecewise Linear Fit,0.9999909484043884,0.18288391205879867,-0.11107322423170475,1.0,0.945010183299389,1.4159995349193926,0.36576782478833847,0.054531896719787996,0.07981466890264692,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,9820,982,,,,
clustering,Piecewise Linear Fit,0.9999885950848818,0.031013755724188654,0.13122305915571186,1.0,0.1975560081466395,1.1097299361288637,0.06202751144631467,-3.00716071405055,0.8039871215033407,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,9820,982,,,,
degree,Piecewise Linear Fit,0.999988226104339,0.008919301156110324,-0.10009492835526097,1.0,0.10373880989994734,1.054277936884589,0.01783860231222928,206.46333201087808,16.556113163268023,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,18990,1899,,,,
pagerank,Piecewise Linear Fit,0.9999897754721752,0.008670487629080535,-0.07642745340245811,1.0,0.10215903106898368,1.0512509528935394,0.017340975656655797,0.004351619709776308,0.00045594876785375206,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,18990,1899,,,,
betweenness,Piecewise Linear Fit,0.9999999999999123,0.24517550632426507,-0.8841531054932297,1.0,0.9994734070563455,1.0965236968653396,0.4903510139479233,0.03773692930094005,0.001212273304964076,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,18990,1899,,,,
closeness,Exponential Saturation Fit,0.999999827734447,0.23060166752371217,-0.2616858706187755,1.0,1.0,3.007386634801026,,,,0.19187650793194191,0.486043354988227,0.05739962838670302,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,18990,1899,,,,
clustering,Exponential Saturation Fit,0.9999978083470974,0.012044035832074656,0.1440959366857723,1.0,0.23117430226434965,1.1296532232634455,,,,-0.18891172976846524,57.55107264317561,0.7499626546623945,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,18990,1899,,,,
degree,Piecewise Linear Fit,0.9999958164667917,0.012865006147779938,-0.10609586338931888,1.0,0.09322651128914786,1.052733267215127,0.02573001229557695,150.82852698276966,16.348803854885997,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,13730,1373,,,,
pagerank,Piecewise Linear Fit,0.99999561959839,0.012770499939874046,-0.07887121899472531,1.0,0.09249817916970138,1.0480301922448738,0.02554100048705732,0.004205600711541532,0.0006272457272992933,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,13730,1373,,,,
betweenness,Exponential Saturation Fit,0.9999998564716149,0.21136297844253626,-0.8336783541133403,1.0,1.0,1.0955577996455657,,,,0.03790442516402416,1.1128378714957532,0.001584987537464627,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,13730,1373,,,,
closeness,Piecewise Linear Fit,0.9999959268405444,0.20853694395983088,-0.21303740149876865,1.0,0.9664967225054625,3.0955747989629403,0.4170738883918708,0.08832397583791249,0.06803930228359348,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,13730,1373,,,,
clustering,Exponential Saturation Fit,0.9999895176130404,0.030978293432976894,0.13267983846923748,1.0,0.4304442825928623,1.1181464735429558,,,,-0.17249656524129325,22.37467240808965,0.736283162020219,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,13730,1373,,,,
degree,Piecewise Linear Fit,0.9999870586809197,0.012434311204845703,-0.07071077242927644,1.0,0.1392156862745098,1.048414269256473,0.024868622409714575,107.52465130616909,17.57094409128377,,,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,15300,1530,,,,
pagerank,Piecewise Linear Fit,0.9999893334611906,0.011691006212104631,-0.05290081675629294,1.0,0.13594771241830064,1.0422096029146903,0.023382013249224027,0.002834132514666409,0.0005932054157352472,,,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,15300,1530,,,,
betweenness,Piecewise Linear Fit,0.9999999988775438,0.23835661133387392,-0.8285500350151371,1.0,0.9980392156862745,1.1482494618969534,0.4767132239409157,0.03744308089922271,0.0018467896370699826,,,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,15300,1530,,,,
closeness,Piecewise Linear Fit,0.9999956906220443,0.20403092539081158,-0.22598327189021591,1.0,0.9673202614379085,3.1313478362728833,0.408061851226848,0.09165296527904304,0.0640496224961886,,,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,15300,1530,,,,
clustering,Piecewise Linear Fit,0.999992599034203,0.026654270298792797,0.12127945613684786,1.0,0.23594771241830065,1.1599106638389005,0.05330854059568468,-2.8042997320464287,0.6910633361416266,,,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,15300,1530,,,,
degree,Piecewise Linear Fit,0.9999717183149056,0.017140058685263686,-0.08324769386578311,1.0,0.17408123791102514,1.0824855315099793,0.034280117370564966,91.21780913792607,17.217565402689438,,,,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,10340,1034,,,,
pagerank,Piecewise Linear Fit,0.9999767854814415,0.013762096368557172,-0.06516138925056493,1.0,0.1576402321083172,1.0738354224914617,0.02752419336984481,0.004350066092998799,0.0008588686313975205,,,,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,10340,1034,,,,
betweenness,Piecewise Linear Fit,0.999999999999923,0.23970588182283692,-0.8244147592073047,1.0,0.9990328820116054,1.1646715418417042,0.4794117647058676,0.04521925848639722,0.0023085770186267907,,,,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,10340,1034,,,,
closeness,Piecewise Linear Fit,0.9999991810339303,0.21053028153460335,-0.22720568844893796,1.0,0.9825918762088974,2.9534300380145755,0.42106056345669374,0.10866438096017277,0.07781198561233704,,,,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,10340,1034,,,,
clustering,Exponential Saturation Fit,0.9999942018427005,0.022439304798521853,0.1618866823616613,1.0,0.37524177949709864,1.2857541089384943,,,,-0.20234877919928135,30.88985229177794,0.7261445513566768,glioma_mibitof:UCSF_TA2_R6C2_whole_cell.tiff,10340,1034,,,,
degree,Piecewise Linear Fit,0.9999910612138725,0.010413190905936844,-0.10370319884828136,1.0,0.09199438202247191,1.0513632223141156,0.02082638181188512,182.46668045066792,16.422039602080915,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,14240,1424,,,,
pagerank,Piecewise Linear Fit,0.9999916241190866,0.01028907376974139,-0.077415700350373,1.0,0.0898876404494382,1.04741017139945,0.020578147955591736,0.004945374706897138,0.0006063906131372781,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,14240,1424,,,,
betweenness,Piecewise Linear Fit,0.9999992273359403,0.18770041359516948,-0.8088560796088398,1.0,0.9325842696629213,1.105980545213331,0.3754008281707948,0.03828839828117032,0.0016983283210721953,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,14240,1424,,,,
closeness,Piecewise Linear Fit,0.9999884534351776,0.19598235965116387,-0.2226954673189338,1.0,0.9480337078651685,2.952697101291343,0.3919647197082869,0.09655272540904843,0.0660482541196376,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,14240,1424,,,,
clustering,Exponential Saturation Fit,0.9999992472328834,0.0234411020953434,0.13474756178884326,1.0,0.3693820224719101,1.1038806027308148,,,,-0.17600167387048715,29.56970839738649,0.7410796242865801,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,14240,1424,,,,
degree,Exponential Saturation Fit,0.9999237881441264,0.0055581697562252985,-0.09031894476932771,1.0,0.12710566615620214,1.0469259819642063,,,,3.346849708722434,124.70781047191377,16.854524720676284,glioma_mibitof:UCSF_TA2_R2C3_whole_cell.tiff,19590,1959,,,,
pagerank,Piecewise Linear Fit,0.999994944067352,0.00969430994062152,-0.06081193917532866,1.0,0.11026033690658499,1.045420248816636,0.019388620518512357,0.003042453124213837,0.00045551687827841456,,,,glioma_mibitof:UCSF_TA2_R2C3_whole_cell.tiff,19590,1959,,,,
betweenness,Piecewise Linear Fit,0.9999997375501388,0.18382352806649513,-0.8138209348940096,1.0,0.925472179683512,1.1291314431828667,0.3676470571990351,0.034487017609560564,0.0014503028814922675,,,,glioma_mibitof:UCSF_TA2_R2C3_whole_cell.tiff,19590,1959,,,,
closeness,Piecewise Linear Fit,0.9999878216288656,0.20059426455402102,-0.22610175614218012,1.0,0.958141909137315,2.9385591474887525,0.40118852959421797,0.08251923245471272,0.0566570054932736,,,,glioma_mibitof:UCSF_TA2_R2C3_whole_cell.tiff,19590,1959,,,,
clustering,Exponential Saturation Fit,0.9999985810573282,0.013692076410819312,0.1462099987884649,1.0,0.2434915773353752,1.1624703350491272,,,,-0.18665371349476512,50.623963837621076,0.7316337954798431,glioma_mibitof:UCSF_TA2_R2C3_whole_cell.tiff,19590,1959,,,,
degree,Piecewise Linear Fit,0.9999908063529663,0.00851699523992003,-0.10341060314211781,1.0,0.08607126330402591,1.0485457322759908,0.01703399047984772,222.2817303671064,16.41416145019783,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,21610,2161,,,,
pagerank,Piecewise Linear Fit,0.9999896334769012,0.008093634374309096,-0.08054683987295508,1.0,0.08329477093937991,1.0477566553359254,0.01618726912552386,0.004294779790420415,0.0003967944063528615,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,21610,2161,,,,
betweenness,Piecewise Linear Fit,0.9999999999971646,0.24575586464857743,-0.8452482353135867,1.0,0.999074502545118,1.1122676065593982,0.49151173081677124,0.03234446405090098,0.0014553088607463388,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,21610,2161,,,,
closeness,Piecewise Linear Fit,0.9999958213831854,0.19730510851323368,-0.22739660447959026,1.0,0.9639055992596021,2.993339449613501,0.39461021751360165,0.08100648063380064,0.05430386381940841,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,21610,2161,,,,
clustering,Exponential Saturation Fit,0.9999970790478296,0.014732835354277133,0.1511840386398488,1.0,0.25497454881999077,1.1418024758081229,,,,-0.19665452616952334,47.047778945933864,0.7487085067232462,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,21610,2161,,,,
degree,Piecewise Linear Fit,0.9999944428530393,0.0075794577216321025,-0.08945943440100106,1.0,0.06795872136924239,1.0313075643138234,0.015158915443271161,218.17142226074557,16.830970097653772,,,,glioma_mibitof:UCSF_TA1_R7C4_whole_cell.tiff,39730,3973,,,,
pagerank,Piecewise Linear Fit,0.9999950784193123,0.0069204844311215145,-0.06794602626308609,1.0,0.06418323684872893,1.0282541101149496,0.013840969457382038,0.002325669830775269,0.00022078088766658882,,,,glioma_mibitof:UCSF_TA1_R7C4_whole_cell.tiff,39730,3973,,,,
betweenness,Piecewise Linear Fit,0.9999999999999488,0.2470617030162048,-0.7596157410950108,1.0,0.9997483010319658,1.051573883723737,0.4941234084231146,0.020668524460184835,0.0016159464397883661,,,,glioma_mibitof:UCSF_TA1_R7C4_whole_cell.tiff,39730,3973,,,,
closeness,Piecewise Linear Fit,0.9999781275748421,0.1850343638979396,-0.21752418136197013,1.0,0.9348099672791341,2.64967429048057,0.37006872840753124,0.06050316273581403,0.04027113328232023,,,,glioma_mibitof:UCSF_TA1_R7C4_whole_cell.tiff,39730,3973,,,,
clustering,Exponential Saturation Fit,0.9999996565307183,0.013650275517545487,0.14078999348043358,1.0,0.2099169393405487,1.1028711471472206,,,,-0.18134630695062184,50.77898832208591,0.734704389115373,glioma_mibitof:UCSF_TA1_R7C4_whole_cell.tiff,39730,3973,,,,
degree,Piecewise Linear Fit,0.9999868130875043,0.006144645500483258,-0.0971294772014706,1.0,0.06712762892538174,1.049096635857278,0.012289291000970757,290.40660383506327,16.587378071964164,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,34710,3471,,,,
pagerank,Piecewise Linear Fit,0.9999865362775551,0.006121449552633428,-0.07390935544187201,1.0,0.06712762892538174,1.0462713855684547,0.012242899480966863,0.0032586901089701713,0.000249948966728511,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,34710,3471,,,,
betweenness,Piecewise Linear Fit,0.9999999672531052,0.21417061307548715,-0.8005732164342327,1.0,0.9778161912993374,1.088504796712896,0.42834122797177376,0.02352489791957415,0.001255076044619272,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,34710,3471,,,,
closeness,Piecewise Linear Fit,0.999993281538272,0.20648429272661636,-0.23053132533835177,1.0,0.9671564390665515,3.257309463132717,0.41296858611316206,0.06257770587822148,0.04312882789096388,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,34710,3471,,,,
clustering,Exponential Saturation Fit,0.9999992264001479,0.013558274705448847,0.14964923643743383,1.0,0.23163353500432152,1.1552166817485268,,,,-0.18715475599639217,51.1235534122985,0.7188888076932316,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,34710,3471,,,,
degree,Piecewise Linear Fit,0.999990967514169,0.009064184031750602,-0.08634358718329063,1.0,0.08286318758815232,1.042450942773944,0.01812836806351147,176.84870295693906,16.962248156758232,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,28360,2836,,,,
pagerank,Piecewise Linear Fit,0.9999909162324081,0.008754669254199302,-0.06575880279510059,1.0,0.08039492242595205,1.039021424079811,0.017509339208490585,0.002501005376446325,0.00031107093377487967,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,28360,2836,,,,
betweenness,Piecewise Linear Fit,0.9999999587071836,0.1880924424894409,-0.7323283624662148,1.0,0.9326516220028209,1.0907475551599968,0.37618488652101306,0.024393831728356758,0.0016770571403296923,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,28360,2836,,,,
closeness,Piecewise Linear Fit,0.9999941720591602,0.20254326458636857,-0.21940844161000322,1.0,0.9608603667136812,2.945365933373947,0.4050865297894151,0.06568848731471438,0.04733447715717397,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,28360,2836,,,,
clustering,Piecewise Linear Fit,0.9999904740472851,0.02057224195485073,0.11915369130596334,1.0,0.1614950634696756,1.1127273209717083,0.04114448390854195,-3.548416595469646,0.6856436459091672,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,28360,2836,,,,
degree,Exponential Saturation Fit,0.9999979671176238,0.0071450840550314155,-0.11316174845807893,1.0,0.11294117647058824,1.0376592402656168,,,,4.111246253714679,97.0103605775668,16.10973004999988,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,12750,1275,,,,
pagerank,Piecewise Linear Fit,0.9999976602396116,0.010580534783480386,-0.07413477295655774,1.0,0.08235294117647059,1.0339405055296478,0.02116106997744386,0.00515516258948782,0.0006812017807517562,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,12750,1275,,,,
betweenness,Piecewise Linear Fit,0.9999996801685198,0.1852989539517384,-0.7249495361099284,1.0,0.9294117647058824,1.0736913993371804,0.3705979089737214,0.0346274022276237,0.002434431041760964,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,12750,1275,,,,
closeness,Piecewise Linear Fit,0.9999980494159051,0.2026285028226212,-0.20868321402612489,1.0,0.9647058823529412,2.7976426995808774,0.40525700608888404,0.09134778521498914,0.07018776596395136,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,12750,1275,,,,
clustering,Exponential Saturation Fit,0.9999987070707174,0.026126700427100576,0.14350579764695917,1.0,0.35843137254901963,1.1116983729475929,,,,-0.1957517638632359,26.53005443948884,0.7799067926973902,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,12750,1275,,,,
degree,Piecewise Linear Fit,0.9999935354692753,0.011513963743317849,-0.08884189246844305,1.0,0.18761061946902655,1.0493501666953926,0.023027927486651605,144.67135673584391,17.083755791788988,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,5650,565,,,,
pagerank,Piecewise Linear Fit,0.9999933694921582,0.011513963585274177,-0.06844052908241108,1.0,0.18584070796460178,1.0475734392071414,0.02302792740067924,0.010006447934999937,0.001568202021840881,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,5650,565,,,,
betweenness,Piecewise Linear Fit,0.9999999829272618,0.19825873677869532,-0.9233776786821374,1.0,0.9805309734513274,1.1155037842125421,0.39651747399818005,0.08995620112546678,0.0014799238201863279,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,5650,565,,,,
closeness,Piecewise Linear Fit,0.9999994360298989,0.1698766157316078,-0.2058051380476848,1.0,0.95929203539823,1.8741557577971257,0.33975323167324056,0.1617681599571161,0.10604678489083487,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,5650,565,,,,
clustering,Exponential Saturation Fit,0.9999998585654163,0.014345488327297802,0.10760872043002874,1.0,0.35221238938053095,1.0980619918008883,,,,-0.14910809947414352,48.31813071352112,0.7673794020350223,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,5650,565,,,,
degree,Exponential Saturation Fit,0.9999798582422184,0.006039085102082786,-0.10905821099982113,1.0,0.11283691183188671,1.0421492228875533,,,,3.973856823802309,114.77685258909911,16.232042848309227,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,21890,2189,,,,
pagerank,Piecewise Linear Fit,0.9999882916412361,0.011022388992593436,-0.07141814205112423,1.0,0.09730470534490634,1.042661155551553,0.022044778776650276,0.0027853186848386256,0.0003991739890804219,,,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,21890,2189,,,,
betweenness,Piecewise Linear Fit,0.9999954061988838,0.14576188062806836,-0.9096186039048254,1.0,0.8277752398355414,1.0896218389210732,0.29152376199352503,0.0395346331108378,0.0005725868242286245,,,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,21890,2189,,,,
closeness,Piecewise Linear Fit,0.9999982184207744,0.19283915439044746,-0.2223535411403118,1.0,0.9474645957058018,2.900292939281734,0.38567830926067775,0.08038604121078746,0.05421431918723791,,,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,21890,2189,,,,
clustering,Piecewise Linear Fit,0.9999953746614766,0.021257335455370296,0.12374916454993895,1.0,0.17679305619004113,1.1096237427689501,0.04251467090961611,-3.780670949500475,0.7298016021876997,,,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,21890,2189,,,,
degree,Exponential Saturation Fit,0.9999869358162274,0.004029281116370693,-0.09576603754132822,1.0,0.10737033666969972,1.0246458949427049,,,,3.526417721657203,172.0275057789785,16.64842125452303,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,21980,2198,,,,
pagerank,Piecewise Linear Fit,0.9999969243985908,0.006742587621232217,-0.06739035459992203,1.0,0.08644222020018198,1.025476433838976,0.013485175556786886,0.004290236135666462,0.0004003224191801188,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,21980,2198,,,,
betweenness,Piecewise Linear Fit,0.9999998282767907,0.15022311850949557,-0.8640612830472681,1.0,0.8794358507734303,1.0380491646864471,0.3004462376145244,0.05044995258289847,0.0011923290884294077,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,21980,2198,,,,
closeness,Michaelis-Menten Fit,0.9999995332956787,0.2086405164566572,-0.19389100540108067,1.0,1.0,1.6847385346701336,,,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,21980,2198,0.10443863523569197,1.7930194865048623,0.04525907047375824,
clustering,Piecewise Linear Fit,0.999994830130223,0.013382708044536012,0.10112302448521561,1.0,0.14240218380345768,1.0504362947180519,0.0267654160885648,-5.276886734813748,0.7689667640575246,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,21980,2198,,,,
degree,Piecewise Linear Fit,0.9999926531018153,0.008059331360050137,-0.07750017302311894,1.0,0.09454855195911414,1.0418708557517735,0.016118662720109225,180.0987557889098,17.277199416515185,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,23480,2348,,,,
pagerank,Piecewise Linear Fit,0.9999935447879301,0.007557596794539235,-0.05723278272781289,1.0,0.09028960817717206,1.036079331867993,0.015115194081331251,0.0030706160416308667,0.0003822687531692321,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,23480,2348,,,,
betweenness,Exponential Saturation Fit,0.9999999985951233,0.23097190171390122,-0.8429685751301412,1.0,1.0,1.094332877982672,,,,0.05853951025675157,0.5478599059925593,0.0012961783855285631,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,23480,2348,,,,
closeness,Piecewise Linear Fit,0.9999951862888096,0.19993526471400466,-0.22772830076851136,1.0,0.9586882453151618,3.0107327323818383,0.39987052994856875,0.07681551511031261,0.05208245696596677,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,23480,2348,,,,
clustering,Exponential Saturation Fit,0.9999993125576732,0.013910561383899574,0.13414254331873424,1.0,0.23211243611584328,1.1363020905530863,,,,-0.16828890373556543,49.82884313622746,0.7114208533546039,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,23480,2348,,,,
degree,Exponential Saturation Fit,0.9999501709777866,0.0057507123256892,-0.10203442961276865,1.0,0.11972180824639841,1.0548494384215927,,,,3.7441811171624924,120.53240386184083,16.475545290229036,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,20130,2013,,,,
pagerank,Piecewise Linear Fit,0.9999845743857982,0.010482840525643602,-0.06952790133744667,1.0,0.10481867858917039,1.055218794308338,0.02096568172585218,0.0031080298966888933,0.00043602196221613466,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,20130,2013,,,,
betweenness,Piecewise Linear Fit,0.9999995457021484,0.1902546396864329,-0.8099547882613066,1.0,0.9453551912568307,1.1162443394850432,0.3805092804905265,0.03404515289797824,0.001519800864411264,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,20130,2013,,,,
closeness,Piecewise Linear Fit,0.9999834356830043,0.1965212101783883,-0.22535258304438066,1.0,0.9557873820168902,2.939033998478172,0.39304242083350194,0.08244628917669475,0.05569575299765491,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,20130,2013,,,,
clustering,Piecewise Linear Fit,0.9999966097372907,0.02015179920736914,0.13842997111400415,1.0,0.18032786885245902,1.1733150009416462,0.04030359841380524,-4.319749845227927,0.7158938266645083,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,20130,2013,,,,
degree,Piecewise Linear Fit,0.999994414425401,0.008789088887943672,-0.08314880083083478,1.0,0.12937062937062938,1.0402903222197961,0.017578177775897267,177.01207045479563,17.154955891632166,,,,glioma_mibitof:UCSF_TA4_R1C5_whole_cell.tiff,11440,1144,,,,
pagerank,Piecewise Linear Fit,0.9999935815939339,0.008583326250042581,-0.06395282475752767,1.0,0.1284965034965035,1.0387482775412455,0.017166652777666627,0.006184365231201256,0.0007769422419698405,,,,glioma_mibitof:UCSF_TA4_R1C5_whole_cell.tiff,11440,1144,,,,
betweenness,Piecewise Linear Fit,0.9999812469146888,0.12713392177958294,-0.8904993671406384,1.0,0.7701048951048951,1.1006773087500872,0.2542678442130702,0.03888456772249788,0.0006078853805581072,,,,glioma_mibitof:UCSF_TA4_R1C5_whole_cell.tiff,11440,1144,,,,
closeness,Piecewise Linear Fit,0.9999997719832571,0.04872152033407187,-0.07386726956498857,1.0,0.41083916083916083,1.0079617242360592,0.0974430407276652,0.16371077945047982,0.10000444292311342,,,,glioma_mibitof:UCSF_TA4_R1C5_whole_cell.tiff,11440,1144,,,,
clustering,Piecewise Linear Fit,0.9999919135802263,0.0252197245497424,0.12970919906264036,1.0,0.2526223776223776,1.1654669795447279,0.050439449098012415,-3.425715750413573,0.7524671601776425,,,,glioma_mibitof:UCSF_TA4_R1C5_whole_cell.tiff,11440,1144,,,,
degree,Piecewise Linear Fit,0.9999869981733139,0.01889277674001137,-0.08931629009089773,1.0,0.15848214285714285,1.063114282428983,0.037785553480065556,88.14678930573812,16.980058531530837,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,8960,896,,,,
pagerank,Piecewise Linear Fit,0.9999914801418838,0.018855546130698925,-0.06563118268027,1.0,0.15848214285714285,1.0539447372500508,0.037711093283984705,0.0036878131561482947,0.0009899565213402997,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,8960,896,,,,
betweenness,Piecewise Linear Fit,0.9999998536972862,0.19573127069382545,-0.802242905661805,1.0,0.953125,1.122195421645556,0.3914625422140108,0.047371916458237864,0.002285637478688071,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,8960,896,,,,
closeness,Piecewise Linear Fit,0.9999945721570933,0.20904525105500094,-0.21641288055085875,1.0,0.9720982142857143,3.221965266882473,0.4180905024910268,0.1097278434894578,0.08305414903840298,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,8960,896,,,,
clustering,Exponential Saturation Fit,0.999994658082825,0.029246298138756472,0.14756131298356495,1.0,0.4375,1.1864417345687097,,,,-0.19285487792922598,23.700001797778395,0.7498937550410849,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,8960,896,,,,
