,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
degree,Piecewise Linear Fit,0.9999806604874404,0.018627450966660963,-0.09960558861527116,1.0,0.16722972972972974,1.0740979429785809,0.037254901933359494,99.16416083431207,16.69772308376073,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,5920,592,,,,
pagerank,Piecewise Linear Fit,0.999976770121078,0.01850809065877846,-0.0775822289740874,1.0,0.16722972972972974,1.0734806614943249,0.03701618187231036,0.006672546464689258,0.001468312936047663,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,5920,592,,,,
betweenness,Piecewise Linear Fit,0.9999762559965738,0.18183438935697668,-0.7901256373951495,1.0,0.9155405405405406,1.1611703031586766,0.36366877931759306,0.060246004313979154,0.0029098292204677804,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,5920,592,,,,
closeness,Piecewise Linear Fit,0.9999081866065359,0.1860133529893769,-0.2106984942270376,1.0,0.9256756756756757,2.6279206276063403,0.37202670623802303,0.1434905429892548,0.09998823442503184,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,5920,592,,,,
clustering,Exponential Saturation Fit,0.9999884310707884,0.02328416575225215,0.16401877114763785,1.0,0.3885135135135135,1.2077500097671083,,,,-0.22351898380955568,29.769019366015126,0.7931415014371698,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,5920,592,,,,
degree,Piecewise Linear Fit,0.9999798084623206,0.015196078422323126,-0.08052208522297861,1.0,0.1683991683991684,1.068648055132578,0.03039215684467673,99.75245242831566,17.30937540949239,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,9620,962,,,,
pagerank,Piecewise Linear Fit,0.9999816254228073,0.014678024688616108,-0.06129740839249401,1.0,0.1683991683991684,1.0618201682939274,0.029356050085756473,0.004143267095246454,0.0009313146519811875,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,9620,962,,,,
betweenness,Piecewise Linear Fit,0.9999999864214949,0.21911764626774516,-0.7309113265289677,1.0,0.9854469854469855,1.1240236846497522,0.4382352936119707,0.0407100080616277,0.0032840462348788053,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,9620,962,,,,
closeness,Piecewise Linear Fit,0.999997949317223,0.20541315700716103,-0.21396856045987236,1.0,0.975051975051975,2.5119717344137715,0.41082631439665973,0.10745116173898932,0.08108290970649495,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,9620,962,,,,
clustering,Exponential Saturation Fit,0.9999940088878408,0.020245352015907978,0.13838066992182263,1.0,0.34615384615384615,1.1866056481034624,,,,-0.1779953760198976,34.23734670592169,0.7321343594632919,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,9620,962,,,,
degree,Piecewise Linear Fit,0.9999926195145163,0.014623473887938469,-0.06497123423611065,1.0,0.1537777777777778,1.0444330019271582,0.029246947775911542,84.50188806972237,17.783646692859275,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,11250,1125,,,,
pagerank,Piecewise Linear Fit,0.9999929659112704,0.012728245588298588,-0.049979172416621094,1.0,0.14577777777777778,1.0400474718407882,0.02545649193537146,0.0033549492183055723,0.0008117056135288994,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,11250,1125,,,,
betweenness,Piecewise Linear Fit,0.9999987236588678,0.15030246947537645,-0.7401371249038377,1.0,0.8328888888888889,1.1329817093126366,0.30060493962691154,0.04445775597239308,0.0023460955508202183,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,11250,1125,,,,
closeness,Piecewise Linear Fit,0.9999999509665504,0.19710558744443507,-0.20758045315322005,1.0,0.9493333333333334,2.8039304081815257,0.39421117528986027,0.098309401614102,0.07397120825683136,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,11250,1125,,,,
clustering,Exponential Saturation Fit,0.9999960644859871,0.02003718707665289,0.1271618559631805,1.0,0.3377777777777778,1.1650709764234894,,,,-0.16205050084466116,34.593035868441596,0.7182072515976003,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,11250,1125,,,,
degree,Piecewise Linear Fit,0.999986200377996,0.01562328017549834,-0.08798864981896515,1.0,0.15683229813664595,1.0544464239007936,0.03124656035102633,105.24447472051394,17.042963571947656,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,6440,644,,,,
pagerank,Piecewise Linear Fit,0.999985602253673,0.015931397424797114,-0.06838785174572053,1.0,0.16149068322981366,1.0534139475600228,0.03186279535366479,0.0063210980786279625,0.0013718371930688186,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,6440,644,,,,
betweenness,Exponential Saturation Fit,0.9999990053397166,0.14354246065641532,-0.8517236690613231,1.0,1.0,1.1412266319171702,,,,0.02415823196550124,3.848577171748984,0.0017851214611644146,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,6440,644,,,,
closeness,Piecewise Linear Fit,0.9999996303566011,0.2150493104971438,-0.20274929886950413,1.0,0.9736024844720497,2.927735078321333,0.4300986213588188,0.11798683491752039,0.09977164997048328,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,6440,644,,,,
clustering,Exponential Saturation Fit,0.9999972828762582,0.03279725286220499,0.15999675071111752,1.0,0.5015527950310559,1.2129203328924747,,,,-0.2137545012721851,21.133357172901533,0.7748495167761985,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,6440,644,,,,
degree,Piecewise Linear Fit,0.9999811443604864,0.012230916739649964,-0.08415411583948397,1.0,0.12975778546712802,1.0810112383951422,0.024461833479318896,128.6676243658903,17.126764610693204,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,11560,1156,,,,
pagerank,Piecewise Linear Fit,0.9999804728668834,0.011741682621414768,-0.06419486991671412,1.0,0.12370242214532871,1.0743588699400528,0.023483365765791884,0.004490450504311352,0.0007686087617488573,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,11560,1156,,,,
betweenness,Piecewise Linear Fit,0.9999978812568162,0.15504994041611392,-0.7511994998634507,1.0,0.8356401384083045,1.1238516556531477,0.3100998815664264,0.04223651132318844,0.00216898022510229,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,11560,1156,,,,
closeness,Piecewise Linear Fit,0.9999913245085391,0.20124416855045962,-0.20824679956318035,1.0,0.9541522491349481,2.985315287894748,0.40248833751538654,0.09710982685094469,0.07430156759237776,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,11560,1156,,,,
clustering,Piecewise Linear Fit,0.9999956090063337,0.03333333291031395,0.14611652619906912,1.0,0.26038062283737023,1.3018518121753355,0.06666666581813506,-2.6743302451732274,0.6992350856328525,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,11560,1156,,,,
degree,Piecewise Linear Fit,0.9999298934948868,0.0678772472142899,-0.09629989197061822,1.0,0.4647887323943662,1.1150768360014731,0.13575449442907644,27.342432652221376,17.416460789483086,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,1420,142,,,,
pagerank,Piecewise Linear Fit,0.9999516727282155,0.06682746781765417,-0.06267231406528777,1.0,0.4647887323943662,1.0740793127962525,0.1336549377094041,0.006444009794394014,0.006440608711237963,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,1420,142,,,,
betweenness,Piecewise Linear Fit,0.9999889480887809,0.12234634974835833,-0.6982558857766146,1.0,0.7535211267605634,1.140791715606573,0.24469269970510868,0.11741941193294674,0.006208048723429319,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,1420,142,,,,
closeness,Exponential Saturation Fit,0.9999994138274533,0.19108198339598229,-0.16441455554427625,1.0,1.0,1.8756786967721137,,,,0.18256115044955284,1.3856444394432101,0.2158260708839232,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,1420,142,,,,
clustering,Piecewise Linear Fit,0.9999504520150014,0.059343790991205465,0.11356405843461852,1.0,0.43661971830985913,1.1784272610548507,0.11868758197363259,-1.3520354902349263,0.7867516796043426,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,1420,142,,,,
degree,Exponential Saturation Fit,0.9998440961533248,0.008021765509731223,-0.08992683941783362,1.0,0.19825436408977556,1.0674019911313462,,,,3.3555580379175627,86.4083074591606,16.979376395552105,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,8020,802,,,,
pagerank,Piecewise Linear Fit,0.9999815081926489,0.012266928157845575,-0.06396740060550529,1.0,0.1596009975062344,1.0688880541009929,0.024533856712019225,0.006190290046831696,0.001111166344892776,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,8020,802,,,,
betweenness,Piecewise Linear Fit,0.9999995193685527,0.14348677720157818,-0.830999347108912,1.0,0.8129675810473815,1.1839764922123703,0.28697355487226606,0.061174090055563395,0.001785118651444326,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,8020,802,,,,
closeness,Piecewise Linear Fit,0.9999995360807669,0.19644934924393426,-0.21441529058912537,1.0,0.9600997506234414,3.0954111614054267,0.3928986988073897,0.12296480016887402,0.08850517635439535,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,8020,802,,,,
clustering,Exponential Saturation Fit,0.9999985245877259,0.025127503386302548,0.15479408656627572,1.0,0.42768079800498754,1.270482101089857,,,,-0.1963674134207271,27.585131865897875,0.7324683724839434,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,8020,802,,,,
degree,Piecewise Linear Fit,0.9999923318212899,0.009662558854869501,-0.07342706327047002,1.0,0.12158231529959279,1.0336000381943677,0.019325117709752496,143.14422302483587,17.45377729325551,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,17190,1719,,,,
pagerank,Piecewise Linear Fit,0.9999913361681254,0.009542207503122669,-0.057249528591274905,1.0,0.12100058173356602,1.0358437413314465,0.019084415579406423,0.003329677397049384,0.0005232097509690407,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,17190,1719,,,,
betweenness,Piecewise Linear Fit,0.9999988803245756,0.10235063576597518,-0.8469846641042236,1.0,0.6288539848749273,1.0528904284358263,0.20470127196480048,0.047291492962121616,0.0008744459255578071,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,17190,1719,,,,
closeness,Exponential Saturation Fit,0.9999998894511334,0.23253850203109083,-0.23727036843476873,1.0,1.0,2.631620397465514,,,,0.1991098065810781,0.46056095864006136,0.06500596706315684,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,17190,1719,,,,
clustering,Exponential Saturation Fit,0.9999957836976121,0.01139793708109134,0.1119469323161266,1.0,0.23211169284467714,1.0942001674166821,,,,-0.14385315860191478,60.81338897763371,0.7144326114648327,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,17190,1719,,,,
degree,Exponential Saturation Fit,0.9998575230886907,0.006950393349907845,-0.09314533978335299,1.0,0.21095890410958903,1.0767020963342635,,,,3.474536088963331,99.7277629675957,16.91388560977226,glioma_mibitof:CHOP_907_R11C11_whole_cell.tiff,7300,730,,,,
pagerank,Piecewise Linear Fit,0.9999891024120375,0.014051279658120495,-0.06314826005916174,1.0,0.20273972602739726,1.0775261835837486,0.028102559793715363,0.00588566906820769,0.0012269339549098937,,,,glioma_mibitof:CHOP_907_R11C11_whole_cell.tiff,7300,730,,,,
betweenness,Piecewise Linear Fit,0.999969227855939,0.16236105612348553,-0.8608435236648206,1.0,0.8972602739726028,1.1780180784701437,0.3247221127228841,0.06823139057151355,0.0017907925757434488,,,,glioma_mibitof:CHOP_907_R11C11_whole_cell.tiff,7300,730,,,,
closeness,Piecewise Linear Fit,0.9998631849240386,0.1664339981381466,-0.19618842956011617,1.0,0.9027397260273973,2.894312808371813,0.33286799651865656,0.13734261519779234,0.0936544076695607,,,,glioma_mibitof:CHOP_907_R11C11_whole_cell.tiff,7300,730,,,,
clustering,Piecewise Linear Fit,0.9999955423269521,0.030874019959399264,0.14105330933241464,1.0,0.33013698630136984,1.2489193242843908,0.06174803991667197,-2.9036495942895884,0.7252037499296186,,,,glioma_mibitof:CHOP_907_R11C11_whole_cell.tiff,7300,730,,,,
degree,Exponential Saturation Fit,0.9998515112725117,0.007291647399348018,-0.0950397656361876,1.0,0.16693679092382496,1.0693744781702152,,,,3.5209600251062327,95.0604359439435,16.76313482134163,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,12340,1234,,,,
pagerank,Piecewise Linear Fit,0.9999609773309648,0.01320692031200774,-0.06573263970865842,1.0,0.1426256077795786,1.0749438247041423,0.026413841313866062,0.0038289220102127306,0.00071873395460523,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,12340,1234,,,,
betweenness,Piecewise Linear Fit,0.9999999998173223,0.17156862347425622,-0.8141458345569927,1.0,0.913290113452188,1.1941476673351008,0.34313724768124676,0.04682968858937535,0.001834126220963155,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,12340,1234,,,,
closeness,Piecewise Linear Fit,0.9999991389971352,0.1920926186211391,-0.21548024960383888,1.0,0.953808752025932,2.8308407421856807,0.3841852376228792,0.10094170203964571,0.07059561271991355,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,12340,1234,,,,
clustering,Exponential Saturation Fit,0.9999904481527374,0.017378421041486458,0.15299657084435098,1.0,0.3338735818476499,1.2357707965997227,,,,-0.19038638194360843,39.88550938267481,0.7173848507356754,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,12340,1234,,,,
degree,Exponential Saturation Fit,0.9998400623811972,0.007100743777909585,-0.07334746254556822,1.0,0.21982758620689655,1.0599611046898816,,,,2.779401274380511,97.61613743624255,17.55711209437787,glioma_mibitof:CHOP_1101_R7C3_whole_cell.tiff,4640,464,,,,
pagerank,Piecewise Linear Fit,0.9999904920123686,0.011597036993319926,-0.05190577500214776,1.0,0.1961206896551724,1.0588280029861707,0.023194074236203566,0.009293847418485785,0.001968694806981821,,,,glioma_mibitof:CHOP_1101_R7C3_whole_cell.tiff,4640,464,,,,
betweenness,Piecewise Linear Fit,0.9999998514571224,0.1761530900149996,-0.8509150121403959,1.0,0.9267241379310345,1.3038502838327004,0.35230618048106654,0.07810500316223484,0.002410553864051207,,,,glioma_mibitof:CHOP_1101_R7C3_whole_cell.tiff,4640,464,,,,
closeness,Piecewise Linear Fit,0.9999915273000711,0.19681852603198335,-0.2089807435944225,1.0,0.9655172413793104,2.8888714557353476,0.39363705231564294,0.1564061115547258,0.11652000110634442,,,,glioma_mibitof:CHOP_1101_R7C3_whole_cell.tiff,4640,464,,,,
clustering,Michaelis-Menten Fit,0.9999761328549398,0.02386276463037831,0.18035589673929156,1.0,1.0,1.4025587864767897,,,,,,,glioma_mibitof:CHOP_1101_R7C3_whole_cell.tiff,4640,464,-0.243919433087066,0.026510229049800327,0.7562267321913951,
degree,Exponential Saturation Fit,0.9999989385473389,0.006436404476923728,-0.10841329985643962,1.0,0.1268462206776716,1.0280422118398427,,,,3.960049788183622,107.69167522330459,16.283646599242765,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
pagerank,Exponential Saturation Fit,0.999999137998054,0.005833552856795157,-0.08107914727186005,1.0,0.12337098175499565,1.0255165362372165,,,,0.00013146377917262864,118.82062902500556,0.0007449807010623832,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
betweenness,Michaelis-Menten Fit,0.9999999874764677,0.20358496471251572,-0.8049902230456161,1.0,1.0,1.03947994790271,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,0.06529579641051039,1.1986552487516189,0.0022965413941549886,
closeness,Piecewise Linear Fit,0.9999999999990004,0.23660714753833026,-0.2327010183350382,1.0,0.9973935708079931,2.4263977740321003,0.4732142956092921,0.08884456951960787,0.06931465810670244,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
clustering,Piecewise Linear Fit,0.9999975858639706,0.01992903763576787,0.07445436500874539,1.0,0.17723718505647262,1.0247648638574631,0.03985807527004648,-2.676456977114164,0.769740618451364,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
degree,Exponential Saturation Fit,0.999944615756492,0.004447964349546242,-0.08729974310932258,1.0,0.11294311624072548,1.035959406299231,,,,3.2424905523215206,155.83469786573622,16.949774733900018,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,12130,1213,,,,
pagerank,Piecewise Linear Fit,0.999996163541031,0.007916068058091407,-0.06237296710179765,1.0,0.10222588623248145,1.0377886412463402,0.015832136373089348,0.006162605644509019,0.0007333437418936573,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,12130,1213,,,,
betweenness,Michaelis-Menten Fit,0.9999931494560712,0.17784382992409845,-0.8832682031789569,1.0,1.0,1.1027464645031355,,,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,12130,1213,0.06046477258582017,1.0013625936805972,0.0012051689852605632,
closeness,Michaelis-Menten Fit,0.9999983853751981,0.17999426682352276,-0.21386362621538144,1.0,1.0,1.6297036008761827,,,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,12130,1213,0.13481353489141226,1.0735823317326088,0.07115448129533711,
clustering,Exponential Saturation Fit,0.9999986901071876,0.011566867326425373,0.1647141101119279,1.0,0.22835943940643033,1.1633158907204855,,,,-0.22039003582025876,59.925229662191406,0.7792027782428722,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,12130,1213,,,,
degree,Exponential Saturation Fit,0.999935093294201,0.008693242712938962,-0.09532561371133351,1.0,0.21216041397153945,1.0857922828080646,,,,3.55018980345133,79.73401910199756,16.846289557400585,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,7730,773,,,,
pagerank,Piecewise Linear Fit,0.9999691660072049,0.012351091782166375,-0.06973366196276096,1.0,0.16946959896507116,1.0879319617066658,0.024702183920602205,0.006933567326166871,0.0011424229191160397,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,7730,773,,,,
betweenness,Piecewise Linear Fit,0.9999999993166747,0.23071106514140682,-0.8622027880382134,1.0,0.9974126778783958,1.2017417111280746,0.4614221310793078,0.05793164001361005,0.0021360688454822962,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,7730,773,,,,
closeness,Piecewise Linear Fit,0.9999981019891055,0.19791165884722683,-0.2178370013658528,1.0,0.9715394566623544,2.914301519715831,0.39582331800501724,0.12745325191868864,0.09057074016965312,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,7730,773,,,,
clustering,Exponential Saturation Fit,0.9999952018702442,0.01944173723335878,0.15332370083651284,1.0,0.36610608020698576,1.2854149985219576,,,,-0.1941994770694829,35.652530483642835,0.7303986493144402,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,7730,773,,,,
degree,Piecewise Linear Fit,0.9999922828944638,0.00947418388487549,-0.09770042379913209,1.0,0.087442218798151,1.0447446725250298,0.01894836776976096,189.60981711234322,16.590402968731066,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,25960,2596,,,,
pagerank,Piecewise Linear Fit,0.99999361156261,0.008080315110042062,-0.0752169610306619,1.0,0.07627118644067797,1.039674365255759,0.016160630701577226,0.0033563575668321974,0.00033344218274478527,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,25960,2596,,,,
betweenness,Piecewise Linear Fit,0.9999999548604183,0.1302644427780245,-0.8003798726716993,1.0,0.7457627118644068,1.080650941547801,0.2605288863557108,0.03257988008242431,0.0010584820993882326,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,25960,2596,,,,
closeness,Piecewise Linear Fit,0.9999956263549351,0.19784524927119593,-0.21745967385549003,1.0,0.9522342064714946,2.8711876981049715,0.39569049910446485,0.07039838634403253,0.050120607415727284,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,25960,2596,,,,
clustering,Piecewise Linear Fit,0.9999972466346335,0.020161373083890557,0.12558833633199723,1.0,0.15793528505392912,1.099435672249707,0.04032274616676377,-3.963585065721265,0.7162070082859078,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,25960,2596,,,,
degree,Piecewise Linear Fit,0.9999651729382866,0.015107057331269321,-0.11722400769942945,1.0,0.16285329744279947,1.1076667954890667,0.03021411466255989,142.00054055219482,16.154883242663722,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,7430,743,,,,
pagerank,Piecewise Linear Fit,0.9999645146163023,0.014191620272371927,-0.09049515033914686,1.0,0.1601615074024226,1.102668075501823,0.028383240899401783,0.008002991002291527,0.001141468708354308,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,7430,743,,,,
betweenness,Exponential Saturation Fit,0.9999999909982509,0.23371234853117273,-0.7654379068922805,1.0,1.0,1.1067603325496584,,,,0.1263564000265212,0.40159581562072544,0.0034689205478674644,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,7430,743,,,,
closeness,Piecewise Linear Fit,0.9999999990801383,0.20476485927492644,-0.21054046045467162,1.0,0.9757738896366084,2.3300800604954635,0.40952971889058737,0.12019023289076682,0.09228240677389288,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,7430,743,,,,
clustering,Exponential Saturation Fit,0.9999976680845087,0.01630412335457584,0.15023883040880512,1.0,0.3028263795423957,1.189377374037249,,,,-0.20001559549783143,42.51361236352759,0.7656665849817068,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,7430,743,,,,
degree,Exponential Saturation Fit,0.9997453008848661,0.005513416783249525,-0.09194002295249395,1.0,0.14849498327759197,1.068191183797171,,,,3.4092818239922336,125.72007663858933,16.836151848870603,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,14950,1495,,,,
pagerank,Piecewise Linear Fit,0.9999648195952586,0.008681840858573696,-0.06498230778554809,1.0,0.12508361204013377,1.0737593832723165,0.01736368208284618,0.004748083317287562,0.0005931367350130789,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,14950,1495,,,,
betweenness,Piecewise Linear Fit,0.9999955313612183,0.16313060322938283,-0.7802395653004991,1.0,0.8809364548494983,1.1333298462970915,0.3262612072726454,0.04008714888421925,0.0018418834122497477,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,14950,1495,,,,
closeness,Piecewise Linear Fit,0.999993975216258,0.18868666806206125,-0.21686242097758768,1.0,0.9364548494983278,3.0613643174877327,0.3773733365179352,0.09582560838379763,0.0652944943908135,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,14950,1495,,,,
clustering,Exponential Saturation Fit,0.9999856294457846,0.015179515917186968,0.16982449391542487,1.0,0.2923076923076923,1.3740915865588417,,,,-0.2092287828641708,45.66332580410439,0.7206291310712969,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,14950,1495,,,,
degree,Exponential Saturation Fit,0.9999998979121127,0.010908265293305311,-0.10556470269741466,1.0,0.34911242603550297,1.0463689722719374,,,,3.9339711078125292,63.543300597533296,16.665999749252663,glioma_mibitof:Brainiaqc_R6C5_whole_cell.tiff,1690,169,,,,
pagerank,Exponential Saturation Fit,0.9999998228203015,0.010509026227315569,-0.08344219825963675,1.0,0.33727810650887574,1.0441294817205007,,,,0.0009328940244970386,65.95730740145684,0.005123614345247474,glioma_mibitof:Brainiaqc_R6C5_whole_cell.tiff,1690,169,,,,
betweenness,Michaelis-Menten Fit,0.9999929566949652,0.2057843472270942,-0.7210425902531308,1.0,1.0,1.0343104767106441,,,,,,,glioma_mibitof:Brainiaqc_R6C5_whole_cell.tiff,1690,169,19688.020450098255,175875.45678411314,0.008912214362382249,
closeness,Michaelis-Menten Fit,0.9999990695373718,0.17251470607037078,-0.16709684484584522,1.0,1.0,1.6607495664110636,,,,,,,glioma_mibitof:Brainiaqc_R6C5_whole_cell.tiff,1690,169,0.26422725333174596,1.067057222449593,0.18329822439140828,
clustering,Michaelis-Menten Fit,0.99996344443184,0.01494788267571461,0.18074447112667386,1.0,0.9171597633136095,1.1888531831412152,,,,,,,glioma_mibitof:Brainiaqc_R6C5_whole_cell.tiff,1690,169,-0.2951288222749815,0.0161187223940647,0.9276590970471853,
degree,Piecewise Linear Fit,0.9999761140381817,0.02056981784526716,-0.07937592780245667,1.0,0.24888888888888888,1.1046607345072275,0.041139635690590315,73.4527396561538,17.523948028952493,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,4500,450,,,,
pagerank,Piecewise Linear Fit,0.9999808288757521,0.020046535501842027,-0.06070691603556922,1.0,0.24444444444444444,1.0965845211315863,0.04009307162268978,0.006477011885022153,0.002008986281062538,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,4500,450,,,,
betweenness,Piecewise Linear Fit,0.9999994852313155,0.2259647075720162,-0.8025044998611982,1.0,0.9844444444444445,1.231009143645834,0.4519294158151469,0.0673401385186105,0.0037447630482021974,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,4500,450,,,,
closeness,Piecewise Linear Fit,0.9999940853478614,0.20307304496054032,-0.20702841902601155,1.0,0.9644444444444444,2.658222890126874,0.4061460901842227,0.15434482458405419,0.12005272157614348,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,4500,450,,,,
clustering,Michaelis-Menten Fit,0.9999947493009125,0.03361256735479507,0.1603236555086147,1.0,1.0,1.2775904297967158,,,,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,4500,450,-0.21607267628079188,0.0388990356605254,0.7248957774087336,
degree,Piecewise Linear Fit,0.9999808881734444,0.010285287865130173,-0.08094574614244097,1.0,0.1332367849384504,1.0737978328994255,0.02057057573027429,147.44699061206884,17.218665258700565,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,13810,1381,,,,
pagerank,Piecewise Linear Fit,0.9999811193626238,0.010101277611733602,-0.0614328378774211,1.0,0.12889210716871832,1.068086978768475,0.02020255570577043,0.004188766123521915,0.0006464384402075261,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,13810,1381,,,,
betweenness,Piecewise Linear Fit,0.9999967432533637,0.13385975000961167,-0.8005570137154682,1.0,0.776249094858798,1.109117558702954,0.26771950060874217,0.04541322273168553,0.001514463532791796,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,13810,1381,,,,
closeness,Piecewise Linear Fit,0.9999902958776349,0.18946569271090963,-0.20414412471889037,1.0,0.9362780593772628,2.9344680101417584,0.37893138582970887,0.09290047185671699,0.06861926207081175,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,13810,1381,,,,
clustering,Exponential Saturation Fit,0.9999941300899838,0.018216934620266603,0.16195914742065443,1.0,0.31354091238233167,1.3207236908071436,,,,-0.1982449428550926,38.04960524898926,0.7111439092772035,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,13810,1381,,,,
degree,Exponential Saturation Fit,0.9998385334730735,0.0071155004303675665,-0.1028051925837493,1.0,0.1809169764560099,1.0881994634915666,,,,3.795413467121394,97.41369385284278,16.561543094794096,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,8070,807,,,,
