,data_source,#nodes in ROI,node density in ROI,% new edges,P_MWU,P_fisher,border_size,k,img_size,P_MWU_adj,P_fisher_adj
glioma_mibitof:Stanford_TA550_R1C1_whole_cell.tiff,glioma_mibitof,157,0.00015075569894951125,14.607218683651805,7.021796678633631e-182,1.038023259064996e-123,0.125,15,"(1021, 1020)",1.1956963482755086e-181,1.7762995277041e-123
glioma_mibitof:Stanford_TA550_R1C2_whole_cell.tiff,glioma_mibitof,331,7.945881584759271e-05,9.768378650553878,2.1187513163169135e-259,6.051961767231799e-178,0.125,15,"(2042, 2040)",4.7095091536353886e-259,1.338546501350206e-177
glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,glioma_mibitof,1539,0.0003689051547004605,4.864630712583929,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,glioma_mibitof,1029,0.0002465350327719091,5.947521865889213,0.0,2.515616766617463e-302,0.125,15,"(2043, 2043)",0.0,1.0229519742378043e-301
glioma_mibitof:Stanford_TA550_R2C1_whole_cell.tiff,glioma_mibitof,363,8.718332997089086e-05,8.264462809917356,1.4449934589112733e-208,6.850054640719757e-144,0.125,15,"(2040, 2041)",2.673409106741651e-208,1.292611519212556e-143
glioma_mibitof:Stanford_TA550_R2C2_whole_cell.tiff,glioma_mibitof,525,0.0001259680948009488,7.784126984126984,3.385745385870991e-225,4.309052192075817e-163,0.125,15,"(2042, 2041)",6.662686099606241e-225,8.888487447723102e-163
glioma_mibitof:Stanford_TA550_R2C3_whole_cell.tiff,glioma_mibitof,2086,0.000500268240664997,4.042825183764781,0.0,0.0,0.125,15,"(2043, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA550_R2C4_whole_cell.tiff,glioma_mibitof,240,0.0002556751902383212,11.777777777777777,3.013144165385865e-221,4.842874542031379e-163,0.125,15,"(923, 1017)",5.84838361000625e-221,9.983034451989438e-163
glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,glioma_mibitof,688,0.00016507826821379555,6.327519379844962,0.0,2.251644457545533e-272,0.125,15,"(2043, 2040)",0.0,7.8306076179451e-272
glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,glioma_mibitof,461,0.00011077472865598054,8.459869848156181,1.7096867360020567e-292,4.547276622343993e-170,0.125,15,"(2041, 2039)",4.344468410524348e-292,9.673804422057419e-170
glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,glioma_mibitof,2799,0.0006709324450849345,2.348457782541384,0.0,0.0,0.125,15,"(2043, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,glioma_mibitof,290,6.982157457762763e-05,9.425287356321839,1.0725047391150446e-205,2.076413734563e-137,0.125,15,"(2038, 2038)",1.9667834998568906e-205,3.8010786008442254e-137
glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,glioma_mibitof,422,0.00010140333078703643,8.041074249605055,1.1338805413864378e-226,1.0162163159432364e-174,0.125,15,"(2041, 2039)",2.2497515443137517e-226,2.2085202189914596e-174
glioma_mibitof:Stanford_TA550_R4C2_whole_cell.tiff,glioma_mibitof,323,7.761439773510134e-05,9.638802889576883,1.6516480867698654e-172,3.538134253344849e-125,0.125,15,"(2041, 2039)",2.7392973844834256e-172,6.118268700551475e-125
glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,glioma_mibitof,751,0.00017993001656745758,6.07190412782956,9.688050853314076e-215,3.3963085829024835e-226,0.125,15,"(2045, 2041)",1.8325731565657094e-214,9.686458177538316e-226
glioma_mibitof:Stanford_TA550_R4C4_whole_cell.tiff,glioma_mibitof,1110,0.0002663326711007457,5.8558558558558556,0.0,4.2842568481891e-310,0.125,15,"(2043, 2040)",0.0,1.820371991414223e-309
glioma_mibitof:Stanford_TA550_R5C1_whole_cell.tiff,glioma_mibitof,634,0.0001517496083591535,7.507886435331231,0.0,2.2697654932266817e-219,0.125,15,"(2043, 2045)",0.0,6.306474764543529e-219
glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,glioma_mibitof,3539,0.0008478992391907222,3.047941979843647,0.0,0.0,0.125,15,"(2045, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,glioma_mibitof,478,0.000459438677431757,5.285913528591353,6.739410540479421e-127,1.52283363007935e-131,0.125,15,"(1020, 1020)",9.523610460596033e-127,2.7191591919598687e-131
glioma_mibitof:Stanford_TA550_R5C4_whole_cell.tiff,glioma_mibitof,370,8.869060545960191e-05,9.603603603603604,4.6986930710675437e-281,1.4452970026172165e-184,0.125,15,"(2042, 2043)",1.1482017575073505e-280,3.321311655021021e-184
glioma_mibitof:Stanford_TA550_R6C1_whole_cell.tiff,glioma_mibitof,510,0.0001227896951998619,7.947712418300654,3.127028698973202e-308,2.6158507479960146e-231,0.125,15,"(2039, 2037)",8.491922284255052e-308,7.585238519955017e-231
glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,glioma_mibitof,3955,0.0009461767759654352,3.057732827644332,0.0,0.0,0.125,15,"(2045, 2044)",0.0,0.0
glioma_mibitof:Stanford_TA550_R6C3_whole_cell.tiff,glioma_mibitof,2607,0.0006242977548269927,3.2323232323232323,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,glioma_mibitof,987,0.00023670404368208848,5.9844647078689635,0.0,9.077774756195e-312,0.125,15,"(2042, 2042)",0.0,3.9103297329097e-311
glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,glioma_mibitof,857,0.00020552721928627135,6.822248152469856,0.0,5e-324,0.125,15,"(2042, 2042)",0.0,2.5e-323
glioma_mibitof:Stanford_TA550_R7C2_whole_cell.tiff,glioma_mibitof,3156,0.0007568775491556714,3.322771440642163,0.0,0.0,0.125,15,"(2043, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA550_R7C3_whole_cell.tiff,glioma_mibitof,2598,0.0006230574421549442,3.387220939183987,0.0,0.0,0.125,15,"(2044, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA550_R8C1_whole_cell.tiff,glioma_mibitof,499,0.00011984711447056636,8.403473613894455,0.0,1.9837205773239473e-231,0.125,15,"(2042, 2039)",0.0,5.757583051099152e-231
glioma_mibitof:Stanford_TA550_R8C2_whole_cell.tiff,glioma_mibitof,2599,0.0006226867868690954,3.7578555854815954,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R8C3_whole_cell.tiff,glioma_mibitof,2637,0.0006314818486685001,3.6910630767286055,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA550_R8C4_whole_cell.tiff,glioma_mibitof,738,0.0001769884763234745,6.784101174345077,0.0,3.2873974e-316,0.125,15,"(2043, 2041)",0.0,1.44803132e-315
glioma_mibitof:Stanford_TA550_R8C5_whole_cell.tiff,glioma_mibitof,651,0.00015604752474108335,7.578084997439836,0.0,6.872512924253383e-275,0.125,15,"(2043, 2042)",0.0,2.4279250975614614e-274
glioma_mibitof:Stanford_TA550_R98C2_whole_cell.tiff,glioma_mibitof,462,0.00044405997693194925,4.285714285714286,8.363601565943291e-142,1.6560308093863743e-102,0.125,15,"(1020, 1020)",1.2479468557305733e-141,2.567916692012734e-102
glioma_mibitof:Stanford_TA550_R98C3_whole_cell.tiff,glioma_mibitof,5300,0.0012698114545618335,2.635220125786163,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R99C1_whole_cell.tiff,glioma_mibitof,5108,0.0012226135638778487,2.5998433829287393,0.0,0.0,0.125,15,"(2043, 2045)",0.0,0.0
glioma_mibitof:Stanford_TA550_R99C2_whole_cell.tiff,glioma_mibitof,6176,0.001484050303922737,2.6478842832469778,0.0,0.0,0.125,15,"(2044, 2036)",0.0,0.0
glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,glioma_mibitof,4853,0.0011632868306246703,2.931520021979532,0.0,0.0,0.125,15,"(2045, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA550_R9C1_whole_cell.tiff,glioma_mibitof,843,0.00020216990905951422,5.939106366152629,0.0,0.0,0.125,15,"(2044, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA550_R9C2_whole_cell.tiff,glioma_mibitof,2489,0.0005957488567916925,3.9828579081291013,0.0,0.0,0.125,15,"(2045, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA550_R9C3_whole_cell.tiff,glioma_mibitof,3359,0.0008051672609739097,3.3283715391485567,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA550_R9C4_whole_cell.tiff,glioma_mibitof,2921,0.0006994912703681033,3.453155312107726,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA550_R9C5_whole_cell.tiff,glioma_mibitof,714,0.00017123275351620703,6.816059757236228,0.0,4.927820698503994e-255,0.125,15,"(2043, 2041)",0.0,1.5784188760438946e-254
glioma_mibitof:Stanford_TA551_R10C1_whole_cell.tiff,glioma_mibitof,1643,0.00039344887271988834,4.5485899776831,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA551_R10C2_whole_cell.tiff,glioma_mibitof,2461,0.0005902012679854303,2.7170526886089665,0.0,0.0,0.125,15,"(2042, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R10C3_whole_cell.tiff,glioma_mibitof,2399,0.0005753323209658868,3.8543837710157005,0.0,0.0,0.125,15,"(2042, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R10C4_whole_cell.tiff,glioma_mibitof,310,0.0003081679415872637,7.290322580645162,2.371252505526245e-166,6.143624928737048e-149,0.125,15,"(995, 1011)",3.8670608745475e-166,1.183623729330401e-148
glioma_mibitof:Stanford_TA551_R1C1_whole_cell.tiff,glioma_mibitof,730,0.00017515572063382377,7.168949771689498,3.424499326524146e-287,2.7880063448433018e-257,0.125,15,"(2040, 2043)",8.555769117387926e-287,9.022739704606872e-257
glioma_mibitof:Stanford_TA551_R1C2_whole_cell.tiff,glioma_mibitof,498,0.0001328965360437822,8.085676037483266,8.388822090628652e-301,2.2080600705732513e-154,0.125,15,"(2041, 1836)",2.192325639249647e-300,4.356141251042491e-154
glioma_mibitof:Stanford_TA551_R1C3_whole_cell.tiff,glioma_mibitof,2153,0.0005158309550323826,3.966558290757083,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R1C4_whole_cell.tiff,glioma_mibitof,1510,0.0003617764710166733,4.883002207505519,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R2C1_whole_cell.tiff,glioma_mibitof,1337,0.00032032783169683426,5.305410122164049,0.0,0.0,0.125,15,"(2043, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA551_R2C2_whole_cell.tiff,glioma_mibitof,2915,0.0006983963000090085,3.6569468267581473,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R2C3_whole_cell.tiff,glioma_mibitof,1857,0.0004451311710713159,4.835756596661281,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA551_R3C1_whole_cell.tiff,glioma_mibitof,267,0.00025688391156266234,8.489388264669163,3.813603769462367e-162,9.243947220656341e-58,0.125,15,"(1019, 1020)",6.129636938770445e-162,1.1654762684743542e-57
glioma_mibitof:Stanford_TA551_R3C2_whole_cell.tiff,glioma_mibitof,1102,0.00026428354218608057,4.996975196612221,0.0,0.0,0.125,15,"(2042, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R3C3_whole_cell.tiff,glioma_mibitof,1889,0.00045213713182777333,4.460914063878596,0.0,0.0,0.125,15,"(2044, 2044)",0.0,0.0
glioma_mibitof:Stanford_TA551_R3C4_whole_cell.tiff,glioma_mibitof,631,0.00015155008598245767,6.12783940834654,9.498573428289066e-303,8.4702153111914e-239,0.125,15,"(2040, 2041)",2.5117734815026886e-302,2.5607436995983292e-238
glioma_mibitof:Stanford_TA551_R4C1_whole_cell.tiff,glioma_mibitof,1314,0.00031481740590457536,5.418569254185693,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R4C2_whole_cell.tiff,glioma_mibitof,656,0.00016240839770251535,4.776422764227642,1.8675678339991823e-224,2.346953932418774e-141,0.125,15,"(1980, 2040)",3.6612770530944423e-224,4.378457067469433e-141
glioma_mibitof:Stanford_TA551_R4C3_whole_cell.tiff,glioma_mibitof,1299,0.0003115287210774721,4.182704644598409,0.0,0.0,0.125,15,"(2044, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA551_R5C1_whole_cell.tiff,glioma_mibitof,1230,0.0002948364784155727,5.734417344173441,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA551_R5C2_whole_cell.tiff,glioma_mibitof,379,0.000367520853656881,8.12664907651715,2.344943069295064e-227,4.26880242267863e-148,0.125,15,"(1013, 1018)",4.667467944811017e-227,8.17881593007691e-148
glioma_mibitof:Stanford_TA551_R5C3_whole_cell.tiff,glioma_mibitof,2672,0.0006408042669122444,3.258483033932136,0.0,0.0,0.125,15,"(2044, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA551_R6C1_whole_cell.tiff,glioma_mibitof,172,0.00020376491215599862,10.387596899224807,7.298054137115477e-142,7.901098524627326e-93,0.125,15,"(830, 1017)",1.0905178502493604e-141,1.175566016789478e-92
glioma_mibitof:Stanford_TA551_R6C2_whole_cell.tiff,glioma_mibitof,1310,0.0003138590576369815,5.333333333333334,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R6C3_whole_cell.tiff,glioma_mibitof,2334,0.0005591962141410037,3.798914595829763,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R6C4_whole_cell.tiff,glioma_mibitof,1081,0.0002595016368287796,5.075547332716621,0.0,3.245140021193904e-275,0.125,15,"(2043, 2039)",0.0,1.1477431807688067e-274
glioma_mibitof:Stanford_TA551_R7C1_whole_cell.tiff,glioma_mibitof,743,0.00017853714401603807,6.882009869896814,0.0,7.395496938178812e-291,0.125,15,"(2041, 2039)",0.0,2.8478590552321124e-290
glioma_mibitof:Stanford_TA551_R7C2_whole_cell.tiff,glioma_mibitof,1757,0.00042116072567167587,4.739138683361791,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA551_R7C3_whole_cell.tiff,glioma_mibitof,554,0.00013292633241852503,7.208182912154032,1.2654749156307055e-287,9.702481339461764e-220,0.125,15,"(2042, 2041)",3.169268774270003e-287,2.700610447695106e-219
glioma_mibitof:Stanford_TA551_R7C4_whole_cell.tiff,glioma_mibitof,1829,0.0004379902545372342,4.042281756879898,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA551_R8C1_whole_cell.tiff,glioma_mibitof,418,0.00010039307009213586,7.767145135566188,1.4109163299231672e-210,1.5310782101137158e-170,0.125,15,"(2043, 2038)",2.635341924850509e-210,3.2727975702841437e-170
glioma_mibitof:Stanford_TA551_R8C2_whole_cell.tiff,glioma_mibitof,830,0.00019905208041799978,6.096385542168674,0.0,1.7227684924525287e-277,0.125,15,"(2043, 2041)",0.0,6.198394011439225e-277
glioma_mibitof:Stanford_TA551_R8C3_whole_cell.tiff,glioma_mibitof,436,0.00010471606575016092,8.56269113149847,9.905465614800772e-260,1.0116231613666111e-171,0.125,15,"(2041, 2040)",2.204901576266772e-259,2.169848305596103e-171
glioma_mibitof:Stanford_TA551_R8C4_whole_cell.tiff,glioma_mibitof,496,0.00011900991429366656,8.669354838709678,0.0,2.2818756121614597e-214,0.125,15,"(2043, 2040)",0.0,6.164617246349687e-214
glioma_mibitof:Stanford_TA551_R8C5_whole_cell.tiff,glioma_mibitof,836,0.0002001967483833394,6.5311004784689,0.0,3.1916775602291602e-298,0.125,15,"(2043, 2044)",0.0,1.2697591109039068e-297
glioma_mibitof:Stanford_TA551_R98C2_whole_cell.tiff,glioma_mibitof,447,0.0004300640766610864,9.112602535421328,1.7424399156409278e-292,1.3573939981756616e-180,0.125,15,"(1020, 1019)",4.424097444346844e-292,3.047549573186622e-180
glioma_mibitof:Stanford_TA551_R98C3_whole_cell.tiff,glioma_mibitof,5921,0.0014185946832288375,2.598660136238248,0.0,0.0,0.125,15,"(2043, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,glioma_mibitof,5097,0.0012211752799814464,2.5034333921914853,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R99C2_whole_cell.tiff,glioma_mibitof,6790,0.0016267961842405378,2.5184094256259204,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA551_R99C3_whole_cell.tiff,glioma_mibitof,5557,0.001332689651666054,2.5841281266870615,0.0,0.0,0.125,15,"(2043, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA551_R9C1_whole_cell.tiff,glioma_mibitof,1120,0.00026820617008294274,5.56547619047619,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA551_R9C2_whole_cell.tiff,glioma_mibitof,1184,0.0002835323727397034,4.650900900900901,0.0,7.836855488166272e-282,0.125,15,"(2045, 2042)",0.0,2.8692262238620474e-281
glioma_mibitof:Stanford_TA551_R9C3_whole_cell.tiff,glioma_mibitof,408,0.00040241448692152917,8.80718954248366,8.581639972453373e-276,2.0440532321000076e-175,0.125,15,"(994, 1020)",2.03496291829703e-275,4.4609212046459284e-175
glioma_mibitof:Stanford_TA551_R9C4_whole_cell.tiff,glioma_mibitof,180,0.00018571998997112053,14.444444444444443,5.514373470596254e-134,1.1222205138844842e-120,0.125,15,"(953, 1017)",8.036112155236632e-134,1.8862726936820472e-120
glioma_mibitof:Stanford_TA551_R9C5_whole_cell.tiff,glioma_mibitof,1793,0.0004293693419274253,3.364937720765942,0.0,4.056289821821457e-292,0.125,15,"(2044, 2043)",0.0,1.5697389236119468e-291
glioma_mibitof:Stanford_TA552_R10C1_whole_cell.tiff,glioma_mibitof,1724,0.0004134527549887128,4.481825212683681,0.0,4.071686707231376e-302,0.125,15,"(2043, 2041)",0.0,1.653560154315161e-301
glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,glioma_mibitof,4708,0.0011470653230311858,1.9711129991503824,0.0,0.0,0.125,15,"(2043, 2009)",0.0,0.0
glioma_mibitof:Stanford_TA552_R10C4_whole_cell.tiff,glioma_mibitof,2590,0.0006214428992350734,3.521235521235521,0.0,0.0,0.125,15,"(2043, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA552_R10C5_whole_cell.tiff,glioma_mibitof,1291,0.00030915565304641645,5.3911696359411305,0.0,0.0,0.125,15,"(2045, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R1C1_whole_cell.tiff,glioma_mibitof,1324,0.00032035267829598507,4.692849949647533,0.0,0.0,0.125,15,"(2045, 2021)",0.0,0.0
glioma_mibitof:Stanford_TA552_R1C2_whole_cell.tiff,glioma_mibitof,1358,0.00032504095922985876,4.68826705940108,0.0,7.280556874654295e-296,0.125,15,"(2045, 2043)",0.0,2.849270566359068e-295
glioma_mibitof:Stanford_TA552_R1C4_whole_cell.tiff,glioma_mibitof,1409,0.00033757817725992896,5.34185001182872,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R2C2_whole_cell.tiff,glioma_mibitof,1463,0.00035085926945967915,4.228753702437913,0.0,3.00361449e-315,0.125,15,"(2043, 2041)",0.0,1.313765834e-314
glioma_mibitof:Stanford_TA552_R2C3_whole_cell.tiff,glioma_mibitof,1773,0.00042520432830666516,4.858056025568716,0.0,0.0,0.125,15,"(2044, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA552_R2C4_whole_cell.tiff,glioma_mibitof,1204,0.00028874542749791774,4.318936877076411,0.0,3.3868339572736815e-298,0.125,15,"(2043, 2041)",0.0,1.3456847898938557e-297
glioma_mibitof:Stanford_TA552_R3C1_whole_cell.tiff,glioma_mibitof,2111,0.0005563727344151721,3.7359861045318175,0.0,0.0,0.125,15,"(2041, 1859)",0.0,0.0
glioma_mibitof:Stanford_TA552_R3C2_whole_cell.tiff,glioma_mibitof,1715,0.00041149597381781887,4.54421768707483,0.0,0.0,0.125,15,"(2043, 2040)",0.0,0.0
glioma_mibitof:Stanford_TA552_R3C3_whole_cell.tiff,glioma_mibitof,1268,0.0003109429861022218,4.600420609884332,0.0,0.0,0.125,15,"(1998, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA552_R3C4_whole_cell.tiff,glioma_mibitof,2620,0.0006274108621583125,3.8422391857506364,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,glioma_mibitof,3310,0.000793421362354817,2.9627391742195366,0.0,0.0,0.125,15,"(2043, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R4C2_whole_cell.tiff,glioma_mibitof,1562,0.00037441817764296805,3.725992317541613,0.0,4.566457080302839e-270,0.125,15,"(2043, 2042)",0.0,1.5654276028304903e-269
glioma_mibitof:Stanford_TA552_R4C3_whole_cell.tiff,glioma_mibitof,632,0.0001731107983064724,4.89451476793249,7.581519322644028e-194,1.714013003008538e-157,0.125,15,"(2043, 1787)",1.3316695638142464e-193,3.433523161254435e-157
glioma_mibitof:Stanford_TA552_R4C4_whole_cell.tiff,glioma_mibitof,4944,0.0011850988205582046,2.7939590075512406,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:Stanford_TA552_R5C1_whole_cell.tiff,glioma_mibitof,2805,0.0006720417226501779,3.4200831847890667,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R5C2_whole_cell.tiff,glioma_mibitof,2037,0.0004882777387059705,4.267713958435608,0.0,0.0,0.125,15,"(2043, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R5C4_whole_cell.tiff,glioma_mibitof,472,0.00011341816146757334,7.076271186440677,3.467292616348079e-252,8.614831489226093e-184,0.125,15,"(2043, 2037)",7.524916498161954e-252,1.970997709952607e-183
glioma_mibitof:Stanford_TA552_R6C1_whole_cell.tiff,glioma_mibitof,935,0.00022423336769979493,5.689839572192514,0.0,3.4773011871121355e-249,0.125,15,"(2041, 2043)",0.0,1.092516258284829e-248
glioma_mibitof:Stanford_TA552_R6C2_whole_cell.tiff,glioma_mibitof,1749,0.0004190377800054051,4.726510386887745,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R6C3_whole_cell.tiff,glioma_mibitof,633,0.00015188153144571543,6.761453396524486,0.0,5.9704601840521505e-182,0.125,15,"(2042, 2041)",0.0,1.3540847606967947e-181
glioma_mibitof:Stanford_TA552_R6C4_whole_cell.tiff,glioma_mibitof,961,0.00023024317128941926,5.917447103711412,0.0,3.078213167860769e-303,0.125,15,"(2044, 2042)",0.0,1.2615826408437246e-302
glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,glioma_mibitof,1983,0.00047510115365964454,3.2778618255168936,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA552_R7C2_whole_cell.tiff,glioma_mibitof,799,0.00019152376692492412,4.989570296203588,3.4608341301131174e-306,2.2552085645815334e-243,0.125,15,"(2043, 2042)",9.333493081470869e-306,6.945775490323598e-243
glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,glioma_mibitof,1689,0.00040685305305999747,3.7418590882178804,1.0711304143535409e-302,9.286023896609535e-246,0.125,15,"(2043, 2032)",2.830067922187909e-302,2.8770091893959897e-245
glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,glioma_mibitof,3937,0.000943254056387761,3.1292862585725176,0.0,0.0,0.125,15,"(2043, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA552_R8C1_whole_cell.tiff,glioma_mibitof,1000,0.00023982178363614432,5.426666666666667,0.0,1.4512881315919882e-261,0.125,15,"(2043, 2041)",0.0,4.806333865282904e-261
