,data_source,node density in ROI,% new edges,P,border_size,P_adj
glioma_mibitof:CHOP_907_R4C14_whole_cell.tiff,glioma_mibitof,0.00018370391569730622,6.340579710144928,1.995442380255663e-17,0.125,2.038523570015844e-17
glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,glioma_mibitof,0.00041796679379020764,5.214007782101167,8.58355108351209e-39,0.125,1.1426440764624149e-38
glioma_mibitof:CHOP_907_R4C2_whole_cell.tiff,glioma_mibitof,0.0005503280802016587,4.078014184397164,5.5179206327784535e-36,0.125,7.0221948395139e-36
glioma_mibitof:CHOP_907_R4C4_whole_cell.tiff,glioma_mibitof,0.00035639059555642817,5.300713557594292,7.533219763576789e-22,0.125,7.9453716047451235e-22
glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,glioma_mibitof,0.0007348144737346993,4.3478260869565215,1.645407237260126e-53,0.125,2.932994749979094e-53
glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,glioma_mibitof,0.00021593649924518625,6.870229007633588,4.871174289934664e-21,0.125,5.096374307358779e-21
glioma_mibitof:CHOP_907_R4C7_whole_cell.tiff,glioma_mibitof,0.0005080291745634516,4.996796925048046,6.881397077103013e-39,0.125,9.172259100210289e-39
glioma_mibitof:CHOP_907_R4C8_whole_cell.tiff,glioma_mibitof,0.0004259233855920863,4.580152671755725,2.9488489682544725e-31,0.125,3.5570704240474e-31
glioma_mibitof:CHOP_907_R4C9_whole_cell.tiff,glioma_mibitof,0.00043348753699301904,5.997001499250374,2.498839750508962e-41,0.125,3.482318849102851e-41
glioma_mibitof:CHOP_907_R5C10_whole_cell.tiff,glioma_mibitof,0.00019300570375064814,6.678082191780822,1.2237793553250158e-18,0.125,1.2613408998943974e-18
glioma_mibitof:CHOP_907_R5C11_whole_cell.tiff,glioma_mibitof,0.00038752964312568683,5.475989890480202,1.1727263225734414e-32,0.125,1.4362448256458264e-32
glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,glioma_mibitof,0.00023737841593330245,5.702364394993046,2.159002534391732e-23,0.125,2.3075170824453726e-23
glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,glioma_mibitof,0.0004834805998612871,5.1539491298527444,2.4792842888172342e-39,0.125,3.347516140932219e-39
glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,glioma_mibitof,0.00012122634883555358,9.340659340659341,3.721931950344221e-14,0.125,3.772669094750082e-14
glioma_mibitof:CHOP_907_R5C1_whole_cell.tiff,glioma_mibitof,0.0012170717158305913,3.3103813559322037,6.984828624097982e-76,0.125,2.0598318973614727e-75
glioma_mibitof:CHOP_907_R5C2_whole_cell.tiff,glioma_mibitof,0.0005391192403215145,4.973037747153984,8.023563492271522e-45,0.125,1.2052712258953324e-44
glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,glioma_mibitof,0.00014445898664910045,6.0046189376443415,4.404631206145316e-13,0.125,4.447353138309674e-13
glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,glioma_mibitof,0.00041920877940217183,5.2590873936581595,7.038192015271009e-36,0.125,8.935070594996488e-36
glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,glioma_mibitof,0.0002818988242991014,6.960556844547564,2.1082814302615736e-26,0.125,2.3348095413854235e-26
glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,glioma_mibitof,0.00019012538673232073,6.608695652173912,3.385255371009476e-17,0.125,3.451567915005744e-17
glioma_mibitof:CHOP_907_R5C7_whole_cell.tiff,glioma_mibitof,0.0005397448478900883,5.465465465465465,2.774230425509816e-44,0.125,4.1374983853233795e-44
glioma_mibitof:CHOP_907_R5C8_whole_cell.tiff,glioma_mibitof,0.0003207159455359029,6.3072227873855535,1.9154358524154335e-28,0.125,2.186369213118932e-28
glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,glioma_mibitof,0.0006218767991895417,4.583333333333333,5.459232955296597e-48,0.125,8.584685055081204e-48
glioma_mibitof:CHOP_907_R6C10_whole_cell.tiff,glioma_mibitof,0.00021029020047665778,6.896551724137931,1.5808709482411623e-19,0.125,1.6407643640269691e-19
glioma_mibitof:CHOP_907_R6C11_whole_cell.tiff,glioma_mibitof,0.0002821765539212429,6.60486674391657,6.03691593180317e-28,0.125,6.830901614138151e-28
glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,glioma_mibitof,0.00018226468669659644,7.927927927927928,2.260395230129505e-16,0.125,2.297921322817202e-16
glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,glioma_mibitof,0.00031975571815405886,5.894308943089431,2.5919681431718263e-28,0.125,2.955354695555171e-28
glioma_mibitof:CHOP_907_R6C14_whole_cell.tiff,glioma_mibitof,0.0007465533004555987,3.537532355478861,6.228202446426439e-44,0.125,9.183510972705272e-44
glioma_mibitof:CHOP_907_R6C1_whole_cell.tiff,glioma_mibitof,0.0012921164540399084,3.146853146853147,3.883856777481962e-77,0.125,1.1618088808502077e-76
glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,glioma_mibitof,0.0006252894858730894,4.8286604361370715,5.86630005794087e-51,0.125,9.94595824155773e-51
glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,glioma_mibitof,9.122160127518196e-05,6.343283582089552,1.1519386342657726e-09,0.125,1.1574981836589474e-09
glioma_mibitof:CHOP_907_R6C4_whole_cell.tiff,glioma_mibitof,0.00045322732423037774,5.432451751250893,2.7353984705815147e-39,0.125,3.688536020563934e-39
glioma_mibitof:CHOP_907_R6C5_whole_cell.tiff,glioma_mibitof,0.0006125043337570784,3.807509254362771,1.307956554484721e-41,0.125,1.8374936210777253e-41
glioma_mibitof:CHOP_907_R6C6_whole_cell.tiff,glioma_mibitof,0.00023837008686090625,5.793103448275862,1.1242146314737263e-21,0.125,1.1833239953125876e-21
glioma_mibitof:CHOP_907_R6C7_whole_cell.tiff,glioma_mibitof,0.00040329550037448866,5.314009661835748,5.5058818062446134e-36,0.125,7.015450379804948e-36
glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,glioma_mibitof,0.0002920932384753311,4.740406320541761,2.5316548840664086e-17,0.125,2.58377719050307e-17
glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,glioma_mibitof,0.00044257238463773525,4.723247232472325,6.011988512609532e-33,0.125,7.388996507233204e-33
glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,glioma_mibitof,0.00033575073865162506,5.631067961165048,2.271674459626822e-26,0.125,2.5130851354638912e-26
glioma_mibitof:CHOP_907_R7C11_whole_cell.tiff,glioma_mibitof,0.00028710798717136217,5.239179954441914,2.8299024857597893e-18,0.125,2.905254918812565e-18
glioma_mibitof:CHOP_907_R7C12_whole_cell.tiff,glioma_mibitof,0.00039849436346526857,5.728314238952537,2.6168604158276556e-28,0.125,2.98047231168117e-28
glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,glioma_mibitof,0.0002765460170651938,6.345475910693302,9.665699501783029e-27,0.125,1.0749992715124074e-26
glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,glioma_mibitof,0.0008555625972230224,4.487179487179487,6.355341719030207e-60,0.125,1.3126807002996916e-59
glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,glioma_mibitof,0.00025182622068435216,6.910039113428944,3.0717439193627226e-23,0.125,3.279677353904199e-23
glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,glioma_mibitof,0.00027956064634421436,5.730994152046784,2.3453725656467487e-22,0.125,2.4812325618275055e-22
glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,glioma_mibitof,0.0002703540001808774,7.281553398058252,5.194405776663515e-25,0.125,5.67405709706896e-25
glioma_mibitof:CHOP_907_R7C4_whole_cell.tiff,glioma_mibitof,0.00028326762164663946,5.116279069767442,3.2757840412944913e-20,0.125,3.4135046916792447e-20
glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,glioma_mibitof,0.00026842925590255727,7.221542227662178,7.494849028706357e-25,0.125,8.169777841762637e-25
glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,glioma_mibitof,0.00018916479422327208,7.853403141361256,2.8917206108134894e-18,0.125,2.96579424222349e-18
glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,glioma_mibitof,0.00034986577265068495,6.4186046511627906,2.66196694772871e-29,0.125,3.0893061232838205e-29
glioma_mibitof:CHOP_907_R7C8_whole_cell.tiff,glioma_mibitof,0.0004148190255977907,4.634721131186175,4.6968649723173136e-30,0.125,5.531036692513941e-30
glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,glioma_mibitof,0.0003469220728689689,5.357142857142857,1.725657519822105e-27,0.125,1.9399670390224742e-27
glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,glioma_mibitof,0.0006439837024064806,5.3186151530356245,1.0693228388364873e-50,0.125,1.7954275406915862e-50
glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,glioma_mibitof,0.000560772790996908,4.671280276816609,1.168100973412415e-42,0.125,1.6726177624791252e-42
glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,glioma_mibitof,0.00036043829296424453,5.776173285198556,3.024370682798141e-32,0.125,3.682303954143702e-32
glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,glioma_mibitof,0.0003191083420879874,5.720122574055159,5.282307587405946e-30,0.125,6.2134262129825874e-30
glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,glioma_mibitof,0.0004786846245347454,5.412719891745602,2.9679108054146134e-40,0.125,4.0545868089719324e-40
glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,glioma_mibitof,0.0005532144162866325,5.114638447971781,1.424183910817933e-40,0.125,1.9533273401336865e-40
glioma_mibitof:CHOP_907_R8C2_whole_cell.tiff,glioma_mibitof,0.0009525455627892685,3.6936631650288034,4.431233149284379e-59,0.125,9.009597086728591e-59
glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,glioma_mibitof,0.00021743731840135466,8.018154311649017,8.9898909100901e-24,0.125,9.657870420437353e-24
glioma_mibitof:CHOP_907_R8C4_whole_cell.tiff,glioma_mibitof,0.0004873130404777398,4.933333333333334,4.337512452606841e-38,0.125,5.715633497675596e-38
glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,glioma_mibitof,0.000526720492118416,4.251386321626617,4.708290102853537e-39,0.125,6.299910021941558e-39
glioma_mibitof:CHOP_907_R8C6_whole_cell.tiff,glioma_mibitof,0.00022914380465732367,6.340057636887608,2.0471301760186565e-23,0.125,2.1901978553293128e-23
glioma_mibitof:CHOP_907_R8C7_whole_cell.tiff,glioma_mibitof,0.0006144304480141762,5.488126649076517,6.03528122555248e-54,0.125,1.0850997851122853e-53
glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,glioma_mibitof,0.0005180699730872741,4.827586206896552,2.491274392173616e-41,0.125,3.4764298153521913e-41
glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,glioma_mibitof,0.00021732957015108752,6.097560975609756,1.0373782669048157e-19,0.125,1.0788319439040093e-19
glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,glioma_mibitof,0.000324559675114327,3.3448959365708624,2.361526805061271e-61,0.125,5.047945388231587e-61
glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,glioma_mibitof,0.0014614780560160544,1.6151108677799069,1.8178877547297751e-177,0.125,6.758646973834628e-176
glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,glioma_mibitof,0.0011394760901690718,1.8116705287550032,4.616298800068791e-155,0.125,7.877978771920675e-154
glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,glioma_mibitof,0.0014780136780354804,1.661794955071993,8.874604837039366e-186,0.125,5.434390373739988e-184
glioma_mibitof:CHOP_907_R99C3_whole_cell.tiff,glioma_mibitof,0.0012334034332406902,1.8512504059759662,6.034936540734954e-166,0.125,1.3088268622718932e-164
glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,glioma_mibitof,0.0006091477686965197,4.414893617021277,5.17566064762984e-43,0.125,7.48314268636481e-43
glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,glioma_mibitof,0.0003660890382208456,6.117021276595745,2.7181803867464683e-32,0.125,3.313379136537557e-32
glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,glioma_mibitof,0.00038179655423813363,5.352591333899745,3.87415239708871e-29,0.125,4.4662155541188783e-29
glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,glioma_mibitof,0.0002619515389652914,5.771643663739021,2.0165330586748165e-24,0.125,2.1866780355005043e-24
glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,glioma_mibitof,0.00034184160442780903,6.67302192564347,3.3711455679139922e-34,0.125,4.197802076792423e-34
glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,glioma_mibitof,0.0007648805343195642,3.6802030456852792,7.928534567467733e-47,0.125,1.2245703983284734e-46
glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,glioma_mibitof,0.00021605116091490465,5.7663125948406675,4.110196952674223e-19,0.125,4.253195852618157e-19
glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,glioma_mibitof,0.0002921953094963476,6.270996640537514,1.4293956431264423e-28,0.125,1.63516578515893e-28
glioma_mibitof:CHOP_907_R9C4_whole_cell.tiff,glioma_mibitof,0.000511801194522863,4.876504116529449,5.547904833062243e-40,0.125,7.529816077207035e-40
glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,glioma_mibitof,0.0002636432896266891,2.994791666666667,2.8686741467990787e-13,0.125,2.8993104726386804e-13
glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,glioma_mibitof,0.00012665754603421688,5.82010582010582,2.2034453817486007e-13,0.125,2.229141537803978e-13
glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,glioma_mibitof,0.0008272660734234755,3.4104272834182674,5.124002161159547e-49,0.125,8.25709945784379e-49
glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,glioma_mibitof,0.0006449442522106881,4.223227752639517,1.5586703782126796e-44,0.125,2.327942415666283e-44
glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,glioma_mibitof,0.00021914648212226066,7.634730538922156,3.746847188446382e-21,0.125,3.927963668854666e-21
glioma_mibitof:CHOP_941_R1C1_whole_cell.tiff,glioma_mibitof,0.00040504303582255613,5.052631578947368,5.077768699968e-24,0.125,5.477675872193459e-24
glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,glioma_mibitof,0.00011818956831744556,7.122507122507122,9.067648971396235e-14,0.125,9.182317684069534e-14
glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,glioma_mibitof,0.0003065532997859911,6.510138740661686,1.7269439478864253e-29,0.125,2.0109045299214416e-29
glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,glioma_mibitof,0.0011995386389850057,3.4167339252085016,3.890605274829452e-70,0.125,1.0227575987619847e-69
glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,glioma_mibitof,0.00046232218377547095,5.26685393258427,1.878779988120591e-37,0.125,2.4478222373385923e-37
glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,glioma_mibitof,0.0004086566133302636,6.180665610142631,1.6910363037497374e-36,0.125,2.1706150335431278e-36
glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,glioma_mibitof,0.0003162248329727345,6.301652892561983,1.5525030359760333e-26,0.125,1.7229804482420584e-26
glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,glioma_mibitof,0.00045886594559160933,5.056980056980057,2.3190110641583616e-26,0.125,2.562728787461629e-26
glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,glioma_mibitof,0.00015424035660370448,9.935205183585314,9.44298429757071e-19,0.125,9.742464473509523e-19
glioma_mibitof:CHOP_941_R2C3_whole_cell.tiff,glioma_mibitof,0.00023113371085172773,6.552706552706552,9.666276366840305e-22,0.125,1.0184811435101982e-21
glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,glioma_mibitof,0.001375432525951557,2.8859690286250586,1.5597917753814572e-70,0.125,4.1422021381941245e-70
glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,glioma_mibitof,0.0006824298346789696,4.265402843601896,1.2764504239269245e-49,0.125,2.0925746319809895e-49
glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,glioma_mibitof,0.00038793186226498434,5.2808046940486175,3.9275598571934025e-28,0.125,4.463525994910843e-28
glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,glioma_mibitof,0.001048500586603942,3.774163853942927,8.515335592625465e-65,0.125,1.9831016447255278e-64
glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,glioma_mibitof,0.0005469050365244137,4.86646884272997,1.527655189798994e-39,0.125,2.0653104578970818e-39
glioma_mibitof:CHOP_941_R3C3_whole_cell.tiff,glioma_mibitof,0.0006203068886712373,4.320666319625195,4.018787872649951e-45,0.125,6.098481305289503e-45
glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,glioma_mibitof,0.0003405468510927717,5.645933014354067,4.182518545692264e-30,0.125,4.94211328724818e-30
glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,glioma_mibitof,0.000522299805838641,4.39900867410161,1.5561453144538336e-38,0.125,2.063627098530498e-38
glioma_mibitof:CHOP_941_R3C6_whole_cell.tiff,glioma_mibitof,0.00037604082728982005,6.065857885615252,1.638427155574904e-28,0.125,1.8722312502233534e-28
glioma_mibitof:CHOP_941_R3C7_whole_cell.tiff,glioma_mibitof,0.0005740506122887081,4.293785310734463,3.364577905320481e-38,0.125,4.4391959435216993e-38
glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,glioma_mibitof,0.0009582200628530665,3.309692671394799,6.503509066047673e-56,0.125,1.2309368977737505e-55
glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,glioma_mibitof,0.00023186899882622332,6.638418079096045,1.2421913894156763e-20,0.125,1.2983144943591557e-20
glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,glioma_mibitof,0.0006651294359183352,4.042864101315149,1.1297687079486604e-45,0.125,1.7244710043615184e-45
glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,glioma_mibitof,0.00043733179546328335,5.3452115812917596,2.342583037859512e-36,0.125,2.995858651611489e-36
glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,glioma_mibitof,0.0005180704710404374,4.80649188514357,2.43684949935366e-35,0.125,3.0674248232492864e-35
glioma_mibitof:CHOP_941_R4C6_whole_cell.tiff,glioma_mibitof,0.0002522926979010782,7.096774193548387,2.6225010940630196e-24,0.125,2.8378624105193383e-24
glioma_mibitof:CHOP_941_R4C7_whole_cell.tiff,glioma_mibitof,0.0003832996902784412,5.697278911564626,1.1387918229360555e-33,0.125,1.406266058928154e-33
glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,glioma_mibitof,0.000321662010271997,5.487804878048781,1.406613725990648e-26,0.125,1.562737341255352e-26
glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,glioma_mibitof,0.00048586657430391193,5.34045393858478,6.009848040849931e-42,0.125,8.465834655649225e-42
glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,glioma_mibitof,0.00033095429952803037,6.679764243614931,2.7969230101418364e-29,0.125,3.242312754518543e-29
glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,glioma_mibitof,0.0003078764414871202,5.738575982996812,7.899126306618092e-27,0.125,8.794642230149127e-27
glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,glioma_mibitof,0.00038831256085405697,5.583333333333333,8.73599734063495e-35,0.125,1.0930496672597337e-34
glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,glioma_mibitof,0.000341550427274774,5.714285714285714,5.296093887710214e-28,0.125,5.999166199245194e-28
glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,glioma_mibitof,0.00027942670474295626,6.18436406067678,4.43970210984128e-27,0.125,4.958937657022288e-27
glioma_mibitof:CHOP_941_R6C2_whole_cell.tiff,glioma_mibitof,0.0006375909815444298,4.266124936515998,1.2228611613491028e-48,0.125,1.9554507971803626e-48
glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,glioma_mibitof,0.00023837008686090625,6.906077348066299,9.083583615083264e-23,0.125,9.654983545535572e-23
glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,glioma_mibitof,0.00022511701699487298,6.794682422451995,1.5270542610014142e-22,0.125,1.620452075129941e-22
glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,glioma_mibitof,0.0005084582852748942,4.895104895104895,1.540221450108781e-42,0.125,2.1933933372958157e-42
glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,glioma_mibitof,0.0005199923106497501,5.1745635910224435,3.61832293747301e-46,0.125,5.555566634084666e-46
glioma_mibitof:CHOP_941_R6C7_whole_cell.tiff,glioma_mibitof,0.0007823921399386197,3.761885076477883,2.230277932552066e-53,0.125,3.9619783750626287e-53
glioma_mibitof:CHOP_941_R7C2_whole_cell.tiff,glioma_mibitof,8.282291305520244e-05,9.836065573770492,4.191723362809465e-12,0.125,4.220100600275293e-12
glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,glioma_mibitof,0.00029825645051733063,6.24315443592552,3.4516222674140816e-29,0.125,3.9879453722287e-29
glioma_mibitof:CHOP_941_R7C4_whole_cell.tiff,glioma_mibitof,0.000232375026406253,7.59493670886076,5.67751548794804e-26,0.125,6.234486944044209e-26
glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,glioma_mibitof,0.00041537122964273277,5.320813771517996,9.281120755280863e-32,0.125,1.1260660496791817e-31
glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,glioma_mibitof,0.0004248370096472603,5.271199388846448,4.5386348010126135e-39,0.125,6.088555190533673e-39
glioma_mibitof:CHOP_941_R7C7_whole_cell.tiff,glioma_mibitof,0.0009189376044247278,4.135997195934104,1.2221116961935404e-60,0.125,2.5753406391446875e-60
glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,glioma_mibitof,0.0014239258019203755,3.151927437641723,6.681818872864767e-82,0.125,2.303236240613319e-81
glioma_mibitof:CHOP_941_R8C3_whole_cell.tiff,glioma_mibitof,0.00030379640082724623,5.800214822771213,2.025859100888092e-24,0.125,2.19450501979657e-24
glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,glioma_mibitof,0.0005690119184928873,5.3946621237932995,6.45935705101687e-45,0.125,9.717038569521043e-45
glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,glioma_mibitof,0.00026098848183674257,6.900878293601004,8.306953189160161e-29,0.125,9.513243421249425e-29
glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,glioma_mibitof,0.00064719325536287,4.202101050525263,3.961723056074033e-43,0.125,5.7439466592939666e-43
glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,glioma_mibitof,0.0002070572826380061,6.379585326953747,2.960110866090514e-19,0.125,3.0661446881594277e-19
glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,glioma_mibitof,0.00036016274375043404,3.161879314183923,2.1247359259885492e-65,0.125,5.015533104204263e-65
glioma_mibitof:CHOP_941_R98C3_whole_cell.tiff,glioma_mibitof,0.001482811041548912,1.6574883921822696,2.328033749481598e-183,0.125,1.2117415666051717e-181
glioma_mibitof:CHOP_941_R99C1_whole_cell.tiff,glioma_mibitof,0.0014028140574516774,1.6355140186915886,4.963725025529263e-177,0.125,1.7224125838586543e-175
glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,glioma_mibitof,0.0017168809213943584,1.564755739766218,1.0864657567703509e-201,0.125,3.770036175993118e-199
glioma_mibitof:CHOP_941_R99C3_whole_cell.tiff,glioma_mibitof,0.0012407257489822979,1.8145421671186879,7.695513935632421e-170,0.125,2.0541102582034234e-168
glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,glioma_mibitof,0.0012802768166089965,3.349282296650718,7.543576411574707e-78,0.125,2.316478774173826e-77
glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,glioma_mibitof,0.0005847784755430086,4.643449419568822,5.4951479908918256e-45,0.125,8.314606189706963e-45
glioma_mibitof:CHOP_941_R9C4_whole_cell.tiff,glioma_mibitof,0.0004901956081926939,4.903909874088801,5.800148762456921e-37,0.125,7.500565045611994e-37
glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,glioma_mibitof,0.00035371011149557864,6.531738730450782,1.877347461619906e-35,0.125,2.3688711606622086e-35
glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,glioma_mibitof,0.0005772672169947468,5.168539325842696,2.1328646946371584e-46,0.125,3.2893513290626394e-46
glioma_mibitof:CHOP_941_R9C7_whole_cell.tiff,glioma_mibitof,0.0002237329799696568,6.323529411764706,1.2727965377578728e-20,0.125,1.3289681001062643e-20
glioma_mibitof:CoH_C001_R1C1_whole_cell.tiff,glioma_mibitof,9.530263628216974e-05,4.623287671232877,1.5940444494345547e-22,0.125,1.6898169774555716e-22
glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,glioma_mibitof,0.00024342063493014234,3.3079722130334104,8.420917938259909e-54,0.125,1.5088081882493228e-53
glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,glioma_mibitof,0.00022783063981558668,3.7482319660537478,1.299798787827372e-50,0.125,2.1753867172480615e-50
glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,glioma_mibitof,9.688524747809865e-05,4.633529907329402,1.5799211763588852e-23,0.125,1.6938186864980427e-23
glioma_mibitof:CoH_C001_R3C2_whole_cell.tiff,glioma_mibitof,0.0006229918759366452,2.393822393822394,1.3111992862734066e-95,0.125,6.859087723671438e-95
glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,glioma_mibitof,0.0003115503521405018,3.473115513249293,1.6308585463787535e-74,0.125,4.664076227418358e-74
glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,glioma_mibitof,0.00022898310335604563,6.73352435530086,9.089225624039251e-23,0.125,9.654983545535572e-23
glioma_mibitof:CoH_C001_R5C2_whole_cell.tiff,glioma_mibitof,0.0004655175594517195,2.534919813760993,2.0741821122775034e-73,0.125,5.788803160538556e-73
glioma_mibitof:CoH_C001_R6C1_whole_cell.tiff,glioma_mibitof,0.00045180556668606976,2.7195165303945967,2.282766543353321e-78,0.125,7.051513268934147e-78
glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,glioma_mibitof,0.0006253889204766092,2.266905737704918,1.2688132863608846e-96,0.125,6.988543021702015e-96
glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,glioma_mibitof,0.00012795029863071574,5.006337135614702,7.619577289049979e-35,0.125,9.545102235741308e-35
glioma_mibitof:CoH_C001_R98C2_whole_cell.tiff,glioma_mibitof,0.00032847379001971563,3.2494502809675057,2.110990522016892e-62,0.125,4.695600712435009e-62
glioma_mibitof:CoH_C001_R98C3_whole_cell.tiff,glioma_mibitof,0.001342584003187109,1.7352415026833632,1.8362604269423217e-169,0.125,4.551302629635611e-168
glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,glioma_mibitof,0.0013083849723324855,1.6945005199730838,1.5879121403976093e-162,0.125,3.1188991285922853e-161
glioma_mibitof:CoH_C001_R99C2_whole_cell.tiff,glioma_mibitof,0.0016396173937161965,1.578895753653035,4.2855379898216696e-197,0.125,1.1153112618510896e-194
glioma_mibitof:CoH_C001_R99C3_whole_cell.tiff,glioma_mibitof,0.0012809239319407685,1.7357642357642356,2.195660573479796e-163,0.125,4.571365313984934e-162
glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,glioma_mibitof,8.618038683230906e-05,5.760151085930123,1.775203445330381e-26,0.125,1.9680370464205823e-26
