,data_source,node density in ROI,% new edges,P,border_size,P_adj
glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,glioma_mibitof,0.0008883442806304991,1.9561885873974578,2.118360859040841e-119,0.125,1.9343979423346626e-118
glioma_mibitof:Stanford_TA550_R10C3_whole_cell.tiff,glioma_mibitof,0.0006696204288058795,1.946733548310044,2.4282858875893215e-92,0.125,1.1490207313547653e-91
glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,glioma_mibitof,0.00027070783276718455,3.644444444444445,2.584132776031831e-59,0.125,5.274671019312032e-59
glioma_mibitof:Stanford_TA550_R10C5_whole_cell.tiff,glioma_mibitof,0.0005982489060454525,2.4125452352231602,6.6196933148023445e-99,0.125,3.893277254637989e-98
glioma_mibitof:Stanford_TA550_R11C1_whole_cell.tiff,glioma_mibitof,0.0004544794268956898,2.805222300635145,2.992034889343567e-84,0.125,1.1244434367533045e-83
glioma_mibitof:Stanford_TA550_R11C2_whole_cell.tiff,glioma_mibitof,0.0003070614055693892,3.2949790794979084,2.1444975325936702e-58,0.125,4.326399091918626e-58
glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,glioma_mibitof,0.00026463371721202627,2.8840315725561627,2.1500302411901597e-43,0.125,3.139104461541313e-43
glioma_mibitof:Stanford_TA550_R11C4_whole_cell.tiff,glioma_mibitof,0.00035992310145952053,2.6515151515151514,2.1196979000628934e-62,0.125,4.704915808028725e-62
glioma_mibitof:Stanford_TA550_R11C5_whole_cell.tiff,glioma_mibitof,0.0013376298175237636,1.6896531136187234,5.900492795129069e-172,0.125,1.80659205874393e-170
glioma_mibitof:Stanford_TA550_R1C1_whole_cell.tiff,glioma_mibitof,0.00015075569894951125,6.873614190687362,1.0810501889041853e-15,0.125,1.0979251186822017e-15
glioma_mibitof:Stanford_TA550_R1C2_whole_cell.tiff,glioma_mibitof,7.945881584759271e-05,5.731832139201638,6.561189961288448e-29,0.125,7.522245319054266e-29
glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,glioma_mibitof,0.0003689051547004605,3.2622879512831666,1.155568374490967e-70,0.125,3.092407912198192e-70
glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,glioma_mibitof,0.0002465350327719091,3.713355048859935,6.4736193647024196e-52,0.125,1.1194414881487074e-51
glioma_mibitof:Stanford_TA550_R2C1_whole_cell.tiff,glioma_mibitof,8.718332997089086e-05,5.051449953227316,3.6500994327070424e-26,0.125,4.020903184601091e-26
glioma_mibitof:Stanford_TA550_R2C2_whole_cell.tiff,glioma_mibitof,0.0001259680948009488,5.198973042362002,5.622883848360117e-37,0.125,7.2803757290334355e-37
glioma_mibitof:Stanford_TA550_R2C3_whole_cell.tiff,glioma_mibitof,0.000500268240664997,2.72654370489174,1.7682711292172703e-89,0.125,7.734328762668816e-89
glioma_mibitof:Stanford_TA550_R2C4_whole_cell.tiff,glioma_mibitof,0.0002556751902383212,6.827880512091039,1.2572117240656651e-23,0.125,1.3492344378890283e-23
glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,glioma_mibitof,0.00016507826821379555,4.156479217603912,3.3602247226396707e-43,0.125,4.88546639143561e-43
glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,glioma_mibitof,0.00011077472865598054,5.355832721936904,1.4043156275788732e-35,0.125,1.774141466395154e-35
glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,glioma_mibitof,0.0006709324450849345,1.6487455197132617,3.012085310195653e-73,0.125,8.361548821103132e-73
glioma_mibitof:Stanford_TA550_R3C4_whole_cell.tiff,glioma_mibitof,6.982157457762763e-05,6.0,1.8248274241693654e-23,0.125,1.9543676425517588e-23
glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,glioma_mibitof,0.00010140333078703643,5.533279871692061,1.385897752309412e-27,0.125,1.5613848053615779e-27
glioma_mibitof:Stanford_TA550_R4C2_whole_cell.tiff,glioma_mibitof,7.761439773510134e-05,6.184486373165619,2.1177385181129435e-25,0.125,2.3157203753735025e-25
glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,glioma_mibitof,0.00017993001656745758,3.7186379928315407,8.866728684515419e-35,0.125,1.1080749772605703e-34
glioma_mibitof:Stanford_TA550_R4C4_whole_cell.tiff,glioma_mibitof,0.0002663326711007457,3.690260133091349,5.3587731962108804e-58,0.125,1.0727851725491398e-57
glioma_mibitof:Stanford_TA550_R5C1_whole_cell.tiff,glioma_mibitof,0.0001517496083591535,4.989384288747346,6.582842668932316e-44,0.125,9.692700450294967e-44
glioma_mibitof:Stanford_TA550_R5C2_whole_cell.tiff,glioma_mibitof,0.0008478992391907222,1.9357884796978282,5.175851835697914e-123,0.125,5.131487391391932e-122
glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,glioma_mibitof,0.000459438677431757,4.160789844851904,6.158174246182782e-28,0.125,6.960542226141451e-28
glioma_mibitof:Stanford_TA550_R5C4_whole_cell.tiff,glioma_mibitof,8.869060545960191e-05,5.045871559633028,4.685000130478421e-29,0.125,5.389044348981256e-29
glioma_mibitof:Stanford_TA550_R6C1_whole_cell.tiff,glioma_mibitof,0.0001227896951998619,4.632693580410324,5.373399374689043e-38,0.125,7.044973235580974e-38
glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,glioma_mibitof,0.0009461767759654352,1.9351022477606894,2.4940264400780108e-129,0.125,2.6492668613481724e-128
glioma_mibitof:Stanford_TA550_R6C3_whole_cell.tiff,glioma_mibitof,0.0006242977548269927,2.1683346163715678,1.88533009759877e-80,0.125,6.3515489695803226e-80
glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,glioma_mibitof,0.00023670404368208848,4.081632653061225,8.314287056396703e-56,0.125,1.5679660916139434e-55
glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,glioma_mibitof,0.00020552721928627135,4.158493526873284,6.168844161596672e-51,0.125,1.0441897190605098e-50
glioma_mibitof:Stanford_TA550_R7C2_whole_cell.tiff,glioma_mibitof,0.0007568775491556714,2.2233986236103758,1.1556490712963442e-113,0.125,9.547862565234082e-113
glioma_mibitof:Stanford_TA550_R7C3_whole_cell.tiff,glioma_mibitof,0.0006230574421549442,2.341438312106008,4.3005157543983915e-103,0.125,2.851488471546959e-102
glioma_mibitof:Stanford_TA550_R8C1_whole_cell.tiff,glioma_mibitof,0.00011984711447056636,5.070993914807302,1.9423260417598605e-37,0.125,2.527451761840018e-37
glioma_mibitof:Stanford_TA550_R8C2_whole_cell.tiff,glioma_mibitof,0.0006226867868690954,2.4192510616394287,2.9151650992727033e-99,0.125,1.7440729128407382e-98
glioma_mibitof:Stanford_TA550_R8C3_whole_cell.tiff,glioma_mibitof,0.0006314818486685001,2.6372511728160264,1.3302961181836373e-108,0.125,9.420668428769839e-108
glioma_mibitof:Stanford_TA550_R8C4_whole_cell.tiff,glioma_mibitof,0.0001769884763234745,4.233045061447428,3.153176109682701e-50,0.125,5.235177560095201e-50
glioma_mibitof:Stanford_TA550_R8C5_whole_cell.tiff,glioma_mibitof,0.00015604752474108335,4.397309881013968,3.2529816452875634e-44,0.125,4.844569231393925e-44
glioma_mibitof:Stanford_TA550_R98C2_whole_cell.tiff,glioma_mibitof,0.00044405997693194925,3.874269005847953,4.398206258844787e-26,0.125,4.839886591392625e-26
glioma_mibitof:Stanford_TA550_R98C3_whole_cell.tiff,glioma_mibitof,0.0012698114545618335,1.6385177716158308,3.329397121407029e-158,0.125,6.080530532253889e-157
glioma_mibitof:Stanford_TA550_R99C1_whole_cell.tiff,glioma_mibitof,0.0012226135638778487,1.6419179695165826,2.7883431923942718e-149,0.125,4.4656388665883645e-148
glioma_mibitof:Stanford_TA550_R99C2_whole_cell.tiff,glioma_mibitof,0.001484050303922737,1.6927153750473205,2.8358385021633954e-182,0.125,1.3418672185236795e-180
glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,glioma_mibitof,0.0011632868306246703,1.9748159361453244,5.681881499101386e-168,0.125,1.3442815092192145e-166
glioma_mibitof:Stanford_TA550_R9C1_whole_cell.tiff,glioma_mibitof,0.00020216990905951422,3.43313373253493,2.686508221189666e-46,0.125,4.130952818697846e-46
glioma_mibitof:Stanford_TA550_R9C2_whole_cell.tiff,glioma_mibitof,0.0005957488567916925,2.5268817204301075,4.677289020041173e-102,0.125,2.968937725526135e-101
glioma_mibitof:Stanford_TA550_R9C3_whole_cell.tiff,glioma_mibitof,0.0008051672609739097,2.1587743732590527,1.8358295531718865e-121,0.125,1.7860734250952652e-120
glioma_mibitof:Stanford_TA550_R9C4_whole_cell.tiff,glioma_mibitof,0.0006994912703681033,2.264927934111187,2.577989362567954e-109,0.125,1.876704144358909e-108
glioma_mibitof:Stanford_TA550_R9C5_whole_cell.tiff,glioma_mibitof,0.00017123275351620703,4.09990574929312,5.116872934204074e-44,0.125,7.577047972270897e-44
glioma_mibitof:Stanford_TA551_R10C1_whole_cell.tiff,glioma_mibitof,0.00039344887271988834,2.9327902240325865,6.723606946669026e-70,0.125,1.7542042184166555e-69
glioma_mibitof:Stanford_TA551_R10C2_whole_cell.tiff,glioma_mibitof,0.0005902012679854303,1.8490822569680492,4.28646089431273e-74,0.125,1.2092698620540791e-73
glioma_mibitof:Stanford_TA551_R10C3_whole_cell.tiff,glioma_mibitof,0.0005753323209658868,2.6341463414634148,9.722050066514841e-97,0.125,5.412114502268422e-96
glioma_mibitof:Stanford_TA551_R10C4_whole_cell.tiff,glioma_mibitof,0.0003081679415872637,4.84048404840484,4.774856533755718e-24,0.125,5.156250675974796e-24
glioma_mibitof:Stanford_TA551_R1C1_whole_cell.tiff,glioma_mibitof,0.00017515572063382377,4.522381172127365,2.5280615749055614e-43,0.125,3.6858712877824784e-43
glioma_mibitof:Stanford_TA551_R1C2_whole_cell.tiff,glioma_mibitof,0.0001328965360437822,5.491525423728814,1.1964202217240119e-35,0.125,1.5133334760810404e-35
glioma_mibitof:Stanford_TA551_R1C3_whole_cell.tiff,glioma_mibitof,0.0005158309550323826,2.7320707854703508,2.327403959105309e-94,0.125,1.1761298647711782e-93
glioma_mibitof:Stanford_TA551_R1C4_whole_cell.tiff,glioma_mibitof,0.0003617764710166733,3.263765541740675,3.4047912371636527e-75,0.125,9.845521327464896e-75
glioma_mibitof:Stanford_TA551_R2C1_whole_cell.tiff,glioma_mibitof,0.00032032783169683426,3.260596940055179,2.1008402660397952e-72,0.125,5.740091120596921e-72
glioma_mibitof:Stanford_TA551_R2C2_whole_cell.tiff,glioma_mibitof,0.0006983963000090085,2.2709026264479872,2.7661186548811524e-111,0.125,2.1018463647673574e-110
glioma_mibitof:Stanford_TA551_R2C3_whole_cell.tiff,glioma_mibitof,0.0004451311710713159,3.0663780663780664,3.978881572361108e-79,0.125,1.2628096697646077e-78
glioma_mibitof:Stanford_TA551_R3C1_whole_cell.tiff,glioma_mibitof,0.00025688391156266234,5.209656925031767,3.4354822982470427e-22,0.125,3.630799058350428e-22
glioma_mibitof:Stanford_TA551_R3C2_whole_cell.tiff,glioma_mibitof,0.00026428354218608057,3.2886723507917175,1.8822086799699648e-56,0.125,3.608433215191037e-56
glioma_mibitof:Stanford_TA551_R3C3_whole_cell.tiff,glioma_mibitof,0.00045213713182777333,2.8875110717449073,1.840128192446537e-82,0.125,6.493469316396084e-82
glioma_mibitof:Stanford_TA551_R3C4_whole_cell.tiff,glioma_mibitof,0.00015155008598245767,4.224598930481283,4.63258212523984e-39,0.125,6.206586862773067e-39
glioma_mibitof:Stanford_TA551_R4C1_whole_cell.tiff,glioma_mibitof,0.00031481740590457536,3.3435426237876467,1.7094651406191067e-67,0.125,4.2471437025882824e-67
glioma_mibitof:Stanford_TA551_R4C2_whole_cell.tiff,glioma_mibitof,0.00016240839770251535,3.400309119010819,3.8020234171439e-32,0.125,4.6237224033257005e-32
glioma_mibitof:Stanford_TA551_R4C3_whole_cell.tiff,glioma_mibitof,0.0003115287210774721,3.2782653588022717,1.3564040936693501e-65,0.125,3.23115940848923e-65
glioma_mibitof:Stanford_TA551_R5C1_whole_cell.tiff,glioma_mibitof,0.0002948364784155727,3.461433633142546,7.527003476517968e-69,0.125,1.8972422806429066e-68
glioma_mibitof:Stanford_TA551_R5C2_whole_cell.tiff,glioma_mibitof,0.000367520853656881,4.663677130044843,8.449431579905382e-25,0.125,9.191074477201152e-25
glioma_mibitof:Stanford_TA551_R5C3_whole_cell.tiff,glioma_mibitof,0.0006408042669122444,2.276992368322282,8.216637187693636e-99,0.125,4.805347928308469e-98
glioma_mibitof:Stanford_TA551_R6C1_whole_cell.tiff,glioma_mibitof,0.00020376491215599862,6.212424849699398,1.8280964673447761e-16,0.125,1.8602623875913116e-16
glioma_mibitof:Stanford_TA551_R6C2_whole_cell.tiff,glioma_mibitof,0.0003138590576369815,3.4314980793854035,1.678583557196895e-70,0.125,4.446324384330706e-70
glioma_mibitof:Stanford_TA551_R6C3_whole_cell.tiff,glioma_mibitof,0.0005591962141410037,2.466657105980209,2.0568994714962783e-86,0.125,8.203955363324236e-86
glioma_mibitof:Stanford_TA551_R6C4_whole_cell.tiff,glioma_mibitof,0.0002595016368287796,3.5027898326100435,2.2821324204882658e-57,0.125,4.482452546657141e-57
glioma_mibitof:Stanford_TA551_R7C1_whole_cell.tiff,glioma_mibitof,0.00017853714401603807,4.162895927601809,7.073116838963236e-47,0.125,1.0940734961903014e-46
glioma_mibitof:Stanford_TA551_R7C2_whole_cell.tiff,glioma_mibitof,0.00042116072567167587,2.89468672633784,1.614607327059199e-74,0.125,4.630320185863984e-74
glioma_mibitof:Stanford_TA551_R7C3_whole_cell.tiff,glioma_mibitof,0.00013292633241852503,4.993909866017052,3.822962595281034e-40,0.125,5.209036729957534e-40
glioma_mibitof:Stanford_TA551_R7C4_whole_cell.tiff,glioma_mibitof,0.0004379902545372342,2.5096171459974355,3.245954853907414e-73,0.125,8.915670192394771e-73
glioma_mibitof:Stanford_TA551_R8C1_whole_cell.tiff,glioma_mibitof,0.00010039307009213586,5.605199025182778,2.8060355699365233e-29,0.125,3.249258095999912e-29
glioma_mibitof:Stanford_TA551_R8C2_whole_cell.tiff,glioma_mibitof,0.00019905208041799978,4.2458552365547915,1.912726714298703e-55,0.125,3.555622338544554e-55
glioma_mibitof:Stanford_TA551_R8C3_whole_cell.tiff,glioma_mibitof,0.00010471606575016092,5.499612703330752,5.531424086549944e-37,0.125,7.1708748120778236e-37
glioma_mibitof:Stanford_TA551_R8C4_whole_cell.tiff,glioma_mibitof,0.00011900991429366656,5.320600272851296,6.407534724906784e-39,0.125,8.551594421317899e-39
glioma_mibitof:Stanford_TA551_R8C5_whole_cell.tiff,glioma_mibitof,0.0002001967483833394,3.93574297188755,3.662177369307923e-51,0.125,6.270274081331493e-51
glioma_mibitof:Stanford_TA551_R98C2_whole_cell.tiff,glioma_mibitof,0.0004300640766610864,4.9167927382753405,1.0953521158515465e-33,0.125,1.3558401338899642e-33
glioma_mibitof:Stanford_TA551_R98C3_whole_cell.tiff,glioma_mibitof,0.0014185946832288375,1.6469261139311901,9.5293442742218e-177,0.125,3.200015286924159e-175
glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,glioma_mibitof,0.0012211752799814464,1.6705974842767295,6.234144602927526e-156,0.125,1.0816240886079258e-154
glioma_mibitof:Stanford_TA551_R99C2_whole_cell.tiff,glioma_mibitof,0.0016267961842405378,1.5687238750922057,6.1973060719279415e-195,0.125,8.346948819500837e-193
glioma_mibitof:Stanford_TA551_R99C3_whole_cell.tiff,glioma_mibitof,0.001332689651666054,1.646337799675539,1.3898739163206018e-168,0.125,3.364787783464527e-167
glioma_mibitof:Stanford_TA551_R9C1_whole_cell.tiff,glioma_mibitof,0.00026820617008294274,3.6537885594489365,1.18825305124704e-61,0.125,2.5663307600584412e-61
glioma_mibitof:Stanford_TA551_R9C2_whole_cell.tiff,glioma_mibitof,0.0002835323727397034,3.3739722143464697,2.499528701183022e-62,0.125,5.52443604656375e-62
glioma_mibitof:Stanford_TA551_R9C3_whole_cell.tiff,glioma_mibitof,0.00040241448692152917,5.140961857379768,1.5933371061721332e-34,0.125,1.9864238652996294e-34
glioma_mibitof:Stanford_TA551_R9C4_whole_cell.tiff,glioma_mibitof,0.00018571998997112053,7.869481765834934,1.2752823590915538e-19,0.125,1.3249190976190694e-19
glioma_mibitof:Stanford_TA551_R9C5_whole_cell.tiff,glioma_mibitof,0.0004293693419274253,2.242152466367713,2.79129151522057e-62,0.125,6.156217091831809e-62
glioma_mibitof:Stanford_TA552_R10C1_whole_cell.tiff,glioma_mibitof,0.0004134527549887128,2.818270165208941,2.5977177295601997e-65,0.125,6.0905949470093875e-65
glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,glioma_mibitof,0.0011470653230311858,1.3700574998225312,1.9093848057622494e-115,0.125,1.6292373629495915e-114
glioma_mibitof:Stanford_TA552_R10C4_whole_cell.tiff,glioma_mibitof,0.0006214428992350734,2.4648341721512455,8.30615458948476e-98,0.125,4.803726070918686e-97
glioma_mibitof:Stanford_TA552_R10C5_whole_cell.tiff,glioma_mibitof,0.00030915565304641645,3.197296594749155,1.0753899936215347e-63,0.125,2.4550021564912666e-63
glioma_mibitof:Stanford_TA552_R1C1_whole_cell.tiff,glioma_mibitof,0.00032035267829598507,3.0925221799746514,2.3345335980296625e-59,0.125,4.783955660529289e-59
glioma_mibitof:Stanford_TA552_R1C2_whole_cell.tiff,glioma_mibitof,0.00032504095922985876,3.1581544534912407,1.6941936788742676e-68,0.125,4.239556778144501e-68
glioma_mibitof:Stanford_TA552_R1C4_whole_cell.tiff,glioma_mibitof,0.00033757817725992896,3.5697287006187532,1.2121188701125595e-70,0.125,3.235424984069678e-70
glioma_mibitof:Stanford_TA552_R2C2_whole_cell.tiff,glioma_mibitof,0.00035085926945967915,2.77141548327989,1.2375203061478978e-54,0.125,2.256144726269635e-54
glioma_mibitof:Stanford_TA552_R2C3_whole_cell.tiff,glioma_mibitof,0.00042520432830666516,2.9816946593696927,5.290681404118783e-79,0.125,1.658915464363751e-78
glioma_mibitof:Stanford_TA552_R2C4_whole_cell.tiff,glioma_mibitof,0.00028874542749791774,2.5619604566972987,4.1156989371627733e-50,0.125,6.822360817812814e-50
glioma_mibitof:Stanford_TA552_R3C1_whole_cell.tiff,glioma_mibitof,0.0005563727344151721,2.50356520361274,1.1456851521050098e-87,0.125,4.809105819924658e-87
glioma_mibitof:Stanford_TA552_R3C2_whole_cell.tiff,glioma_mibitof,0.00041149597381781887,2.9308323563892147,1.4087121147322058e-76,0.125,4.189912318389218e-76
glioma_mibitof:Stanford_TA552_R3C3_whole_cell.tiff,glioma_mibitof,0.0003109429861022218,2.9862579281183934,1.8900844518631492e-65,0.125,4.47176798724895e-65
glioma_mibitof:Stanford_TA552_R3C4_whole_cell.tiff,glioma_mibitof,0.0006274108621583125,2.4499170600995277,3.2886859183323822e-99,0.125,1.95629830913372e-98
glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,glioma_mibitof,0.000793421362354817,1.9483141530385624,8.475484754652752e-109,0.125,6.1270691872177185e-108
glioma_mibitof:Stanford_TA552_R4C2_whole_cell.tiff,glioma_mibitof,0.00037441817764296805,2.9802744425385934,1.58513190088659e-66,0.125,3.864455055791429e-66
glioma_mibitof:Stanford_TA552_R4C3_whole_cell.tiff,glioma_mibitof,0.0001731107983064724,3.4703683929524822,4.193960276193798e-30,0.125,4.950014339589278e-30
glioma_mibitof:Stanford_TA552_R4C4_whole_cell.tiff,glioma_mibitof,0.0011850988205582046,1.7778679104982087,3.624134843171203e-154,0.125,6.085039309260036e-153
glioma_mibitof:Stanford_TA552_R5C1_whole_cell.tiff,glioma_mibitof,0.0006720417226501779,2.3846428997257663,1.0193410993208723e-108,0.125,7.268041673924849e-108
glioma_mibitof:Stanford_TA552_R5C2_whole_cell.tiff,glioma_mibitof,0.0004882777387059705,2.9252259654889072,4.122291647512179e-83,0.125,1.4952284338188772e-82
glioma_mibitof:Stanford_TA552_R5C4_whole_cell.tiff,glioma_mibitof,0.00011341816146757334,4.949784791965567,7.904110609484366e-34,0.125,9.83056050713647e-34
glioma_mibitof:Stanford_TA552_R6C1_whole_cell.tiff,glioma_mibitof,0.00022423336769979493,3.5547576301615798,9.66213945849082e-48,0.125,1.5170870552472013e-47
glioma_mibitof:Stanford_TA552_R6C2_whole_cell.tiff,glioma_mibitof,0.0004190377800054051,3.176425564485266,8.910995909568972e-86,0.125,3.487348399195977e-85
glioma_mibitof:Stanford_TA552_R6C3_whole_cell.tiff,glioma_mibitof,0.00015188153144571543,4.25531914893617,4.1155770314312556e-40,0.125,5.600412666300571e-40
glioma_mibitof:Stanford_TA552_R6C4_whole_cell.tiff,glioma_mibitof,0.00023024317128941926,3.8811188811188813,2.549950419443173e-52,0.125,4.446395957521513e-52
glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,glioma_mibitof,0.00047510115365964454,2.2439682807491144,1.362558418092272e-71,0.125,3.674671795943148e-71
glioma_mibitof:Stanford_TA552_R7C2_whole_cell.tiff,glioma_mibitof,0.00019152376692492412,3.8687973086627423,1.2263862240177114e-43,0.125,1.8006601681275565e-43
glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,glioma_mibitof,0.00040685305305999747,2.676977989292088,4.232851200946067e-55,0.125,7.771425220784578e-55
glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,glioma_mibitof,0.000943254056387761,1.9697741552046188,1.0374647088026674e-130,0.125,1.1250007936078926e-129
glioma_mibitof:Stanford_TA552_R8C1_whole_cell.tiff,glioma_mibitof,0.00023982178363614432,3.163917872770111,6.104951185095763e-47,0.125,9.457223487626026e-47
glioma_mibitof:Stanford_TA552_R8C2_whole_cell.tiff,glioma_mibitof,0.00015778240975261379,3.054662379421222,6.389265269187229e-29,0.125,7.333214052066048e-29
glioma_mibitof:Stanford_TA552_R8C4_whole_cell.tiff,glioma_mibitof,0.0005560161764086381,2.24622030237581,2.1439447532506958e-83,0.125,7.914349248702038e-83
glioma_mibitof:Stanford_TA552_R8C5_whole_cell.tiff,glioma_mibitof,0.00011226537987314012,5.074626865671641,2.765727642514019e-10,0.125,2.781760846238738e-10
glioma_mibitof:Stanford_TA552_R98C2_whole_cell.tiff,glioma_mibitof,0.0002992043611375044,2.615260177945538,2.831290769105642e-42,0.125,4.010032232161869e-42
glioma_mibitof:Stanford_TA552_R98C3_whole_cell.tiff,glioma_mibitof,0.0013681259368583903,1.4266424000469675,5.008800454088815e-148,0.125,7.90024435258554e-147
glioma_mibitof:Stanford_TA552_R99C1_whole_cell.tiff,glioma_mibitof,0.00031878423010995444,3.803131991051454,2.0904141400230678e-18,0.125,2.1524442331988264e-18
glioma_mibitof:Stanford_TA552_R99C2_whole_cell.tiff,glioma_mibitof,0.0016053381382577425,1.5185461787403536,2.611153577140238e-186,0.125,1.6988817961268675e-184
glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,glioma_mibitof,0.0012934446136757078,1.4794181367997525,8.138875002560415e-145,0.125,1.1933195602345625e-143
glioma_mibitof:Stanford_TA552_R9C2_whole_cell.tiff,glioma_mibitof,0.00022987749942066628,3.683598293912369,1.6078288269410894e-41,0.125,2.255727505182849e-41
glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,glioma_mibitof,0.0003353465311409644,3.5910940866650707,4.764710158222971e-80,0.125,1.5846847523035506e-79
glioma_mibitof:Stanford_TA552_R9C4_whole_cell.tiff,glioma_mibitof,0.00037537699499928806,2.672082086361693,2.1391355966497914e-64,0.125,4.948533680249851e-64
glioma_mibitof:Stanford_TA552_R9C5_whole_cell.tiff,glioma_mibitof,0.0004904347259411459,2.6819296811120195,1.8460020496740418e-86,0.125,7.39110820657953e-86
glioma_mibitof:UCLA_R1C1_whole_cell.tiff,glioma_mibitof,0.00026979944188687896,3.695976154992549,9.842189652609623e-62,0.125,2.1300871992446193e-61
glioma_mibitof:UCLA_R1C4_whole_cell.tiff,glioma_mibitof,9.438860919224966e-05,5.43103448275862,1.674225013051629e-27,0.125,1.884181879553239e-27
glioma_mibitof:UCLA_R1C5_whole_cell.tiff,glioma_mibitof,0.0002800772812042988,3.583715596330275,6.023313473662317e-66,0.125,1.4480991515202012e-65
glioma_mibitof:UCLA_R3C3_whole_cell.tiff,glioma_mibitof,0.0005464980995953854,2.785515320334262,6.865918317439684e-96,0.125,3.628132471296807e-95
glioma_mibitof:UCLA_R3C4_whole_cell.tiff,glioma_mibitof,0.0002562550957093587,3.455859252277725,1.2364365420108527e-57,0.125,2.44237275186584e-57
glioma_mibitof:UCLA_R3C5_whole_cell.tiff,glioma_mibitof,0.00019093869787013286,4.050632911392405,3.805492069217962e-45,0.125,5.783236852636348e-45
glioma_mibitof:UCLA_R4C1_whole_cell.tiff,glioma_mibitof,0.0005125816851304713,2.0576855434400283,5.058674175645269e-64,0.125,1.1650619063820188e-63
glioma_mibitof:UCLA_R4C4_whole_cell.tiff,glioma_mibitof,0.00021093981839040454,3.3626289644631253,4.628973478566663e-51,0.125,7.899608838012945e-51
glioma_mibitof:UCLA_R5C1_whole_cell.tiff,glioma_mibitof,0.00025766949911539856,3.7083203490183863,3.4225354280863107e-60,0.125,7.125718761275698e-60
glioma_mibitof:UCLA_R5C3_whole_cell.tiff,glioma_mibitof,0.0003838183892134095,2.6755852842809364,2.1812882091243533e-70,0.125,5.76325133426003e-70
glioma_mibitof:UCLA_R5C4_whole_cell.tiff,glioma_mibitof,0.00023058170894397895,3.909249563699826,7.337948608827778e-56,0.125,1.3863529041360648e-55
glioma_mibitof:UCLA_R5C5_whole_cell.tiff,glioma_mibitof,0.0001742813953170157,3.414634146341464,4.0311530812625873e-28,0.125,4.571274899340254e-28
glioma_mibitof:UCLA_R6C1_whole_cell.tiff,glioma_mibitof,0.00022506310404729683,3.614889047959914,5.2059966553637217e-54,0.125,9.376198128431893e-54
glioma_mibitof:UCLA_R6C3_whole_cell.tiff,glioma_mibitof,0.00022855010499395168,3.4859154929577465,5.069162802667119e-42,0.125,7.15040444116053e-42
glioma_mibitof:UCLA_R6C4_whole_cell.tiff,glioma_mibitof,0.0005383759455736916,2.2798390701832814,1.0790379603389653e-77,0.125,3.2940718965186595e-77
glioma_mibitof:UCLA_R6C5_whole_cell.tiff,glioma_mibitof,0.00023979764487064317,7.3426573426573425,2.219616236128636e-15,0.125,2.252066765896599e-15
glioma_mibitof:UCLA_R7C1_whole_cell.tiff,glioma_mibitof,0.00040573723487315135,2.973240832507433,1.818647793586664e-74,0.125,5.172711347332561e-74
glioma_mibitof:UCLA_R7C4_whole_cell.tiff,glioma_mibitof,0.0013534270166457867,1.6972205795387343,1.6099674433810105e-169,0.125,4.1899402713990795e-168
glioma_mibitof:UCLA_R7C5_whole_cell.tiff,glioma_mibitof,0.0004662364321844015,3.044899363495613,7.066268869524263e-82,0.125,2.427718116559326e-81
glioma_mibitof:UCLA_R98C2_whole_cell.tiff,glioma_mibitof,0.0003057727008051295,3.4954007884362683,1.1089939372743441e-60,0.125,2.3417093077131686e-60
glioma_mibitof:UCLA_R98C3_whole_cell.tiff,glioma_mibitof,0.001584514458814113,1.507892480710071,1.0179921550840113e-186,0.125,7.064865556283038e-185
glioma_mibitof:UCLA_R99C2_whole_cell.tiff,glioma_mibitof,0.0016660880640387327,1.493253949200557,4.1531292945948203e-191,0.125,4.803786217414675e-189
glioma_mibitof:UCLA_R99C3_whole_cell.tiff,glioma_mibitof,0.0003652485764778478,3.0123131046613896,8.076648139346059e-64,0.125,1.847866090782252e-63
glioma_mibitof:UCSF_TA1_R1C2_whole_cell.tiff,glioma_mibitof,0.00021738504506060868,3.5198221563542056,1.970343624942292e-56,0.125,3.7704553558178787e-56
