,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.8824344789991398,0.9276264930066167,0.5985428627714042,-0.1986068621320644,1,delaunay,uniform,5000,,
closeness,0.28555917266657865,0.5436782648433944,0.25387073583174163,-0.758995444122988,1,delaunay,uniform,5000,,
betweenness,0.457881010154599,0.64154622311856,0.45924389720676473,-0.1667773582840912,1,delaunay,uniform,5000,,
harmonic,0.4294074581128247,0.6702171558698203,0.3997759983123611,-0.6898660425503055,1,delaunay,uniform,5000,,
clustering,0.9271768034830455,0.9271768034830455,0.6069072386283925,0.22086674843330104,1,delaunay,uniform,5000,,
pagerank,0.8934654615657538,0.9300593537755184,0.713021201050215,-0.2399684353861771,1,delaunay,uniform,5000,,
degree,0.9683300022955678,0.9794865335624997,0.6363566647368675,-0.1767345118639354,2,delaunay,uniform,5000,,
closeness,0.12952124657072073,0.6607579921383435,0.03633718781478109,-0.432520770067516,2,delaunay,uniform,5000,,
betweenness,0.6345287422456214,0.7970032705305734,0.6315144151211596,-0.09126582742421654,2,delaunay,uniform,5000,,
harmonic,0.32498931452771695,0.7822161922275283,0.23866445030240002,-0.7734270843340374,2,delaunay,uniform,5000,,
clustering,0.9807218154841679,0.9807218154841679,0.6540048321800028,0.22188521525498478,2,delaunay,uniform,5000,,
pagerank,0.9718240016238076,0.9800552564140346,0.776680390146216,-0.21897198537789517,2,delaunay,uniform,5000,,
degree,0.9201900364219889,0.9392274815333248,0.18233877400966164,0.5321977940527061,1,knn,uniform,5000,5.0,
closeness,0.5207532170158413,0.5737211716533752,0.23293368327029262,-0.007445348938657122,1,knn,uniform,5000,5.0,
betweenness,0.7396765944454882,0.7919154526422072,0.6952011688258488,0.2995750111646403,1,knn,uniform,5000,5.0,
harmonic,0.5458864512310497,0.7646417877441016,0.1966043139467784,0.6686302032754131,1,knn,uniform,5000,5.0,
clustering,0.9051532329852643,0.922317980870383,0.31189858662299674,0.5243723242574898,1,knn,uniform,5000,5.0,
pagerank,0.9128798611185913,0.9309814917501444,0.014361104631405164,0.628775162308238,1,knn,uniform,5000,5.0,
degree,0.9736056670873126,0.9789003254780931,0.1947257791466074,0.5459317633030201,2,knn,uniform,5000,5.0,
closeness,0.135993569382002,0.7493002046130376,-0.10999135422375711,0.007792174489124084,2,knn,uniform,5000,5.0,
betweenness,0.827376658770075,0.833245578334082,0.7501197574319223,0.11444762375613793,2,knn,uniform,5000,5.0,
harmonic,0.29951043290917323,0.9126015261822737,0.45557248452215615,0.5753745157307828,2,knn,uniform,5000,5.0,
clustering,0.9656551214616957,0.9743278236331582,0.30353307478520064,0.5735194106690522,2,knn,uniform,5000,5.0,
pagerank,0.9707133577964542,0.9754332633243462,-0.0006347116946220609,0.6571114583234476,2,knn,uniform,5000,5.0,
degree,0.8722719579402138,0.9135215727723613,0.06735024268205905,0.5538837660501357,1,knn,uniform,5000,10.0,
closeness,0.2955742645841587,0.602738766203758,0.6476802752227508,0.9433738358427374,1,knn,uniform,5000,10.0,
betweenness,0.7269758113111041,0.7768860054621216,0.7227994267179474,0.4469715164704898,1,knn,uniform,5000,10.0,
harmonic,0.29500545034740916,0.68607138288391,0.7420070052308566,0.7589946677507233,1,knn,uniform,5000,10.0,
clustering,0.8189552005878035,0.9123147231332932,0.26789853495022287,0.6846960492451568,1,knn,uniform,5000,10.0,
pagerank,0.8601037059825187,0.897811480753665,-0.07607466331008053,0.6632256710316741,1,knn,uniform,5000,10.0,
degree,0.9635192615709269,0.9744584363480431,0.11111544759656727,0.6075152307755771,2,knn,uniform,5000,10.0,
closeness,-0.1750161513343698,0.7420499885845613,0.6220265445789596,0.9605098694618481,2,knn,uniform,5000,10.0,
betweenness,0.8202499994920398,0.8269680482722784,0.7716754417830485,0.18681062502721132,2,knn,uniform,5000,10.0,
harmonic,0.08126881991410874,0.8958381933547761,0.5644501644331782,0.8585277339861508,2,knn,uniform,5000,10.0,
clustering,0.9249883456974738,0.9675971493757456,0.238393582020628,0.7528131530990373,2,knn,uniform,5000,10.0,
pagerank,0.9591834946806681,0.9698848479223254,-0.17760822606787122,0.718873460004892,2,knn,uniform,5000,10.0,
degree,0.8157350887390505,0.88389097586641,0.0225347860547391,0.6528142182337593,1,knn,uniform,5000,15.0,
closeness,0.3081257205684753,0.6652423001966818,0.5014463820149082,0.9731353548664332,1,knn,uniform,5000,15.0,
betweenness,0.627312428831023,0.71436898505355,0.6691638591509944,0.5864893573366599,1,knn,uniform,5000,15.0,
harmonic,0.18261302246433003,0.7467501569166861,0.6381081619666171,0.8834499920083575,1,knn,uniform,5000,15.0,
clustering,0.7134208194363202,0.901927802000158,0.19989195260614284,0.8444413041652075,1,knn,uniform,5000,15.0,
pagerank,0.7932503003889908,0.8587451093522882,-0.23670992013616432,0.767965185688803,1,knn,uniform,5000,15.0,
degree,0.9312745909589855,0.9557425616848578,0.04824506963227823,0.6456505098988431,2,knn,uniform,5000,15.0,
closeness,0.10565877312512448,0.7862680538928335,0.4358469771895569,0.9686571666557795,2,knn,uniform,5000,15.0,
betweenness,0.7597714023654842,0.7639122713880964,0.7022487711214109,0.17253907903465032,2,knn,uniform,5000,15.0,
harmonic,0.2936391530853663,0.918678825793406,0.5140654367066159,0.8748555063354231,2,knn,uniform,5000,15.0,
clustering,0.8944488982095813,0.9637232498678099,0.2101752988741214,0.8270265691383447,2,knn,uniform,5000,15.0,
pagerank,0.9244562944979999,0.9480640044091313,-0.2592493024723711,0.7387463951794448,2,knn,uniform,5000,15.0,
degree,0.981418777532122,0.9868257437288359,0.4624448414069735,0.8338076895095992,1,rnn,uniform,5000,,0.05
closeness,,,,,1,rnn,uniform,5000,,0.05
betweenness,0.7571108062475053,0.7644538972514601,0.20848371793538775,0.32312175722160913,1,rnn,uniform,5000,,0.05
harmonic,0.9541294413987642,0.96411922161801,-0.0498433487831881,0.6920795240073848,1,rnn,uniform,5000,,0.05
clustering,0.9824671784150201,0.9795436387724019,0.6738044720892991,0.5296697577556622,1,rnn,uniform,5000,,0.05
pagerank,0.9727267592835194,0.9790089336016937,0.5461266766832988,0.6495078752917951,1,rnn,uniform,5000,,0.05
degree,0.9951864875596931,0.9926587417479474,0.4461464867484093,0.9001053453813027,2,rnn,uniform,5000,,0.05
closeness,,,,,2,rnn,uniform,5000,,0.05
betweenness,0.9984489289253586,0.9965083730428259,0.8259006244053657,0.5952792135924625,2,rnn,uniform,5000,,0.05
harmonic,0.9840747340537048,0.9892064901878788,0.10922352450289766,0.8607302839737145,2,rnn,uniform,5000,,0.05
clustering,0.9924305924009698,0.9924305924009698,0.5255236426143881,0.7037918043731087,2,rnn,uniform,5000,,0.05
pagerank,0.9940131191779618,0.995786120275395,0.5127546953431301,0.8002003865676535,2,rnn,uniform,5000,,0.05
degree,0.942448970510995,0.9816091145145496,0.22267107535070846,0.9829722359945221,1,rnn,uniform,5000,,0.1
closeness,0.01722132087320738,0.6219808290663531,0.07253984814565867,0.9967873709119142,1,rnn,uniform,5000,,0.1
betweenness,0.719069670938694,0.8261387536177884,0.33275124373082066,0.8498037749418392,1,rnn,uniform,5000,,0.1
harmonic,0.3068363287854976,0.9143194503115827,0.14395024747294533,0.9929053371479102,1,rnn,uniform,5000,,0.1
clustering,0.8674642630045668,0.906805779185516,0.3112321373481486,0.9474973956362006,1,rnn,uniform,5000,,0.1
pagerank,0.9214999658526275,0.96349497769309,0.2498224471421039,0.9721974931027225,1,rnn,uniform,5000,,0.1
degree,0.9611010180430881,0.9893591946182942,0.23825471030037837,0.9681234866329453,2,rnn,uniform,5000,,0.1
closeness,0.4681096834348406,0.8796850673480268,0.2842364458261849,0.9963386140336701,2,rnn,uniform,5000,,0.1
betweenness,0.891746101299834,0.9082036347490609,0.6902082694710971,0.6299627829706079,2,rnn,uniform,5000,,0.1
harmonic,0.49556768766863785,0.9620575204812267,0.32784286204220725,0.9887927383618275,2,rnn,uniform,5000,,0.1
clustering,0.9531196644333377,0.9750821103045777,0.37713504391967173,0.9063904275816781,2,rnn,uniform,5000,,0.1
pagerank,0.9544758853008259,0.9818342879587018,0.31575957664642673,0.9373654455542526,2,rnn,uniform,5000,,0.1
degree,0.8161331384070807,0.966407910666035,0.16257481120422576,0.9869184518272046,1,rnn,uniform,5000,,0.15
closeness,-0.3387794406583881,0.5610007582160874,0.2706880014185715,0.9975637853239703,1,rnn,uniform,5000,,0.15
betweenness,0.5980885778879154,0.8041522873286345,0.5146611960981331,0.8740575474536154,1,rnn,uniform,5000,,0.15
harmonic,-0.060541418369441075,0.8317603626679297,0.19290459368539237,0.9955577324351625,1,rnn,uniform,5000,,0.15
clustering,0.7013107448704254,0.892977102165587,0.2436387010179126,0.9634546955580705,1,rnn,uniform,5000,,0.15
pagerank,0.7779300200016752,0.9200313220171551,0.22166094741975773,0.9730295358444079,1,rnn,uniform,5000,,0.15
degree,0.9182209434905496,0.991422943510739,0.12545019719908226,0.9920884670294964,2,rnn,uniform,5000,,0.15
closeness,0.5320771134436172,0.8384237290986927,0.21170603422295065,0.9991713029623583,2,rnn,uniform,5000,,0.15
betweenness,0.8566286444610536,0.8805963507190944,0.33520338337701866,0.8652224400655621,2,rnn,uniform,5000,,0.15
harmonic,0.418349144719823,0.9651882597411277,0.18721716941280403,0.9980211127312748,2,rnn,uniform,5000,,0.15
clustering,0.8807450341911993,0.9758899005773121,0.22074105047411163,0.9806172755115183,2,rnn,uniform,5000,,0.15
pagerank,0.8924178826186462,0.9737439568574673,0.18165140165152016,0.9855078418383756,2,rnn,uniform,5000,,0.15
degree,0.9307285828064924,0.95641708375931,0.585397953872681,-0.16251652481736445,1,delaunay,kappa=1,5000,,
closeness,0.09200936977789068,0.28194289526257377,-0.04777453058456191,-0.14226860420106738,1,delaunay,kappa=1,5000,,
betweenness,0.4463623018372197,0.6157065552417067,0.4441816110753719,-0.15460529291955502,1,delaunay,kappa=1,5000,,
harmonic,0.2633589527276208,0.5534208753685492,0.11688740852146703,-0.6694914375812338,1,delaunay,kappa=1,5000,,
clustering,0.957346352304767,0.957351499728908,0.6489739809148802,0.2289529713616584,1,delaunay,kappa=1,5000,,
pagerank,0.9381525740027767,0.9583836164756193,0.7591190288635342,-0.24258594430603975,1,delaunay,kappa=1,5000,,
degree,0.9759968254149038,0.9823481945403837,0.5106943245151112,-0.11672937669867972,2,delaunay,kappa=1,5000,,
closeness,0.34765783901723607,0.705969255593995,-0.2075264361518553,0.311214131980068,2,delaunay,kappa=1,5000,,
betweenness,0.695926898407755,0.7530555526332707,0.6958832019405814,-0.10958995319372858,2,delaunay,kappa=1,5000,,
harmonic,0.43785830902888967,0.8210066825290355,0.19755470708398054,-0.7206866624233643,2,delaunay,kappa=1,5000,,
clustering,0.9870545781126996,0.9870545781126996,0.6083729180224853,0.19953717622406586,2,delaunay,kappa=1,5000,,
pagerank,0.9785243355133356,0.983384510076839,0.7960316446588844,-0.25660236611767984,2,delaunay,kappa=1,5000,,
degree,0.9454335997903648,0.9569829258366076,0.2223741282443537,0.35470792569587856,1,knn,kappa=1,5000,5.0,
closeness,-0.1521171663884507,0.3234775360006219,-0.30860592042530466,-0.13840561395685516,1,knn,kappa=1,5000,5.0,
betweenness,0.647782914078294,0.7232266543383383,0.6702366265472108,0.26624123293139923,1,knn,kappa=1,5000,5.0,
harmonic,0.1828384889284144,0.665211556562632,0.20196198125538406,0.35331095179590083,1,knn,kappa=1,5000,5.0,
clustering,0.8951500813518314,0.9211687281212395,0.2833667327205719,0.39013860757690655,1,knn,kappa=1,5000,5.0,
pagerank,0.9382147223573711,0.9492232515332013,0.1526847270161344,0.5434387308466253,1,knn,kappa=1,5000,5.0,
degree,0.9581573260439108,0.9621358556268748,0.21202509196437017,0.29126714504615153,2,knn,kappa=1,5000,5.0,
closeness,0.5713874492917574,0.36848370334152286,-0.27860695883108855,0.23126925758611633,2,knn,kappa=1,5000,5.0,
betweenness,0.8770861183434653,0.8924732056873572,0.8660314725011788,0.008037022764798066,2,knn,kappa=1,5000,5.0,
harmonic,0.5903590808643836,0.740556312992982,0.31866548858154925,-0.23819273877253894,2,knn,kappa=1,5000,5.0,
clustering,0.9293589657636669,0.9480761254740697,0.3321558358398279,0.37199379997502,2,knn,kappa=1,5000,5.0,
pagerank,0.9545068473218234,0.9652314653254004,0.1562372039654425,0.5501452591552141,2,knn,kappa=1,5000,5.0,
degree,0.8270121993941995,0.8736189481758536,0.1030337358863571,0.5248203456642834,1,knn,kappa=1,5000,10.0,
closeness,0.04867306978600664,0.14488948818322464,0.5599743274476308,0.853296287742892,1,knn,kappa=1,5000,10.0,
betweenness,0.5233616923888835,0.638058078603414,0.5967272441518887,0.5338518756751287,1,knn,kappa=1,5000,10.0,
harmonic,0.058138315360587084,0.4050415843080539,0.5069622175915092,0.6528876588840888,1,knn,kappa=1,5000,10.0,
clustering,0.7311474633860255,0.8348396233400124,0.21963723984835584,0.7322400717019899,1,knn,kappa=1,5000,10.0,
pagerank,0.8106151614889309,0.8530827448122655,-0.1479577359061336,0.7309904676788836,1,knn,kappa=1,5000,10.0,
degree,0.9578691380609493,0.9746290236413784,0.1455465441256974,0.30125414043716514,2,knn,kappa=1,5000,10.0,
closeness,0.13389738548715718,0.48454166894069284,-0.15336714152695233,0.09749255713385949,2,knn,kappa=1,5000,10.0,
betweenness,0.8073112743953108,0.8180699010305883,0.7962510737748212,0.04951888507160618,2,knn,kappa=1,5000,10.0,
harmonic,0.26027369943661105,0.7018497499160914,0.20832251877582492,0.5540053200994074,2,knn,kappa=1,5000,10.0,
clustering,0.9406834765397296,0.9717233765818618,0.22479394857150248,0.4754008747822392,2,knn,kappa=1,5000,10.0,
pagerank,0.95484947212334,0.9708393285472738,0.01735303983383577,0.5835412016233226,2,knn,kappa=1,5000,10.0,
degree,0.843368658515002,0.9086783411008301,0.0712754657094541,0.5206457772149644,1,knn,kappa=1,5000,15.0,
closeness,0.5459084014398572,0.49159494938782394,-0.1797758890401723,0.9658141093181773,1,knn,kappa=1,5000,15.0,
betweenness,0.6993299000178035,0.7444702244861474,0.7020402780331421,0.4462805897087667,1,knn,kappa=1,5000,15.0,
harmonic,0.38575459118322586,0.695412726936596,0.14462261834625534,0.9060126411827666,1,knn,kappa=1,5000,15.0,
clustering,0.8101128482810208,0.9092376032432934,0.1895780677814457,0.7785165164954635,1,knn,kappa=1,5000,15.0,
pagerank,0.832615147117786,0.8886062265951274,-0.2055863295440482,0.7263911139077446,1,knn,kappa=1,5000,15.0,
degree,0.9083960111058318,0.9400595600996889,0.10834204371757594,0.3565230377682549,2,knn,kappa=1,5000,15.0,
closeness,0.270298439536476,0.24185539256572275,0.33541473503324437,0.18035151739713548,2,knn,kappa=1,5000,15.0,
betweenness,0.7433240678108781,0.7574331918206669,0.7149811098647998,0.11949436740785015,2,knn,kappa=1,5000,15.0,
harmonic,0.2350908693974052,0.6713697310892905,0.11540175942495842,-0.09622230372286536,2,knn,kappa=1,5000,15.0,
