,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.9197990002775216,0.943307309778927,0.6142848952097332,-0.16276278379372344,1,delaunay,uniform,5000,,
closeness,0.6391212859622624,0.4778025363115287,0.7180489843292759,-0.8123670775420689,1,delaunay,uniform,5000,,
betweenness,0.44055311899425353,0.5804923820729626,0.4412912964940272,-0.1265990462220422,1,delaunay,uniform,5000,,
harmonic,0.5613023041360257,0.6575706480649584,0.5628868138374823,-0.7090074739989456,1,delaunay,uniform,5000,,
clustering,0.9357528498087935,0.9357528498087935,0.6495721142675197,0.1631195594352141,1,delaunay,uniform,5000,,
pagerank,0.9277236288531129,0.9456373670682396,0.7658918537065033,-0.23658803950584956,1,delaunay,uniform,5000,,
degree,0.9622398253137179,0.9782653451680657,0.652301745474936,-0.19403591967828068,2,delaunay,uniform,5000,,
closeness,0.36057752715788727,0.6885025876850926,0.31784426684646694,-0.8960074949506097,2,delaunay,uniform,5000,,
betweenness,0.6305157481462528,0.8091712074129578,0.628229899725402,-0.08177563748949301,2,delaunay,uniform,5000,,
harmonic,0.3645126224214192,0.7899559725804361,0.29916744716750354,-0.8202736801892474,2,delaunay,uniform,5000,,
clustering,0.9792609576909259,0.9792609576909259,0.6887671646302785,0.24023728277226647,2,delaunay,uniform,5000,,
pagerank,0.9670386211792965,0.9794242001688765,0.7885343222542978,-0.2551124615947864,2,delaunay,uniform,5000,,
degree,0.9460673061038033,0.958343929306582,0.26686897020405587,0.5696283003767502,1,knn,uniform,5000,5.0,
closeness,-0.08974750727898934,0.6450186459103133,0.017580993819120705,0.026755532579734353,1,knn,uniform,5000,5.0,
betweenness,0.7748616825729626,0.8269334696716255,0.7282946703353563,0.3046539687766799,1,knn,uniform,5000,5.0,
harmonic,0.2573378286820854,0.8714127976244278,0.33431239957148423,0.6254664031550095,1,knn,uniform,5000,5.0,
clustering,0.8848997298498484,0.9147624434968249,0.27430919210647864,0.5053053235245895,1,knn,uniform,5000,5.0,
pagerank,0.9395844226981678,0.9502182391436984,0.054272994931981115,0.6516174643858142,1,knn,uniform,5000,5.0,
degree,0.97847821828585,0.9847008052866982,0.23943819013268886,0.5595664151546368,2,knn,uniform,5000,5.0,
closeness,0.009759282164698173,0.8163674860018771,0.003795592195851635,0.1837020264547723,2,knn,uniform,5000,5.0,
