,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.9032049272184748,0.923759387572339,0.6022553236448718,-0.16170491878950397,1,delaunay,uniform,5000,,
closeness,0.5960450782393332,0.6333262734017431,0.5669660314806164,-0.8482430469984513,1,delaunay,uniform,5000,,
betweenness,0.4409983966686247,0.5423786185662195,0.4394647985344446,-0.15111045256167238,1,delaunay,uniform,5000,,
harmonic,0.5729252266051545,0.7527466340212259,0.5071657074087953,-0.7852772548776965,1,delaunay,uniform,5000,,
clustering,0.9374449407325585,0.9374449407325585,0.6239524899880675,0.20182152475969878,1,delaunay,uniform,5000,,
pagerank,0.9112122164827996,0.9267422302310305,0.739330183682861,-0.21281724750624453,1,delaunay,uniform,5000,,
degree,0.9608868256565879,0.9608868256565879,0.6300019811754243,-0.1688303891134343,2,delaunay,uniform,5000,,
closeness,0.2607779254384103,0.6634098557559802,0.20811088242138887,-0.864564958471016,2,delaunay,uniform,5000,,
betweenness,0.5960489975280987,0.7717316722865376,0.5930034493169131,-0.0760133350268465,2,delaunay,uniform,5000,,
harmonic,0.3695539015353181,0.7426187995363809,0.34028815295633197,-0.7782106409279261,2,delaunay,uniform,5000,,
clustering,0.9758748786668086,0.9758748786668086,0.6880496876204054,0.2256391917702395,2,delaunay,uniform,5000,,
pagerank,0.965275204758351,0.965275204758351,0.7766928450188093,-0.2074811434456748,2,delaunay,uniform,5000,,
degree,0.9279660556703193,0.9437409918838668,0.1902933326870186,0.5703315260566126,1,knn,uniform,5000,5.0,
closeness,0.20936383879675424,0.7717764926566291,0.6874503940651497,0.9000634466889662,1,knn,uniform,5000,5.0,
betweenness,0.7020406540690144,0.7600895764992609,0.6558441531147285,0.27827651819751925,1,knn,uniform,5000,5.0,
harmonic,0.31340546117911056,0.8709315334741875,0.6666372694242373,0.6960911835775052,1,knn,uniform,5000,5.0,
clustering,0.8813075960842938,0.9216181605519012,0.28993841020709143,0.5587954354070295,1,knn,uniform,5000,5.0,
pagerank,0.9184022400797711,0.9347364763349014,0.0037814028475469837,0.6652808176179708,1,knn,uniform,5000,5.0,
degree,0.9762559005937554,0.979912970814381,0.19766065501740873,0.5534525510286508,2,knn,uniform,5000,5.0,
closeness,0.2621565678784624,0.8791625741137983,-0.013745923704238773,0.10864021085662075,2,knn,uniform,5000,5.0,
betweenness,0.8989391127042218,0.9046917647623387,0.8256893488205361,0.1486029280870359,2,knn,uniform,5000,5.0,
