,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.8956546780977381,0.927653481355303,0.6408110618625884,-0.19093674995443752,1,delaunay,uniform,5000,,
closeness,0.4142865301632095,0.5243241272838954,0.40651101569860126,-0.8194738940119131,1,delaunay,uniform,5000,,
betweenness,0.4019084159703059,0.5812861344421667,0.3998984960096331,-0.1275278722703553,1,delaunay,uniform,5000,,
harmonic,0.44837704965541053,0.6817470504978419,0.4059490141934193,-0.7682282826798292,1,delaunay,uniform,5000,,
clustering,0.926401200684342,0.926401200684342,0.6471726585680322,0.2307011288190364,1,delaunay,uniform,5000,,
pagerank,0.9042766756335914,0.9299200294378871,0.7498141847760464,-0.2287777440279024,1,delaunay,uniform,5000,,
degree,0.95450403306359,0.9723163335382892,0.6453529176371229,-0.18071149519613627,2,delaunay,uniform,5000,,
closeness,0.4276402442786035,0.525208508624518,0.40920416934974163,-0.8983877342780795,2,delaunay,uniform,5000,,
betweenness,0.6049368806899452,0.7368876687624806,0.6014796205443108,-0.05826024127225259,2,delaunay,uniform,5000,,
harmonic,0.371407961734153,0.6802956404909206,0.3402002875528132,-0.8275726279773019,2,delaunay,uniform,5000,,
clustering,0.977823308891403,0.977823308891403,0.6919299771157394,0.2255395235159321,2,delaunay,uniform,5000,,
pagerank,0.9593171875362687,0.9734148195148249,0.7699693488089498,-0.215891969850678,2,delaunay,uniform,5000,,
degree,0.9383014791441968,0.9529689876592821,0.21770558923505617,0.5193846518649134,1,knn,uniform,5000,5.0,
closeness,0.17417985226537716,0.6817647860300193,0.5620446714959509,0.9340681715917432,1,knn,uniform,5000,5.0,
betweenness,0.6561360187601364,0.7160040962827547,0.5987752687066008,0.3295401416425419,1,knn,uniform,5000,5.0,
harmonic,0.42703075023021947,0.8673835366490618,0.5756123803010875,0.6535994091690127,1,knn,uniform,5000,5.0,
clustering,0.9188278385940658,0.9460493886199266,0.26190327200550273,0.5777966866507905,1,knn,uniform,5000,5.0,
pagerank,0.9310408925947111,0.9445414199222186,0.05495724112329897,0.6227794229427979,1,knn,uniform,5000,5.0,
degree,0.9793387503867449,0.9822179156719973,0.22637640875749648,0.5543713991094517,2,knn,uniform,5000,5.0,
closeness,0.2941641094249988,0.9070616127262933,0.03178212868793723,0.10196013904287402,2,knn,uniform,5000,5.0,
betweenness,0.8611313021952518,0.8677428408158081,0.7823950817223309,0.11711686583218127,2,knn,uniform,5000,5.0,
harmonic,0.46986930335766397,0.9593918515737728,0.5460131639461631,0.6411737577437895,2,knn,uniform,5000,5.0,
clustering,0.9668688377006638,0.9751494198623276,0.30162923945904957,0.5853544094527323,2,knn,uniform,5000,5.0,
pagerank,0.9779057930041923,0.9798487037763126,0.012254952875153824,0.6488475584796098,2,knn,uniform,5000,5.0,
degree,0.8722970061359887,0.9173442576601888,0.11055675163850184,0.6661097045378002,1,knn,uniform,5000,10.0,
closeness,-0.05325741620823753,0.6070709635452123,0.5516746718438056,0.9756417345132756,1,knn,uniform,5000,10.0,
betweenness,0.5879499794117169,0.6892487899430628,0.6201210889015238,0.5034589742489978,1,knn,uniform,5000,10.0,
harmonic,-0.026901825157628317,0.7480175311209137,0.6401800089802763,0.9096939495311462,1,knn,uniform,5000,10.0,
clustering,0.839177120186511,0.90803696702592,0.22910736930004777,0.7629185878618042,1,knn,uniform,5000,10.0,
pagerank,0.8586902650697938,0.9016429339585714,-0.1838065875697506,0.7195818824849345,1,knn,uniform,5000,10.0,
degree,0.951999876027644,0.9637003344402342,0.10638711305156223,0.6388210252416113,2,knn,uniform,5000,10.0,
closeness,0.4727742496377533,0.7349805773991333,0.5591499064082299,0.9775120814558389,2,knn,uniform,5000,10.0,
betweenness,0.7802803264083042,0.7820194924433734,0.69982267356354,0.1898186344861281,2,knn,uniform,5000,10.0,
harmonic,0.43157158809587515,0.888165720481357,0.6778227484128407,0.8797635883142747,2,knn,uniform,5000,10.0,
clustering,0.9363351381207301,0.9625075480842614,0.25454508969959655,0.7634680714246449,2,knn,uniform,5000,10.0,
pagerank,0.9482415752143062,0.9580671133606449,-0.18676992951543037,0.7122849059332859,2,knn,uniform,5000,10.0,
degree,0.8295206006882083,0.9006994745812776,-0.0038468604741968035,0.6730415783793654,1,knn,uniform,5000,15.0,
closeness,0.3046743873326099,0.6262033423960768,0.4377165740666921,0.9785923048156073,1,knn,uniform,5000,15.0,
betweenness,0.6455038062027022,0.7203170743529075,0.6657507422867976,0.6247275369724609,1,knn,uniform,5000,15.0,
harmonic,0.2645581761023319,0.7488267799206452,0.6061996178352231,0.9109048268425483,1,knn,uniform,5000,15.0,
clustering,0.6920956149995772,0.8710622480168217,0.2538604526266175,0.8392266127375265,1,knn,uniform,5000,15.0,
pagerank,0.8103718824046322,0.8779459529375855,-0.27223681090477936,0.7775639627435245,1,knn,uniform,5000,15.0,
degree,0.9315101130561179,0.9609318350234226,0.042578120417470305,0.7044311153169387,2,knn,uniform,5000,15.0,
closeness,-0.00651089223119772,0.7362608673600819,0.5038524150415149,0.9787810178337255,2,knn,uniform,5000,15.0,
betweenness,0.7346375269512155,0.737981566688823,0.6532213028159606,0.24885082267396527,2,knn,uniform,5000,15.0,
harmonic,0.18325495731873281,0.8997592649673287,0.6367231559583135,0.9207384904428306,2,knn,uniform,5000,15.0,
clustering,0.8941520410118462,0.964930945222096,0.1796760700641457,0.8389659694892229,2,knn,uniform,5000,15.0,
pagerank,0.9243040091742519,0.9527502059818034,-0.30194633731027454,0.7613153316798356,2,knn,uniform,5000,15.0,
degree,0.9848864782244678,0.9922120789508234,0.4928053912956987,0.8350535870612501,1,rnn,uniform,5000,,0.05
closeness,,,,,1,rnn,uniform,5000,,0.05
betweenness,0.9784974727223341,0.9715638577959058,0.3331398321309087,0.343512966247679,1,rnn,uniform,5000,,0.05
harmonic,0.9698200474885177,0.9629409822837385,-0.16182006472597948,0.7498098546172578,1,rnn,uniform,5000,,0.05
clustering,0.9718950790179369,0.9718950790179369,0.6344748234068993,0.6068277090690217,1,rnn,uniform,5000,,0.05
pagerank,0.9744317492288045,0.979758937433657,0.5520819631365232,0.6163871344590622,1,rnn,uniform,5000,,0.05
degree,0.9913469256390728,0.9948819704107468,0.4148099167639298,0.893983770165459,2,rnn,uniform,5000,,0.05
closeness,,,,,2,rnn,uniform,5000,,0.05
betweenness,0.8880567329337711,0.88892707967712,0.2605451383041709,0.5353706416552803,2,rnn,uniform,5000,,0.05
harmonic,0.9608283713693389,0.9637800177852517,0.17355231995580267,0.8209477348066323,2,rnn,uniform,5000,,0.05
clustering,0.9911136356238346,0.9911136356238346,0.5168095365893028,0.706815781074585,2,rnn,uniform,5000,,0.05
pagerank,0.9849205421771743,0.9908091434134406,0.4921235347597487,0.7987934802050429,2,rnn,uniform,5000,,0.05
degree,0.9288209919291887,0.9858949712406839,0.17634060934990306,0.9866487294402475,1,rnn,uniform,5000,,0.1
closeness,0.02166572694721826,0.7692623727093441,0.3273851387763562,0.9970084972881078,1,rnn,uniform,5000,,0.1
betweenness,0.7012643666617104,0.8119669061646391,0.3692084628949511,0.8943008566655231,1,rnn,uniform,5000,,0.1
harmonic,0.31246215097122326,0.9321299471800679,0.3459236525965914,0.9936250350409792,1,rnn,uniform,5000,,0.1
clustering,0.8285939292505637,0.9237029669728323,0.23111122850138882,0.9585648844603278,1,rnn,uniform,5000,,0.1
pagerank,0.9012848909214601,0.9615545003850651,0.20772858789267973,0.97743321759564,1,rnn,uniform,5000,,0.1
degree,0.9696828145286326,0.99338105305201,0.23487398296690298,0.9695856908066012,2,rnn,uniform,5000,,0.1
closeness,0.16760871396828564,0.7606494880005238,0.5400771461456951,0.9968731102667159,2,rnn,uniform,5000,,0.1
betweenness,0.869399646526944,0.8835274055005312,0.6579724084987555,0.6925211570588305,2,rnn,uniform,5000,,0.1
