,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,constant_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
0,degree,Constant Fit,1.0986122861786698,0.0,0.0,1.0,0.0,5.961937716262976,0.9994231859188509,0.33335733086360175,0.9993750699583568,0.3333412817981125,0.9992554642246615,0.3333013873382857,,,,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
1,closeness,Exponential Saturation Fit,1.0985825152375615,0.03291495785883567,-0.07116813870088724,1.0,0.47837370242214533,,1.5014183518599902,0.3302484191959379,1.5300480120690827,0.33654573134378574,1.5148638062970925,0.3332058494602764,-0.01281316166926368,21.05765427500645,0.09642352052365008,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
2,betweenness,Michaelis-Menten Fit,1.098612049849148,3.2978990759488484e-05,-0.8658721849143185,1.0,0.02162629757785467,,1.3728451342734227,0.333170465777996,1.3728447821660557,0.3331703803264236,1.3748587974678368,0.33365915389558043,,,,-0.09666651644506477,3.2983460347861026e-05,0.10414651578984557,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
3,harmonic,Michaelis-Menten Fit,1.098519189508577,0.010006481684868536,-0.08202902783231594,1.0,0.6193771626297578,,1.2862643798395745,0.3271401213088548,1.316963916735328,0.33494804196779043,1.3286170994999043,0.3379118367233548,,,,-0.019713746856403085,0.010435561106924967,0.12729098060764718,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
4,clustering,Piecewise Linear Fit,1.09861199413892,0.033894998341612866,-0.04799284508036271,1.0,0.2647058823529412,,1.0064952760375114,0.33367257823147256,1.005288952810314,0.33327265883693336,1.0046316881332036,0.3330547629315941,,,,,,,0.06778999667234509,-0.6230382908565398,0.46113934324340516,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
5,pagerank,Constant Fit,1.0986122886353504,0.0,0.0,1.0,0.0,0.0008650519031141869,0.9983132917206284,0.3333355207893706,0.9983115732839485,0.33333494700557914,0.9982953563883498,0.33332953220505024,,,,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
0,degree,Constant Fit,1.098612284679516,0.0,0.0,1.0,0.0,5.964396284829721,0.9994966889261194,0.333373597483283,0.9993475748893302,0.333323861767867,0.9992836517470269,0.33330254074884996,,,,,,,,,,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
1,closeness,Exponential Saturation Fit,1.0985904388186114,0.034417782478031844,-0.08419492083378419,1.0,0.4852941176470588,,1.3708078694748287,0.3330394643550588,1.3836833277005065,0.33616757282765497,1.3615611515438784,0.3307929628172862,-0.014561519539142366,20.137090241660477,0.09374894500011483,,,,,,,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
2,betweenness,Michaelis-Menten Fit,1.09861204004712,4.3078407464266094e-05,-0.8900761441843468,1.0,0.01934984520123839,,1.5449365686216805,0.33316711329530463,1.5449365674468163,0.333167113041944,1.547248917608862,0.33366577366275124,,,,-0.11166321846306905,4.308625752328887e-05,0.11854758637390567,,,,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
3,harmonic,Exponential Saturation Fit,1.0985882063241053,0.02305814749859763,-0.07484327843319291,1.0,0.33900928792569657,,1.2386566597660122,0.3300648407840935,1.2572226644801743,0.33501212407011255,1.2568883344462436,0.3349230351457939,-0.016641562848411888,30.060806482796924,0.11949676940255057,,,,,,,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
4,clustering,Piecewise Linear Fit,1.0986122864964898,0.06109836829960389,-0.024700075226838918,1.0,0.4102167182662539,,1.000621293902674,0.33335034369185246,1.0006122819422871,0.33334734141705524,1.0004771253374671,0.3333023148910923,,,,,,,0.1221967365291072,-0.17431552477401185,0.441839126461737,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
5,pagerank,Constant Fit,1.098612288603758,0.0,0.0,1.0,0.0,0.0007739938080495358,0.9984932670942198,0.3333385934263828,0.9984721355903541,0.33333153885124667,0.9984671298365525,0.33332986772237055,,,,,,,,,,glioma_mibitof:Brainiaqc_R4C4_whole_cell.tiff,3853,1292
0,degree,Constant Fit,1.0986122757091374,0.0,0.0,1.0,0.0,5.955555555555556,0.9989416551281871,0.333407703895005,0.9986466598530004,0.3333092459952318,0.9985681728807978,0.33328305010976306,,,,,,,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
1,closeness,Michaelis-Menten Fit,1.0985599674131452,0.006478866048913704,-0.08597669865591236,1.0,0.4233918128654971,,1.2109077683050355,0.3289531977967678,1.2286759161983052,0.3337800634106521,1.2415106973580945,0.33726673879257996,,,,-0.018501577777641432,0.006653100025679404,0.1152969327675769,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
2,betweenness,Piecewise Linear Fit,1.09861212625779,0.00019784408516295029,-0.8570547329639581,1.0,0.022222222222222223,,1.4957972901425702,0.33351867257940043,1.4953058351006647,0.3334090926020272,1.4937950622382086,0.33307223481857223,,,,,,,0.0003956881703257491,-261.1687161806629,0.11195935072679426,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
3,harmonic,Michaelis-Menten Fit,1.0985831605789433,0.003223619053885407,-0.08570577759762599,1.0,0.22456140350877193,,1.182482908813256,0.3301754592201173,1.1941004671430986,0.333419339218706,1.2047939668852674,0.33640520156117676,,,,-0.023588315424586927,0.003266178237284536,0.14842653746122686,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
4,clustering,Piecewise Linear Fit,1.0986122299761276,0.06719673066938606,-0.05051785323013561,1.0,0.44912280701754387,,1.0057018429503883,0.3334800862556231,1.0052141431182697,0.33331837015335897,1.0048618201643829,0.33320154359101783,,,,,,,0.13439346129861732,-0.33468906720088315,0.4676793780151886,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
5,pagerank,Constant Fit,1.0986122839097874,0.0,0.0,1.0,0.0,0.001169590643274854,0.9979295266266434,0.3333790262063759,0.9977378367049138,0.3333149882179863,0.9977108883911001,0.3333059855756379,,,,,,,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
0,degree,Constant Fit,1.0986122801137113,0.0,0.0,1.0,0.0,5.975567190226876,0.9996616583430197,0.3333933017791511,0.9994291947203685,0.3333157737334845,0.9993546856092002,0.3332909244873643,,,,,,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
1,closeness,Exponential Saturation Fit,1.098559534056042,0.02510306034455077,-0.0667643154432938,1.0,0.4141942990110529,,1.2909890290293977,0.3284970856041335,1.3195153412552527,0.3357557146230587,1.3194818780108601,0.33574719977280776,-0.010932194988507232,27.612010093649094,0.08733753305208385,,,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
2,betweenness,Michaelis-Menten Fit,1.0981881261820545,1.3106335339114798e-05,-0.9124916096702532,1.0,0.013379872018615475,,1.4736759813908067,0.31967264346421126,1.565047262568041,0.3394930784577109,1.571230130283484,0.34083427807807776,,,,-0.11569941402949535,1.3107032210762847e-05,0.12124400567896483,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
3,harmonic,Michaelis-Menten Fit,1.0985054472578315,0.0035978286834465393,-0.09330873360084373,1.0,0.29552065154159396,,1.186184997002593,0.3273019162946092,1.2085184851886563,0.33346435596406454,1.2294274438705786,0.3392337277413262,,,,-0.020104142812773198,0.0036511188937603132,0.1169153680977893,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
4,clustering,Piecewise Linear Fit,1.0986122732340342,0.0372493760013032,-0.023344376190368315,1.0,0.3089005235602094,,1.0004901922859133,0.3334128095997571,1.000193032176133,0.33331378115563365,1.0000718859578093,0.3332734092446093,,,,,,,0.07449875197534224,-0.2732501283282741,0.446189052380625,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
5,pagerank,Constant Fit,1.0986122869878452,0.0,0.0,1.0,0.0,0.0005817335660267597,0.9990109006112888,0.33336037924587203,0.9988994793970166,0.3333231990527199,0.9988791691014348,0.3333164217014081,,,,,,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5136,1719
0,degree,Constant Fit,1.0986122847110584,0.0,0.0,1.0,0.0,5.972461273666093,0.9996134890079922,0.3333728956901615,0.9994716729939176,0.33332559979451065,0.9993994236707006,0.33330150451532786,,,,,,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
1,closeness,Exponential Saturation Fit,1.0985880575755869,0.02848627430275054,-0.08000854240317973,1.0,0.4624211130235227,,1.437180617011754,0.3314757613520377,1.4594313485294321,0.33660773856016185,1.4390915294887954,0.3319165000878004,-0.012650405627131142,24.33246959517065,0.0853813030141442,,,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
2,betweenness,Michaelis-Menten Fit,1.0986100469586522,1.7011498155810754e-05,-0.9214861626474721,1.0,0.01778542742398164,,1.7693438633469816,0.3328173603243004,1.7695231902506545,0.332851092097955,1.7773936775821193,0.3343315475777445,,,,-0.12666059222577875,1.7012665813182493e-05,0.13205202236488436,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
3,harmonic,Michaelis-Menten Fit,1.098528065168475,0.00908600009540464,-0.08997120731845722,1.0,0.6253585771658061,,1.304397834215582,0.3273164730215202,1.3366964548524882,0.3354212630733143,1.344033077649648,0.33726226390516545,,,,-0.01872541718414473,0.009431760997801023,0.11130821991343327,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
4,clustering,Piecewise Linear Fit,1.0986121783637472,0.027032189528372604,-0.03436157110237374,1.0,0.25243832472748134,,1.0020117794625678,0.3335361600124005,1.0013288388631902,0.3333088319612721,1.000866719869039,0.33315500802632725,,,,,,,0.05406437904710215,-0.5606610721964188,0.4562270079017457,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
5,pagerank,Constant Fit,1.098612288525044,0.0,0.0,1.0,0.0,0.0005737234652897303,0.9989113969257973,0.3333410390641038,0.9988820815534898,0.3333312563979978,0.9988714378189423,0.3333277045378984,,,,,,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,5205,1743
0,degree,Constant Fit,1.0986122883065335,0.0,0.0,1.0,0.0,5.979071288423806,0.998962880357092,0.3333458477762491,0.998911873754318,0.3333288272847191,0.9989013780083558,0.3333253249390318,,,,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
1,closeness,Exponential Saturation Fit,1.0984243317051856,0.04745275566267384,-0.11529821842171578,1.0,0.6742969260954872,,1.8189489889041959,0.32426863223385927,1.9000802744261924,0.33873211150022486,1.8903600148542135,0.33699925626591587,-0.020488331374676226,14.589610443976582,0.0990111851190984,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
2,betweenness,Michaelis-Menten Fit,1.0983054442575937,7.439722030773072e-05,-0.9311292965576,1.0,0.032047089601046436,,1.5642993272590602,0.3217353942097315,1.644506733388781,0.3382319565875354,1.653261823121675,0.34003264920273313,,,,-0.14077580307163226,7.441999456130932e-05,0.14595968289852118,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
3,harmonic,Michaelis-Menten Fit,1.0983264252902318,0.02306719364776075,-0.12271647512077265,1.0,0.9986919555264879,,1.5713505434586796,0.3223752881475215,1.6407899637217986,0.33662134750665546,1.6621491832241324,0.341003364345823,,,,-0.029127313123417375,0.025485354801562887,0.12660486007590716,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
4,clustering,Piecewise Linear Fit,1.0986118142792825,0.020338594238089768,-0.05601044026364578,1.0,0.20994113799869196,,1.0060513162074887,0.3337758604980017,1.004370701250983,0.333218285855201,1.0037303981968602,0.33300585364679736,,,,,,,0.04067718847290209,-1.2411454540810882,0.4759297339477558,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
5,pagerank,Constant Fit,1.09861228866341,0.0,0.0,1.0,0.0,0.00065402223675605,0.9987067157601575,0.3333347751136459,0.9987004781368065,0.3333326932043685,0.9986999941984345,0.33333253168198573,,,,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
0,degree,Piecewise Linear Fit,1.0986122565926493,0.06366285544643872,0.023200980157807728,1.0,0.4586374695863747,,1.0006501217676804,0.33344548789046663,1.0002517127277284,0.3333127265048266,1.0000388232962585,0.33324178560470674,,,,,,,0.12732571089883002,2.139212022209021,5.733750976561604,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
1,closeness,Exponential Saturation Fit,1.0986115554261802,0.009612239806841786,-0.03531870803220409,1.0,0.20316301703163017,,1.0443073070612645,0.33341168136593263,1.0454729607242623,0.33378383479724794,1.0424054516317107,0.33280448383681943,-0.007068691220116705,72.1108913519386,0.10360441626693945,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
2,betweenness,Exponential Saturation Fit,1.0986110092522845,0.0004982318434730783,-0.8067432987393011,1.0,0.049878345498783457,,1.2659598792842257,0.33327649523174147,1.268757400124696,0.33401297034150307,1.263810061692495,0.3327105344267555,-0.07370416456698971,1391.2141294064018,0.08253214222418044,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
3,harmonic,Piecewise Linear Fit,1.0985050199638988,0.005917833771370662,-0.02949042864936443,1.0,0.09367396593673966,,1.0307108295748773,0.34024982569247003,0.9992827280478264,0.32987503796385476,0.999283026067513,0.32987513634367527,,,,,,,0.011835667540907906,-0.6455742063687601,0.13336754590614952,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
4,clustering,Piecewise Linear Fit,1.0986121500293888,0.02518180564199971,-0.04719264364808431,1.0,0.22019464720194648,,1.003832911972868,0.333568474771166,1.0029788204610386,0.33328466458770034,1.0025641165923407,0.33314686064113375,,,,,,,0.05036361127797812,-0.836420035353214,0.46737294762482506,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
5,pagerank,Constant Fit,1.0986122878833433,0.0,0.0,1.0,0.0,0.0012165450121654506,0.9977249750764465,0.33335170641310885,0.9976511698068598,0.3333270472002259,0.9976338079141384,0.3333212463866652,,,,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
0,degree,Piecewise Linear Fit,1.098612268789446,0.06451957279035783,0.024032602816561718,1.0,0.45235223160434257,,1.0002334390654315,0.33341905416951473,0.9999478889017842,0.3333238685240816,0.9997475200010815,0.33325707730640375,,,,,,,0.12903914558662172,2.184953995494403,5.724904961673189,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
1,closeness,Piecewise Linear Fit,1.0986122886679754,0.2368321630671416,0.07052583800845293,1.0,0.9987937273823885,,1.1010396272719845,0.33333346169237765,1.101038405583898,0.3333330918332837,1.1010395770050114,0.33333344647433855,,,,,,,0.4736643276884987,0.030476102221533605,0.09512379550524257,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
2,betweenness,Piecewise Linear Fit,1.0909523707868847,0.00019309933180283468,-0.8182696791279775,1.0,0.026537997587454766,,1.3096477133447797,0.3620402658764417,1.3096477128743362,0.3620402657463919,0.9981135660495516,0.27591946837716624,,,,,,,0.00038619866360548207,-206.21639807297146,0.08848421563990365,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
3,harmonic,Piecewise Linear Fit,1.0986122877045137,0.21693243850489838,0.053188528808501355,1.0,0.985524728588661,,1.0834191669021118,0.3333540274353618,1.0833178626675821,0.33332285743615153,1.0833187001820328,0.3333231151284868,,,,,,,0.43386487836403365,0.03203760087735028,0.12371718196479327,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
4,clustering,Constant Fit,1.0986122862357794,0.0,0.0,1.0,0.0,0.43824171405594814,0.9982643507725462,0.3333646135738177,0.9981501142975328,0.33332646496286167,0.9980975800768431,0.33330892146332064,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
5,pagerank,Constant Fit,1.0986122818978714,0.0,0.0,1.0,0.0,0.0012062726176115806,0.998018712434201,0.3333866939640664,0.9978120704002789,0.3333176654942942,0.9977461370103504,0.3332956405416393,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,2462,829
0,degree,Constant Fit,1.0986122532648215,0.0,0.0,1.0,0.0,5.94885598923284,0.9993684844739253,0.3334568239022875,0.998870535564503,0.3332906745145679,0.9987561314741084,0.3332525015831446,,,,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
1,closeness,Michaelis-Menten Fit,1.0985775920106176,0.0047539565750531745,-0.08660717250969809,1.0,0.38627187079407804,,1.2008585204460707,0.32941140847016326,1.2220071664538579,0.33521276237659536,1.2226016210571349,0.3353758291532414,,,,-0.020038194622075862,0.00484770443525235,0.12447614691704503,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
2,betweenness,Michaelis-Menten Fit,1.0981253629392964,0.00017931583420664543,-0.8514675899939138,1.0,0.04306864064602961,,1.379440492328287,0.3186945467189167,1.4718156185529554,0.3400361335028338,1.477153353699055,0.3412693197782495,,,,-0.09878052861069651,0.00017944672925720377,0.1073571218806082,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
3,harmonic,Exponential Saturation Fit,1.0986077774779517,0.004699160837763395,-0.07248485568832594,1.0,0.12382234185733512,,1.160070255735066,0.33316701401644844,1.1651796903978635,0.33463442090969536,1.1566981667669671,0.3321985650738562,-0.02102704370531365,147.50445968771206,0.15555791421841045,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
4,clustering,Piecewise Linear Fit,1.0986121154829318,0.037709538376469856,-0.03247849344586868,1.0,0.3189771197846568,,1.000374466281672,0.33360548193718337,0.9992905535096217,0.3332440180505233,0.9990101232929516,0.33315050001229335,,,,,,,0.07541907673309046,-0.3799587390977915,0.4554836497104139,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
5,pagerank,Constant Fit,1.0986122808859489,0.0,0.0,1.0,0.0,0.001345895020188425,0.9977022799427331,0.333391869053017,0.9974542733936795,0.3333089952653264,0.997424767787755,0.3332991356816566,,,,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
0,degree,Constant Fit,1.0986122790662547,0.0,0.0,1.0,0.0,5.960034752389227,0.9991752787213026,0.3333971330338784,0.9989249188235269,0.33331359486602874,0.9988520246561056,0.33328927210009296,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
1,closeness,Piecewise Linear Fit,1.0986072743036366,0.031600343952349924,-0.04297587662024002,1.0,0.26238053866203304,,1.0673249310905868,0.33413290553944014,1.0669794542666817,0.3340247518070524,1.0600081573342286,0.3318423426535075,,,,,,,0.06320068785724038,-0.13316775005686998,0.10212695675989299,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
2,betweenness,Michaelis-Menten Fit,1.098612181383842,3.3707566584679436e-05,-0.8780716010756741,1.0,0.022589052997393572,,1.4092665152534218,0.33316689966436097,1.4098046604964902,0.3332941234224377,1.4108403691038693,0.3335389769132014,,,,-0.09459065680419469,3.371220021713223e-05,0.10115109995960714,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
3,harmonic,Exponential Saturation Fit,1.098466992352194,0.0018151444350366236,-0.06454760969757303,1.0,0.060816681146828845,,1.0340199543890074,0.3359293726656477,1.0422678349785763,0.33860891994180475,1.0017995662688435,0.32546170739254765,-0.01638518262960946,381.86888436013675,0.13511582441301484,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
4,clustering,Constant Fit,1.0986122792655006,0.0,0.0,1.0,0.0,0.4357012472998572,0.9992753776987251,0.3333938472238047,0.9990623364225912,0.3333227690683204,0.9989442873906047,0.33328338370787486,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
5,pagerank,Constant Fit,1.0986122884190905,0.0,0.0,1.0,0.0,0.0008688097306689834,0.9983237174508814,0.33334378523091307,0.9982798682667426,0.33332914383477613,0.998273660184306,0.3333270709343108,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
0,degree,Constant Fit,1.0986122845337396,0.0,0.0,1.0,0.0,5.9656419529837255,0.9989594336862805,0.33337513260831214,0.9987962225675346,0.33332066540321825,0.9987468899033219,0.33330420198846966,,,,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
1,closeness,Exponential Saturation Fit,1.0985515733101041,0.03313203574188257,-0.09655448718939001,1.0,0.5108499095840868,,1.5971276678820974,0.3286049538211115,1.6406334414721477,0.3375561560380689,1.6225663120989142,0.3338388901408196,-0.019053141047990968,20.919617276857366,0.10818772280500542,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
2,betweenness,Michaelis-Menten Fit,1.0984489800529538,5.7795717458852526e-05,-0.9061478499283017,1.0,0.03074141048824593,,1.5584022234419201,0.32507246828216574,1.6093968494987843,0.33570961234682106,1.6262157252894958,0.3392179193710131,,,,-0.12755659886526016,5.780944043441757e-05,0.13414636150823858,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
3,harmonic,Michaelis-Menten Fit,1.0984206753754222,0.009876729409769415,-0.10620213493255842,1.0,0.6455696202531646,,1.3785432249142464,0.32470513571675946,1.4215633114402915,0.3348381825313453,1.445416780889051,0.3404566817518952,,,,-0.027531209662032957,0.010294336810158369,0.14041413782371062,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
4,clustering,Piecewise Linear Fit,1.0986121055614753,0.02939396601139464,-0.03984001182435962,1.0,0.25678119349005424,,1.0027635077328922,0.33360986646752294,1.0016992677539525,0.3332558039647239,1.0013341403861804,0.3331343295677532,,,,,,,0.0587879320129637,-0.598311020833413,0.45902068425986514,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
5,pagerank,Constant Fit,1.098612288542682,0.0,0.0,1.0,0.0,0.000904159132007233,0.9982410012849913,0.3333407385878947,0.9982102065840582,0.3333304553713764,0.9982052674053548,0.3333288060407289,,,,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
0,degree,Constant Fit,1.098612288323681,0.0,0.0,1.0,0.0,5.981775227809653,0.99959375610896,0.3333449940120789,0.9995520473150501,0.3333310849439488,0.999530565097484,0.3333239210439723,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
1,closeness,Exponential Saturation Fit,1.0985905502876774,0.05477035090861277,-0.11521131588274323,1.0,0.7060411744853189,,1.695356711471201,0.3318066147766421,1.7190505693045386,0.33644385642937746,1.6950650322233307,0.3317495287939804,-0.01489386994098198,12.61963452684414,0.07194230725859546,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
2,betweenness,Michaelis-Menten Fit,1.0986116776818062,9.860070113968466e-06,-0.933360830458711,1.0,0.010462369220384746,,1.446736016661822,0.33288160590998056,1.4487030845765212,0.3333342114432899,1.4506587034359566,0.3337841826467295,,,,-0.11753571719280789,9.860463910083829e-06,0.12172913540022677,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
3,harmonic,Exponential Saturation Fit,1.098547566792906,0.04110996698022753,-0.108447871242794,1.0,0.5632804589942626,,1.509683127526646,0.32803155200387474,1.5493333285707325,0.3366469473465161,1.5432332918439822,0.3353215006496091,-0.017855643446878462,16.854894931957077,0.0912292678244807,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
4,clustering,Piecewise Linear Fit,1.09861220230376,0.025663796277566164,-0.04003419662342484,1.0,0.19001012487343907,,1.0026008289961206,0.3335082475876824,1.0020418630231689,0.3333223114137746,1.0015823001603348,0.333169440998543,,,,,,,0.05132759254770959,-0.6914859084786708,0.4610210278685179,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
5,pagerank,Constant Fit,1.0986122886612564,0.0,0.0,1.0,0.0,0.0003374957813027337,0.9993332192482336,0.33333507819968305,0.9993253656220834,0.3333324585638734,0.999325379630374,0.3333324632364436,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
0,degree,Constant Fit,1.0986122876141429,0.0,0.0,1.0,0.0,5.977003484320558,0.9998057303622324,0.33335186667535444,0.9997513846854111,0.3333337469224225,0.9996933176368257,0.33331438640222294,,,,,,,,,,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
1,closeness,Exponential Saturation Fit,1.09858187072279,0.028290310963453524,-0.08600649073385448,1.0,0.4522648083623693,,1.202108118212811,0.33501966441579495,1.2031730980002242,0.33531646731195974,1.1828906014294875,0.32966386827224525,-0.011164149403212576,24.50103613497091,0.0704846515676861,,,,,,,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
2,betweenness,Michaelis-Menten Fit,1.0986122407131453,7.720953313044013e-06,-0.913539657060139,1.0,0.011846689895470384,,1.3070457910805597,0.3332599286052459,1.3070489838923613,0.3332607426824881,1.307906278531432,0.3334793287122661,,,,-0.09267827293380548,7.721193582003779e-06,0.09706244803514423,,,,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
3,harmonic,Exponential Saturation Fit,1.0986067330660394,0.022410286703964735,-0.07938571286658966,1.0,0.36829268292682926,,1.1624113585302698,0.3328699611363183,1.1693809178507326,0.33486577520258226,1.160296209351221,0.33226426366109946,-0.013087601326348168,30.929857051565737,0.08897423929477612,,,,,,,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
4,clustering,Piecewise Linear Fit,1.0986121533261173,0.01592125012005764,-0.04676763608580102,1.0,0.1362369337979094,,1.0026904698184989,0.3335545877998847,1.0019683214544963,0.3333143582304057,1.001417294899924,0.33313105396970955,,,,,,,0.03184250023768909,-1.3124576011868476,0.46769994142410937,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
5,pagerank,Constant Fit,1.0986122886647112,0.0,0.0,1.0,0.0,0.00034843205574912887,0.9993096086793078,0.3333345556995237,0.9993044294030132,0.33333282807502423,0.9993037942954031,0.33333261622545207,,,,,,,,,,glioma_mibitof:CHOP_1101_R2C2_whole_cell.tiff,8577,2870
0,degree,Piecewise Linear Fit,1.0986122145435504,0.07272637572605033,0.020878620637441975,1.0,0.5591182364729459,,1.0000150362263636,0.33351035667328455,0.9993230138896922,0.33327956352721344,0.9991146702173168,0.33321007979950196,,,,,,,0.14545275146071696,1.6881259282376258,5.757467776824598,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,1477,499
