,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,constant_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
0,degree,Constant Fit,1.0986122885989527,0.0,0.0,1.0,0.0,5.986114819759679,0.9996640292853749,0.33333373087211743,0.9996766025672323,0.33333792337962803,0.9996478793607787,0.33332834574825454,,,,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
1,closeness,Exponential Saturation Fit,1.0984687084440685,0.05370926465958229,-0.1270006690496587,1.0,0.7295060080106809,,1.9699448723694317,0.3255683319239388,2.0499667458940465,0.3387933659064895,2.0308761249057863,0.3356383021695717,-0.015543368926498666,12.873506602183657,0.06884696281833837,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
2,betweenness,Michaelis-Menten Fit,1.0986003460267788,3.0278082930307356e-05,-0.947099819316509,1.0,0.010146862483311082,,1.4155501888578028,0.3312596793235061,1.4251293760069004,0.33350135078677673,1.4325546293741476,0.3352389698897171,,,,-0.1238954488490551,3.028179217991913e-05,0.12734773319283418,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
3,harmonic,Michaelis-Menten Fit,1.0982899346157273,0.03263481640879071,-0.142980946080117,1.0,1.0,,1.832350682355266,0.3214034872081687,1.9330053307589052,0.33905881667766674,1.9357354662339579,0.33953769611416457,,,,-0.023981007430091475,0.0375988873004662,0.08907664442644309,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
4,clustering,Piecewise Linear Fit,1.0986120911238695,0.016856981239850563,-0.048094851950800196,1.0,0.15647530040053403,,1.0041743776615222,0.333605106437336,1.0032550854583813,0.3332997007427692,1.0026395025065125,0.33309519281989486,,,,,,,0.033713962477041205,-1.2674493258155606,0.46559939117431265,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
5,pagerank,Constant Fit,1.0986122886651972,0.0,0.0,1.0,0.0,0.00026702269692923904,0.9994682187821455,0.3333323542312858,0.9994741241742212,0.33333432373687516,0.999471120648354,0.3333333220318389,,,,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
0,degree,Constant Fit,1.0986122656718424,0.0,0.0,1.0,0.0,5.956663055254604,0.999095675025449,0.3334325412523709,0.9987002796894511,0.33330058424867576,0.9985992719562908,0.3332668744989534,,,,,,,,,,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
1,closeness,Michaelis-Menten Fit,1.0986031845971713,0.005597585176861633,-0.07676024842511353,1.0,0.43661971830985913,,1.1326125574316972,0.331404045070973,1.1408249145058502,0.3338069924302297,1.144180913466103,0.3347889624987973,,,,-0.01696549175272768,0.005728703552518352,0.11761485416740948,,,,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
2,betweenness,Exponential Saturation Fit,1.0986120456306683,0.00021879692600274456,-0.8534192405369482,1.0,0.032502708559046585,,1.271982077552554,0.3330289898397764,1.2741359798153027,0.3335929222311486,1.2733154344867634,0.333378087929075,-0.08631561089454418,3167.993230175686,0.09372826760072367,,,,,,,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
3,harmonic,Michaelis-Menten Fit,1.098562547859836,0.001256446587579467,-0.08382098621442037,1.0,0.14517876489707476,,1.0775629460693255,0.32877631004090196,1.0967281309493508,0.33462381880045156,1.103204634078238,0.3365998711586466,,,,-0.023344592886056496,0.0012629348886109093,0.15053628411659242,,,,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
4,clustering,Piecewise Linear Fit,1.0986121869279402,0.02873033311886408,-0.05759159178080104,1.0,0.25677139761646806,,1.006482978989341,0.3335018827965109,1.0060588073659285,0.333361331949661,1.005381142743921,0.3331367852538281,,,,,,,0.05746066623139837,-0.9077719956840289,0.4789347502189404,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
5,pagerank,Constant Fit,1.0986122879717852,0.0,0.0,1.0,0.0,0.0010834236186348864,0.997931176077399,0.33335087818262027,0.9978557290985871,0.333325675726533,0.99784905438102,0.33332344609084674,,,,,,,,,,glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,2749,923
0,degree,Constant Fit,1.098612236016692,0.0,0.0,1.0,0.0,5.952941176470588,0.9998011908991545,0.3334833766296055,0.9992038537863466,0.3332841350211951,0.9990490142717383,0.33323248834919944,,,,,,,,,,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
1,closeness,Michaelis-Menten Fit,1.0985684293588174,0.006010791692119579,-0.0806086341062,1.0,0.4983957219251337,,1.2054804081618467,0.32913821761094814,1.2241919143776803,0.3342471117605317,1.2328631827926526,0.3366146706285203,,,,-0.01681474420280948,0.006162994476846909,0.11129691885991322,,,,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
2,betweenness,Michaelis-Menten Fit,1.0986120518392055,1.5301953429089413e-05,-0.8911878219800696,1.0,0.022459893048128343,,1.7478723173916806,0.3331516365886549,1.7480808464507462,0.3331913830830714,1.750523591575087,0.3336569803282738,,,,-0.12185199177475622,1.5302915504395055e-05,0.12928686458867197,,,,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
3,harmonic,Michaelis-Menten Fit,1.0985353658753263,0.0016380787273894929,-0.09047219574423314,1.0,0.20855614973262032,,1.1597873771864542,0.3279847711608649,1.1809441767439717,0.3339678575419241,1.1953697506561203,0.33804737129721096,,,,-0.02430117657690507,0.001649178169939151,0.1459579954753935,,,,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
4,clustering,Piecewise Linear Fit,1.0986115675766688,0.026623318068967373,-0.051448384702178704,1.0,0.2983957219251337,,1.006233942312962,0.33386846084993504,1.0042972365739287,0.33322586181106345,1.0033322443049073,0.33290567733900156,,,,,,,0.05324663613175825,-0.8620810055860069,0.46905791750007997,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
5,pagerank,Constant Fit,1.0986122821412396,0.0,0.0,1.0,0.0,0.0010695187165775403,0.9981574375034573,0.3333869640280203,0.9979294570154426,0.3333108180014506,0.9979037086036767,0.33330221797052906,,,,,,,,,,glioma_mibitof:CHOP_907_R13C11_whole_cell.tiff,2783,935
0,degree,Piecewise Linear Fit,1.098612240653885,0.026974281339094505,0.02074932778300989,1.0,0.25695216907675195,,1.0003182549745526,0.33347246657018276,0.9998078868915048,0.3333023270144301,0.99957654802311,0.3332252064153872,,,,,,,0.053948562679384124,4.513950405648661,5.746408727103307,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
1,closeness,Michaelis-Menten Fit,1.0985965325016065,0.0019156962672629125,-0.06069946392785169,1.0,0.20244716351501668,,1.1235053374622732,0.33093393848492225,1.1324459483466822,0.33356743872188754,1.1390022284963215,0.33549862279319015,,,,-0.01232125411871222,0.0019307665610415951,0.1072327683435555,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
2,betweenness,Michaelis-Menten Fit,1.0986121290834339,1.5917765376900947e-05,-0.8513226295004064,1.0,0.026696329254727477,,1.483963418214225,0.33316216136309357,1.4843199695882532,0.3332422101196533,1.4858941578790732,0.33359562851725316,,,,-0.09504026465670773,1.591879776851862e-05,0.10333596254655003,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
3,harmonic,Michaelis-Menten Fit,1.0986071816559737,0.0009421575452015186,-0.06507700637433991,1.0,0.14238042269187987,,1.1092196190780863,0.3318381880434586,1.1161926089958008,0.3339242531470157,1.1172398808293214,0.3342375588095257,,,,-0.01711570471285968,0.0009457881776811115,0.13979197827702458,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
4,clustering,Piecewise Linear Fit,1.09861225704592,0.05791621651892673,-0.04836156832310845,1.0,0.44271412680756395,,1.0059265649191877,0.33340907123851715,1.0058220956735044,0.3333744454562872,1.0053455089884316,0.3332164833051956,,,,,,,0.115832433006644,-0.3711449563198149,0.46596624977239476,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
5,pagerank,Constant Fit,1.0986122693752272,0.0,0.0,1.0,0.0,0.0011123470522803117,0.9983581083138062,0.33342477327182235,0.9979853243579052,0.3333002734506253,0.9979095093551889,0.33327495327755235,,,,,,,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,2674,899
0,degree,Constant Fit,1.09861228794519,0.0,0.0,1.0,0.0,5.982280431432974,0.9995308208162639,0.3333506323759854,0.999465206834184,0.3333287496466453,0.9994408245373573,0.33332061797736934,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
1,closeness,Exponential Saturation Fit,1.0985542952811564,0.04358934833677188,-0.10109515370700824,1.0,0.5978428351309707,,1.6940943778559179,0.32887847472411186,1.7393731743427232,0.3376685526091295,1.7176581919749556,0.3334529726667588,-0.01381432732647863,15.892198771596602,0.07519920710578351,,,,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
2,betweenness,Michaelis-Menten Fit,1.098566011449376,7.147463299793066e-05,-0.9360794489325908,1.0,0.017334360554699536,,1.6388324492669133,0.3289789847168323,1.6659540241569986,0.3344233656694141,1.6767853758464404,0.33659764961375355,,,,-0.1271989303789585,7.149550117062995e-05,0.13152264448650453,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
3,harmonic,Michaelis-Menten Fit,1.0984805423584434,0.020153965635466353,-0.11573742349335232,1.0,0.9703389830508474,,1.525944577816953,0.3256985285223066,1.5788118630951573,0.33698255369097535,1.580387777393572,0.3373189177867181,,,,-0.02137540814300838,0.021961463789491764,0.0986102101372956,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
4,clustering,Piecewise Linear Fit,1.0986122197361006,0.02988039546270324,-0.03429146429509859,1.0,0.21918335901386748,,1.0015868049071528,0.3334940947053038,1.0010426501515146,0.33331290981276923,1.0006825100069134,0.33319299548192705,,,,,,,0.059760790913643065,-0.5080289166865921,0.45785892441370624,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
5,pagerank,Constant Fit,1.0986122885846856,0.0,0.0,1.0,0.0,0.0003852080123266564,0.999263711537653,0.3333394154818438,0.9992371132872299,0.33333054270367074,0.9992356117534685,0.33333004181448544,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C3_whole_cell.tiff,7765,2596
0,degree,Constant Fit,1.0986122883956178,0.0,0.0,1.0,0.0,5.987770255514304,0.9997509796136007,0.3333268552587346,0.999803231808794,0.33334427665692207,0.9997570167040494,0.33332886808434337,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
1,closeness,Exponential Saturation Fit,1.0977281667588124,0.057840399408261446,-0.1288516009338043,1.0,0.7259226905437869,,2.6431472435470345,0.3142460353578089,2.9208931916336005,0.3472674885651493,2.8470354294280518,0.33848647607704174,-0.013440248541835509,11.937294407115337,0.05871556427167904,,,,,,,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
2,betweenness,Michaelis-Menten Fit,1.0985792063762838,1.539416998665967e-05,-0.9512246329785286,1.0,0.008298755186721992,,1.766589699249467,0.33015352670841897,1.7821753355528207,0.3330662872626853,1.8020477124129268,0.33678018602889576,,,,-0.13282346555235264,1.539512619812495e-05,0.13622458862664988,,,,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
3,harmonic,Michaelis-Menten Fit,1.0974223949799025,0.036288769634914675,-0.14372145737361172,1.0,1.0,,2.158573451425304,0.3104833863303614,2.3928077620870836,0.3441750181444219,2.4009181572775606,0.34534159552521665,,,,-0.021096427246967173,0.04251355840031542,0.07731090592282973,,,,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
4,clustering,Piecewise Linear Fit,1.098612188014126,0.019364142519963996,-0.03700809572067706,1.0,0.16619349202882724,,1.00270533979631,0.33352090216743796,1.0021139594515966,0.33332419661669965,1.001604985647198,0.3331549012158623,,,,,,,0.03872828503528612,-0.8343328513988472,0.4527130590771481,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
5,pagerank,Constant Fit,1.0986122886605594,0.0,0.0,1.0,0.0,0.00021838829438742082,0.9995665563483428,0.3333320905582519,0.9995756401624979,0.3333351197980192,0.999568652703547,0.33333278964372887,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C2_whole_cell.tiff,13709,4579
0,degree,Piecewise Linear Fit,1.0986121772558235,0.026470650456712902,0.023886428530786784,1.0,0.25418060200668896,,1.001892093839271,0.33354654954250473,1.001097150590533,0.3332818997071291,1.0007656893672172,0.33317155075036625,,,,,,,0.05294130091442651,5.291695676490547,5.7241183563363744,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
1,closeness,Exponential Saturation Fit,1.0986026898860566,0.018662356761779835,-0.05054344492552423,1.0,0.33645484949832777,,1.241566830643888,0.3319405550504666,1.2543252354033445,0.33535159330703485,1.2444367722145648,0.3327078516424985,-0.007803530961648685,37.141459585399,0.08109803572455679,,,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
2,betweenness,Michaelis-Menten Fit,1.0986049665913393,4.843276424121543e-05,-0.8753537426178319,1.0,0.022073578595317726,,1.500594873454984,0.33154214029408674,1.5119416768152725,0.33404910838928265,1.5135694588298725,0.3344087513166306,,,,-0.09179037859612052,4.8442270964459015e-05,0.09831598853754776,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
3,harmonic,Michaelis-Menten Fit,1.098528341144378,0.0038895761697006564,-0.06912778872616657,1.0,0.3210702341137124,,1.1657986948594024,0.3275220824376137,1.1910838463526567,0.33462574922703314,1.202568126000474,0.3378521683353532,,,,-0.014309360657111575,0.003951860008420828,0.1097751017615482,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
4,clustering,Piecewise Linear Fit,1.0986115825820413,0.02009694617001627,-0.05272500241419964,1.0,0.21137123745819397,,1.007641019525382,0.33385729650336526,1.005787196019254,0.3332430772606415,1.004750599412685,0.33289962623599323,,,,,,,0.0401938923365562,-1.1562128556978502,0.4639446728578526,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
5,pagerank,Constant Fit,1.0986122501816828,0.0,0.0,1.0,0.0,0.0006688963210702343,0.9994674976002461,0.33346225437049304,0.9989450749345032,0.3332879533149098,0.9988306971331525,0.33324979231459717,,,,,,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
0,degree,Constant Fit,1.0986122877930526,0.0,0.0,1.0,0.0,5.958250497017892,0.9987445155672079,0.3333139822064945,0.9988413534520412,0.3333463002022573,0.9988216292670552,0.3333397175912482,,,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
1,closeness,Exponential Saturation Fit,1.0986062733983288,0.016118511956628605,-0.05927528023410175,1.0,0.25646123260437376,,1.1330108037506055,0.3319299966232819,1.1426766735726999,0.33476173673272136,1.137715394597596,0.3333082666439967,-0.011690068359148976,43.00317414731768,0.1044533263826399,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
2,betweenness,Michaelis-Menten Fit,1.098611854651691,1.2421036327186768e-05,-0.8610826401913949,1.0,0.020874751491053677,,1.4296727958607875,0.3329047579140026,1.4320771414349007,0.3334646189420708,1.4327900531183477,0.3336306231439267,,,,-0.09717476043698833,1.2421719732143692e-05,0.10501041128364225,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
3,harmonic,Michaelis-Menten Fit,1.0986020961843155,0.0033644228915149675,-0.0727665914083542,1.0,0.24552683896620278,,1.097514136027445,0.3312499173992847,1.1066329460506168,0.3340021416921661,1.1091039660860185,0.3347479409085493,,,,-0.018732035103091585,0.003415320401374541,0.1370425710595229,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
4,clustering,Piecewise Linear Fit,1.0986122337399145,0.046653923001094236,-0.028744835385112747,1.0,0.31510934393638174,,1.0004341631592255,0.33348208669574786,0.9998890019569987,0.333300364097701,0.9996405602876262,0.3332175492065512,,,,,,,0.09330784596759918,-0.2697583499719974,0.45041298941850927,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
5,pagerank,Constant Fit,1.0986122886134773,0.0,0.0,1.0,0.0,0.0009940357852882703,0.9980432876391947,0.33333826077447837,0.9980211293470859,0.3333308600869082,0.9980211863895223,0.3333308791386135,,,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
0,degree,Piecewise Linear Fit,1.0986122456547127,0.05441002313114565,0.02002881540711837,1.0,0.4581976112920738,,1.000279462599796,0.33346855857253144,0.9997459682845761,0.33329070469573524,0.9995960833047355,0.33324073673173327,,,,,,,0.10882004626730872,2.1688736811600493,5.773925966607456,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
1,closeness,Michaelis-Menten Fit,1.0985730876294366,0.0037962799168986855,-0.06478300136072444,1.0,0.3474484256243214,,1.2004420041278443,0.3291709642782463,1.2224291195324548,0.33520001020845014,1.2239936803481055,0.33562902551330354,,,,-0.012811503857298578,0.003855948526978361,0.1044649145519914,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
2,betweenness,Exponential Saturation Fit,1.0986077368541842,0.00028974021026514934,-0.85734841763158,1.0,0.033659066232356136,,1.5816179600264402,0.33320210010478013,1.5883748732407181,0.3346255903091943,1.576729830032617,0.3321723095860256,-0.09763815145734658,2392.3057822234164,0.10576100818207221,,,,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
3,harmonic,Michaelis-Menten Fit,1.098600445209367,0.0017477596400661511,-0.06739886677189429,1.0,0.19435396308360478,,1.1365033958159143,0.33115486225330665,1.1455860775184992,0.33380137806591514,1.1498498558443964,0.3350437596807782,,,,-0.017311108432012834,0.0017603004243940898,0.13658836375716352,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
4,clustering,Piecewise Linear Fit,1.0986121674492502,0.04887449748447563,-0.03537903941592142,1.0,0.43322475570032576,,1.0029315446535587,0.33355024491942153,1.0021683792863272,0.33329643497944,1.0017380560347509,0.3331533201011385,,,,,,,0.09774899493793239,-0.3151290146824359,0.450737849269217,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
5,pagerank,Constant Fit,1.0986122870350374,0.0,0.0,1.0,0.0,0.0010857763300760046,0.9979999259237899,0.3333601808150119,0.997885178787201,0.33332185202839815,0.9978735484186088,0.3333179671565899,,,,,,,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,2738,921
0,degree,Constant Fit,1.0986122884782312,0.0,0.0,1.0,0.0,5.985811227637261,0.9995516417325963,0.33334217474483846,0.9995183501860214,0.3333310722904254,0.9995053983623068,0.3333267529647361,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
1,closeness,Exponential Saturation Fit,1.0984815211536159,0.04561415609572788,-0.10677693572210345,1.0,0.6258482418260333,,1.795556168857226,0.32658142808099117,1.868073416270571,0.3397710941195789,1.8344055585360786,0.33364747779943,-0.013707144014565477,15.182599182953858,0.07099641207407921,,,,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
2,betweenness,Michaelis-Menten Fit,1.0986105512059474,3.499094394493943e-05,-0.9476660137532418,1.0,0.010487353485502776,,1.8018511053493766,0.3330556424454868,1.8001976122425898,0.33275000941769384,1.8080115717913496,0.33419434813681936,,,,-0.1376230737381536,3.499596273631111e-05,0.14141298606947675,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
3,harmonic,Michaelis-Menten Fit,1.0983761040477247,0.023500806057895163,-0.1226432146244413,1.0,1.0,,1.5588592237344898,0.3231171813194065,1.631797288952269,0.33823563568990445,1.6337827739184705,0.3386471829906891,,,,-0.02122889889108773,0.026005648066998583,0.09224580684822964,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
4,clustering,Exponential Saturation Fit,1.0986122873902369,0.039343918932398615,-0.026287802846421588,1.0,0.5552128315854411,,1.0007231852702185,0.3333384095044799,1.0007608642070431,0.3333509602648278,1.00063978845018,0.3333106302306922,-0.02300748076127468,17.612940870682866,0.44902814544458614,,,,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
5,pagerank,Constant Fit,1.0986122886668621,0.0,0.0,1.0,0.0,0.0003084515731030228,0.9993879051855921,0.33333407419093575,0.9993847435456883,0.33333301966315454,0.9993844032031602,0.3333329061459097,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C4_whole_cell.tiff,9703,3242
0,degree,Piecewise Linear Fit,1.0986122697401213,0.04631647553750006,0.013740130964722689,1.0,0.3664552501761804,,1.0000294509871037,0.33342046701183975,0.9997118380778888,0.33331457148604804,0.9995630426381742,0.3332649615021122,,,,,,,0.09263295108027456,1.7563566909797335,5.839137653816517,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
1,closeness,Exponential Saturation Fit,1.098586278235022,0.029838183079590606,-0.08098760875609826,1.0,0.4714587737843552,,1.4150042713770061,0.3335069118612419,1.4263745680893019,0.3361868136962897,1.4014245959411402,0.33030627444246835,-0.013422325982198132,23.229844415808255,0.08957673370168827,,,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
2,betweenness,Michaelis-Menten Fit,1.098569854798598,3.134018175822233e-05,-0.8980682611121127,1.0,0.019027484143763214,,1.5159347961843956,0.3294199939636556,1.5354538754322091,0.33366158468653834,1.5504412839496204,0.33691842134980593,,,,-0.11427966157642608,3.134417348331263e-05,0.12075740499081865,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
3,harmonic,Michaelis-Menten Fit,1.098573727252334,0.010113811845407616,-0.08815558120720153,1.0,0.6575052854122622,,1.2951298193975609,0.3292099698221652,1.3183765570025296,0.3351190745858525,1.3205476867170514,0.3356709555919822,,,,-0.019398022692110748,0.010547286557650644,0.11720876912700674,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
4,clustering,Piecewise Linear Fit,1.0986121212553193,0.028241641031762126,-0.037926634814237005,1.0,0.24665257223396758,,1.0036104984274508,0.33359672027816933,1.0026068844868008,0.3332631224137081,1.0022369495821561,0.3331401573081226,,,,,,,0.05648328205386568,-0.5848007445156953,0.4519810139687032,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
5,pagerank,Constant Fit,1.0986122794540014,0.0,0.0,1.0,0.0,0.0007047216349541934,0.9989482034912002,0.33339699835324654,0.9986788930539099,0.333307116524435,0.9986452407144392,0.3332958851223184,,,,,,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
0,degree,Piecewise Linear Fit,1.0986122345078075,0.07693742219687864,0.02956658288324918,1.0,0.5957943925233645,,1.0002066257214146,0.3334879612944759,0.9995441655039182,0.3332670844259466,0.9994777921363739,0.33324495427957745,,,,,,,0.15387484440061938,2.2423875782858365,5.662561330068559,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
1,closeness,Piecewise Linear Fit,1.0986122886679726,0.22409672793676227,0.10915873380257567,1.0,0.9976635514018691,,1.2599341534861062,0.33333348518303735,1.259932666355862,0.3333330917415977,1.2599339187314804,0.333333423075365,,,,,,,0.4481934565531028,0.06595169917247493,0.12061556128401328,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
2,betweenness,Exponential Saturation Fit,1.0960225486939978,2.2556104996151265e-05,-0.7020211317858063,1.0,0.04906542056074766,,1.1597177452150715,0.347010759287115,1.180092589660031,0.353107320515374,1.0022121073037775,0.2998819201975109,-0.06074644926376246,30729.914605301612,0.07363862395044099,,,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
3,harmonic,Piecewise Linear Fit,1.098612288667964,0.22409672792730814,0.0829149057791777,1.0,0.9976635514018691,,1.160074537849655,0.3333334598635129,1.1600732204942619,0.3333330813372917,1.1600745341455931,0.3333334587991953,,,,,,,0.44819345655313225,0.06416360155540114,0.15903813431445477,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
4,clustering,Constant Fit,1.0986122828840836,0.0,0.0,1.0,0.0,0.4459634213138886,0.9976375110134799,0.3333840334029543,0.9974112170088766,0.3333084119400916,0.9974086516256255,0.33330755465695416,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
5,pagerank,Constant Fit,1.098612279160335,0.0,0.0,1.0,0.0,0.0023364485981308405,0.9959302985568589,0.33339832936504904,0.9956420462366554,0.33330183381497824,0.9956360807963488,0.33329983681997266,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
0,degree,Constant Fit,1.0986122296097411,0.0,0.0,1.0,0.0,5.948339483394834,0.9998730970042654,0.33349120778892455,0.9992576198413875,0.3332859255155744,0.9990685569328381,0.33322286669550105,,,,,,,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
1,closeness,Michaelis-Menten Fit,1.0985597868168535,0.0025002755117300474,-0.07239898844937717,1.0,0.24969249692496925,,1.187944429238502,0.32910751429323837,1.2035115900478826,0.3334202325252372,1.2181377385152998,0.3374722531815243,,,,-0.01560653854961557,0.002526582648679659,0.11497984528740149,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
2,betweenness,Michaelis-Menten Fit,1.0986117352007225,1.8688945579176992e-05,-0.8646969926302889,1.0,0.028290282902829027,,1.6890460514155732,0.3331065866847276,1.6888333644446865,0.3330646414512954,1.692707954464511,0.333828771863977,,,,-0.10813852433666486,1.8690400186669907e-05,0.11659444613457293,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
3,harmonic,Exponential Saturation Fit,1.0986094425247461,0.0018550885328903221,-0.07530822220986852,1.0,0.1008610086100861,,1.1815217236017987,0.3322089505774247,1.1875258787681333,0.33389714136314425,1.1875143793230718,0.3338939080594311,-0.020889072592147933,373.64641528994184,0.14913505355728054,,,,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
4,clustering,Piecewise Linear Fit,1.0986119031707122,0.036396411185017734,-0.04637449358742773,1.0,0.34071340713407133,,1.0046555194481277,0.33373027098501895,1.0031693319642332,0.33323658360448566,1.0025569053364192,0.33303314541049545,,,,,,,0.07279282235717126,-0.565861178874781,0.4647040177263408,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
5,pagerank,Constant Fit,1.098612283979539,0.0,0.0,1.0,0.0,0.0012300123001230015,0.9978403677774588,0.33337853040911275,0.9976540606227771,0.333316285176871,0.9976208347600439,0.3333051844140163,,,,,,,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,2418,813
