,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8999175510417312,0.8999175510417312,0.6297112923263505,-0.1628656118360328,original,1.0,1,delaunay,uniform,5000,,
pagerank,0.9087399567331939,0.9087399567331939,0.7420506630606192,-0.20445851645807567,original,1.0,1,delaunay,uniform,5000,,
betweenness,0.42029341924826236,0.5753306522724012,0.4171677159580139,-0.10126764516552081,exp,1.3573938815009123,1,delaunay,uniform,5000,,
closeness,0.3296270320708087,0.48525042135506496,0.33131319907132245,-0.43480981555072473,exp,1.9219247266241528,1,delaunay,uniform,5000,,
harmonic,0.44159735991401783,0.6504868461884257,0.3864472954293716,-0.6648254389068051,exp,1.6397236807945441,1,delaunay,uniform,5000,,
clustering,0.9391538339657632,0.9391538339657632,0.7175243030452352,0.23523117116104764,original,1.0,1,delaunay,uniform,5000,,
degree,0.9650541929850016,0.9797853072769565,0.6367691647269762,-0.16727230056477246,exp,1.0139339078263934,2,delaunay,uniform,5000,,
pagerank,0.9692165945527838,0.9805563397088297,0.7821040256860772,-0.21578945223603568,exp,1.0105175458636737,2,delaunay,uniform,5000,,
betweenness,0.6271843722352796,0.7340101726855338,0.6251601284097803,-0.06414209317693383,exp,1.1760259101038983,2,delaunay,uniform,5000,,
closeness,0.26719123779747667,0.6231697783424845,0.2689719690175172,-0.32587418712871896,exp,2.7560465444233104,2,delaunay,uniform,5000,,
harmonic,0.3314010143115401,0.7225791861711971,0.29784024348389504,-0.8066105643372522,exp,2.25775610004957,2,delaunay,uniform,5000,,
clustering,0.978547212235637,0.9782712692045042,0.6822517418959999,0.2164914578151091,pieli,1.0001966724281248,2,delaunay,uniform,5000,,
degree,0.9483114251366547,0.9591738702129521,0.22354019854568913,0.5396600394717334,pieli,1.0096920410373795,1,knn,uniform,5000,5.0,
pagerank,0.9420114915072287,0.9525616164910387,0.035326607159264306,0.6336462862607768,pieli,1.008260072377234,1,knn,uniform,5000,5.0,
betweenness,0.722056034529494,0.8006304766542558,0.7005073617726439,0.2685240807276946,exp,1.0643581119866912,1,knn,uniform,5000,5.0,
closeness,-0.05569312881430211,0.7366012721534149,0.6291744319905889,0.538437857588252,pieli,3.3305818067015656,1,knn,uniform,5000,5.0,
harmonic,0.3271902925188045,0.8890009543760958,0.5537032577130774,0.6985276609662003,pieli,2.1027123176057536,1,knn,uniform,5000,5.0,
clustering,0.9207359849889071,0.9377217040672479,0.3212029972474164,0.583403462249492,pieli,1.0310924692260799,1,knn,uniform,5000,5.0,
degree,0.979464069197675,0.9849645578857352,0.23649854885431482,0.5488261273801847,exp,1.0044611843614963,2,knn,uniform,5000,5.0,
pagerank,0.9773182497056372,0.9825443962421538,0.029204062059999876,0.6540275622100595,exp,1.0042961352923203,2,knn,uniform,5000,5.0,
betweenness,0.8414509510891022,0.848279171293668,0.7523988680201248,0.09922967747707134,exp,1.009393165925833,2,knn,uniform,5000,5.0,
closeness,0.29852257577351504,0.7375978466875028,0.5488559665087738,0.4602938341613619,pieli,4.64920458719173,2,knn,uniform,5000,5.0,
harmonic,0.5180224233223969,0.8828931409301946,0.4634539446669135,0.6921593259476165,exp,2.5761837506056176,2,knn,uniform,5000,5.0,
clustering,0.9664594555387793,0.9785997716134034,0.2755919933018144,0.5569133216949929,exp,1.010091800030416,2,knn,uniform,5000,5.0,
