,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
degree,Piecewise Linear Fit,0.999999865948063,0.07912716022020094,0.1474066156985041,1.0,0.555,1.0001725984658068,0.15825432042551527,-1.0630615638645333,0.6547633618696421,,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,162,600,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.001666666666666666,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,162,600,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,7.121370949364202e-07,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,162,600,,,
closeness,Exponential Saturation Fit,0.999998441325409,0.008381904885828509,-0.12335342891462563,0.43333333333333335,0.21923076923076923,1.0099121230556003,,,,,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,162,600,0.19438530877682716,82.69566279825284,0.6907275131937466
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.03805555555555555,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,162,600,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.2679738562091503,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,41,306,,,
pagerank,Piecewise Linear Fit,0.9999996400377907,0.07174135165453908,-0.1897405581956837,1.0,0.5490196078431373,1.0022641621005117,0.1434827050803106,0.008100726898637627,0.002481746790957938,,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,41,306,,,
betweenness,Piecewise Linear Fit,0.9999997012307363,0.16453722050497008,-1.4570800041807825,1.0,0.9281045751633987,1.0042383293922383,0.3290801900487912,5.723990558049105e-06,-2.954969267877142e-07,,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,41,306,,,
closeness,Constant Fit,,0,0,0.24509803921568626,0.0,,,,,0.94,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,41,306,,,
clustering,Piecewise Linear Fit,0.9999996628854284,0.048986353511897646,0.9999999826886734,1.0,0.38562091503267976,1.0043531903181628,0.09797270699851021,-0.3874722688154578,0.03796170734128859,,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,41,306,,,
degree,Piecewise Linear Fit,0.9999993128081411,0.14569102880328483,-0.2940104938368169,1.0,0.7664856477889838,1.0223918828295357,0.2913820576181416,2.5180321946970183,0.8809058677192618,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,840,1289,,,
pagerank,Exponential Saturation Fit,0.9999999823624989,0.07216190275387098,-0.13880725942619085,1.0,0.8207913110938713,1.0061771909620887,,,,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,840,1289,0.00020604407478360965,9.472681959153503,0.0006330201255730246
betweenness,Piecewise Linear Fit,0.9999988976441992,0.16425583550105738,-1.4931538669851978,1.0,0.8417377812257564,1.033969767415345,0.3285117998648982,0.00025493137912797827,-1.3830049136912724e-05,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,840,1289,,,
closeness,Piecewise Linear Fit,0.9999993042604846,0.15621939344003197,0.21843216653132855,0.7028704422032583,0.7980132450331126,1.021231470171265,0.3124387868393459,-0.7673233364929745,0.6686488717390447,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,840,1289,,,
clustering,Piecewise Linear Fit,0.9999999916433413,0.14113446383546402,-0.3988454707011462,1.0,0.7486423584173778,1.0033990676272841,0.28226892778486584,0.24773950881731385,0.05269990213370595,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,840,1289,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.891588785046729,,,,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,477,1070,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0009345794392523365,,,,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,477,1070,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.5877638259045831e-06,,,,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,477,1070,,,
closeness,Piecewise Linear Fit,0.9999999997155191,0.19487131790750475,0.06172692738638004,0.5953271028037384,0.9497645211930926,1.0020013851177343,0.38974263564931794,-0.23522269456150802,0.7884339474697436,,,,,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,477,1070,,,
clustering,Piecewise Linear Fit,0.9999999910686488,0.05733128562738438,0.32475108969658883,1.0,0.4205607476635514,1.0013404293060493,0.11466257123056918,-0.47381995840804064,0.11081248626879833,,,,,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,477,1070,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.5623409669211196,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,221,786,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0012722646310432569,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,221,786,,,
betweenness,Piecewise Linear Fit,0.9999991114432353,0.05780975043389013,-1.1500843771061775,1.0,0.4592875318066158,1.0035104267456294,0.11561983516932005,3.458539285810145e-05,-2.6096608092164687e-07,,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,221,786,,,
closeness,Piecewise Linear Fit,0.9999992148959446,0.057809917356547384,0.05859597390846486,0.41348600508905853,0.46153846153846156,1.0012165061471467,0.11561983469892174,-0.8157741911611496,0.8519905362797988,,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,221,786,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.023706530958439356,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,221,786,,,
degree,Piecewise Linear Fit,0.9999998166858596,0.022680725347689876,0.17460952552194184,1.0,0.25064599483204136,1.0034268574915957,0.045361450694655255,-6.260992965742094,0.9552691257332663,,,,,glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,278,774,,,
pagerank,Piecewise Linear Fit,0.9999999401098864,0.02267032809965198,0.09020330885301638,1.0,0.25064599483204136,1.0004661873488843,0.04534065537050225,-0.005470627357593658,0.0014989251385034584,,,,,glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,278,774,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.0369941644034483e-06,,,,glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,278,774,,,
closeness,Exponential Saturation Fit,0.9999999839702415,0.005347909562675489,-0.07784088677000674,0.5077519379844961,0.21119592875318066,1.001564328287979,,,,,,,,glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,278,774,0.11302827603493273,129.6108641239698,0.6695071132634228
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.04478897502153316,,,,glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,278,774,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.21100917431192662,,,,glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,23,218,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.004587155963302762,,,,glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,23,218,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.1743870873790968e-06,,,,glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,23,218,,,
closeness,Constant Fit,,0,0,0.1926605504587156,0.0,,,,,0.9325396825396824,,,,glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,23,218,,,
clustering,Piecewise Linear Fit,,0.0,0.0,1.0,0.3761467889908257,,0.09536956917038901,0.0,0.0,,,,,glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,23,218,,,
degree,Piecewise Linear Fit,0.9999974848861747,0.03855752742013041,0.4244275696739584,1.0,0.34522560335781743,1.0243996374918516,0.07711505483899668,-6.100143820591093,0.7893798467548866,,,,,glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,198,953,,,
pagerank,Piecewise Linear Fit,0.9999993243252869,0.039013790467587336,0.18706941537864588,1.0,0.3473242392444911,1.0080215195006428,0.07802757955441939,-0.005651079681418474,0.0013990166448252146,,,,,glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,198,953,,,
betweenness,Piecewise Linear Fit,0.999998552208545,0.03870606641027398,0.8470249208893237,1.0,0.3462749213011542,1.021004263451123,0.07741187421916695,-2.9934926302460972e-05,2.526525886232783e-06,,,,,glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,198,953,,,
closeness,Piecewise Linear Fit,0.9999998442946507,0.03694601619686803,-0.15443555340671447,0.3126967471143757,0.4161073825503356,1.022528850733881,0.07389203239608153,3.1503962027700814,0.6372828288045431,,,,,glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,198,953,,,
clustering,Piecewise Linear Fit,0.9999996535227592,0.04824711633593093,0.9999996966141418,1.0,0.3945435466946485,1.0160834154730805,0.09649423265515557,-0.5775920161328902,0.05573430678898902,,,,,glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,198,953,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.7224669603524229,,,,glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,164,454,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.002202643171806166,,,,glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,164,454,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.7689748361235667e-06,,,,glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,164,454,,,
closeness,Constant Fit,,0,0,0.5,0.0,,,,,0.8121972470159092,,,,glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,164,454,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.07187958883994126,,,,glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,164,454,,,
degree,Piecewise Linear Fit,0.9999998178576515,0.04371327578577708,0.18680680942235298,1.0,0.36577805331680097,1.0078041466750443,0.08742655156969412,-4.70034105891889,1.3053592501371005,,,,,glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,792,1613,,,
pagerank,Piecewise Linear Fit,0.9999998763287905,0.04371316454796122,0.12269914053138595,1.0,0.36391816491010537,1.0062334951562932,0.0874263244255775,-0.0018719458675359453,0.0007487336481785642,,,,,glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,792,1613,,,
betweenness,Michaelis-Menten Fit,0.9999999999601563,0.243614290531331,0.7573769675864529,1.0,1.0,1.0007357302917939,,,,,-0.09479603824725177,4509.722219936901,1.1881484469251629e-05,glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,792,1613,,,
closeness,Constant Fit,,0,0,0.5945443273403596,0.0,,,,,0.5964249409314892,,,,glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,792,1613,,,
clustering,Michaelis-Menten Fit,0.9999971136356358,0.0019348483023679957,0.8290219778565987,1.0,0.19466831990080596,1.0315354500664524,,,,,-0.25899556922750416,0.0019503375541954449,0.2845642482821819,glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,792,1613,,,
degree,Piecewise Linear Fit,0.9999969967109483,0.03192534374777072,0.3070126822310796,1.0,0.2927835051546392,1.0091345022132279,0.06385068749436856,-5.443921379066517,0.7398963967559968,,,,,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,111,485,,,
pagerank,Piecewise Linear Fit,0.9999993183087694,0.0331940543508153,0.12875451137729604,1.0,0.29690721649484536,1.000619406054255,0.06638810793728267,-0.008685588047046708,0.0025275313927304592,,,,,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,111,485,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.6141876331704796e-06,,,,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,111,485,,,
closeness,Exponential Saturation Fit,0.9999999510187715,0.0035988303192721316,-0.20769888269533054,0.354639175257732,0.1686046511627907,1.0141311906524129,,,,,,,,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,111,485,0.29459708988207567,192.6034624385092,0.5618942201771178
clustering,Piecewise Linear Fit,0.9999977636216593,0.0337307388024217,0.8648449398355782,1.0,0.3030927835051546,1.021392446206293,0.06746147760033602,-1.4966909202928365,0.108858527423573,,,,,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,111,485,,,
degree,Exponential Saturation Fit,0.9999999306709184,0.02830608882875205,0.1544136889174138,1.0,0.4748427672955975,1.0018758256205562,,,,,,,,glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,339,954,-0.24172851917531352,24.487346307612256,0.9035888870268358
pagerank,Exponential Saturation Fit,0.9999999949085638,0.04488577319631394,0.11826519094030821,1.0,0.6488469601677149,1.0029231317116616,,,,,,,,glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,339,954,-0.00026211450973586347,15.430854307958658,0.0012385747261633526
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.7552272845200088e-06,,,,glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,339,954,,,
closeness,Constant Fit,,0,0,0.5157232704402516,0.0,,,,,0.7641597980006679,,,,glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,339,954,,,
clustering,Exponential Saturation Fit,0.9999999749876469,0.01697832212974823,0.4890128065075634,1.0,0.31761006289308175,1.0007346808062967,,,,,,,,glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,339,954,-0.04096884695437,40.825422891337695,0.06237376280949791
degree,Piecewise Linear Fit,0.999999327097964,0.12205799219732735,-0.1930608931511378,1.0,0.7295081967213115,1.0011996350247647,0.2441159844249078,0.8069121598956895,0.4116602506690115,,,,,glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,160,610,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0016393442622950809,,,,glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,160,610,,,
betweenness,Piecewise Linear Fit,0.9999980427545379,0.12059979155175637,-0.8737201887886188,1.0,0.7229508196721312,1.005835890757743,0.24120108036728385,1.6109358134178408e-05,2.8074478822776373e-07,,,,,glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,160,610,,,
closeness,Piecewise Linear Fit,0.9999993689438843,0.1155729631628567,0.0760679210649087,0.38524590163934425,0.6382978723404256,1.0033944221361648,0.23114592628141753,-0.521825427432291,0.8531386614926375,,,,,glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,160,610,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.0226775956284153,,,,glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,160,610,,,
degree,Exponential Saturation Fit,0.9999999930553501,0.043393762531593806,0.12938615104547446,1.0,0.6187845303867403,1.0013363234406143,,,,,,,,glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,544,1267,-0.23727254972288805,15.96347467186373,1.0351051999943528
pagerank,Exponential Saturation Fit,0.999999999624746,0.0469651648207524,0.07207092341500944,1.0,0.6582478295185478,1.0002644762912904,,,,,,,,glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,544,1267,-0.0001177466083087938,14.742135319689158,0.0008750689507951424
betweenness,Piecewise Linear Fit,0.9999999961645999,0.17819641981917256,0.49390113805898217,1.0,0.9187056037884768,1.0014281609160425,0.35638687997762414,-5.9800860539592545e-06,3.223103409240893e-06,,,,,glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,544,1267,,,
closeness,Exponential Saturation Fit,0.9999999508198499,0.1544878413453002,-0.07088116787994869,0.5564325177584846,1.0,1.001539355906145,,,,,,,,glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,544,1267,0.12431480424455474,3.2956633535748012,0.6501637947718374
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.051170744540910286,,,,glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,544,1267,,,
degree,Piecewise Linear Fit,0.9999998655283883,0.11666180812899393,0.20336526177018596,1.0,0.7661971830985915,1.0040185675945794,0.23332361623585482,-1.0541927370197066,0.7277285664495347,,,,,glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,211,710,,,
pagerank,Piecewise Linear Fit,0.999999983223958,0.12519009099993098,0.09371475080198365,1.0,0.7915492957746478,1.00030275465475,0.25038015834282923,-0.0010583752656280938,0.0015463425152293792,,,,,glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,211,710,,,
betweenness,Piecewise Linear Fit,0.9999999845557521,0.1388804253946702,0.7568273519241465,1.0,0.8309859154929577,1.0013875666645486,0.2777583635914451,-1.1167621656538909e-05,3.600178840279709e-06,,,,,glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,211,710,,,
closeness,Piecewise Linear Fit,0.9999990695642502,0.12130882347109805,-0.10960671468373316,0.44647887323943664,0.807570977917981,1.0146968931944926,0.2426176469751865,0.73541380643347,0.7247177282952876,,,,,glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,211,710,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.029577464788732393,,,,glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,211,710,,,
degree,Exponential Saturation Fit,0.9999978015782416,0.007761231516853269,-0.6658211482106672,1.0,0.18309859154929578,1.007096256532958,,,,,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,102,426,0.41954943175649656,89.30891686666568,0.10528694356093801
pagerank,Exponential Saturation Fit,0.9999999627810445,0.008159096526519777,-0.3187162393058392,1.0,0.18544600938967137,1.006101231039051,,,,,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,102,426,0.001199491213403384,84.95390328308001,0.0012820084955433644
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.0842777716986345e-06,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,102,426,,,
closeness,Constant Fit,,0,0,0.3427230046948357,0.0,,,,,0.8456244478504753,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,102,426,,,
clustering,Piecewise Linear Fit,0.9999995605519512,0.07281858819611235,-0.9048031906080275,1.0,0.5305164319248826,1.0040335131638034,0.14563717641907917,0.5423197033777217,0.004154950960256778,,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,102,426,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.8233731739707836,,,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,310,753,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.001328021248339974,,,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,310,753,,,
betweenness,Piecewise Linear Fit,0.9999999601814263,0.0816559643455675,0.39817427066564476,1.0,0.6055776892430279,1.0021790677507105,0.16331058000231072,-1.2108940606039032e-05,3.4719409721547992e-06,,,,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,310,753,,,
closeness,Constant Fit,,0,0,0.5790172642762285,0.0,,,,,0.786251638804901,,,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,310,753,,,
clustering,Piecewise Linear Fit,0.9999996524653719,0.03011800599102609,0.3874083046867133,1.0,0.2868525896414343,1.0021343415159185,0.06023601197686022,-1.1601793002646708,0.12513727434209357,,,,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,310,753,,,
degree,Piecewise Linear Fit,0.999999778741777,0.06771344340485153,0.4243854798378203,1.0,0.5262096774193549,1.0166398602247573,0.13542688680378945,-2.290096939302623,0.5204701023749275,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,75,496,,,
pagerank,Piecewise Linear Fit,0.9999998362852559,0.06660137240130948,0.20474578135614557,1.0,0.5221774193548387,1.0079630258661654,0.13320274283555417,-0.00677165000305121,0.0026537384628800586,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,75,496,,,
betweenness,Piecewise Linear Fit,0.9999998621654883,0.07253191527166325,0.90975148005141,1.0,0.5604838709677419,1.0108422980863556,0.14506292242175736,-1.5974054077600355e-05,2.432129712650093e-06,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,75,496,,,
closeness,Michaelis-Menten Fit,0.9999978312943177,0.022214205890462864,-0.22971773592350386,0.2661290322580645,0.9848484848484849,1.0280885425326274,,,,,0.37926017608409834,0.02450104070604341,0.6047345205171383,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,75,496,,,
clustering,Piecewise Linear Fit,0.9999998951930545,0.05489933962529306,0.9999999925180789,1.0,0.44556451612903225,1.0006174902467526,0.10979867916039099,-0.12173458180640352,0.013366296290488458,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,75,496,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,1.9301435406698564,,,,glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,2017,2090,,,
pagerank,Piecewise Linear Fit,0.9999999918076529,0.07128812563148958,0.03885165236498358,1.0,0.5124401913875598,1.0004703020788208,0.14257619747750985,-0.00026508321402456933,0.0005052929717607343,,,,,glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,2017,2090,,,
betweenness,Piecewise Linear Fit,0.9999994655233921,0.05588218105265655,-0.8648304367595329,1.0,0.42392344497607654,1.011253198763708,0.11176437072713875,0.0012962957778656972,1.1322009499192935e-05,,,,,glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,2017,2090,,,
closeness,Piecewise Linear Fit,0.9999998748021426,0.020588244937900915,0.14491355008246648,0.8143540669856459,0.209165687426557,1.0028967596709852,0.04117648987406855,-2.3756776819731913,0.3864297406632243,,,,,glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,2017,2090,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.12773524720893142,,,,glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,2017,2090,,,
degree,Michaelis-Menten Fit,0.9999991826661515,0.24768556939867753,-0.170524033046952,1.0,1.0,1.002112329675269,,,,,31439.04601729765,48694.63494123086,0.7778662923353113,glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,556,1262,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0007923930269413633,,,,glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,556,1262,,,
betweenness,Piecewise Linear Fit,0.9999999433811242,0.19479741360880412,-0.9969221762463919,1.0,0.9508716323296355,1.016536834959378,0.389597645545529,1.3823615922756919e-05,8.263625879766309e-09,,,,,glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,556,1262,,,
closeness,Michaelis-Menten Fit,0.999999350283166,0.24768598553329998,0.11620350696426522,0.5839936608557845,1.0,1.004953838739781,,,,,-22663.041838679696,72711.4677984603,0.7415482106721175,glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,556,1262,,,
clustering,Michaelis-Menten Fit,0.9999996067155248,0.2476860755246071,-0.4701404951133355,1.0,1.0,1.0005288850509426,,,,,7588.712085475654,81392.8018205007,0.026026478853456384,glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,556,1262,,,
