,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9005932735190436,0.9380855891784973,0.610423594759249,-0.17862286492462578,exp,1.0311619191267387,1,delaunay,uniform,5000,,
pagerank,0.910170259798272,0.940349895363362,0.7427172966168538,-0.24305273713586942,exp,1.0233321536407995,1,delaunay,uniform,5000,,
betweenness,0.479101741582887,0.625039730019112,0.4816230563144789,-0.15135066699576163,pieli,1.346237975687403,1,delaunay,uniform,5000,,
closeness,0.4109571172474106,0.4302835600004293,0.39880682092214415,-0.4634872428266057,exp,1.98899988730869,1,delaunay,uniform,5000,,
harmonic,0.4638019964353793,0.6214196801655947,0.41926547864427066,-0.7441153768789395,exp,1.6980685528795758,1,delaunay,uniform,5000,,
clustering,0.9380438853525551,0.9380438853525551,0.6530273794780892,0.21612879556771758,original,1.0,1,delaunay,uniform,5000,,
degree,0.956965730674364,0.9726348912704459,0.639345467803094,-0.16359858338445393,pieli,1.0137684150126554,2,delaunay,uniform,5000,,
pagerank,0.9620739824878379,0.9745392303630287,0.7785826563362781,-0.21039196914652025,exp,1.010320290788742,2,delaunay,uniform,5000,,
betweenness,0.5806539946469184,0.6866208075875502,0.5779323094671341,-0.08316310674061997,pieli,1.161309196826328,2,delaunay,uniform,5000,,
closeness,0.29424325679829355,0.6506362536635191,0.28985714582442035,-0.26490542747675594,exp,2.9894892617257747,2,delaunay,uniform,5000,,
harmonic,0.32767123604303666,0.7542964262061249,0.3001025707709856,-0.806538412706161,exp,2.368610367026599,2,delaunay,uniform,5000,,
clustering,0.972183008702511,0.972981026701742,0.6971458246461992,0.2381791174475614,pieli,1.0003912342408778,2,delaunay,uniform,5000,,
degree,0.9369494181817217,0.9526525020493158,0.19492418250782564,0.5022892148560477,pieli,1.0148594991150381,1,knn,uniform,5000,5.0,
pagerank,0.9318623937439323,0.9468784410994631,0.04376574249733425,0.6377436004246102,pieli,1.0146721557245928,1,knn,uniform,5000,5.0,
betweenness,0.7211672344225737,0.7740566354272164,0.685473691308552,0.29938387266515487,pieli,1.0979413653304444,1,knn,uniform,5000,5.0,
closeness,0.16787906649391598,0.65824724540995,0.3437885710936629,0.5566580786229121,pieli,4.319477287463442,1,knn,uniform,5000,5.0,
harmonic,0.4808569528827795,0.8139151494038519,0.3256986047834711,0.7672123870050611,pieli,2.5672682706655534,1,knn,uniform,5000,5.0,
clustering,0.9169972612632483,0.9405173095140016,0.27235621648722486,0.5819856552581347,exp,1.0388298166318701,1,knn,uniform,5000,5.0,
degree,0.976067123015092,0.982660842985112,0.2130482185964312,0.5379032525602203,pieli,1.0057053732717984,2,knn,uniform,5000,5.0,
pagerank,0.973569957957449,0.9795827094556866,0.031218074373750754,0.6410160795906156,pieli,1.00497339658637,2,knn,uniform,5000,5.0,
betweenness,0.8798006684394988,0.8874380981936705,0.78951836647533,0.08725599540282329,pieli,1.0078519472270302,2,knn,uniform,5000,5.0,
closeness,0.3684396911695801,0.8652581407041277,-0.02355815985452879,0.04805812672693187,pieli,4.411452115388147,2,knn,uniform,5000,5.0,
harmonic,0.41085916263793,0.9480140088021296,0.5835708793018209,0.5564881336042349,exp,2.379039677594305,2,knn,uniform,5000,5.0,
clustering,0.9654588555915736,0.973825900144732,0.28100822974249196,0.5541136123361433,exp,1.008695032685331,2,knn,uniform,5000,5.0,
degree,0.8608215135459965,0.9129025257572345,0.06986172004091162,0.6491157262284859,pieli,1.0495763146836752,1,knn,uniform,5000,10.0,
pagerank,0.8476166879687166,0.8937123598964267,-0.18784390862102074,0.7231261890389866,pieli,1.048071791569836,1,knn,uniform,5000,10.0,
betweenness,0.6753614597116152,0.7468582113760932,0.6728003827498159,0.5142169264924998,pieli,1.1123594058105721,1,knn,uniform,5000,10.0,
closeness,0.3014580366089702,0.6984173432429894,0.6792729465403619,0.9624481076614322,pieli,5.070772177008001,1,knn,uniform,5000,10.0,
harmonic,0.4228922899823415,0.7237278963482632,0.6811320134359236,0.9077722852056052,pieli,4.219999357077162,1,knn,uniform,5000,10.0,
