,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c
clustering,Exponential Saturation Fit,0.9999994889012338,0.013989302791204744,0.2346008492691291,1.0,0.1970776906628653,1.1293947709485932,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point23_R3C2_segmentation_labels.tiff,14030,2806,,,,-0.21625321864623281,49.54837216298944,0.5690226787327994,
degree,Exponential Saturation Fit,0.9999858833214701,0.0016730133349393403,-0.10561807467357116,1.0,0.041646394862313904,1.0181322713633856,,,,glioma_mibitof:UCSF_TA4_R98C3_whole_cell.tiff,51385,10277,,,,1.9173293359350747,414.31061309079166,8.118045648189582,
pagerank,Piecewise Linear Fit,0.9999970019558582,0.003141530428665622,-0.06540936266576496,1.0,0.03931108300087574,1.0176198292671428,,,,glioma_mibitof:UCSF_TA4_R98C3_whole_cell.tiff,51385,10277,0.006283061186764952,0.0019072306814203522,8.561025148268913e-05,,,,
betweenness,Constant Fit,,0,0,0.06636177872920113,0.0,,,,,glioma_mibitof:UCSF_TA4_R98C3_whole_cell.tiff,51385,10277,,,,,,,126067247337251.94
closeness,Piecewise Linear Fit,0.999992055935839,0.19084482534160038,-0.24547149688965295,1.0,0.9464824365087088,3.0156151334896775,,,,glioma_mibitof:UCSF_TA4_R98C3_whole_cell.tiff,51385,10277,0.38168965207347505,0.027454270673618327,0.016105153909211245,,,,
clustering,Exponential Saturation Fit,0.9999995593395063,0.0064030866727903335,0.24508321135943056,1.0,0.12503648924783498,1.0966397919107798,,,,glioma_mibitof:UCSF_TA4_R98C3_whole_cell.tiff,51385,10277,,,,-0.22701538708434688,108.25203787197601,0.5766471019917094,
degree,Exponential Saturation Fit,0.9999741663854038,0.0035724670966018925,-0.10585810374977087,1.0,0.0690625,1.03185985979052,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point20_R2C12_segmentation_labels.tiff,16000,3200,,,,1.92634310337733,194.0247906460359,8.135532445127039,
pagerank,Piecewise Linear Fit,0.9999908411691789,0.005918108204928185,-0.07184924399842448,1.0,0.059375,1.0306670657336334,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point20_R2C12_segmentation_labels.tiff,16000,3200,0.011836216742582697,0.0035573429523078864,0.00027195991068523133,,,,
betweenness,Michaelis-Menten Fit,0.9999999872165528,0.20525688022744798,-0.7769748108127092,1.0,1.0,1.02256815366792,0.39472146299444516,1.1917717947222954,0.016646775433710348,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point20_R2C12_segmentation_labels.tiff,16000,3200,,,,,,,
closeness,Piecewise Linear Fit,0.9999954869173167,0.20003096302913154,-0.2179991640368727,1.0,0.9484375,3.271294020365689,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point20_R2C12_segmentation_labels.tiff,16000,3200,0.4000619270397721,0.04075988728253257,0.029247085155011072,,,,
clustering,Michaelis-Menten Fit,0.9999991599242656,0.0088820499062682,0.2539624649485829,1.0,0.531875,1.1042569258433694,-0.2468338076388165,0.009212024980443968,0.598268960525998,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point20_R2C12_segmentation_labels.tiff,16000,3200,,,,,,,
degree,Exponential Saturation Fit,0.9999912531392943,0.004989687161912777,-0.0800918223506042,1.0,0.09465478841870824,1.016315411046175,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,8980,1796,,,,1.4929466549225177,138.91595965853094,8.573745710501772,
pagerank,Piecewise Linear Fit,0.999998249378229,0.008823725163923693,-0.054123921807946625,1.0,0.08073496659242761,1.0149943141937827,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,8980,1796,0.01764745086965353,0.003257152276712119,0.0005022673985207893,,,,
betweenness,Piecewise Linear Fit,0.9999984047579461,0.1275706372470324,-0.7797267915138463,1.0,0.7065701559020044,1.0745818689908588,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,8980,1796,0.25514127493809885,0.057459844372499444,0.0020707820008542873,,,,
closeness,Piecewise Linear Fit,0.9999649603561874,0.18039215124104685,-0.19887458881448739,1.0,0.8841870824053452,2.8766137697702807,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,8980,1796,0.3607843031482862,0.05415617410217009,0.03935381380265876,,,,
clustering,Exponential Saturation Fit,0.9999999852860496,0.016472505237444125,0.181389498212897,1.0,0.23608017817371937,1.0724923419593462,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,8980,1796,,,,-0.19086233284456394,42.079038378108805,0.6215430264754994,
degree,Exponential Saturation Fit,0.9999921625826047,0.001998582937300961,-0.0850261315809374,1.0,0.052453195610071016,1.0113410940516274,,,,glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,30980,6196,,,,1.573527984938978,346.81932261088656,8.466438262372693,
pagerank,Piecewise Linear Fit,0.999998665997016,0.0036764708266934973,-0.05703869294580701,1.0,0.04777275661717237,1.01190279079673,,,,glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,30980,6196,0.007352941962743888,0.0023768475054987332,0.0001444629964070978,,,,
betweenness,Piecewise Linear Fit,0.9999999994396995,0.21078431363897868,-1.1394369599917107,1.0,0.9765978050355067,1.0096993545557915,,,,glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,30980,6196,0.42156862727796224,8572.747314395196,-221.12910796678557,,,,
closeness,Piecewise Linear Fit,0.9999917605185055,0.2010976261776755,-0.2439912860838712,1.0,0.9657843770174306,3.29958931770978,,,,glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,30980,6196,0.4021952535240056,0.034415239386640636,0.021444218524624154,,,,
clustering,Piecewise Linear Fit,0.9999989173405895,0.010027969586342602,0.15363713222687028,1.0,0.09538411878631375,1.0416204303636465,,,,glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,30980,6196,0.020055939172420507,-7.57691503889806,0.5705299658721831,,,,
degree,Exponential Saturation Fit,0.9999532406287139,0.0037915345700905317,-0.08883205156883357,1.0,0.08090277777777778,1.028650040096103,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,14400,2880,,,,1.6415383196106617,182.81441661297518,8.418791846673253,
pagerank,Piecewise Linear Fit,0.9999911327484402,0.006286015170922544,-0.06188511494798253,1.0,0.07222222222222222,1.0297200151853139,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,14400,2880,0.012572030730414581,0.003235465214880083,0.00030830596530484,,,,
betweenness,Piecewise Linear Fit,0.999999999999949,0.24411764705873193,-1.2455007155854745,1.0,0.9996527777777777,1.031982963813235,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,14400,2880,0.4882352941176169,319.09821826389816,-15.354381800738079,,,,
closeness,Piecewise Linear Fit,0.9999980422629344,0.20793445891957124,-0.24202862308657314,1.0,0.9763888888888889,3.1969265953609733,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,14400,2880,0.41586891872225706,0.047091163633606783,0.030665635175209642,,,,
clustering,Piecewise Linear Fit,0.9999931900742728,0.017293973150508898,0.22760201198091,1.0,0.1451388888888889,1.1781428997934962,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point7_R1C8_segmentation_labels.tiff,14400,2880,0.03458794630042409,-5.825684169900279,0.5434044760138371,,,,
degree,Exponential Saturation Fit,0.9999914198655669,0.003932200375926549,-0.09133852965089437,1.0,0.07184005421890885,1.0272553128130437,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point5_R1C6_segmentation_labels.tiff,14755,2951,,,,1.6834448569124176,176.27463359804435,8.373692267497352,
pagerank,Piecewise Linear Fit,0.9999936781780153,0.006003445461887126,-0.06549733607263362,1.0,0.0603185360894612,1.0271921894837825,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point5_R1C6_segmentation_labels.tiff,14755,2951,0.012006891268253822,0.003485515935574053,0.0002985550964561552,,,,
betweenness,Piecewise Linear Fit,0.9999999999615562,0.23711789763094385,-0.9845997270210081,1.0,0.9969501863774991,1.0198030423983269,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point5_R1C6_segmentation_labels.tiff,14755,2951,0.4742357952766865,3.2045715781107944,0.011885104878113553,,,,
closeness,Piecewise Linear Fit,0.9999930989782968,0.2067240858279647,-0.2307912268186027,1.0,0.9674686546933243,3.2630552837636,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point5_R1C6_segmentation_labels.tiff,14755,2951,0.41344817259462385,0.04404501961228039,0.030346794322782557,,,,
clustering,Exponential Saturation Fit,0.9999984093961375,0.012727382228991469,0.25940612923848044,1.0,0.18976618095560827,1.1638353864431115,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point5_R1C6_segmentation_labels.tiff,14755,2951,,,,-0.24510049076867835,54.46109565147344,0.5949764202431446,
degree,Piecewise Linear Fit,0.9999909132425527,0.007335735949942076,-0.09370393152538467,1.0,0.06146821215314366,1.0399454129898313,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point23_R1C5_segmentation_labels.tiff,14235,2847,0.014671471899896612,117.54851505062663,8.340135773542132,,,,
pagerank,Piecewise Linear Fit,0.9999923289740473,0.006561868257673694,-0.07309279025701748,1.0,0.059009483667017915,1.0341259565686887,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point23_R1C5_segmentation_labels.tiff,14235,2847,0.013123736873583704,0.003663430022240687,0.00030484358955994547,,,,
betweenness,Piecewise Linear Fit,0.9999999999999453,0.24558823509654418,-0.9746106676890303,1.0,0.9996487530734106,1.074089300622401,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point23_R1C5_segmentation_labels.tiff,14235,2847,0.49117647058823527,0.12430222119777738,0.0007952552404953862,,,,
closeness,Piecewise Linear Fit,0.9999917285615714,0.2053394974076402,-0.23589948670354596,1.0,0.9655778011942395,3.3051624279983596,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point23_R1C5_segmentation_labels.tiff,14235,2847,0.4106789957087425,0.04596490656506137,0.030571895900141546,,,,
clustering,Exponential Saturation Fit,0.9999991339714874,0.012802486348949104,0.25166028666492246,1.0,0.19915700737618547,1.1524402950951633,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point23_R1C5_segmentation_labels.tiff,14235,2847,,,,-0.23201287285294273,54.14160672352756,0.576970849806232,
degree,Exponential Saturation Fit,0.9999817720481772,0.001515598433336157,-0.10689143627057435,1.0,0.03654195997785336,1.0170931095034081,,,,glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,63215,12643,,,,1.9372584450753148,457.34223872385553,8.09317456949318,
pagerank,Piecewise Linear Fit,0.9999970939214242,0.0028149923404698213,-0.06763075199781715,1.0,0.03345724907063197,1.0174519407752751,,,,glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,63215,12643,0.005629984996429637,0.0017845208542006338,6.925358821463975e-05,,,,
betweenness,Exponential Saturation Fit,0.9999999961540138,0.1887262823861475,0.9693749486511049,0.010677845448074033,1.0,1.000036993525918,,,,glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,63215,12643,,,,-107824815.20347203,1.9157302269421421,66448731.33909562,
closeness,Piecewise Linear Fit,0.9999914762963786,0.19710398316274008,-0.24012091228632612,1.0,0.9542039073004824,3.2284989334944076,,,,glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,63215,12643,0.394207967990127,0.023681178988772787,0.014771113302678298,,,,
clustering,Exponential Saturation Fit,0.9999994121581877,0.004471008084345779,0.2596120413743677,1.0,0.08407814600964961,1.0936869539821725,,,,glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,63215,12643,,,,-0.2417309276504054,155.0315203858669,0.586427319786771,
degree,Piecewise Linear Fit,0.9999939498111549,0.009182935194085287,-0.08987474963926208,1.0,0.09242529534398888,1.0350781632908432,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point24_R3C3_segmentation_labels.tiff,7195,1439,0.0183658703881908,90.73220352136255,8.437357433963626,,,,
pagerank,Piecewise Linear Fit,0.9999947149462438,0.00843892432550583,-0.06725163468517775,1.0,0.09034051424600417,1.029349510246503,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point24_R3C3_segmentation_labels.tiff,7195,1439,0.016877848973825205,0.005228358105052286,0.0006119473277519344,,,,
betweenness,Piecewise Linear Fit,0.9999999998840174,0.24355822281580763,-0.8241267524566718,1.0,0.9986101459346769,1.1151803571750405,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point24_R3C3_segmentation_labels.tiff,7195,1439,0.4871164465019557,0.05596849324015712,0.002909056630352389,,,,
closeness,Piecewise Linear Fit,0.9999913378766783,0.20288495031329057,-0.2280594693734676,1.0,0.9638637943015983,3.1433820237040524,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point24_R3C3_segmentation_labels.tiff,7195,1439,0.4057699012561765,0.06444929941483878,0.044259221285198304,,,,
clustering,Exponential Saturation Fit,0.9999989325811478,0.01254219978035277,0.1807630109492691,1.0,0.20569840166782488,1.0795109526065956,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point24_R3C3_segmentation_labels.tiff,7195,1439,,,,-0.18532480291649067,55.265200143279195,0.605280558029365,
degree,Exponential Saturation Fit,0.9999995902093406,0.005718342828240435,-0.08496359166639932,1.0,0.14106145251396648,1.0241225074277318,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point8_R7C7_segmentation_labels.tiff,3580,716,,,,1.5842701748076538,121.21469476675453,8.53109468505936,
pagerank,Piecewise Linear Fit,0.9999992703756464,0.005489411535762369,-0.062478132547118946,1.0,0.08659217877094973,1.0202678436786246,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point8_R7C7_segmentation_labels.tiff,3580,716,0.010978823144366873,0.015072073302297182,0.0012415154824488865,,,,
betweenness,Piecewise Linear Fit,0.9999995973279665,0.19351669786440442,-0.7167964876859239,1.0,0.9539106145251397,1.082736065571737,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point8_R7C7_segmentation_labels.tiff,3580,716,0.3870333962517398,0.07401231271962058,0.005658810923424341,,,,
closeness,Piecewise Linear Fit,0.9999958794509787,0.19959872405013204,-0.18577748421725632,1.0,0.9636871508379888,2.327247721575599,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point8_R7C7_segmentation_labels.tiff,3580,716,0.39919744865935536,0.07140111171112659,0.06246155114562108,,,,
clustering,Michaelis-Menten Fit,0.9999920890735248,0.0021669890290951267,0.20556713109053734,1.0,0.17737430167597765,1.0740677239006873,-0.2557477643552691,0.002187626182471184,0.7463739907307129,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point8_R7C7_segmentation_labels.tiff,3580,716,,,,,,,
degree,Piecewise Linear Fit,0.9999916134441301,0.00570921051646191,-0.0943712035269401,1.0,0.05238344683080147,1.0327508184888474,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point12_R3C2_segmentation_labels.tiff,19090,3818,0.01141842103293134,151.87314067922173,8.320851300089014,,,,
pagerank,Piecewise Linear Fit,0.9999925197813043,0.005656869662957367,-0.07291780590764692,1.0,0.05133577789418544,1.0292529945974294,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point12_R3C2_segmentation_labels.tiff,19090,3818,0.011313739683917079,0.0031602416413036914,0.00022729036687989902,,,,
betweenness,Michaelis-Menten Fit,0.9999981961334556,0.24853123056350834,-1.195216906467582,1.0,1.0,1.0264647313486153,1533813323.4368818,892945.4377472984,-69.72670316157655,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point12_R3C2_segmentation_labels.tiff,19090,3818,,,,,,,
closeness,Piecewise Linear Fit,0.9999931768990719,0.19931698017604016,-0.2352277098498749,1.0,0.9588789942378209,2.8616209156874457,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point12_R3C2_segmentation_labels.tiff,19090,3818,0.3986339613211573,0.04113543085306221,0.026656554436027262,,,,
clustering,Exponential Saturation Fit,0.9999951968933123,0.00833079682930978,0.2780902798556671,1.0,0.1322682032477737,1.1575364424422048,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point12_R3C2_segmentation_labels.tiff,19090,3818,,,,-0.2698124338850126,83.20298707704787,0.6200228380578507,
degree,Piecewise Linear Fit,0.9999872408702551,0.006628070508292645,-0.08660869523136874,1.0,0.07102177554438861,1.03837665560613,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point9_R1C3_segmentation_labels.tiff,14925,2985,0.013256141016596255,121.10425714024956,8.465291289576111,,,,
pagerank,Piecewise Linear Fit,0.9999896311383235,0.00628473645124384,-0.06667189756430507,1.0,0.06901172529313233,1.032865065961883,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point9_R1C3_segmentation_labels.tiff,14925,2985,0.012569473277735707,0.0033496439732741416,0.0002946979980702881,,,,
betweenness,Piecewise Linear Fit,0.9999999741934242,0.188915217211336,-0.9132549086623809,1.0,0.9360134003350083,1.0108951542057292,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point9_R1C3_segmentation_labels.tiff,14925,2985,0.37783043442501574,16.120293242870233,0.2892629247803862,,,,
closeness,Piecewise Linear Fit,0.9999863529573298,0.20318303697901033,-0.23424613695594063,1.0,0.9624790619765494,3.287080925775436,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point9_R1C3_segmentation_labels.tiff,14925,2985,0.4063660748587318,0.045116130407170614,0.029966501952962563,,,,
clustering,Exponential Saturation Fit,0.9999973329924536,0.010291005646796105,0.2642644855542459,1.0,0.17185929648241205,1.1762550519935588,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point9_R1C3_segmentation_labels.tiff,14925,2985,,,,-0.24595810794929593,67.3546594722074,0.5883425843919432,
degree,Exponential Saturation Fit,0.9999901430091153,0.003285317915382791,-0.09890845794597271,1.0,0.07351584127960628,1.0348407339115862,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point5_R3C2_segmentation_labels.tiff,16255,3251,,,,1.8113723161305049,210.98328939772523,8.251125876705576,
pagerank,Piecewise Linear Fit,0.999991324922534,0.005333941847726257,-0.06862210652796805,1.0,0.061211934789295604,1.03425249735564,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point5_R3C2_segmentation_labels.tiff,16255,3251,0.010667883982081062,0.0037218496284220277,0.00026944424385861806,,,,
betweenness,Piecewise Linear Fit,0.999999994919446,0.21799902113444022,-1.0067037928127176,1.0,0.9852353122116272,1.0314700610465952,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point5_R3C2_segmentation_labels.tiff,16255,3251,0.4359980422763195,5.860958723172523,-0.00850828614884154,,,,
closeness,Piecewise Linear Fit,0.9999959179586463,0.1980265423954,-0.23375493857148907,1.0,0.9606274992310059,3.004681196958552,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point5_R3C2_segmentation_labels.tiff,16255,3251,0.39605308567544323,0.04476981458366586,0.02906133722382959,,,,
clustering,Exponential Saturation Fit,0.9999964781536578,0.009099437666720443,0.26123853899676536,1.0,0.1614887726853276,1.1733536217105502,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point5_R3C2_segmentation_labels.tiff,16255,3251,,,,-0.24369507962654147,76.17472709389014,0.5882700679292985,
degree,Piecewise Linear Fit,0.9999989942209051,0.006071493555392951,-0.099007776942021,1.0,0.06260869565217392,1.0207669596875193,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point3_R8C1_segmentation_labels.tiff,5750,1150,0.012142987110794026,149.50786605687418,8.260594698834275,,,,
pagerank,Piecewise Linear Fit,0.9999988139619604,0.0057804521308860895,-0.07648605896673281,1.0,0.06173913043478261,1.0196470015612122,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point3_R8C1_segmentation_labels.tiff,5750,1150,0.011560904369306681,0.010750879334294841,0.000750355280943964,,,,
betweenness,Piecewise Linear Fit,0.9999999999999105,0.24063307649316257,-0.7693126321546093,1.0,0.9991304347826087,1.0774741638637808,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point3_R8C1_segmentation_labels.tiff,5750,1150,0.48126615377868137,0.060738600905896924,0.004382693031626546,,,,
closeness,Piecewise Linear Fit,0.9999998482272106,0.20833329163253156,-0.23539115609948824,1.0,0.971304347826087,2.205216600336086,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point3_R8C1_segmentation_labels.tiff,5750,1150,0.41666658387575567,0.06822854681948914,0.04617149877507318,,,,
clustering,Piecewise Linear Fit,0.9999980874428667,0.020588235112423588,0.14224760955875607,1.0,0.16260869565217392,1.039946176782744,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point3_R8C1_segmentation_labels.tiff,5750,1150,0.041176470223767456,-3.8137631231913023,0.6305043904961831,,,,
degree,Exponential Saturation Fit,0.9999989858581494,0.0036119065413401197,-0.11063578625212958,1.0,0.07215104517869184,1.0197620908365739,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point13_R8C1_segmentation_labels.tiff,7415,1483,,,,2.0063569908144365,191.9061782404058,8.06421759210761,
pagerank,Piecewise Linear Fit,0.9999986879975964,0.005499393969103624,-0.0777481208836931,1.0,0.056641942009440324,1.0193069985795582,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point13_R8C1_segmentation_labels.tiff,7415,1483,0.01099878806189986,0.008892033190301676,0.0005800634791826619,,,,
betweenness,Piecewise Linear Fit,0.9999993018428625,0.16606159549564334,-0.77630405197824,1.0,0.8698583951449764,1.0815221635335384,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point13_R8C1_segmentation_labels.tiff,7415,1483,0.33212319152280945,0.0624852273327867,0.002990011222207198,,,,
closeness,Piecewise Linear Fit,0.9999988862164805,0.19874263264506314,-0.22672003666370627,1.0,0.9447066756574511,2.644282357173094,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point13_R8C1_segmentation_labels.tiff,7415,1483,0.39748526597077116,0.058398338439829556,0.039585704948738,,,,
clustering,Michaelis-Menten Fit,0.9999983665985973,0.008038242996444296,0.23900279047605652,1.0,0.5016857720836143,1.0774996995889001,-0.2985573316477131,0.008312783836689161,0.7608747163733333,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point13_R8C1_segmentation_labels.tiff,7415,1483,,,,,,,
degree,Piecewise Linear Fit,0.9999907126643655,0.006027125080694265,-0.08321439571839291,1.0,0.06343792633015007,1.0339243813663619,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,14660,2932,0.012054250161397934,128.24944368697953,8.515987510077066,,,,
pagerank,Piecewise Linear Fit,0.9999920317750354,0.005430032038885756,-0.0662520541126735,1.0,0.06105047748976808,1.0301404131510128,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,14660,2932,0.010860064354734376,0.00392112628971462,0.00030008443685239914,,,,
betweenness,Piecewise Linear Fit,0.9999992895339346,0.16192345590777676,-0.9409752757085706,1.0,0.8680081855388813,1.0339047263093586,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,14660,2932,0.3238469118465348,1.0453013881177224,0.010617127778552027,,,,
closeness,Piecewise Linear Fit,0.9999872474069975,0.1974316993321296,-0.22969859822891167,1.0,0.953956343792633,3.1542946006475088,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,14660,2932,0.394863399527898,0.04572090120451199,0.03027150473096343,,,,
clustering,Exponential Saturation Fit,0.9999992237847838,0.011411179836661808,0.24489549046307516,1.0,0.19065484311050476,1.1418643808767053,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,14660,2932,,,,-0.22188572882827906,60.74281458465716,0.5639641274520906,
degree,Piecewise Linear Fit,0.9999907340132053,0.00785083413660657,-0.08308997121249392,1.0,0.07114754098360655,1.0329217774555708,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point4_R2C10_segmentation_labels.tiff,15250,3050,0.015701668273229104,98.36955930855902,8.522257305173058,,,,
pagerank,Piecewise Linear Fit,0.9999920937665336,0.007352940521266893,-0.06367912297750397,1.0,0.06885245901639345,1.027929915581217,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point4_R2C10_segmentation_labels.tiff,15250,3050,0.014705881590694135,0.0026827699600287763,0.00029004946080030803,,,,
betweenness,Piecewise Linear Fit,0.9999999832558598,0.20314033312801832,-1.085082918336945,1.0,0.9622950819672131,1.0228996170145594,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point4_R2C10_segmentation_labels.tiff,15250,3050,0.4062806662819312,1.5689821126050087,-0.024991573723625097,,,,
closeness,Piecewise Linear Fit,0.9999979355806903,0.20778955738240557,-0.2325086828668175,1.0,0.9698360655737704,2.978156432235387,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point4_R2C10_segmentation_labels.tiff,15250,3050,0.4155791157244155,0.043307343232249274,0.02970431591767268,,,,
clustering,Michaelis-Menten Fit,0.9999978271760904,0.006922731079304463,0.2896645756727226,1.0,0.439672131147541,1.1397091468701837,-0.2817360100500987,0.007123742073995054,0.6182069905074234,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point4_R2C10_segmentation_labels.tiff,15250,3050,,,,,,,
degree,Exponential Saturation Fit,0.9999585953116749,0.0035166148459055226,-0.10728529362567774,1.0,0.06796673358187554,1.0382094922174432,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point6_R1C4_segmentation_labels.tiff,17435,3487,,,,1.9494839224670826,197.10636816417258,8.11077133035596,
pagerank,Piecewise Linear Fit,0.9999898259696909,0.005961442730405684,-0.07209098172944,1.0,0.05907657011757958,1.0359577406765024,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point6_R1C4_segmentation_labels.tiff,17435,3487,0.011922885827620288,0.0032504351375555705,0.00024941195264173145,,,,
betweenness,Michaelis-Menten Fit,0.9999672223216913,0.24852922206982703,-1.1340529007486755,1.0,1.0,1.0284793287485217,1340203095.5649216,325611.43308771605,-120.91801306425806,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point6_R1C4_segmentation_labels.tiff,17435,3487,,,,,,,
