,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c
clustering,Exponential Saturation Fit,0.999999459417354,0.009575042183824075,0.19301329594655026,1.0,0.16984045290787442,1.0711337682180297,,,,glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,9715,1943,,,,-0.19807888837131757,72.39103157537892,0.6121618365592615,
degree,Exponential Saturation Fit,0.9999749672708822,0.005683019280825541,-0.1013540836333919,1.0,0.13757396449704143,1.0257904134344014,,,,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,3380,676,,,,1.86539667277948,121.9681205103438,8.269677166883893,
pagerank,Piecewise Linear Fit,0.999995562076742,0.007184856927258458,-0.07316034054976062,1.0,0.10502958579881656,1.0248305954997832,,,,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,3380,676,0.014369713955886942,0.014175503794330673,0.001290284570151552,,,,
betweenness,Piecewise Linear Fit,0.9999985587637772,0.04508135889762163,-0.9341660150382455,1.0,0.3994082840236686,1.0279587590201804,,,,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,3380,676,0.0901627178209631,0.3505571371168551,0.0011137350131722656,,,,
closeness,Piecewise Linear Fit,0.9999998500722692,0.124328277576195,-0.1333286386691491,1.0,0.7411242603550295,1.1312806402219948,,,,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,3380,676,0.24865655556124974,0.06081706012939784,0.049150319010556054,,,,
clustering,Exponential Saturation Fit,0.9999993282330892,0.013027483395489694,0.146063894554156,1.0,0.2677514792899408,1.0393979793602108,,,,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,3380,676,,,,-0.17431875222977242,53.2065296180361,0.683880258940356,
degree,Exponential Saturation Fit,0.9999935444477455,0.005133666784888795,-0.05903704406674995,1.0,0.1719077568134172,1.0110809637053897,,,,glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,2385,477,,,,1.1272463861197584,135.01990088479187,8.983318087056878,
pagerank,Piecewise Linear Fit,0.9999999413652738,0.008412896052143416,-0.042295155078169895,1.0,0.14255765199161424,1.0103421876142706,,,,glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,2385,477,0.016825792269252213,0.010199590653286923,0.0019429844329643998,,,,
betweenness,Piecewise Linear Fit,0.9999999999999845,0.2417227034532558,-0.6947419837084496,1.0,0.9979035639412998,1.0902129000280802,,,,glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,2385,477,0.48344540748542236,0.08350950032927924,0.008869453461415978,,,,
closeness,Piecewise Linear Fit,0.9999989555722971,0.21101064860866586,-0.21986288613969734,1.0,0.9727463312368972,2.45812347689367,,,,glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,2385,477,0.42202129765443,0.09655060734771236,0.0722900287169465,,,,
clustering,Exponential Saturation Fit,0.999999839350312,0.02289981444064022,0.15907905269867179,1.0,0.40041928721174,1.072962085493065,,,,glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,2385,477,,,,-0.18880753946992554,30.268661846848683,0.6878428166966418,
degree,Exponential Saturation Fit,0.9999649627833787,0.002963167272147134,-0.0915140886308438,1.0,0.08550889141127507,1.02605074200305,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,13215,2643,,,,1.6877891781809202,233.9210435455562,8.3775772270148,
pagerank,Piecewise Linear Fit,0.9999935437471197,0.004958442843113876,-0.06511000087427683,1.0,0.0711312902005297,1.027619357974219,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,13215,2643,0.00991688589767244,0.004690061276607086,0.0003339155048743273,,,,
betweenness,Piecewise Linear Fit,0.9999999999998963,0.2431372546822331,-0.980456027984249,1.0,0.9996216420734014,1.0653123296241536,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,13215,2643,0.4862745098039215,0.11065392876560237,0.000536294098449611,,,,
closeness,Piecewise Linear Fit,0.9999973139980797,0.20245098225752262,-0.23030480212584428,1.0,0.9629209231933409,3.2207444793579154,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,13215,2643,0.4049019653462174,0.04871456345167111,0.03296055280120547,,,,
clustering,Exponential Saturation Fit,0.9999973512064353,0.008878430076800859,0.2273751540062906,1.0,0.1782065834279228,1.1193010508020567,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,13215,2643,,,,-0.21492080479630035,78.07091738396537,0.5800731768959672,
degree,Exponential Saturation Fit,0.9999861522276157,0.004247158229908495,-0.06846373190622031,1.0,0.13033536585365854,1.0160606744688423,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,6560,1312,,,,1.2924861557257068,163.20257992778085,8.79296013040858,
pagerank,Piecewise Linear Fit,0.9999977218782017,0.006618477003089564,-0.04877389370675743,1.0,0.11051829268292683,1.0163444173296599,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,6560,1312,0.013236954251641803,0.005392654141214085,0.0006960764522101768,,,,
betweenness,Piecewise Linear Fit,0.99999998034007,0.210122983210396,-0.7786605783834788,1.0,0.9740853658536586,1.1224508709742678,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,6560,1312,0.4202459671465725,0.05790262729015102,0.00345845719820247,,,,
closeness,Piecewise Linear Fit,0.9999988062928361,0.20937363073447135,-0.22891944488253493,1.0,0.9740853658536586,3.2075949033906896,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,6560,1312,0.41874726209766944,0.0666024166824874,0.04697091707303142,,,,
clustering,Piecewise Linear Fit,0.9999997099935536,0.014368501973506337,0.1315820943642729,1.0,0.1638719512195122,1.0542394445012369,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,6560,1312,0.028737003946389388,-4.6106490136764515,0.5697217855616813,,,,
degree,Exponential Saturation Fit,0.9999476221544558,0.0036314332191616024,-0.1005019363881892,1.0,0.09350237717908082,1.0381126938617855,,,,glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,12620,2524,,,,1.8405333885672681,190.8742743355866,8.236439408612478,
pagerank,Piecewise Linear Fit,0.9999838429520636,0.00554581993129602,-0.07241610079596421,1.0,0.07646592709984153,1.04009477646605,,,,glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,12620,2524,0.011091640091075288,0.0048544653585312495,0.00034484599094845397,,,,
betweenness,Piecewise Linear Fit,0.9999999999977697,0.24362745045858733,-0.9808344322679224,1.0,0.9992076069730587,1.0318724816847373,,,,glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,12620,2524,0.4872549009418935,1.9711908083929146,0.00938384593254818,,,,
closeness,Piecewise Linear Fit,0.9999903735918133,0.19093248190475884,-0.23692794610344156,1.0,0.9500792393026941,3.0339001374555163,,,,glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,12620,2524,0.3818649645240657,0.053441463262013995,0.03286301597882896,,,,
clustering,Exponential Saturation Fit,0.9999959196480657,0.009171197027265227,0.27238546913752093,1.0,0.1838351822503962,1.214492387740571,,,,glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,12620,2524,,,,-0.2571588356426411,75.5787035092736,0.6006288932020523,
degree,Exponential Saturation Fit,0.9999944440363759,0.0018031238900192879,-0.07829342143975127,1.0,0.054646544876886416,1.0098109962935211,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,31475,6295,,,,1.4577413075855137,384.41461750247913,8.580604400247715,
pagerank,Piecewise Linear Fit,0.9999990377198303,0.0033040465863365585,-0.05207867098833283,1.0,0.05003971405877681,1.0102193260255448,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,31475,6295,0.006608093449433931,0.0023876550245027473,0.000143591922614052,,,,
betweenness,Michaelis-Menten Fit,0.9999999633055032,0.2475076587902578,-0.599661969605212,1.0,1.0,1.0023180920969248,373358806.8934302,6674.31937375784,9242.985979939383,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,31475,6295,,,,,,,
closeness,Piecewise Linear Fit,0.9999876835758421,0.1994899639723789,-0.2371175907669785,1.0,0.9613979348689436,3.07293320163146,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,31475,6295,0.39897992912444924,0.0338207004832606,0.02170688361657748,,,,
clustering,Piecewise Linear Fit,0.9999998583505361,0.009676197060947588,0.14916857368221215,1.0,0.09928514694201747,1.042863984545071,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,31475,6295,0.019352394121638868,-7.550438648049842,0.5628378444229424,,,,
degree,Exponential Saturation Fit,0.999986551531749,0.0070102155639148,-0.06219531957292066,1.0,0.18810511756569848,1.0164428033742772,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,3615,723,,,,1.184634419476183,98.87672841952494,8.931184137345134,
pagerank,Piecewise Linear Fit,0.9999971076345938,0.009797436652086622,-0.04868804275233705,1.0,0.14107883817427386,1.0184779078101744,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,3615,723,0.019594873600388023,0.006615090537909706,0.0012663358013710042,,,,
betweenness,Piecewise Linear Fit,0.9999997076753745,0.19068627432604524,-0.8776752232010331,1.0,0.9474412171507607,1.1791494713394786,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,3615,723,0.38137254902461765,0.10237444008203167,0.0027207683005022764,,,,
closeness,Piecewise Linear Fit,0.9999974804728344,0.19836473461137535,-0.23157522252811544,1.0,0.9571230982019364,2.6963385108282036,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,3615,723,0.3967294696530864,0.09219073350366376,0.06068215648224766,,,,
clustering,Piecewise Linear Fit,0.9999948254590059,0.018620311225201563,0.11962576294465688,1.0,0.2157676348547718,1.0473850735593984,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,3615,723,0.03724062244933509,-3.486855739708018,0.6076717934317317,,,,
degree,Piecewise Linear Fit,0.9999963028200072,0.00846468241402963,-0.08052342236652628,1.0,0.12523540489642185,1.025516421777062,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,5310,1062,0.016929364828078258,89.1292920099314,8.61488671993765,,,,
pagerank,Piecewise Linear Fit,0.9999968539044506,0.008344476224814715,-0.061777517247351,1.0,0.12335216572504708,1.023309397431056,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,5310,1062,0.016688952701408948,0.00662839898877789,0.0008400073572261651,,,,
betweenness,Piecewise Linear Fit,0.9999999999998904,0.24671338159627026,-0.8607601333284973,1.0,0.9990583804143126,1.13392342368065,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,5310,1062,0.49342676384387163,0.07575667580708977,0.0030233962052273566,,,,
closeness,Piecewise Linear Fit,0.999999395743623,0.2092666803409723,-0.2441038566925257,1.0,0.980225988700565,3.100699812464368,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,5310,1062,0.41853336121854384,0.07799735635894128,0.050543749548283584,,,,
clustering,Piecewise Linear Fit,0.9999965583440443,0.01938510292941233,0.13314873655102438,1.0,0.1958568738229755,1.055360624648315,,,,glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,5310,1062,0.038770205857804094,-3.798845121673417,0.6267142479136204,,,,
degree,Piecewise Linear Fit,0.999999159093606,0.004327123707770631,-0.08164844238280626,1.0,0.08130841121495327,1.0215511262596824,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,5350,1070,0.008654247415546192,175.97275271424246,8.564574706334549,,,,
pagerank,Exponential Saturation Fit,0.999999271863841,0.0027047543567207933,-0.0694954420275008,1.0,0.09345794392523364,1.0193696376698624,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,5350,1070,,,,0.00012227681492703934,256.26961687743955,0.0008186085544243377,
betweenness,Piecewise Linear Fit,0.9999940746872085,0.17531831463461792,-0.7501989414402932,1.0,0.9065420560747663,1.1026677483351075,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,5350,1070,0.35063662980726357,0.06517073918508488,0.003804501470795378,,,,
closeness,Piecewise Linear Fit,0.999942183633146,0.18872027274318667,-0.21488359902578727,1.0,0.9355140186915888,2.953121575783382,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,5350,1070,0.3774405459959967,0.07406265634502462,0.051067973072806104,,,,
clustering,Piecewise Linear Fit,0.9999988335785716,0.023628603587597566,0.13079340614872295,1.0,0.2130841121495327,1.0578475380749832,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,5350,1070,0.04725720717356792,-2.904112688944879,0.5932652874681996,,,,
degree,Exponential Saturation Fit,0.9999254842314116,0.0036378953892707015,-0.08933692548870961,1.0,0.15111940298507462,1.0328859373051473,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,2680,536,,,,1.6630297155935039,190.53521509830176,8.4761130154881,
pagerank,Exponential Saturation Fit,0.9999989364974827,0.0035478653085175994,-0.07127231720064936,1.0,0.1455223880597015,1.0326812165054193,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,2680,536,,,,0.00025101476233405925,195.3700949450241,0.001635448099627557,
betweenness,Piecewise Linear Fit,0.9999951231072612,0.1513513501042324,-0.7667415875723871,1.0,0.8507462686567164,1.1106519779330313,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,2680,536,0.30270270048159154,0.11082867956764253,0.005103013887252507,,,,
closeness,Piecewise Linear Fit,0.9999612120930756,0.17952196929681807,-0.2017028056252652,1.0,0.9085820895522388,2.4280537697419775,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,2680,536,0.3590439389570016,0.09881074536473546,0.07020603446413869,,,,
clustering,Michaelis-Menten Fit,0.9999972266024652,0.00504106379787157,0.19169157122222594,1.0,0.416044776119403,1.084356331335146,-0.23183721890652245,0.005153586726231316,0.712678832369264,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,2680,536,,,,,,,
degree,Exponential Saturation Fit,0.9999998162390314,0.00295402720417418,-0.11383594857263754,1.0,0.05084745762711865,1.0158947486355085,,,,glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,7670,1534,,,,2.0558540817273707,234.6448196319433,8.001971279894668,
pagerank,Exponential Saturation Fit,0.9999997665675552,0.0027440450224897814,-0.08969919533600472,1.0,0.04889178617992177,1.0152335389632237,,,,glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,7670,1534,,,,0.00010780607376006353,252.60017502948762,0.0005470280215665497,
betweenness,Piecewise Linear Fit,0.9999999963424941,0.1895136972046195,-0.791831991825569,1.0,0.9224250325945241,1.0620879565836423,,,,glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,7670,1534,0.3790273950955663,0.0552254598898295,0.002751445284603583,,,,
closeness,Michaelis-Menten Fit,0.9999948087006474,0.21479889734958513,-0.2602534342033188,1.0,1.0,2.2086961243282657,0.12122071776213199,1.671459549180804,0.039236855017387176,glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,7670,1534,,,,,,,
clustering,Piecewise Linear Fit,0.9999999138637385,0.017861073988988976,0.10139870468059378,1.0,0.11864406779661017,1.0157576681613307,,,,glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,7670,1534,0.035722147976877665,-3.2466374722491254,0.6298737661743266,,,,
degree,Exponential Saturation Fit,0.9999790558244797,0.0036785039264268793,-0.0769872858934708,1.0,0.13427230046948357,1.0252873334479031,,,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,5325,1065,,,,1.4443154407895629,188.4318174872788,8.658062818749817,
pagerank,Piecewise Linear Fit,0.9999972511560716,0.00684889755885414,-0.056531292489497585,1.0,0.12394366197183099,1.0279242734310439,,,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,5325,1065,0.013697795302755495,0.007402324032233062,0.0008461109743853509,,,,
betweenness,Piecewise Linear Fit,0.9999978803050007,0.14264705616593998,-0.779842938753627,1.0,0.8169014084507042,1.109043833951434,,,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,5325,1065,0.2852941126975301,0.07802379466866109,0.003142066343458097,,,,
closeness,Piecewise Linear Fit,0.9999847127118842,0.17895574542677534,-0.19557716153120341,1.0,0.92018779342723,2.6556073609584154,,,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,5325,1065,0.35791149136539774,0.06992544681898558,0.05146916823121717,,,,
clustering,Piecewise Linear Fit,0.9999945652697961,0.017246383279008536,0.1683641584028757,1.0,0.19718309859154928,1.101481456190773,,,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,5325,1065,0.03449276655733188,-5.034074582824245,0.602485030859075,,,,
degree,Exponential Saturation Fit,0.9999685361430807,0.004076935748013849,-0.07184240560558616,1.0,0.15848214285714285,1.0272050114136142,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,4480,896,,,,1.3581657903178697,170.0167045369786,8.773313491502984,
pagerank,Piecewise Linear Fit,0.999995765509604,0.005876591480021603,-0.05310533965418937,1.0,0.13950892857142858,1.026952856996806,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,4480,896,0.011753183081492998,0.009677400481868612,0.00101402269421338,,,,
betweenness,Piecewise Linear Fit,0.9999994557217459,0.16895200759106535,-0.7668025343487689,1.0,0.8895089285714286,1.1657327531191966,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,4480,896,0.3379040156069499,0.07954066759018329,0.004086889262731798,,,,
closeness,Piecewise Linear Fit,0.9999972384846112,0.19258586969456304,-0.21831860938793157,1.0,0.9430803571428571,3.0290781608553004,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,4480,896,0.3851717398603055,0.08174626845503295,0.056367837386735266,,,,
clustering,Exponential Saturation Fit,0.9999997039455274,0.014026990541244956,0.14715317397268537,1.0,0.31026785714285715,1.0790345543100175,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,4480,896,,,,-0.15424233274007235,49.41524549740988,0.6012088518655306,
degree,Piecewise Linear Fit,0.9999987059817879,0.008029515865458563,-0.09120411036961033,1.0,0.10075566750629723,1.021230787520443,,,,glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,3970,794,0.016059031730932375,105.2572614315875,8.42157594856952,,,,
pagerank,Piecewise Linear Fit,0.9999989321150548,0.008029515773945974,-0.06849261757216914,1.0,0.09949622166246852,1.0192385793136036,,,,glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,3970,794,0.01605903170625533,0.01014062057642756,0.0011073793250234935,,,,
betweenness,Piecewise Linear Fit,0.999996290060969,0.1805896211279851,-0.8736080899202708,1.0,0.9458438287153652,1.0493252331810146,,,,glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,3970,794,0.3611792426703221,0.08716726692569696,0.0022774499261738156,,,,
closeness,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,3970,794,,,,,,,0.07829085007664659
clustering,Michaelis-Menten Fit,0.9999988616475325,0.0018433549697233595,0.2003324220571318,1.0,0.16876574307304787,1.047763374527623,-0.2611926731667288,0.00185787709916548,0.7794243023514421,glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,3970,794,,,,,,,
degree,Piecewise Linear Fit,0.9999979279663918,0.012549513765931572,-0.07084432288454152,1.0,0.15818181818181817,1.023211161991265,,,,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,2750,550,0.025099027531910033,53.50230604839908,8.806084158301871,,,,
pagerank,Piecewise Linear Fit,0.9999982126040534,0.012173799820346764,-0.05411945338140034,1.0,0.15636363636363637,1.0205602925638408,,,,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,2750,550,0.02434759995465236,0.007755029014068855,0.0016500323836427906,,,,
betweenness,Michaelis-Menten Fit,0.9999999681912718,0.20044414934715166,-0.827379697859703,1.0,1.0,1.1372435880777496,0.16481395366751989,1.477479765880903,0.004107732039113594,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,2750,550,,,,,,,
closeness,Piecewise Linear Fit,0.9999999994582587,0.22777982911978373,-0.2307396090381343,1.0,0.9963636363636363,2.791723109862126,,,,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,2750,550,0.45555965872309856,0.09421512603199558,0.0715462894569668,,,,
clustering,Piecewise Linear Fit,0.999994791094888,0.023471924447341017,0.10655093375572454,1.0,0.21272727272727274,1.0421865114246749,,,,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,2750,550,0.04694384889279953,-2.493670173552316,0.6078576101827385,,,,
degree,Piecewise Linear Fit,0.9999997518843553,0.011926599166638853,-0.06304060389492841,1.0,0.16574585635359115,1.0227248295836768,,,,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,3620,724,0.02385319833332498,50.4213208050763,8.93781266231988,,,,
pagerank,Exponential Saturation Fit,0.9999999587192387,0.0037840115134549204,-0.06160104448420934,1.0,0.14226519337016574,1.0208444824440834,,,,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,3620,724,,,,0.00016177296128862799,183.17770967281857,0.0012321834233083053,
betweenness,Piecewise Linear Fit,0.9999999943001674,0.23252222205058873,-0.8629425630975633,1.0,0.9972375690607734,1.1725424039558843,,,,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,3620,724,0.4650444445817026,0.0967783609939813,0.003574073152770776,,,,
closeness,Piecewise Linear Fit,0.9999995535048828,0.21085709553871648,-0.2463706069369114,1.0,0.9861878453038674,2.3950109867383853,,,,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,3620,724,0.4217141915235712,0.09452543834303073,0.060968548421666366,,,,
clustering,Michaelis-Menten Fit,0.9999998847703347,0.011955875635647106,0.16900564275931343,1.0,0.7665745856353591,1.0855716374076505,-0.19695784422105964,0.012569987012164812,0.6641188105290052,glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,3620,724,,,,,,,
degree,Piecewise Linear Fit,0.9999995712956903,0.016523207296059456,-0.07598700142336352,1.0,0.1273644388398487,1.0148849913046054,,,,glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,3965,793,0.03304641459219536,43.205169254535555,8.680981608250276,,,,
pagerank,Piecewise Linear Fit,0.9999995627606065,0.015809553637842307,-0.05836490354710978,1.0,0.1235813366960908,1.0136927878424071,,,,glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,3965,793,0.03161910798865021,0.004434871145024129,0.001131179353858838,,,,
betweenness,Piecewise Linear Fit,0.9999989376265213,0.1400799959156701,-0.7761887733725906,1.0,0.7780580075662042,1.0853158545969148,,,,glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,3965,793,0.2801599921657981,0.08376538458775676,0.003383414544005255,,,,
closeness,Piecewise Linear Fit,0.9999995465294051,0.19418988296972156,-0.2053771014981157,1.0,0.9369482976040353,2.3421462025590127,,,,glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,3965,793,0.38837976643494976,0.07838032846698618,0.058890160082724456,,,,
clustering,Piecewise Linear Fit,0.9999986414862653,0.0374239788275171,0.14534687594678747,1.0,0.266078184110971,1.0577955859284403,,,,glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,3965,793,0.07484795765182084,-2.3293047601396193,0.6869222866119074,,,,
degree,Exponential Saturation Fit,0.9999947071169594,0.0031792777685016845,-0.08306785970952872,1.0,0.06629143214509069,1.0079959782063401,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,7995,1599,,,,1.5414085731226266,218.0203275606627,8.507303949742779,
pagerank,Exponential Saturation Fit,0.9999946792523899,0.0029506751648352074,-0.06286829518922882,1.0,0.06128830519074421,1.0070273870627755,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,7995,1599,,,,7.424966554884493e-05,234.91092547761517,0.0005533926851456163,
betweenness,Piecewise Linear Fit,0.9999999934844751,0.2040117400299838,-0.6830651828536668,1.0,0.9724828017510945,1.0266592899351032,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,7995,1599,0.4080234805957642,0.0761526729353776,0.007208553260961136,,,,
closeness,Michaelis-Menten Fit,0.999999688048654,1.4237611991633246e-05,0.6246218018892267,1.0,0.013758599124452783,1.0211529033163467,-0.15305570215165173,1.4238494100365179e-05,0.19904038486670217,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,7995,1599,,,,,,,
clustering,Exponential Saturation Fit,0.9999839538713845,0.006568791058602286,0.1605834128286262,1.0,0.11444652908067542,1.0287051680749693,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,7995,1599,,,,-0.2045651164408579,105.52127094087784,0.7392260408051168,
degree,Piecewise Linear Fit,0.9999921740542987,0.013712045466177769,-0.09802734777099097,1.0,0.15734265734265734,1.0438528812199792,,,,glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,2860,572,0.027424090932396835,66.42599520241544,8.380818430619623,,,,
pagerank,Piecewise Linear Fit,0.9999949478218148,0.013168254741410899,-0.07425578267485404,1.0,0.15384615384615385,1.0385146799259168,,,,glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,2860,572,0.026336509765469286,0.009317792603673122,0.0015296848921535768,,,,
betweenness,Piecewise Linear Fit,0.9999999814544345,0.20861900043318127,-0.7238654116580506,1.0,0.9737762237762237,1.0442026513441194,,,,glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,2860,572,0.41723800129832284,0.09659172944113985,0.0076869982801640495,,,,
closeness,Piecewise Linear Fit,0.9999996676639944,0.20882885826488934,-0.22509549208146076,1.0,0.9755244755244755,1.6092224522978673,,,,glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,2860,572,0.41765771703386456,0.08285444746470677,0.05956453139114708,,,,
clustering,Piecewise Linear Fit,0.9999975856615969,0.02780226214318132,0.1029723631775405,1.0,0.256993006993007,1.0356281599961232,,,,glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,2860,572,0.055604524283745994,-2.1250517276723015,0.6328395175098573,,,,
degree,Exponential Saturation Fit,0.9999903027108646,0.003698523136823913,-0.06945746217347534,1.0,0.12123613312202852,1.0187910950717112,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,6310,1262,,,,1.3094959429496071,187.41188167307666,8.771855750902025,
pagerank,Piecewise Linear Fit,0.9999961974515355,0.006064293447723762,-0.05187713767233306,1.0,0.10301109350237718,1.0203990218524481,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,6310,1262,0.012128587082362767,0.006488816385082922,0.0007191745049581474,,,,
betweenness,Piecewise Linear Fit,0.9999995000365318,0.17271835105966538,-0.7972403811430969,1.0,0.9175911251980983,1.152647256677725,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,6310,1262,0.34543670263268894,0.0672896050294182,0.0029558244256885115,,,,
closeness,Piecewise Linear Fit,0.9999805911771458,0.1952394702524415,-0.22753741145098433,1.0,0.9572107765451664,3.0966387089977374,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,6310,1262,0.3904789410603003,0.07030368488125582,0.0465983298684314,,,,
clustering,Exponential Saturation Fit,0.9999988879408276,0.012433183648028149,0.18812882145402565,1.0,0.2432646592709984,1.109984131046865,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,6310,1262,,,,-0.19354976432319967,55.74977420880721,0.6111824110237651,
degree,Exponential Saturation Fit,0.9999771038055079,0.0036530864742292104,-0.07990280634512671,1.0,0.11616954474097331,1.0188618051960334,,,,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6370,1274,,,,1.4933316181710774,189.7428887552504,8.5980098441881,
