,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8960943176618574,0.8960943176618574,0.5833061946814595,-0.14699860942976145,original,1.0,1,delaunay,uniform,5000,,
pagerank,0.9058231472552416,0.9328324183381973,0.7174468193312837,-0.20032701551354626,pieli,1.0292629065804395,1,delaunay,uniform,5000,,
betweenness,0.4269776631784892,0.5616408676820062,0.42423785526802704,-0.1715420379172174,pieli,1.3398908198860142,1,delaunay,uniform,5000,,
closeness,0.16777078016266744,0.48911677987040675,0.28995544933599093,-0.3383570506986392,exp,2.0568563473626034,1,delaunay,uniform,5000,,
harmonic,0.3435589639061618,0.6093146662097144,0.40318387887075363,-0.6579025071102915,exp,1.7663475301467895,1,delaunay,uniform,5000,,
clustering,0.9190233781840147,0.9190233781840147,0.6155799994770179,0.1805526158907215,original,1.0,1,delaunay,uniform,5000,,
degree,0.9697295836051305,0.978716747958621,0.6421022406717098,-0.16753330763617696,exp,1.0103980928665133,2,delaunay,uniform,5000,,
pagerank,0.9735362239678556,0.9800306511830643,0.7880467697289877,-0.21712112893798885,exp,1.0073780585996543,2,delaunay,uniform,5000,,
betweenness,0.6358434211164844,0.7343503784629173,0.634714488640029,-0.0668785988204304,exp,1.195073955831794,2,delaunay,uniform,5000,,
closeness,0.2382673157825866,0.6714834166491546,0.2370108366378465,-0.2956951065595091,exp,2.61219439645063,2,delaunay,uniform,5000,,
harmonic,0.3673032717941336,0.7361313055572994,0.3483694653806398,-0.7755019147660112,exp,2.149701712307209,2,delaunay,uniform,5000,,
clustering,0.9815246288736319,0.9815246288736319,0.6893039054526301,0.2177246613989108,original,1.0,2,delaunay,uniform,5000,,
degree,0.9267709685535683,0.9483396353502604,0.17823582846944236,0.5125859612029859,exp,1.0194023315535223,1,knn,uniform,5000,5.0,
pagerank,0.9195560162431466,0.942226061882251,0.047935174711447495,0.650556207631457,pieli,1.0195253174533283,1,knn,uniform,5000,5.0,
