,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
clustering,Constant Fit,,0,0,1.0,0.0,,0.4240129092572702,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point27_R8C10_segmentation_labels.tiff,4766,1596
degree,Constant Fit,,0,0,1.0,0.0,,5.983377659574468,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point13_R1C9_segmentation_labels.tiff,8999,3008
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0003324468085106384,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point13_R1C9_segmentation_labels.tiff,8999,3008
betweenness,Michaelis-Menten Fit,0.9999126395349555,6.93455665194129e-05,0.9412636936655672,1.0,0.012965425531914893,1.8352874039051885,,-0.13913240062426896,6.936505519903933e-05,0.14345328082300007,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point13_R1C9_segmentation_labels.tiff,8999,3008
closeness,Exponential Saturation Fit,0.9996234078241266,0.058252682727269,0.1299503707626597,1.0,0.7373670212765957,2.3661882013941034,,,,,-0.015579795058961614,11.849575441787024,0.06753987396530346,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point13_R1C9_segmentation_labels.tiff,8999,3008
clustering,Piecewise Linear Fit,0.9999999283549554,0.02499999985853516,0.030223178579026844,1.0,0.18716755319148937,1.0023138349385003,,,,,,,,0.04999999970737833,-0.5158876141330749,0.4396289532065042,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point13_R1C9_segmentation_labels.tiff,8999,3008
degree,Piecewise Linear Fit,0.9999999136317709,0.03663033658640319,-0.028818936321962092,1.0,0.2749615975422427,1.000257513005576,,,,,,,,0.07326067317440446,4.58352817810813,5.658001696526166,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point8_R7C10_segmentation_labels.tiff,1933,651
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0015360983102918585,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point8_R7C10_segmentation_labels.tiff,1933,651
betweenness,Piecewise Linear Fit,0.9999998742956003,0.0004904152097852383,0.8320536613316861,1.0,0.029185867895545316,1.4351198469637045,,,,,,,,0.000980830419569478,-98.20502208084069,0.10604360479790678,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point8_R7C10_segmentation_labels.tiff,1933,651
closeness,Exponential Saturation Fit,0.9999968816297762,0.006169195843793452,0.06280666285093235,1.0,0.12903225806451613,1.0905562344035782,,,,,-0.014881398907537414,112.35616518433083,0.12591060555733613,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point8_R7C10_segmentation_labels.tiff,1933,651
clustering,Piecewise Linear Fit,0.9999999861086631,0.03766898557195454,0.03495147894045832,1.0,0.27956989247311825,1.0001486595812155,,,,,,,,0.07533797112559432,-0.41135099581763673,0.4588290533075218,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point8_R7C10_segmentation_labels.tiff,1933,651
degree,Constant Fit,,0,0,1.0,0.0,,5.984189723320158,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point4_R1C5_segmentation_labels.tiff,8327,2783
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00035932446999640665,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point4_R1C5_segmentation_labels.tiff,8327,2783
betweenness,Michaelis-Menten Fit,0.9997228442990875,6.613942042464673e-05,0.9374797709989834,1.0,0.009342436219906576,1.6834917468101123,,-0.13850464209401203,6.61570383790537e-05,0.14310399756169492,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point4_R1C5_segmentation_labels.tiff,8327,2783
closeness,Exponential Saturation Fit,0.9993835478722887,0.06598588016817303,0.13842208092609762,1.0,0.8020122170319799,2.293982039944552,,,,,-0.01738966456202038,10.419026070287833,0.07110439659263651,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point4_R1C5_segmentation_labels.tiff,8327,2783
clustering,Piecewise Linear Fit,0.9999999768171169,0.04093295298091851,0.023797342483147046,1.0,0.2820697089471793,1.001623149568522,,,,,,,,0.08186590592863366,-0.24655992525177925,0.43419128598686796,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point4_R1C5_segmentation_labels.tiff,8327,2783
degree,Constant Fit,,0,0,1.0,0.0,,5.976456009913259,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point1_R6C10_segmentation_labels.tiff,4823,1614
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006195786864931847,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point1_R6C10_segmentation_labels.tiff,4823,1614
betweenness,Michaelis-Menten Fit,0.9996955100306205,8.968140953483754e-05,0.9222439792692129,1.0,0.019206939281288724,1.8601927474184563,,-0.13735349018072207,8.971467239698058e-05,0.14311720674091782,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point1_R6C10_segmentation_labels.tiff,4823,1614
closeness,Exponential Saturation Fit,0.9997718089378165,0.04856030504812097,0.10261495626374695,1.0,0.6486988847583643,1.8371290638200353,,,,,-0.01660143581844396,14.253102768620485,0.08910228573700382,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point1_R6C10_segmentation_labels.tiff,4823,1614
clustering,Piecewise Linear Fit,0.9999999884594657,0.052173212718310595,0.026266890734077324,1.0,0.3513011152416357,1.0022608779682867,,,,,,,,0.10434642538849559,-0.21682268154890663,0.44198134785542004,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point1_R6C10_segmentation_labels.tiff,4823,1614
degree,Piecewise Linear Fit,0.9999999909340755,0.02819341517519129,-0.013110120583938121,1.0,0.2181547619047619,1.000360366664678,,,,,,,,0.056386830352430146,2.754041358996098,5.844941298767608,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,10048,3360
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00029761904761904754,,,,,,,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,10048,3360
betweenness,Michaelis-Menten Fit,0.9995812290953053,2.6901922504291407e-05,0.9369869280508369,1.0,0.011011904761904763,1.9703382424976859,,-0.1264226871520974,2.690487593338521e-05,0.13066652453196004,,,,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,10048,3360
closeness,Exponential Saturation Fit,0.9998461453270039,0.04857477278237097,0.10331124319305914,1.0,0.662797619047619,2.3533323279859646,,,,,-0.011285333231567598,14.25064101159835,0.06020499409718231,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,10048,3360
clustering,Piecewise Linear Fit,0.9999996866890399,0.018712602395421718,0.04631359008999369,1.0,0.1550595238095238,1.0063255086595118,,,,,,,,0.037425204787353006,-1.0722063207271766,0.45327938875383833,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,10048,3360
degree,Constant Fit,,0,0,1.0,0.0,,5.972619047619047,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point25_R3C4_segmentation_labels.tiff,5017,1680
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005952380952380952,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point25_R3C4_segmentation_labels.tiff,5017,1680
betweenness,Exponential Saturation Fit,0.9999984166408653,0.0004457257321500547,0.8969972425328233,1.0,0.020833333333333332,1.4463911993417058,,,,,-0.10416209205136777,1555.097970620726,0.11014259126942888,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point25_R3C4_segmentation_labels.tiff,5017,1680
closeness,Exponential Saturation Fit,0.9999738011866446,0.04057588790082703,0.09405881059888681,1.0,0.5678571428571428,1.584196664441562,,,,,-0.01472115176130008,17.07754998008114,0.08559759640350395,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point25_R3C4_segmentation_labels.tiff,5017,1680
clustering,Piecewise Linear Fit,0.9999998930440764,0.04356852647690871,0.0314883184549013,1.0,0.3148809523809524,1.0025727275937981,,,,,,,,0.0871370529257987,-0.31099539841861285,0.4438555757791039,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point25_R3C4_segmentation_labels.tiff,5017,1680
degree,Constant Fit,,0,0,1.0,0.0,,5.955396966993756,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point8_R7C6_segmentation_labels.tiff,3338,1121
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008920606601248886,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point8_R7C6_segmentation_labels.tiff,3338,1121
betweenness,Exponential Saturation Fit,0.9999917164434892,0.0003396254503587244,0.8628704748309786,1.0,0.032114183764495985,1.6222100084516462,,,,,-0.09535245831393813,2040.916488668795,0.10292928335744393,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point8_R7C6_segmentation_labels.tiff,3338,1121
closeness,Exponential Saturation Fit,0.9999883606193685,0.01648693040468197,0.053957878901334265,1.0,0.26761819803746656,1.1934297762584671,,,,,-0.009482290258393901,42.04222211645614,0.09260866731447412,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point8_R7C6_segmentation_labels.tiff,3338,1121
clustering,Piecewise Linear Fit,0.9999999908246832,0.06561950564153678,0.02696342150657979,1.0,0.44424620874219445,1.0008475439609616,,,,,,,,0.13123901120950981,-0.1784018248833716,0.4458740742566664,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point8_R7C6_segmentation_labels.tiff,3338,1121
degree,Constant Fit,,0,0,1.0,0.0,,5.99201198202696,,,,,,,,,,glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,18003,6009
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00016641704110500916,,,,,,,,,,glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,18003,6009
betweenness,Michaelis-Menten Fit,0.9999982755919395,7.440789089088986e-06,0.9637963478147354,1.0,0.0044932601098352475,1.9154013563119692,,-0.15869195978634684,7.4410134060181936e-06,0.16167004267349197,,,,,,,glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,18003,6009
closeness,Exponential Saturation Fit,0.9977851462320877,0.07444083185268177,0.1643463029491001,1.0,0.8703611249791978,3.513042493857939,,,,,-0.01568440417495272,9.166605272826137,0.05495771533175204,,,,glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,18003,6009
clustering,Piecewise Linear Fit,0.9999999037521798,0.011980598905359281,0.04388346971347449,1.0,0.11149941754035614,1.003363657598436,,,,,,,,0.023961197809224174,-1.6034210243504556,0.45695892553149764,glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,18003,6009
degree,Constant Fit,,0,0,1.0,0.0,,5.973224679860302,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point7_R8C5_segmentation_labels.tiff,5131,1718
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005820721769499418,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point7_R8C5_segmentation_labels.tiff,5131,1718
betweenness,Michaelis-Menten Fit,0.9999690648437008,0.00010412768216637162,0.91743307293817,1.0,0.02211874272409779,1.6813079742389798,,-0.12125755188255803,0.00010417219829437569,0.1266869258513307,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point7_R8C5_segmentation_labels.tiff,5131,1718
closeness,Exponential Saturation Fit,0.9998482287947015,0.027586472326644827,0.08853806447896578,1.0,0.44761350407450523,1.5250795834683404,,,,,-0.014014925211712628,25.12616944699402,0.08615337522209815,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point7_R8C5_segmentation_labels.tiff,5131,1718
clustering,Piecewise Linear Fit,0.9999998939661394,0.038358794164669786,0.03530091139463629,1.0,0.29452852153667053,1.0034244770275857,,,,,,,,0.07671758831003953,-0.3974998530139916,0.4471802319103411,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point7_R8C5_segmentation_labels.tiff,5131,1718
degree,Constant Fit,,0,0,1.0,0.0,,5.971988795518207,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point14_R8C10_segmentation_labels.tiff,5330,1785
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005602240896358542,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point14_R8C10_segmentation_labels.tiff,5330,1785
betweenness,Michaelis-Menten Fit,0.9998893142665055,6.907277163467703e-05,0.8996296633457032,1.0,0.02072829131652661,1.6512087898485432,,-0.1068158968812338,6.90924396040291e-05,0.11275848811222107,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point14_R8C10_segmentation_labels.tiff,5330,1785
closeness,Exponential Saturation Fit,0.9999741493075283,0.03814247592687681,0.07728562617803154,1.0,0.5260504201680672,1.5506421873432892,,,,,-0.011325472068916003,18.168695532180976,0.07892127615899742,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point14_R8C10_segmentation_labels.tiff,5330,1785
clustering,Exponential Saturation Fit,0.999999996745202,0.0441792617205493,0.028117166819155017,1.0,0.5831932773109244,1.0009617420089139,,,,,-0.024270456659799693,15.678195675382874,0.44351004028967955,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point14_R8C10_segmentation_labels.tiff,5330,1785
degree,Constant Fit,,0,0,1.0,0.0,,5.973821989528796,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point14_R8C9_segmentation_labels.tiff,3423,1146
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008726003490401396,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point14_R8C9_segmentation_labels.tiff,3423,1146
betweenness,Piecewise Linear Fit,0.999999777734745,0.0004994599391503593,0.9020820580434659,1.0,0.014834205933682374,1.5483058561351761,,,,,,,,0.0009989198782999519,-130.29421927063277,0.13721734489805984,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point14_R8C9_segmentation_labels.tiff,3423,1146
closeness,Exponential Saturation Fit,0.9999584958958824,0.03947121234297629,0.11163043163593078,1.0,0.5671902268760908,1.5841156588793004,,,,,-0.022155115015364702,17.552890232943874,0.11027719665642959,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point14_R8C9_segmentation_labels.tiff,3423,1146
clustering,Piecewise Linear Fit,0.9999999856946805,0.06310992985118007,0.039141096867379065,1.0,0.4354275741710297,1.0024605056704625,,,,,,,,0.12621985965628682,-0.27395584563747055,0.4590075172797203,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point14_R8C9_segmentation_labels.tiff,3423,1146
degree,Piecewise Linear Fit,0.9999999952333157,0.03584544126274066,-0.011401201161285707,1.0,0.2491888384166126,1.00010117559414,,,,,,,,0.07169088252928164,1.8865143242243179,5.863588821365675,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point6_R1C5_segmentation_labels.tiff,9216,3082
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0003244646333549644,,,,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point6_R1C5_segmentation_labels.tiff,9216,3082
betweenness,Michaelis-Menten Fit,0.9999831152031665,6.126303068397969e-05,0.9313654869122289,1.0,0.01427644386761843,1.8441666727922248,,-0.12169484817565164,6.127810399194092e-05,0.12616331703446376,,,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point6_R1C5_segmentation_labels.tiff,9216,3082
closeness,Exponential Saturation Fit,0.9999065498819836,0.04790713356929519,0.10612749662045608,1.0,0.63659961064244,2.0432638726892516,,,,,-0.011996344608349105,14.452967068850086,0.06247000775660989,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point6_R1C5_segmentation_labels.tiff,9216,3082
clustering,Piecewise Linear Fit,0.9999999417678102,0.025437312949992786,0.0303640221365904,1.0,0.18234912394548994,1.0024602151705588,,,,,,,,0.05087462589000075,-0.5095216426729018,0.43981015756488856,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point6_R1C5_segmentation_labels.tiff,9216,3082
degree,Piecewise Linear Fit,0.9999999877448261,0.030639527266424944,-0.015158612228590582,1.0,0.2285363859362224,1.0005334609940315,,,,,,,,0.061279054534946635,2.923052680978344,5.81869443225746,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point19_R6C11_segmentation_labels.tiff,7307,2446
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0004088307440719541,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point19_R6C11_segmentation_labels.tiff,7307,2446
betweenness,Piecewise Linear Fit,0.9999992087810533,0.0003605637582508038,0.913949619654244,1.0,0.013900245298446443,1.7773147074366955,,,,,,,,0.0007211275165011364,-153.0410992429462,0.1155575680594937,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point19_R6C11_segmentation_labels.tiff,7307,2446
closeness,Exponential Saturation Fit,0.9998940827150712,0.03662988003604948,0.08027740528100268,1.0,0.5216680294358136,1.7375401507393897,,,,,-0.00997276757313578,18.920539998298054,0.06709475051906745,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point19_R6C11_segmentation_labels.tiff,7307,2446
clustering,Piecewise Linear Fit,0.9999999198775821,0.02580711503951606,0.034862487573694916,1.0,0.20114472608340148,1.003208281561764,,,,,,,,0.05161423007015441,-0.5813954266043837,0.4453847482370253,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point19_R6C11_segmentation_labels.tiff,7307,2446
degree,Piecewise Linear Fit,0.9999999837673192,0.040633880661006386,-0.016834535138742324,1.0,0.28963558920965454,1.0004709174098496,,,,,,,,0.08126776132533402,2.4470157318905117,5.806982920159206,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point10_R1C11_segmentation_labels.tiff,6312,2113
pagerank,Constant Fit,,0,0,1.0,0.0,,0.000473260766682442,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point10_R1C11_segmentation_labels.tiff,6312,2113
betweenness,Michaelis-Menten Fit,0.999999668126796,5.467659156620021e-05,0.9018104811163771,1.0,0.014671083767155703,1.4965638643598276,,-0.10202576330515525,5.468866397497982e-05,0.10756819262571223,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point10_R1C11_segmentation_labels.tiff,6312,2113
closeness,Exponential Saturation Fit,0.9999647268852775,0.030486437659670754,0.08111730881600283,1.0,0.43161381921438713,1.358065466790029,,,,,-0.011134310584426248,22.735826138092996,0.07419711932932183,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point10_R1C11_segmentation_labels.tiff,6312,2113
clustering,Piecewise Linear Fit,0.9999999234654976,0.034769833317941624,0.038259659729754786,1.0,0.25366777094178894,1.003801994546556,,,,,,,,0.06953966662132466,-0.4776530791317725,0.4506922265093648,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point10_R1C11_segmentation_labels.tiff,6312,2113
degree,Constant Fit,,0,0,1.0,0.0,,5.993742055343698,,,,,,,,,,glioma_mibitof:UCSF_TA6_R99C3_whole_cell.tiff,30649,10227
pagerank,Constant Fit,,0,0,1.0,0.0,,9.778038525471793e-05,,,,,,,,,,glioma_mibitof:UCSF_TA6_R99C3_whole_cell.tiff,30649,10227
betweenness,Michaelis-Menten Fit,0.9999975586372974,5.574323645073599e-06,0.9708847957205862,1.0,0.0035200938691698444,1.9455479781599774,,-0.15409898687890614,5.574448560583472e-06,0.1564078191413619,,,,,,,glioma_mibitof:UCSF_TA6_R99C3_whole_cell.tiff,30649,10227
closeness,Exponential Saturation Fit,0.9947055901332635,0.06905909704656976,0.1744399335557969,1.0,0.8489293047814609,4.323242227760069,,,,,-0.012745445453098412,9.933992485050114,0.042598855514763265,,,,glioma_mibitof:UCSF_TA6_R99C3_whole_cell.tiff,30649,10227
clustering,Piecewise Linear Fit,0.99999993870265,0.010895436865545683,0.03553098172813793,1.0,0.10628727877187837,1.002426122280392,,,,,,,,0.02179087372953756,-1.4024255366361718,0.44532835579736185,glioma_mibitof:UCSF_TA6_R99C3_whole_cell.tiff,30649,10227
degree,Piecewise Linear Fit,0.9999999814843759,0.03166562467813476,-0.015068776154195345,1.0,0.2471186440677966,1.0006054154630917,,,,,,,,0.06333124935852091,2.813521250273073,5.8232600326480135,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,8817,2950
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00033898305084745776,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,8817,2950
betweenness,Michaelis-Menten Fit,0.9999954843583275,3.5976601898178314e-05,0.9295648742623457,1.0,0.01288135593220339,2.055205673896962,,-0.12227837664502224,3.598186924974088e-05,0.1269017341474446,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,8817,2950
closeness,Exponential Saturation Fit,0.9997707254236504,0.03758110497499629,0.09164389064168564,1.0,0.5416949152542373,1.959849937117894,,,,,-0.010391217371760181,18.440954271999313,0.06188189831057177,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,8817,2950
clustering,Piecewise Linear Fit,0.9999999438357848,0.029901959292158418,0.028558418139162517,1.0,0.23796610169491525,1.002422243021079,,,,,,,,0.0598039185696233,-0.4070095404808417,0.43832783468081693,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,8817,2950
degree,Constant Fit,,0,0,1.0,0.0,,5.992450865547312,,,,,,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,23020,7683
pagerank,Michaelis-Menten Fit,0.9999888479677916,0.00011198615731060943,0.14488972535733674,1.0,0.01939346609397371,1.0102810028896587,,-4.401207839928113e-05,0.00011203631123137412,0.0001738479600330337,,,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,23020,7683
betweenness,Michaelis-Menten Fit,0.9999982947889371,7.991852557705716e-06,0.96539053698902,1.0,0.003904724716907458,2.0917490224251107,,-0.15425042738077543,7.992110462016066e-06,0.1570128496239292,,,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,23020,7683
closeness,Exponential Saturation Fit,0.9998661613530628,0.06182205501369743,0.15842783356195936,1.0,0.7415072237407263,1.9339222455514482,,,,,-0.012984006942959965,11.147385009244184,0.04727975092433129,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,23020,7683
clustering,Piecewise Linear Fit,0.9999999790225924,0.015907983188419784,0.03339991491962415,1.0,0.12273851360145777,1.0021020258396625,,,,,,,,0.03181596637331574,-0.9028634124108236,0.4443858668030286,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,23020,7683
degree,Constant Fit,,0,0,1.0,0.0,,5.986997635933806,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point6_R1C7_segmentation_labels.tiff,10130,3384
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0002955082742316785,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point6_R1C7_segmentation_labels.tiff,10130,3384
betweenness,Michaelis-Menten Fit,0.9997132952295558,6.03981022141816e-05,0.9488075061587516,1.0,0.010933806146572104,1.9270037859958418,,-0.14975279577712677,6.041282721388544e-05,0.15377397393603226,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point6_R1C7_segmentation_labels.tiff,10130,3384
closeness,Exponential Saturation Fit,0.9986493400717594,0.06752007475906419,0.14926121599286918,1.0,0.8303782505910166,3.39810867468376,,,,,-0.017361787153278543,10.170252998788593,0.06640738939332037,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point6_R1C7_segmentation_labels.tiff,10130,3384
clustering,Piecewise Linear Fit,0.9999999165976349,0.028422353763363828,0.0303381970325384,1.0,0.21808510638297873,1.002996809683317,,,,,,,,0.056844707514223235,-0.45459870117334333,0.43881176603741434,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point6_R1C7_segmentation_labels.tiff,10130,3384
degree,Constant Fit,,0,0,1.0,0.0,,5.941798941798941,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point13_R7C7_segmentation_labels.tiff,2246,756
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0013227513227513222,,,,,,,,,,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point13_R7C7_segmentation_labels.tiff,2246,756
betweenness,Piecewise Linear Fit,0.999987046492253,0.0006110702232082979,0.786451597752469,1.0,0.03306878306878307,1.3026823472056193,,,,,,,,0.0012221404464145122,-58.65791717273394,0.08142110912022979,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point13_R7C7_segmentation_labels.tiff,2246,756
closeness,Piecewise Linear Fit,0.99965182081035,0.006529932175484307,0.04947211769457655,1.0,0.0873015873015873,1.0757435962985387,,,,,,,,0.013059864349338817,-0.8013268870114081,0.11100148495969314,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point13_R7C7_segmentation_labels.tiff,2246,756
clustering,Piecewise Linear Fit,0.9999995641154523,0.04226725808797728,0.04362777075886124,1.0,0.30952380952380953,1.0029757737136538,,,,,,,,0.08453451615748486,-0.4576943614319431,0.4627668514257872,tma_controls_mibitof:201003_Slide27Stain5Run_shuffled_run_Point13_R7C7_segmentation_labels.tiff,2246,756
degree,Piecewise Linear Fit,0.9999999908868232,0.03552218867849233,-0.013208371061751802,1.0,0.26101249178172253,1.0004482430056438,,,,,,,,0.07104437736021078,2.202465392320507,5.84500659316332,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point8_R1C9_segmentation_labels.tiff,9094,3042
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0003287310979618671,,,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point8_R1C9_segmentation_labels.tiff,9094,3042
betweenness,Michaelis-Menten Fit,0.9999789583484306,2.8469375868777517e-05,0.9288661764317263,1.0,0.01282051282051282,1.799752703971583,,-0.1197480609499058,2.8472663339849044e-05,0.12432611652506467,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point8_R1C9_segmentation_labels.tiff,9094,3042
closeness,Exponential Saturation Fit,0.9998686071228039,0.040294411136513934,0.09684081284446779,1.0,0.574293228139382,1.9004159122257893,,,,,-0.010944303436181878,17.196918991457817,0.06196596046010942,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point8_R1C9_segmentation_labels.tiff,9094,3042
clustering,Piecewise Linear Fit,0.999999913425643,0.02474690499284123,0.03291689281315408,1.0,0.19296515450361604,1.0038692594488507,,,,,,,,0.049493809976980295,-0.5687546517245686,0.44166440477558133,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point8_R1C9_segmentation_labels.tiff,9094,3042
