,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
pagerank,Piecewise Linear Fit,0.9999984994279594,0.005338284568898542,-0.2266788116661632,1.0,0.05739365293720459,1.0241678522034694,0.010676569182863785,0.02369059570993749,0.00043144618817662146,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point15_R3C4_segmentation_labels.tiff,2819,1481,,,
betweenness,Piecewise Linear Fit,0.9999945836096625,0.15490195777925125,-1.096141066651818,1.0,0.8419986495611074,1.0837799005956463,0.3098039158232788,0.11700590193991474,-0.0015896707266353995,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point15_R3C4_segmentation_labels.tiff,2819,1481,,,
closeness,Exponential Saturation Fit,0.9999997980907986,0.013166873275083266,0.7247977695173986,0.9844699527346388,0.19478737997256515,1.067313793839353,,,,,-0.21548532342560142,52.64326363129898,0.25639469433091383,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point15_R3C4_segmentation_labels.tiff,2819,1481,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.40510755281180666,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point15_R3C4_segmentation_labels.tiff,2819,1481,,,
degree,Piecewise Linear Fit,0.9999997445218377,0.12973641548149126,-0.1757821925957593,1.0,0.718961625282167,1.0191753927104432,0.2594728309693063,4.103192664441438,2.4960364332339124,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point18_R6C7_segmentation_labels.tiff,1385,886,,,
pagerank,Exponential Saturation Fit,0.9999860493544954,0.003182338010337278,-0.17037715334270898,1.0,0.08690744920993228,1.0117600665123623,,,,,0.00033329890000778357,217.81057771912276,0.0008114713732136631,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point18_R6C7_segmentation_labels.tiff,1385,886,,,
betweenness,Piecewise Linear Fit,0.9999999448836943,0.16502921870550577,-0.665761889888526,1.0,0.8589164785553047,1.009162506490072,0.3300584408484815,0.009601783822383877,0.0007955175781174427,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point18_R6C7_segmentation_labels.tiff,1385,886,,,
closeness,Piecewise Linear Fit,0.9999990075926746,0.1279350950041303,0.34505915024110534,0.9446952595936795,0.7025089605734767,1.0317575284207836,0.2558701899769904,-0.8182546495929941,0.40806186718663207,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point18_R6C7_segmentation_labels.tiff,1385,886,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.38810419577913935,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point18_R6C7_segmentation_labels.tiff,1385,886,,,
degree,Michaelis-Menten Fit,0.9999959393249265,0.010454079668262863,-0.33704555736779584,1.0,0.6479814115596864,1.0965150325985824,,,,,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,15044,3443,4.788923991033495,0.010920788487145693,4.606969988930287
pagerank,Piecewise Linear Fit,0.9999680383588511,0.007934260267841987,-0.158133325913847,1.0,0.07754864943363346,1.0797331599494147,0.015868520849143454,0.005062383455195687,0.00021383623560056007,,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,15044,3443,,,
betweenness,Exponential Saturation Fit,0.9999993273064363,0.180674689285992,-0.9678220208678129,1.0,1.0,1.186751362043739,,,,,0.02022247065687245,2.24130014861595,0.00022388503670627227,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,15044,3443,,,
closeness,Piecewise Linear Fit,0.9999978925829558,0.19470593318836008,-0.2458394412678206,1.0,0.9494626778971826,2.7404836378924036,0.38941186701636593,0.060879302360059964,0.03636311743954533,,,,,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,15044,3443,,,
clustering,Exponential Saturation Fit,0.9999915020641705,0.004454977694832244,0.1751332121557811,1.0,0.08916642462968341,1.078784196922052,,,,,-0.20064445798215594,155.58937183061266,0.673156060720748,tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,15044,3443,,,
degree,Piecewise Linear Fit,0.9999663531513274,0.009784454238723202,-0.2518072704453798,1.0,0.08927494269513814,1.0989814264072446,0.01956890847745038,493.0341584873661,14.333717273371521,,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,97325,8289,,,
pagerank,Piecewise Linear Fit,0.9999373360477951,0.0077791177121458175,-0.15970652264662424,1.0,0.07347086500180963,1.124416198851466,0.015558236143921433,0.00216197768250176,8.848907658888921e-05,,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,97325,8289,,,
betweenness,Exponential Saturation Fit,0.9999998183219606,0.18077134090441216,-1.0102118889959844,1.0,1.0,1.2178581849811287,,,,,0.008059866775869218,2.3077367142230565,-2.7790405560953872e-05,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,97325,8289,,,
closeness,Piecewise Linear Fit,0.9999910619122995,0.19692202093016184,-0.24098386165086422,0.9998793581855471,0.9539092664092664,3.575781985167177,0.39384404246469323,0.06516607051348508,0.0404183768515201,,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,97325,8289,,,
clustering,Piecewise Linear Fit,0.9999860466546775,0.011300947232679893,0.1358885639173062,1.0,0.10085655688261551,1.2513191963563313,0.022601894465067714,-7.738894740581577,0.7310491977612228,,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,97325,8289,,,
degree,Piecewise Linear Fit,0.9999787543559261,0.010294093277611533,-0.2966487257185878,1.0,0.08632019115890084,1.070893615631517,0.0205881865552333,201.1121109893406,4.908582732954932,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point14_R3C2_segmentation_labels.tiff,14805,3348,,,
pagerank,Piecewise Linear Fit,0.9999664279243476,0.008823529258388923,-0.17966274576007857,1.0,0.07467144563918758,1.0793476359629801,0.017647058854426183,0.005226460941848607,0.00021056410883367395,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point14_R3C2_segmentation_labels.tiff,14805,3348,,,
betweenness,Exponential Saturation Fit,0.9999990169122411,0.16561564763456985,-1.038729392596884,1.0,1.0,1.168257708073505,,,,,0.019413549191103628,2.8995467745808656,-0.00027603447043000385,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point14_R3C2_segmentation_labels.tiff,14805,3348,,,
closeness,Piecewise Linear Fit,0.9999862496951925,0.19154824268539,-0.23224303940976607,0.9997013142174432,0.9515984463698834,3.3188238098693748,0.3830964860417158,0.05709883899858109,0.03615651018488755,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point14_R3C2_segmentation_labels.tiff,14805,3348,,,
clustering,Exponential Saturation Fit,0.9999999885495712,0.007534624898555911,0.16400853469672688,1.0,0.12694145758661887,1.0688618596168287,,,,,-0.18824057074009767,91.99491552977375,0.667994599507963,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point14_R3C2_segmentation_labels.tiff,14805,3348,,,
degree,Piecewise Linear Fit,0.9999973287466447,0.006869479740339588,-0.2835126529547158,1.0,0.08307692307692308,1.0254024444529908,0.013738959480689284,135.912101270206,2.359489523563113,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point16_R3C5_segmentation_labels.tiff,3357,1625,,,
pagerank,Piecewise Linear Fit,0.9999973834141632,0.006689807181274456,-0.1789294733147964,1.0,0.08184615384615385,1.0270966050678192,0.013379614456925332,0.01417686221716831,0.0004352033717375558,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point16_R3C5_segmentation_labels.tiff,3357,1625,,,
betweenness,Piecewise Linear Fit,0.999997588740691,0.09355210919083226,-0.9971117794838362,1.0,0.6110769230769231,1.0691743847298198,0.18710421851845177,0.1367848041502137,3.706613921575421e-05,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point16_R3C5_segmentation_labels.tiff,3357,1625,,,
closeness,Piecewise Linear Fit,0.9999998545520935,0.030510178425444744,0.3363926487411464,0.9932307692307693,0.23977695167286245,1.004911951211125,0.061020356842936406,-0.767254859182244,0.09299765041041003,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point16_R3C5_segmentation_labels.tiff,3357,1625,,,
clustering,Exponential Saturation Fit,0.9999999831934638,0.021735321808279615,0.11396230825037518,1.0,0.36,1.004385069924814,,,,,-0.10241873997440899,31.890350891307513,0.5005628680706774,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point16_R3C5_segmentation_labels.tiff,3357,1625,,,
degree,Michaelis-Menten Fit,0.9999866808940668,0.03910364676731396,-0.3037745974651923,1.0,1.0,1.108521471608219,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point13_R2C12_segmentation_labels.tiff,16180,3446,5.3862362211140695,0.04640501768944699,5.64535094076766
pagerank,Piecewise Linear Fit,0.9999915410290573,0.007410557060456627,-0.14782466436264263,1.0,0.06674405107370865,1.0433939676027433,0.01482111441174998,0.00509602561554609,0.00021770300588272882,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point13_R2C12_segmentation_labels.tiff,16180,3446,,,
betweenness,Exponential Saturation Fit,0.9999990554876864,0.16251176653325378,-1.0124995509299701,1.0,1.0,1.1680488002985412,,,,,0.015709890647958958,3.0359552908948055,-7.552894317692671e-05,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point13_R2C12_segmentation_labels.tiff,16180,3446,,,
closeness,Piecewise Linear Fit,0.9999988210675771,0.1956864486465368,-0.26367452976127154,0.9994196169471852,0.9439605110336817,2.535075858623318,0.39137289787397195,0.0673737499996297,0.03681739998098769,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point13_R2C12_segmentation_labels.tiff,16180,3446,,,
clustering,Michaelis-Menten Fit,0.9999998632375033,0.004931963815635669,0.14635742230874116,1.0,0.3174695298897272,1.0329055075147284,,,,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point13_R2C12_segmentation_labels.tiff,16180,3446,-0.17216681471985676,0.00503181816897649,0.6674986704412141
degree,Exponential Saturation Fit,0.9997131848511054,0.004289617483519822,-0.2716389663269287,1.0,0.0980496078015688,1.0765032296699586,,,,,11.400179762849424,161.58717722830977,15.283975690930749,glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,123704,9434,,,
pagerank,Piecewise Linear Fit,0.9998436847253528,0.007420969569195338,-0.16281398275020312,1.0,0.08055967776128896,1.1606513288229072,0.014841939870656264,0.002026851920010134,7.734151554416091e-05,,,,,glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,123704,9434,,,
betweenness,Exponential Saturation Fit,0.9999998424240127,0.15649538025122356,-1.0332256289978046,1.0,1.0,1.1714235274768732,,,,,0.006102363168693493,3.268275326563517,-7.856982671839239e-05,glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,123704,9434,,,
closeness,Piecewise Linear Fit,0.9999923703098312,0.1934678592963616,-0.2323567671171954,0.9997880008479966,0.9516539440203562,3.1442503574108165,0.3869357192176528,0.06191669410950063,0.03957497845223819,,,,,glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,123704,9434,,,
clustering,Piecewise Linear Fit,0.9999302114790583,0.011883097167210059,0.1364626101030964,1.0,0.1190375238499046,1.3572725972191744,0.02376619433409927,-7.407230064599861,0.7330387960951575,,,,,glioma_mibitof:Stanford_TA550_R99C3_whole_cell.tiff,123704,9434,,,
degree,Piecewise Linear Fit,0.9999998007822841,0.07518880836908715,-0.1896771065954768,1.0,0.46472663139329806,1.0188138467912216,0.15037761673988256,8.803278869179652,2.827748979186096,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point24_R8C1_segmentation_labels.tiff,2171,1134,,,
pagerank,Piecewise Linear Fit,0.9999998793884444,0.00882352938798088,-0.16477379284301905,1.0,0.07495590828924162,1.0116346346430714,0.017647058899165298,0.014323499775439244,0.0006406302258991031,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point24_R8C1_segmentation_labels.tiff,2171,1134,,,
betweenness,Piecewise Linear Fit,0.9999904142701223,0.11279198176848898,-1.1546185330576326,1.0,0.6860670194003528,1.035840112739454,0.22558396440584527,0.025962992809140207,-0.0003921534696272187,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point24_R8C1_segmentation_labels.tiff,2171,1134,,,
closeness,Piecewise Linear Fit,0.9999930316980193,0.05131016867410488,0.25742850015876606,0.955026455026455,0.32132963988919666,1.0067289972775773,0.10262033733904827,-1.1201246666375666,0.28073494557874956,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point24_R8C1_segmentation_labels.tiff,2171,1134,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.4209057060908913,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point24_R8C1_segmentation_labels.tiff,2171,1134,,,
degree,Piecewise Linear Fit,0.9999950092627877,0.010550407173126485,-0.28696165414562536,1.0,0.09796610169491525,1.0634024855242805,0.021100814346265432,169.29722180763605,4.438212282584207,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,11515,2950,,,
pagerank,Piecewise Linear Fit,0.9999746311056324,0.008358060450720808,-0.16816394756428446,1.0,0.08271186440677966,1.069773915646023,0.016716121183776318,0.005920675519990859,0.00024478315743364456,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,11515,2950,,,
betweenness,Piecewise Linear Fit,0.99999994870932,0.16481595299685425,-0.9069434409559765,1.0,0.8793220338983051,1.2118217681814116,0.32963190678946896,0.04142350749121071,0.0007005076312624755,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,11515,2950,,,
closeness,Piecewise Linear Fit,0.9999956402198659,0.195652212154815,-0.24353083458952612,1.0,0.9511864406779661,2.880636470542151,0.391304424972737,0.05901075384726246,0.03586354357054074,,,,,tma_controls_mibitof:201001_Slide31Stain4Run_restart_Point2_R1C3_segmentation_labels.tiff,11515,2950,,,
