,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.905340257024706,0.9477296042749181,0.6237607811226981,-0.18805860548474465,pieli,1.0498658455358965,1,delaunay,uniform,5000,,
pagerank,0.9151756010719918,0.9488357489848904,0.7406551036191045,-0.22709375549302163,pieli,1.0392779102051029,1,delaunay,uniform,5000,,
betweenness,0.4809148751169741,0.7065519011110043,0.47759623415081087,-0.17684165801748097,pieli,1.5474060994805583,1,delaunay,uniform,5000,,
closeness,0.24028316302225455,0.5247089473277347,0.24668003596796573,-0.3920320880526178,exp,1.924951322312254,1,delaunay,uniform,5000,,
harmonic,0.39529628050249893,0.649627535625803,0.37358002033898374,-0.7698371362198706,exp,1.6851878464162733,1,delaunay,uniform,5000,,
clustering,0.9491754801665239,0.9491754801665239,0.6491935832682222,0.20143092580713,original,1.0,1,delaunay,uniform,5000,,
degree,0.9608142672579224,0.9755691479111249,0.6546836184972444,-0.17917512151531464,exp,1.0193554738265225,2,delaunay,uniform,5000,,
pagerank,0.9650382667995857,0.9764795052664254,0.7864493671206632,-0.224519825613488,exp,1.0150884026658937,2,delaunay,uniform,5000,,
betweenness,0.6268445937356144,0.7671573683691635,0.6244312996761726,-0.09403425794856285,exp,1.2308515939767548,2,delaunay,uniform,5000,,
closeness,0.1296854783750667,0.6578928887378976,0.11156378267954961,-0.30851239752613563,exp,2.863109637458564,2,delaunay,uniform,5000,,
harmonic,0.2798467438275714,0.7433834607048779,0.2427284015517077,-0.806390059312655,exp,2.2875329161889604,2,delaunay,uniform,5000,,
clustering,0.9771099432917284,0.9771099432917284,0.6911086599612,0.22523686699709217,original,1.0,2,delaunay,uniform,5000,,
degree,0.9231522994799684,0.9397432944120839,0.18937190550177568,0.5771048137974348,exp,1.0181581440103147,1,knn,uniform,5000,5.0,
pagerank,0.9119443851643328,0.9294047965089574,0.04198780845304398,0.6271867710988628,pieli,1.0190197440844024,1,knn,uniform,5000,5.0,
betweenness,0.6523895451496177,0.743320948257671,0.6376671866944815,0.34649542583720216,pieli,1.1109070372927865,1,knn,uniform,5000,5.0,
closeness,0.19037038745587626,0.6048086633599756,0.0513947030676917,0.1619449571872807,pieli,4.303646726179033,1,knn,uniform,5000,5.0,
harmonic,0.3499533342679116,0.7177358241504771,0.3416938714707939,0.7405688297455892,pieli,2.596811207771489,1,knn,uniform,5000,5.0,
clustering,0.895467340613425,0.9219176903379585,0.2989598304189849,0.49051156241430466,pieli,1.043021456479988,1,knn,uniform,5000,5.0,
degree,0.9755539673952625,0.9808950664689335,0.20336793130787062,0.571128521157958,exp,1.0048409143449382,2,knn,uniform,5000,5.0,
pagerank,0.9730503834064481,0.9781654146681606,-0.009344916399016747,0.6577998966008479,exp,1.0041321565714314,2,knn,uniform,5000,5.0,
