,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9045322166990072,0.93077703638776,0.6254992888894869,-0.18962890026026902,exp,1.042278649469826,1,delaunay,uniform,5000,,
pagerank,0.9136210566402465,0.9341674285247183,0.7467302811955674,-0.24410274003052132,exp,1.0338720586282768,1,delaunay,uniform,5000,,
betweenness,0.4509063632895426,0.4963000112282998,0.4505622856194845,-0.15498881114954066,pieli,1.2344345830902834,1,delaunay,uniform,5000,,
closeness,0.20576451577023752,0.5588180705273689,0.18390487210749806,-0.3843527383950277,exp,1.912677410951882,1,delaunay,uniform,5000,,
harmonic,0.3712101771466786,0.6328051390080154,0.34056356774203267,-0.7618361783731773,exp,1.6798791968402567,1,delaunay,uniform,5000,,
clustering,0.940960205273644,0.940960205273644,0.6293179342551748,0.19947450692956442,original,1.0,1,delaunay,uniform,5000,,
degree,0.9630815688945737,0.9736359186926796,0.6367721580741658,-0.17000606367268747,exp,1.009961780762611,2,delaunay,uniform,5000,,
pagerank,0.9672702800605462,0.9746546020044666,0.7763846500638603,-0.21215265210336448,exp,1.0066583954654602,2,delaunay,uniform,5000,,
betweenness,0.6086585263359796,0.7465902292023671,0.6077889680126854,-0.10559915568810865,pieli,1.2137103093055204,2,delaunay,uniform,5000,,
closeness,0.06648759739310439,0.5933352335882079,0.10176666941945513,-0.2792598477006537,exp,2.5070726158506242,2,delaunay,uniform,5000,,
harmonic,0.2508279440612542,0.7190581273528132,0.22883578592500314,-0.7842760179604422,exp,2.083450714176691,2,delaunay,uniform,5000,,
clustering,0.977061847220521,0.977061847220521,0.6650100697521965,0.22178330306003166,original,1.0,2,delaunay,uniform,5000,,
degree,0.941456850747088,0.9518137745156909,0.19516203945601007,0.5632203622136871,pieli,1.0224617142421584,1,knn,uniform,5000,5.0,
pagerank,0.9346119115150622,0.9454312367326351,0.021059708038844195,0.6484913414437139,pieli,1.0212140052460392,1,knn,uniform,5000,5.0,
betweenness,0.7193645843611163,0.7999631060366874,0.6856443937061154,0.3081156620757435,pieli,1.0831139509814411,1,knn,uniform,5000,5.0,
closeness,-0.2287712482714742,0.6364577740971951,0.08285849442384857,0.2784190458681537,pieli,3.3249576216466927,1,knn,uniform,5000,5.0,
harmonic,0.1773991085712933,0.866542714276386,0.6477114841257394,0.5892717467854994,exp,1.9568444529304738,1,knn,uniform,5000,5.0,
clustering,0.9052809345398567,0.9316478669474821,0.3822938280398619,0.5129085798686152,pieli,1.0218490554700561,1,knn,uniform,5000,5.0,
degree,0.9726250659659086,0.9796091103569065,0.21228014604381956,0.5433596763119115,exp,1.0055759780268783,2,knn,uniform,5000,5.0,
pagerank,0.9704296886398145,0.9775622697184857,0.03573212590609841,0.6509534493465841,pieli,1.0064523491040056,2,knn,uniform,5000,5.0,
betweenness,0.8684787638591637,0.8729357190254762,0.7779971561735617,0.09440091378049155,exp,1.00731486051389,2,knn,uniform,5000,5.0,
closeness,0.5069819119239777,0.779891008985139,0.009764137734410965,0.07641460321681293,exp,4.541629758718769,2,knn,uniform,5000,5.0,
