,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9009048746610857,0.9345887905009631,0.6207103897542716,-0.15073375503448871,pieli,1.0289227313600806,1,delaunay,uniform,5000,,
pagerank,0.9108717888768514,0.9387997192638338,0.7383973848453778,-0.20026133741959795,exp,1.022244053492177,1,delaunay,uniform,5000,,
betweenness,0.49127135797770616,0.6568685245898626,0.48988827538961854,-0.14211850763643058,exp,1.3877368226554878,1,delaunay,uniform,5000,,
closeness,0.22113015775354786,0.5555164672578476,0.18628386205424963,-0.46471010006457575,exp,1.85472248828544,1,delaunay,uniform,5000,,
harmonic,0.38710030860182376,0.6800642015829361,0.30584238120655105,-0.7409150007200038,exp,1.581989278694931,1,delaunay,uniform,5000,,
clustering,0.933124511980995,0.933124511980995,0.6629474916520806,0.21005460992010233,original,1.0,1,delaunay,uniform,5000,,
degree,0.9595766820483512,0.9761621660181492,0.6230084851280537,-0.1587775256267448,pieli,1.0185219547554745,2,delaunay,uniform,5000,,
pagerank,0.963063940673057,0.9764588511602672,0.7774977956669845,-0.21528584992994898,exp,1.0141096558989637,2,delaunay,uniform,5000,,
betweenness,0.630957807483651,0.8231920872329408,0.6277584183237908,-0.07658832548590054,exp,1.3043985596184458,2,delaunay,uniform,5000,,
closeness,0.3349655141733089,0.6965269953008733,0.30732650432587805,-0.36997504059253117,exp,2.525571218443236,2,delaunay,uniform,5000,,
harmonic,0.42278226797283586,0.766647380116547,0.3670160963357365,-0.8230155038262059,exp,2.1316001865002487,2,delaunay,uniform,5000,,
clustering,0.9742875669266884,0.9742875669266884,0.6864971437368138,0.2191408761065404,original,1.0,2,delaunay,uniform,5000,,
degree,0.9350644199375902,0.9475407757364795,0.177805167950885,0.5359576995266926,pieli,1.0109614992925566,1,knn,uniform,5000,5.0,
pagerank,0.929231797866621,0.9409268946405459,0.04012313415339266,0.6271528827223458,pieli,1.0090533617584556,1,knn,uniform,5000,5.0,
betweenness,0.7012942323032687,0.7670130431929022,0.6729991214098807,0.2807223040756927,pieli,1.0800181254891805,1,knn,uniform,5000,5.0,
closeness,0.21375884860871475,0.7469804337214394,0.1993321332444784,0.5575263289991578,exp,3.5572420989713724,1,knn,uniform,5000,5.0,
harmonic,0.3858883464868255,0.8892874809678623,0.5366039646541959,0.6835163694974968,exp,2.2495185553278954,1,knn,uniform,5000,5.0,
clustering,0.922675066799219,0.9380011275620953,0.35771464542989345,0.4473107492968228,pieli,1.0057456615973648,1,knn,uniform,5000,5.0,
degree,0.9775649580175181,0.9800999514044411,0.17181735139180065,0.5313957758339048,exp,1.005006281953223,2,knn,uniform,5000,5.0,
pagerank,0.975146191934195,0.9782673841794056,-0.013181149283636341,0.6495989351761465,pieli,1.0051067544653836,2,knn,uniform,5000,5.0,
betweenness,0.8739533055538224,0.8780917293058331,0.7775798046765121,0.11595390796252791,pieli,1.0071154467233228,2,knn,uniform,5000,5.0,
closeness,0.2912959916724305,0.674116342427348,0.3938619620637149,0.4731032708717936,pieli,4.577696830512504,2,knn,uniform,5000,5.0,
harmonic,0.46626177215309994,0.8921930009219824,0.507036839477104,0.6248794962954208,exp,2.5458633876723806,2,knn,uniform,5000,5.0,
clustering,0.9703751139186692,0.97740189712672,0.33311585840066715,0.5332042418899923,exp,1.0092502385621285,2,knn,uniform,5000,5.0,
degree,0.8869045157856148,0.9197487152194468,0.10063718519207487,0.6657536459950675,pieli,1.0361825086951357,1,knn,uniform,5000,10.0,
pagerank,0.8806255341991025,0.9073470953794824,-0.2066180378918559,0.729755237030757,pieli,1.029857562406499,1,knn,uniform,5000,10.0,
betweenness,0.7313172629149218,0.7956207043571919,0.7405554453235472,0.47428170490519284,pieli,1.0940575509312551,1,knn,uniform,5000,10.0,
closeness,0.11565808295361445,0.773349922251812,0.718407779305523,0.9276004834636377,pieli,4.853799923930014,1,knn,uniform,5000,10.0,
harmonic,0.3008733843807392,0.7852930480941649,0.5816479472926747,0.8761477344762212,exp,3.861487638557343,1,knn,uniform,5000,10.0,
clustering,0.8262315777673739,0.8971658319183311,0.25101949582080973,0.7375449850164972,pieli,1.1385935412657953,1,knn,uniform,5000,10.0,
degree,0.9594091059341472,0.9732387804559224,0.11465063013473864,0.6424967606329679,pieli,1.0176570424229794,2,knn,uniform,5000,10.0,
