,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9025209324127925,0.9456156871237734,0.6232697753112992,-0.19041782061953944,pieli,1.0427700418313628,1,delaunay,uniform,5000,,
pagerank,0.9123646589580467,0.9476388175265804,0.728605207580536,-0.23413103134821633,pieli,1.0333046243199346,1,delaunay,uniform,5000,,
betweenness,0.42097067959600176,0.6804339375829314,0.41625155718251694,-0.13566429193384377,exp,1.5878076861144663,1,delaunay,uniform,5000,,
closeness,0.2496040357183706,0.4437610773131573,0.2583721330835544,-0.33680535808002654,exp,1.8984422527718996,1,delaunay,uniform,5000,,
harmonic,0.3751300296290805,0.6006302435148945,0.3300049818716231,-0.7213465883167827,exp,1.662463514519783,1,delaunay,uniform,5000,,
clustering,0.9310826590317248,0.9310826590317248,0.6654487088685299,0.25079015200902444,original,1.0,1,delaunay,uniform,5000,,
degree,0.9714092904119211,0.9842555267316503,0.6410496353675129,-0.16868877305452873,exp,1.0158869088014617,2,delaunay,uniform,5000,,
pagerank,0.9753248079247202,0.9849554336913542,0.7882326172899223,-0.22711973964580282,pieli,1.0119399163798155,2,delaunay,uniform,5000,,
betweenness,0.6333340156880947,0.7876646197338051,0.6280730621020442,-0.054489079904448366,exp,1.2871106802749712,2,delaunay,uniform,5000,,
closeness,0.2992991709563495,0.6463558328666357,0.2522542456854332,-0.32280690034620496,exp,2.63472184491429,2,delaunay,uniform,5000,,
harmonic,0.3374857028025998,0.7333832159823085,0.24441323754465633,-0.7300170774155678,exp,2.134931583611412,2,delaunay,uniform,5000,,
clustering,0.9838812948045144,0.9838812948045144,0.6778482101844082,0.24348689440676063,original,1.0,2,delaunay,uniform,5000,,
degree,0.9321298091781135,0.9543598549447903,0.20692648686417087,0.5265660020736418,exp,1.0121945199960642,1,knn,uniform,5000,5.0,
pagerank,0.9240764589633808,0.9472042081140719,0.04464951505204289,0.6469097590837507,exp,1.0133125146151505,1,knn,uniform,5000,5.0,
betweenness,0.7632277767949825,0.813015611735604,0.7213568040148588,0.3257127261577188,exp,1.0881461305516054,1,knn,uniform,5000,5.0,
closeness,0.5461545720106605,0.538313850553678,0.05871024569847438,0.06805867432595776,pieli,4.37125046123913,1,knn,uniform,5000,5.0,
harmonic,0.5813502473649227,0.8057043345485506,0.4683071724450039,0.6793858821680138,exp,2.610586933589508,1,knn,uniform,5000,5.0,
clustering,0.8977619220494801,0.9387280987592238,0.27418219275941413,0.548838787214771,exp,1.026766947502637,1,knn,uniform,5000,5.0,
degree,0.9729694807634018,0.9802477124708081,0.19103447907546867,0.5669570244767712,exp,1.005456551813694,2,knn,uniform,5000,5.0,
pagerank,0.9720405943854846,0.9783249108532642,-0.026585961206515685,0.679735923016723,exp,1.00450394660447,2,knn,uniform,5000,5.0,
betweenness,0.9025968990497233,0.9098220060662456,0.8143262168165516,0.10860958793909731,pieli,1.0068674087733518,2,knn,uniform,5000,5.0,
closeness,0.37896470904109414,0.8977515479656192,0.5359758789965166,0.44829519498910597,pieli,4.092753042892529,2,knn,uniform,5000,5.0,
harmonic,0.5655738229136724,0.9397387204029488,0.5775073611891658,0.6869174511736011,exp,2.29784199655567,2,knn,uniform,5000,5.0,
clustering,0.9695563805490485,0.9779713398917627,0.28062165143514983,0.5571144890489435,exp,1.0107921110076308,2,knn,uniform,5000,5.0,
degree,0.8741449284385212,0.912696486007192,0.05929925502163025,0.6893390729045354,pieli,1.0663133939370002,1,knn,uniform,5000,10.0,
pagerank,0.8572774126394314,0.8925251689237527,-0.22202511329194913,0.7523183656663996,pieli,1.0541642391164727,1,knn,uniform,5000,10.0,
betweenness,0.6369945220476098,0.7219427160582775,0.6387993302809807,0.5850664747456369,pieli,1.1122799945457063,1,knn,uniform,5000,10.0,
closeness,-0.07335238956231635,0.6095964727135923,0.6180846746722412,0.9816165614474597,pieli,6.600401807660532,1,knn,uniform,5000,10.0,
