,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8870745664937196,0.9225135259079144,0.592930743664174,-0.1514557374867261,exp,1.0418250768841741,1,delaunay,uniform,5000,,
pagerank,0.8978046348086846,0.9246848162764245,0.7374075645294283,-0.2147495115044656,pieli,1.0330936338230865,1,delaunay,uniform,5000,,
betweenness,0.43946610623539617,0.6344440973082408,0.43882071997712835,-0.16161723871517886,exp,1.3794939776712507,1,delaunay,uniform,5000,,
closeness,0.34865938129352314,0.5925551782414666,0.30879636613198835,-0.4946180081029281,exp,1.9406540335681721,1,delaunay,uniform,5000,,
harmonic,0.4690659408113437,0.7236209136955637,0.41567693555390356,-0.7399752279595103,exp,1.7167114391430416,1,delaunay,uniform,5000,,
clustering,0.913508251352613,0.913870308650734,0.6111057196465113,0.21451232820399807,pieli,1.0017398796491417,1,delaunay,uniform,5000,,
degree,0.9659020946393685,0.9752957418355805,0.6512338834202561,-0.1796453562927895,exp,1.011717024306807,2,delaunay,uniform,5000,,
pagerank,0.9690861845653358,0.9760597173995623,0.789632600322979,-0.23662590897839442,exp,1.0086394861292396,2,delaunay,uniform,5000,,
betweenness,0.6242264554116901,0.7330858200184187,0.6191788167516213,-0.06044118291967182,exp,1.1892476402807117,2,delaunay,uniform,5000,,
closeness,0.31437274207830346,0.5775545697063574,0.347286203302165,-0.3651728798100786,exp,2.198953349073444,2,delaunay,uniform,5000,,
harmonic,0.3951155128221989,0.718064876509522,0.36111448901174553,-0.7820742369525517,exp,1.8979975736997226,2,delaunay,uniform,5000,,
clustering,0.9817052266477445,0.9817052266477445,0.6768675420013881,0.24950682099813326,original,1.0,2,delaunay,uniform,5000,,
degree,0.9390172243260058,0.9600789654763886,0.27058412758905065,0.5720367593816669,pieli,1.0196853320655532,1,knn,uniform,5000,5.0,
pagerank,0.9328468415340059,0.9543820458041274,0.060731914656207905,0.6598837972702203,pieli,1.0188334434379356,1,knn,uniform,5000,5.0,
betweenness,0.7408832557153195,0.7889721822122581,0.7100151688253654,0.28141451130196843,pieli,1.0841619126260447,1,knn,uniform,5000,5.0,
closeness,0.020625917921932455,0.7151408292325121,0.6951786057151252,0.5721361274389918,pieli,3.291824518561719,1,knn,uniform,5000,5.0,
harmonic,0.22100458577276053,0.8372973712081373,0.48563908805476985,0.6895931971018903,exp,2.099233316518195,1,knn,uniform,5000,5.0,
clustering,0.9196803172314235,0.9469278377988442,0.33753218028215964,0.5248398635483564,pieli,1.0339747764142628,1,knn,uniform,5000,5.0,
degree,0.9808579151695007,0.9850699105988026,0.22580548856459984,0.5433790075174738,pieli,1.0035867106775371,2,knn,uniform,5000,5.0,
pagerank,0.9785053343536093,0.9826696610219264,0.022332255605310065,0.647382779860277,exp,1.0033519154920503,2,knn,uniform,5000,5.0,
betweenness,0.8934762944254859,0.902090537946397,0.814880785824166,0.11639327737691349,pieli,1.0081740428715305,2,knn,uniform,5000,5.0,
closeness,0.26397036312304756,0.8139874121921076,-0.007778749789178932,0.12175819807383807,pieli,4.551813641511177,2,knn,uniform,5000,5.0,
harmonic,0.48270118761213254,0.9052856595271364,0.5776995728680072,0.6476344177899416,exp,2.5058101024071346,2,knn,uniform,5000,5.0,
clustering,0.9737476270852635,0.9812087258738565,0.30364701293305824,0.5505006814532623,exp,1.0087077064274115,2,knn,uniform,5000,5.0,
degree,0.8807828295074378,0.9289882048181501,0.15522258068053393,0.637104924736712,pieli,1.075507270478561,1,knn,uniform,5000,10.0,
pagerank,0.8715939803246467,0.9187335910010692,-0.1422440631130547,0.731767975272549,pieli,1.0659748945699183,1,knn,uniform,5000,10.0,
betweenness,0.7089493197570902,0.782602029583837,0.708588283524463,0.5510096279708112,pieli,1.1226179793264548,1,knn,uniform,5000,10.0,
closeness,0.032318570594462664,0.5125041350341429,0.6057917642460008,0.9546004494711183,pieli,6.134131208004887,1,knn,uniform,5000,10.0,
harmonic,0.18282566525021393,0.6467567107956778,0.6532353672997697,0.9165922906247723,pieli,4.185738924222427,1,knn,uniform,5000,10.0,
clustering,0.7904605287053104,0.9102880885023609,0.2577954585273167,0.767276786148287,exp,1.1071595490451622,1,knn,uniform,5000,10.0,
degree,0.9500576894755144,0.9669675670631265,0.11760093999971617,0.6460648254768928,exp,1.0130617937503081,2,knn,uniform,5000,10.0,
pagerank,0.9454282522841324,0.9610565760700037,-0.19371910539437653,0.7272270579677468,exp,1.012694124274927,2,knn,uniform,5000,10.0,
betweenness,0.8221853499670242,0.8243111140721595,0.7502083760699851,0.22945427795163947,pieli,1.0057623686935475,2,knn,uniform,5000,10.0,
closeness,0.23918927076238924,0.8145013468031377,0.7931113810722877,0.9695673921999272,pieli,5.170672750685618,2,knn,uniform,5000,10.0,
harmonic,0.38275650147493,0.9140159531198534,0.7585086730852976,0.8248430649461179,exp,3.3844827876265797,2,knn,uniform,5000,10.0,
clustering,0.9139370722044967,0.9650916101950301,0.2277285977546219,0.7832156871582255,pieli,1.0575788464953932,2,knn,uniform,5000,10.0,
degree,0.8231926688267979,0.9014846147249527,0.07126770858355626,0.6771638091420316,pieli,1.07080722293403,1,knn,uniform,5000,15.0,
pagerank,0.8147628871689263,0.8866659785388153,-0.21630276849427954,0.7805789476513808,pieli,1.0740388586502494,1,knn,uniform,5000,15.0,
betweenness,0.6492797163713907,0.7478466823753547,0.6715624936598197,0.6595729780463062,pieli,1.194793724451678,1,knn,uniform,5000,15.0,
closeness,0.34867182613404385,0.6291421090981837,0.6146976303818412,0.9763952559661409,pieli,6.9263279245996365,1,knn,uniform,5000,15.0,
harmonic,0.2794583455329054,0.7423980671794388,0.6514710590570865,0.9044803514345564,exp,4.921942691516729,1,knn,uniform,5000,15.0,
clustering,0.7363073760669026,0.8881892122078655,0.09159367077027494,0.8393483698477532,pieli,1.2604141108602136,1,knn,uniform,5000,15.0,
degree,0.9278732476525275,0.9556661418456482,0.11015020910170958,0.6575425081068031,pieli,1.0280944735210293,2,knn,uniform,5000,15.0,
pagerank,0.9222424313085669,0.9469610262473138,-0.24733386187140022,0.7617605045751701,pieli,1.0267764304950826,2,knn,uniform,5000,15.0,
betweenness,0.7464052846501856,0.7494324338734288,0.6693130983315376,0.26033064774134834,pieli,1.0066054199334569,2,knn,uniform,5000,15.0,
closeness,0.2134526611686276,0.7546048994937145,0.6311487255532959,0.9763284830898058,pieli,6.0521755806729,2,knn,uniform,5000,15.0,
harmonic,0.21539369387619298,0.9009511501387768,0.7287174109024653,0.8818544235949475,exp,4.132156623741609,2,knn,uniform,5000,15.0,
clustering,0.8908678946205171,0.9607233758925774,0.16424705409610224,0.8531971162965164,exp,1.0955973447535436,2,knn,uniform,5000,15.0,
degree,0.9932204166166072,0.9923141001617333,0.8629603397893295,0.34100708247953604,pieli,1.0047661580670493,1,rnn,uniform,5000,,1.0
pagerank,0.9905688322328209,0.9884978687433316,0.8229343889151917,0.3428848900583784,original,1.0,1,rnn,uniform,5000,,1.0
betweenness,0.9314133676899882,0.9314133676899882,0.46586065356380446,0.15915430610485748,original,1.0,1,rnn,uniform,5000,,1.0
closeness,0.986094236812376,0.986094236812376,0.03462598973186338,-0.034387260861382524,original,1.0,1,rnn,uniform,5000,,1.0
harmonic,0.989376980437785,0.9897839805406234,0.46893445732282646,0.4645784097988689,pieli,1.0052232980337568,1,rnn,uniform,5000,,1.0
clustering,0.9930055930314935,0.9833963717146301,0.9930055930314935,,pieli,1.008705829782968,1,rnn,uniform,5000,,1.0
degree,0.9982317315357296,0.9974540669110075,0.7697157587236173,0.4840881489292838,pieli,1.0005919366335445,2,rnn,uniform,5000,,1.0
pagerank,0.9966026736062943,0.9949286621328217,0.7413137671026342,0.4064056329140124,original,1.0,2,rnn,uniform,5000,,1.0
betweenness,0.9985426232654708,0.9911110488652113,0.5192466022201048,0.4043962558984441,pieli,1.0015965843971462,2,rnn,uniform,5000,,1.0
closeness,0.9952966146631719,0.9952966146631719,0.0271950921962796,-0.01009797683142612,original,1.0,2,rnn,uniform,5000,,1.0
harmonic,0.9984236312879353,0.9975536881859961,0.4038038862264207,0.6055564923879526,pieli,1.0007098340549534,2,rnn,uniform,5000,,1.0
