,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.8886093152918586,0.9321545161738235,0.6199032434293402,-0.19654066656247138,exp,1.0561066499238756,1,delaunay,uniform,5000,,
pagerank,0.8977155049024629,0.9331815276558817,0.7306073226779599,-0.23687539043901074,exp,1.0443576064356923,1,delaunay,uniform,5000,,
betweenness,0.4625558568919319,0.7040402382883311,0.46011433480151454,-0.14053465832783685,exp,1.598150213701688,1,delaunay,uniform,5000,,
closeness,0.3916454791250614,0.6810983015942812,0.3719015705159023,-0.2982470918818315,exp,2.1060835530576054,1,delaunay,uniform,5000,,
harmonic,0.43347298168343906,0.7091128660935428,0.43085351033785096,-0.7301116187161502,exp,1.8174856707097164,1,delaunay,uniform,5000,,
clustering,0.9165940400520671,0.9195011501219416,0.6389943680219669,0.21296803885767934,pieli,1.000583098881159,1,delaunay,uniform,5000,,
degree,0.9668089018864108,0.9774480518578387,0.6577797647144359,-0.1927160157393975,exp,1.0104099557507857,2,delaunay,uniform,5000,,
pagerank,0.9705631222970333,0.9784263491768568,0.781122982338323,-0.2299703875376514,exp,1.007429828700839,2,delaunay,uniform,5000,,
betweenness,0.6397439980593586,0.7535120393394725,0.6370124032578492,-0.08928895183199406,exp,1.2011947875472415,2,delaunay,uniform,5000,,
closeness,0.2160542235408355,0.5015679574542283,0.2500995191132954,-0.29449000477180864,exp,2.3858991863333947,2,delaunay,uniform,5000,,
harmonic,0.31603139076506936,0.6665758229843914,0.3023761673441877,-0.7857851328263623,exp,2.0397293969131787,2,delaunay,uniform,5000,,
clustering,0.9806920157507157,0.9806920157507157,0.6893878681819341,0.2260262807644136,original,1.0,2,delaunay,uniform,5000,,
degree,0.9274713860755048,0.9456992383962954,0.26429977098002577,0.5910906475435715,pieli,1.0258737293626672,1,knn,uniform,5000,5.0,
pagerank,0.9203886807201554,0.9376610257904283,0.029419119446783704,0.6551076322379968,pieli,1.023819874103339,1,knn,uniform,5000,5.0,
betweenness,0.7726004851737179,0.8277126377677346,0.747618463668728,0.3001693538279493,pieli,1.1025723360144957,1,knn,uniform,5000,5.0,
closeness,0.3127818343036197,0.703304480664392,0.028945417603171184,0.25368798913799817,exp,4.601327804614114,1,knn,uniform,5000,5.0,
harmonic,0.42083577246410764,0.844720113874823,0.4214436215425109,0.72460230549966,exp,2.6282160136978114,1,knn,uniform,5000,5.0,
clustering,0.8572921468454868,0.890183460765214,0.29801964272638337,0.4563489295225776,exp,1.0521257346433928,1,knn,uniform,5000,5.0,
degree,0.9792426400827077,0.9854341949982951,0.22847853712102922,0.5755223296381784,pieli,1.0073961878416415,2,knn,uniform,5000,5.0,
pagerank,0.9764215389420785,0.9821572338176974,-0.00320056817236509,0.6727976176218251,exp,1.0053684355856107,2,knn,uniform,5000,5.0,
betweenness,0.869294326939471,0.8730429553486735,0.7744733232797956,0.09605410656484602,pieli,1.0045799763713095,2,knn,uniform,5000,5.0,
closeness,0.25352238927073517,0.8724228357131123,0.5465348707880016,0.3689070510313618,pieli,3.843644074606805,2,knn,uniform,5000,5.0,
harmonic,0.376656712557898,0.9471667447452926,0.6202974901736111,0.6144583446228608,exp,2.1115875404953557,2,knn,uniform,5000,5.0,
clustering,0.9646757449328447,0.9768186470335635,0.3159067097732613,0.5842512924197951,pieli,1.0109940445920857,2,knn,uniform,5000,5.0,
degree,0.8736380481872321,0.9137489083484156,0.23832436194341233,0.6897885694205834,exp,1.0347797839137407,1,knn,uniform,5000,10.0,
pagerank,0.8692833877702513,0.9081214688592565,-0.13522966627618654,0.7562233349948608,pieli,1.0379353659584207,1,knn,uniform,5000,10.0,
betweenness,0.7789471788196878,0.8103688734957716,0.7614676182090555,0.3951404959270327,pieli,1.1098950601962763,1,knn,uniform,5000,10.0,
closeness,0.5316554649559446,0.5819031543818,0.6284973119615611,0.9741834712562064,pieli,5.613794253414319,1,knn,uniform,5000,10.0,
harmonic,0.5177846508762811,0.7760547803980602,0.7183412841080437,0.8936247693429478,exp,3.9170761704572787,1,knn,uniform,5000,10.0,
clustering,0.7802063376671757,0.8923956509090532,0.1648838041588332,0.7744696438691573,pieli,1.1472716961822407,1,knn,uniform,5000,10.0,
degree,0.953740724951556,0.9727809726784855,0.13314674991380682,0.6411107433252166,pieli,1.0165683551255944,2,knn,uniform,5000,10.0,
pagerank,0.9509711668610294,0.9679495441669727,-0.19525647053825673,0.7291606900580963,pieli,1.0146231684830294,2,knn,uniform,5000,10.0,
betweenness,0.8480396015573382,0.8506265166605035,0.7932614644894898,0.14839543786625387,pieli,1.0042977589251212,2,knn,uniform,5000,10.0,
closeness,0.4227393837668372,0.7629467273425442,0.5998889396755354,0.9609815842174307,pieli,5.469119143469606,2,knn,uniform,5000,10.0,
harmonic,0.3951979107317891,0.8951348730690156,0.7250072262151244,0.8668860624020555,exp,3.4846576518193855,2,knn,uniform,5000,10.0,
clustering,0.9442881410787031,0.9754182664190755,0.2642934991745056,0.7635069108853559,pieli,1.0444941260364362,2,knn,uniform,5000,10.0,
degree,0.8330549111185108,0.8845689485693621,0.04215334440590379,0.6894786056623567,pieli,1.1147558782645353,1,knn,uniform,5000,15.0,
pagerank,0.8188160788401803,0.8664869338748427,-0.30931558777913293,0.776865309717374,pieli,1.0998353173482667,1,knn,uniform,5000,15.0,
betweenness,0.5584311730715128,0.6532235684492321,0.5959587759089686,0.5932945435299546,pieli,1.1312843910640855,1,knn,uniform,5000,15.0,
closeness,0.023007171064277486,0.4239568142020141,0.5774781640248249,0.9775691139386111,pieli,5.349494229536899,1,knn,uniform,5000,15.0,
harmonic,0.024911260043118312,0.55769697325691,0.6209985708701157,0.9078787945168634,pieli,4.074081648170592,1,knn,uniform,5000,15.0,
clustering,0.7561175223059196,0.9136020821875893,0.1776658114022742,0.8118931916471817,exp,1.2063115250008745,1,knn,uniform,5000,15.0,
degree,0.934393187189387,0.9605248614693924,0.05739010783542951,0.6955410531640513,pieli,1.032674096313422,2,knn,uniform,5000,15.0,
pagerank,0.9287058030891759,0.9532737278864913,-0.317287044487217,0.7779696326593797,pieli,1.0313744069786361,2,knn,uniform,5000,15.0,
betweenness,0.7805581028081969,0.7841247270347667,0.7137436230024469,0.16248426626212986,pieli,1.0038707167860172,2,knn,uniform,5000,15.0,
closeness,0.1674665013200861,0.7536801944693636,0.4292997587770463,0.9621384346164432,pieli,5.430001400907922,2,knn,uniform,5000,15.0,
harmonic,0.3075956551068058,0.9060969905414245,0.5897750191411739,0.9057525595373664,exp,3.8429963720250218,2,knn,uniform,5000,15.0,
clustering,0.8904758671511646,0.9676449325112118,0.18633274375643089,0.8241063566059743,pieli,1.088172795159005,2,knn,uniform,5000,15.0,
degree,0.9921044841564914,0.9921044841564914,0.871703025039396,0.2873687519453603,original,1.0,1,rnn,uniform,5000,,1.0
pagerank,0.990448830560404,0.9889172208988976,0.8258904750095086,0.2399723532076903,original,1.0,1,rnn,uniform,5000,,1.0
betweenness,0.9936835609167337,0.9912610794298025,0.8305689226462147,0.00748283538458212,pieli,1.0015581876733075,1,rnn,uniform,5000,,1.0
closeness,0.9894464423911058,0.9887804222855731,0.014710635432587668,,pieli,1.0042025764132911,1,rnn,uniform,5000,,1.0
harmonic,0.9896097460878954,0.9887198603623656,0.5597113599403403,0.4500787248480927,pieli,1.0001130022557185,1,rnn,uniform,5000,,1.0
clustering,0.9950806834347685,0.9912666005743223,0.9950806834347685,,pieli,1.0019910198610742,1,rnn,uniform,5000,,1.0
degree,0.9971339937859348,0.9971339937859348,0.7687800800989946,0.5107327872060407,original,1.0,2,rnn,uniform,5000,,1.0
pagerank,0.9984059219431549,0.9968477984014832,0.7374990162853176,0.39457635650966894,original,1.0,2,rnn,uniform,5000,,1.0
betweenness,0.9985491359948206,0.9985491359948206,0.7303786480853924,0.323275124725205,original,1.0,2,rnn,uniform,5000,,1.0
closeness,0.9980668366900156,0.9980668366900156,0.016125178267697358,0.016499941454628762,original,1.0,2,rnn,uniform,5000,,1.0
harmonic,0.9980627724171499,0.9980627724171499,0.44496266346119195,0.6686469262892638,original,1.0,2,rnn,uniform,5000,,1.0
clustering,0.9974981632226869,0.9929736060266819,0.9973464515946161,0.07176171124724896,pieli,1.0029581940911467,2,rnn,uniform,5000,,1.0
degree,0.9764685995531085,0.9888420010854369,0.5127494844187207,0.8206690195364775,pieli,1.0142193312930794,1,rnn,uniform,5000,,2.0
pagerank,0.9668821797825718,0.9660769323774506,0.6166224993480129,0.6097674243929945,pieli,1.0045962685926266,1,rnn,uniform,5000,,2.0
betweenness,0.5561251608333768,0.5656251294955951,-0.1063330984666164,0.37238130479820014,pieli,1.0112484893234395,1,rnn,uniform,5000,,2.0
closeness,0.8049236644188057,0.8245681603120528,0.692806845769105,0.45303977159526376,pieli,1.0235879290217826,1,rnn,uniform,5000,,2.0
harmonic,0.8471864492225376,0.8955423863324916,0.10724548073821581,0.6250324148557693,pieli,1.0631387934884633,1,rnn,uniform,5000,,2.0
clustering,0.9492622742228582,0.9492622742228582,0.6991141466495279,0.5448399481397013,original,1.0,1,rnn,uniform,5000,,2.0
degree,0.9874671729386614,0.9888528996027383,0.38466259290969473,0.8869448227742049,pieli,1.0011432113008154,2,rnn,uniform,5000,,2.0
pagerank,0.9875764046497959,0.9865096408177408,0.4949332360984733,0.7657071405288551,exp,1.000575362858079,2,rnn,uniform,5000,,2.0
betweenness,0.9331965352257474,0.9318700031553603,0.7167064928003541,0.32524998223778145,pieli,1.0065781571559285,2,rnn,uniform,5000,,2.0
closeness,0.9365597301313098,0.9568672825582465,0.6939679541122248,0.5019527455839328,pieli,1.014499879836692,2,rnn,uniform,5000,,2.0
harmonic,0.9571654331207694,0.9732506375618362,0.15387961710221476,0.6776482204051866,pieli,1.0322989521650998,2,rnn,uniform,5000,,2.0
clustering,0.9835891013075118,0.9835891013075118,0.5091143296442191,0.6774361355411667,original,1.0,2,rnn,uniform,5000,,2.0
degree,0.9454169790390038,0.987888966642514,0.28982480039416947,0.9404535914790125,pieli,1.0674940806774167,1,rnn,uniform,5000,,3.0
pagerank,0.9051912772953363,0.9578401936637668,0.3757840305824601,0.8772997894016906,pieli,1.0611384396306514,1,rnn,uniform,5000,,3.0
betweenness,0.6850672762600952,0.7893460401689811,0.6054409719196401,0.5369063052910188,pieli,1.114485727429071,1,rnn,uniform,5000,,3.0
closeness,-0.013760919971545438,0.4588160033513614,0.5811310649341489,0.9605964066005412,pieli,5.236940595577549,1,rnn,uniform,5000,,3.0
harmonic,0.4014973194466951,0.7753288428911351,0.3664166142034871,0.9417379289621858,exp,2.1808268118248457,1,rnn,uniform,5000,,3.0
clustering,0.8534202688684,0.8737758660179284,0.49283414811259885,0.7386553083706888,pieli,1.0234345776862885,1,rnn,uniform,5000,,3.0
degree,0.9782535967922247,0.9760980606625718,0.22725815670788388,0.9561739588233173,pieli,1.0074416899908445,2,rnn,uniform,5000,,3.0
