,original vs. on crop,original vs. corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,model,relative_likelihood,cap_radius,graph_type,coord_type,n,k,radius_factor
degree,0.9030406921291935,0.93767705293607,0.6409112906187487,-0.19942050797969046,pieli,1.0424968650274518,1,delaunay,uniform,5000,,
pagerank,0.9139848846702512,0.9427081506372726,0.7500648059509645,-0.25851224571895787,exp,1.0346215930561777,1,delaunay,uniform,5000,,
betweenness,0.4548824277768061,0.6609457809489239,0.4592161747705852,-0.18148532772069725,exp,1.6126577308555494,1,delaunay,uniform,5000,,
closeness,0.37500255176293007,0.5517052712350727,0.39278472985621327,-0.41946516251339216,exp,1.9229306086328641,1,delaunay,uniform,5000,,
harmonic,0.4437325853764882,0.6823127048618136,0.44462826510019926,-0.7115655076118238,exp,1.7004873995070875,1,delaunay,uniform,5000,,
clustering,0.9304482432233601,0.9306710524443289,0.603660116207877,0.27095589421840033,pieli,1.0009692680264715,1,delaunay,uniform,5000,,
degree,0.9603438210814892,0.9733115387021275,0.633749670910371,-0.18275259649401127,exp,1.0142079148432233,2,delaunay,uniform,5000,,
pagerank,0.9643800406773886,0.9740364935133936,0.7728161961447078,-0.23297263328821727,exp,1.0104054512284517,2,delaunay,uniform,5000,,
betweenness,0.6329874853720672,0.7794210077729247,0.6324036313422083,-0.10531146954867779,exp,1.2731361500711702,2,delaunay,uniform,5000,,
closeness,0.20355760026459857,0.6188180044932396,0.240303901490593,-0.2668303979656444,exp,2.4933841766273224,2,delaunay,uniform,5000,,
harmonic,0.3381361033173512,0.7415912963017632,0.32948341598850117,-0.6985300093677522,exp,2.1482941998236895,2,delaunay,uniform,5000,,
clustering,0.9791446274938305,0.9791446274938305,0.6629733343216886,0.24549169522062553,original,1.0,2,delaunay,uniform,5000,,
degree,0.9323883227481583,0.9462978507951991,0.21374646801509542,0.5511814867843742,pieli,1.030031975782819,1,knn,uniform,5000,5.0,
pagerank,0.9250029259719964,0.9370398964356007,0.01879059000249132,0.6531582834468637,pieli,1.0274947776484329,1,knn,uniform,5000,5.0,
betweenness,0.7253728687844091,0.7874714691448744,0.7229596224460979,0.326244945891381,pieli,1.0820755994519562,1,knn,uniform,5000,5.0,
closeness,0.27464128290405454,0.7712237043506278,0.0021366496052327363,0.18041172130620636,pieli,3.7288601914101944,1,knn,uniform,5000,5.0,
harmonic,0.5297286290251428,0.8603705332852354,0.3099120890716055,0.7570456335807609,exp,2.1031894186259277,1,knn,uniform,5000,5.0,
clustering,0.8847402067948329,0.9019592872862645,0.23052741758263773,0.4832584544855569,exp,1.0418049448638962,1,knn,uniform,5000,5.0,
degree,0.9714469008431169,0.9792498789581523,0.21383399842687317,0.5525342413077656,exp,1.0055902503129923,2,knn,uniform,5000,5.0,
pagerank,0.9692794190369025,0.9767784817356344,0.014098605008896432,0.6598646707703996,exp,1.0053568421646646,2,knn,uniform,5000,5.0,
betweenness,0.8814402689262449,0.887064279965309,0.7921612590280509,0.1106636546155577,exp,1.004367682592153,2,knn,uniform,5000,5.0,
closeness,0.030925202100408875,0.7899904649055742,0.32758719934993275,0.04262361400579954,exp,3.6780135386005184,2,knn,uniform,5000,5.0,
harmonic,0.3656834166514094,0.8873686196856523,0.33668353274743895,0.6812289778551406,exp,2.033881199628904,2,knn,uniform,5000,5.0,
clustering,0.952166170836213,0.9643278566444901,0.2733628876944757,0.5619858986115708,exp,1.0137945596720892,2,knn,uniform,5000,5.0,
degree,0.8829414549516204,0.927290431465907,0.08463865438620316,0.5904216818675634,pieli,1.0645018872884324,1,knn,uniform,5000,10.0,
pagerank,0.8754654651069916,0.915284101936912,-0.16820152923380233,0.750743819018955,pieli,1.0619453043293237,1,knn,uniform,5000,10.0,
betweenness,0.7223516047554942,0.7957679703161222,0.7321751874963807,0.5353775266057461,exp,1.1056838151031974,1,knn,uniform,5000,10.0,
closeness,0.35054431531593416,0.704819891182022,0.3555552741307101,0.9134214649181582,pieli,5.511391952073148,1,knn,uniform,5000,10.0,
harmonic,0.32050188499329013,0.7881952129705039,0.4109409859716343,0.8850544301913635,exp,3.826247120696561,1,knn,uniform,5000,10.0,
clustering,0.7878715412369863,0.8851965609072463,0.21673025371492974,0.7495905528964119,exp,1.1134146266975402,1,knn,uniform,5000,10.0,
degree,0.9566429187488369,0.9733159288032868,0.1373215307219061,0.6408635538297262,pieli,1.0127976864678643,2,knn,uniform,5000,10.0,
pagerank,0.9525953959709625,0.9683470411096482,-0.18643948680976033,0.7286383940503308,pieli,1.0120868379248544,2,knn,uniform,5000,10.0,
betweenness,0.8269645080094976,0.8304082822656624,0.7637870395622507,0.20963388383815734,pieli,1.0064653413479836,2,knn,uniform,5000,10.0,
closeness,0.3059839407249772,0.841585607302104,0.7760658262016438,0.9089670149522514,pieli,5.5094658864317525,2,knn,uniform,5000,10.0,
harmonic,0.3219114352779767,0.9188025134921258,0.7387936772507386,0.8425172541025896,exp,3.427176477789511,2,knn,uniform,5000,10.0,
clustering,0.9253148885289059,0.9679794127497493,0.26695981776194655,0.766177171654685,pieli,1.044342668950937,2,knn,uniform,5000,10.0,
degree,0.7975826017753156,0.8868530160653223,0.006831434602149353,0.6837996008418219,pieli,1.094889827755343,1,knn,uniform,5000,15.0,
pagerank,0.7832660275605148,0.8685503687861331,-0.27294170969496756,0.7718126875345492,pieli,1.0904802665597118,1,knn,uniform,5000,15.0,
betweenness,0.603160007601346,0.7167067658467559,0.6401999538959001,0.6402809801626729,exp,1.155050154236834,1,knn,uniform,5000,15.0,
closeness,0.1670002803339766,0.5826559655326274,0.42572504520443744,0.9761559498537845,pieli,5.642159195463326,1,knn,uniform,5000,15.0,
harmonic,0.19883811126265194,0.7001384086081213,0.5165783549265077,0.9180427452508249,exp,4.371317785771682,1,knn,uniform,5000,15.0,
clustering,0.678073802502249,0.8739641434566052,0.17354314806314186,0.8521550620410846,exp,1.2487864462315905,1,knn,uniform,5000,15.0,
degree,0.935287571565243,0.9621499997525844,0.06328057172633905,0.6883705570114198,pieli,1.0308754437794792,2,knn,uniform,5000,15.0,
pagerank,0.9293628518912371,0.954535851345758,-0.2925308783283851,0.7658623549754604,pieli,1.0275906145764133,2,knn,uniform,5000,15.0,
betweenness,0.7241172275465964,0.765824787828443,0.6526374994110751,0.22147679540084989,pieli,1.055112499119018,2,knn,uniform,5000,15.0,
closeness,0.20851808099002417,0.6912311439424679,0.42009688869072637,0.9714576686233289,pieli,5.478377887985969,2,knn,uniform,5000,15.0,
harmonic,0.2599322328046886,0.8964961062189736,0.641631855336358,0.8888413183036987,exp,3.9157479251536365,2,knn,uniform,5000,15.0,
clustering,0.8913262830429352,0.9625340419462038,0.1507390724115941,0.8401264200041936,pieli,1.0744402734930207,2,knn,uniform,5000,15.0,
