,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.8917802250819994,0.9385427380627012,0.5873365452563302,-0.1654784307256257,1,delaunay,uniform,5000,,
closeness,0.5304150748681243,0.5061437218557545,0.5978568877489956,-0.8056321093619727,1,delaunay,uniform,5000,,
betweenness,0.4130705635713483,0.6663693711552703,0.4162697790995652,-0.18722076122695308,1,delaunay,uniform,5000,,
harmonic,0.5017204449201118,0.6393107580000797,0.5536203366426676,-0.7311167514350119,1,delaunay,uniform,5000,,
clustering,0.9500134588835216,0.9500134588835216,0.6065827374785315,0.22674500637077383,1,delaunay,uniform,5000,,
pagerank,0.9008510773540698,0.9395806393332833,0.7258755812435775,-0.23513736700633292,1,delaunay,uniform,5000,,
degree,0.9601016065348082,0.972668756005791,0.6387163269589755,-0.16908790890719944,2,delaunay,uniform,5000,,
closeness,0.10702355595320551,0.6843885795591922,0.05547171714668163,-0.9066423528568079,2,delaunay,uniform,5000,,
betweenness,0.6093460102683017,0.7775650570957169,0.6053260567168325,-0.05900553692302813,2,delaunay,uniform,5000,,
harmonic,0.2880208005917336,0.7868649810674967,0.23622151992178606,-0.8352986845361561,2,delaunay,uniform,5000,,
clustering,0.9770569077176321,0.9770569077176321,0.6807771503243343,0.233453058860635,2,delaunay,uniform,5000,,
pagerank,0.9640186077965481,0.9733890971996451,0.7853288947721861,-0.2333993719304761,2,delaunay,uniform,5000,,
degree,0.937714215996045,0.9509496566552171,0.1908732756260993,0.49683592957186073,1,knn,uniform,5000,5.0,
closeness,0.2535889175145564,0.5440137614799498,-0.01413912066793907,0.0685139987958639,1,knn,uniform,5000,5.0,
betweenness,0.774670085300182,0.8260040993326987,0.7451627791562034,0.265153621221777,1,knn,uniform,5000,5.0,
harmonic,0.46130097180201846,0.7747578776678095,0.5528510250509041,0.6646998684946842,1,knn,uniform,5000,5.0,
clustering,0.9405307161953826,0.9516737805548945,0.3736816090806746,0.4848023864128205,1,knn,uniform,5000,5.0,
pagerank,0.9324189378369978,0.9451711041622021,0.03135004581919879,0.6021870820330217,1,knn,uniform,5000,5.0,
degree,0.9799758121942168,0.9851157752212014,0.24598293826797804,0.5287356307184692,2,knn,uniform,5000,5.0,
closeness,0.4933843409415244,0.8294394384260767,0.7614484683315248,0.9426334412772013,2,knn,uniform,5000,5.0,
betweenness,0.8986428808069026,0.9041918095537399,0.814826362150301,0.08817661439801962,2,knn,uniform,5000,5.0,
harmonic,0.5668955155682875,0.9186470246324736,0.6331743114267756,0.6560933215819227,2,knn,uniform,5000,5.0,
