,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.9137958729046923,0.9255123706484948,0.6417050752435407,-0.17585869658270575,1,delaunay,uniform,5000,,
closeness,0.39970224243538505,0.4574131347229933,0.4233835489028268,-0.7511570406099243,1,delaunay,uniform,5000,,
betweenness,0.42061246821846865,0.45857844400224923,0.4226882733156327,-0.16761375531852524,1,delaunay,uniform,5000,,
harmonic,0.4191261800496754,0.6434327857789004,0.41157133975988136,-0.6763593651676333,1,delaunay,uniform,5000,,
clustering,0.9423197595798866,0.9423197595798866,0.627547345208082,0.2096584492344296,1,delaunay,uniform,5000,,
pagerank,0.9225215590312068,0.9302823707793669,0.7457243639102846,-0.2046447557540506,1,delaunay,uniform,5000,,
degree,0.9570130817640295,0.9712634337417254,0.6351462975237437,-0.17365020880955323,2,delaunay,uniform,5000,,
closeness,0.21059382138298724,0.5916113580671393,0.17299565768003428,-0.8496979410989413,2,delaunay,uniform,5000,,
betweenness,0.5986114306685271,0.7053049206272886,0.5951158581856213,-0.08014111248683424,2,delaunay,uniform,5000,,
harmonic,0.32394717315453736,0.7365052145000286,0.28797283533673335,-0.780900184069513,2,delaunay,uniform,5000,,
clustering,0.9778743751423637,0.9778743751423637,0.6699899810940304,0.2166283473224377,2,delaunay,uniform,5000,,
pagerank,0.9620291101947678,0.973004527981216,0.7705996707642202,-0.21481202542469532,2,delaunay,uniform,5000,,
degree,0.9293988134029081,0.9553955655475577,0.2369794382695507,0.5633878413347708,1,knn,uniform,5000,5.0,
closeness,0.1459730696765579,0.7443818133671098,-0.05180848920272895,0.09145807859169412,1,knn,uniform,5000,5.0,
betweenness,0.7062983389783146,0.778468084724411,0.6901997985454371,0.40887757976230504,1,knn,uniform,5000,5.0,
harmonic,0.36375000270348634,0.8649087720710423,0.521951820979671,0.76330693985467,1,knn,uniform,5000,5.0,
clustering,0.8990435313603945,0.9369273666477822,0.3179773340088067,0.5702147096353558,1,knn,uniform,5000,5.0,
pagerank,0.9233344955618128,0.947946611593885,0.02617118554975241,0.6625906622512017,1,knn,uniform,5000,5.0,
degree,0.9729788395260579,0.9785069058712221,0.20939913842812002,0.5646528434790565,2,knn,uniform,5000,5.0,
closeness,-0.12232767243568968,0.754198946602429,-0.03632653733636965,0.014827941235582745,2,knn,uniform,5000,5.0,
betweenness,0.8732725227032282,0.8802490205517826,0.7879258293151529,0.1296440404287888,2,knn,uniform,5000,5.0,
harmonic,0.27652520279824255,0.9200670676817315,0.4778069200215631,0.6152222081144253,2,knn,uniform,5000,5.0,
clustering,0.960284909417791,0.9715990901678945,0.30056941055392705,0.5825928711850474,2,knn,uniform,5000,5.0,
pagerank,0.9705538794215564,0.9754115799668708,-0.00747295272163488,0.6639819263040662,2,knn,uniform,5000,5.0,
degree,0.8672371047627808,0.9154005604069628,0.14204697103799416,0.5817174917341945,1,knn,uniform,5000,10.0,
closeness,0.32947655895531747,0.5081010915200175,0.7152748253763768,0.9426553334035713,1,knn,uniform,5000,10.0,
betweenness,0.6740813274860138,0.758228352660295,0.6862957551944381,0.4345725761167355,1,knn,uniform,5000,10.0,
harmonic,0.33453694716662674,0.5691625370542523,0.7147367056002014,0.7938955474345534,1,knn,uniform,5000,10.0,
clustering,0.8028540258501718,0.9078068872326672,0.16535783702410145,0.7470692186590753,1,knn,uniform,5000,10.0,
pagerank,0.855371978219512,0.8985684343595683,-0.07750523484767044,0.692207474289618,1,knn,uniform,5000,10.0,
degree,0.959969870566371,0.9742843467821558,0.14423095929728974,0.6314315312458493,2,knn,uniform,5000,10.0,
closeness,-0.04562755827679782,0.773402845285682,0.589790421906297,0.9759246613401484,2,knn,uniform,5000,10.0,
betweenness,0.8393117125948539,0.8445509571755665,0.7776635791718183,0.2118318715579887,2,knn,uniform,5000,10.0,
harmonic,0.1634656385494351,0.9226714932156553,0.6802498591739987,0.8998395772129298,2,knn,uniform,5000,10.0,
clustering,0.9368899917780966,0.9702470356395048,0.21926650754432664,0.7585418710603589,2,knn,uniform,5000,10.0,
pagerank,0.9559731901339188,0.9693946867521734,-0.15728960377485696,0.7233287366890351,2,knn,uniform,5000,10.0,
degree,0.8090651189526858,0.8782694515505534,0.0018812343488301408,0.6525805997632882,1,knn,uniform,5000,15.0,
closeness,0.1935123020871184,0.5809551052380753,0.42812893340119657,0.9632100214423474,1,knn,uniform,5000,15.0,
betweenness,0.6239691306631134,0.7158062967632999,0.6559543033316397,0.6078837413775442,1,knn,uniform,5000,15.0,
harmonic,0.1899329037205979,0.6621740616969916,0.5070449873667213,0.8743469885779855,1,knn,uniform,5000,15.0,
clustering,0.7336682316823184,0.8881622133140078,0.169102065001247,0.8255992050277033,1,knn,uniform,5000,15.0,
pagerank,0.7925787105487558,0.8567341035654998,-0.25503813882077575,0.76359072199175,1,knn,uniform,5000,15.0,
degree,0.9244845043599786,0.9582543969015941,0.08831651700998638,0.6789949311904407,2,knn,uniform,5000,15.0,
closeness,0.1669401780559368,0.7211921845998062,0.3056611021141857,0.9712497927667973,2,knn,uniform,5000,15.0,
betweenness,0.705982412293559,0.7076858980785834,0.6248960814035738,0.20014344320859445,2,knn,uniform,5000,15.0,
harmonic,0.26154494495802827,0.8945259490390947,0.5058846937517915,0.9099060099655539,2,knn,uniform,5000,15.0,
clustering,0.8984031910676563,0.9622693640858422,0.13732434258124598,0.8464015406746244,2,knn,uniform,5000,15.0,
pagerank,0.9182849857646785,0.9492138163852033,-0.24374356713052764,0.7542564104244736,2,knn,uniform,5000,15.0,
degree,0.9804591213487203,0.9885013569131734,0.5260332780919951,0.8230254392287615,1,rnn,uniform,5000,,0.05
closeness,,,,,1,rnn,uniform,5000,,0.05
betweenness,0.8690294323707535,0.874518682399475,0.5028701713333364,0.3619622604368917,1,rnn,uniform,5000,,0.05
harmonic,0.944386647951339,0.9629443553023981,0.09637589428145676,0.6550289480564296,1,rnn,uniform,5000,,0.05
clustering,0.9717080261041378,0.9717080261041378,0.6422266457581804,0.5753111846013348,1,rnn,uniform,5000,,0.05
pagerank,0.9708240131609942,0.9792418081212348,0.5659771332411057,0.6528419010064214,1,rnn,uniform,5000,,0.05
degree,0.9934355188254037,0.9862687034474916,0.3957505530757764,0.9017563569907522,2,rnn,uniform,5000,,0.05
closeness,,,,,2,rnn,uniform,5000,,0.05
betweenness,0.7416616279971635,0.7528188923180217,0.40835721679936604,0.5149658411255889,2,rnn,uniform,5000,,0.05
harmonic,0.960058953602812,0.944141203553117,0.1749968881587834,0.8655528393703676,2,rnn,uniform,5000,,0.05
clustering,0.9886537087718025,0.9864202560438613,0.511843853038471,0.6950318536092981,2,rnn,uniform,5000,,0.05
pagerank,0.9863014518636285,0.9912068644809411,0.5123264447065876,0.8052099364838473,2,rnn,uniform,5000,,0.05
degree,0.932218085202817,0.9849041722618113,0.17259236288502372,0.983451561912968,1,rnn,uniform,5000,,0.1
closeness,0.35384628485486863,0.7094163665735396,0.24380704484154744,0.9966453370653185,1,rnn,uniform,5000,,0.1
betweenness,0.6926276813027747,0.809860295007351,0.5030033253888512,0.8714126944439002,1,rnn,uniform,5000,,0.1
harmonic,0.38464121970050175,0.9130222657956322,0.13847436191278126,0.9928897964723389,1,rnn,uniform,5000,,0.1
clustering,0.84484389843945,0.9336351808196796,0.11466748872179214,0.942279698978661,1,rnn,uniform,5000,,0.1
pagerank,0.8947379098660798,0.9593486668897588,0.20312316480412768,0.9688830897512286,1,rnn,uniform,5000,,0.1
degree,0.9743946947537738,0.9926316707825981,0.22784094091411514,0.9644516187930939,2,rnn,uniform,5000,,0.1
closeness,0.35353987158661,0.8731525016603123,-0.0010022830305276256,0.9956315974976943,2,rnn,uniform,5000,,0.1
betweenness,0.8735409834568384,0.8899168107489084,0.6840650418359779,0.621466790928239,2,rnn,uniform,5000,,0.1
harmonic,0.5307782264150643,0.949781583214707,0.09966297733208315,0.9886510458474977,2,rnn,uniform,5000,,0.1
clustering,0.934078857755098,0.9546504408650559,0.35687680767783475,0.881215246209919,2,rnn,uniform,5000,,0.1
pagerank,0.9649942660237322,0.9849978670820048,0.3104556897238222,0.9350367818885045,2,rnn,uniform,5000,,0.1
degree,0.8328391308076302,0.9591630629642551,0.18055880848104328,0.9963386508138313,1,rnn,uniform,5000,,0.15
closeness,0.11665405265734458,0.8711539191777598,0.17127763693583548,0.9993828637470694,1,rnn,uniform,5000,,0.15
betweenness,0.5770950894258389,0.7857599795028319,0.3157119757136446,0.967900417763206,1,rnn,uniform,5000,,0.15
harmonic,0.43577117486510264,0.946694549198804,0.17686762124324518,0.9990778853773087,1,rnn,uniform,5000,,0.15
clustering,0.7320126025360205,0.9219482501092886,0.026898193001947464,0.9928679134716681,1,rnn,uniform,5000,,0.15
pagerank,0.7839783659674554,0.9359407503016108,0.13534299915110737,0.9931824111969393,1,rnn,uniform,5000,,0.15
degree,0.9169062262384926,0.9898274699744548,0.11154034242520196,0.9882385001012602,2,rnn,uniform,5000,,0.15
closeness,0.6853025068158762,0.5380010074021966,0.30740149013730234,0.9989584137937754,2,rnn,uniform,5000,,0.15
betweenness,0.8395087031743546,0.8685335681731066,0.4196172137663218,0.8222893027025344,2,rnn,uniform,5000,,0.15
harmonic,0.639933814100753,0.7765020268504066,0.2908413779396082,0.9976610433470554,2,rnn,uniform,5000,,0.15
clustering,0.8615714411021022,0.9643155031519396,0.21528970566852534,0.9782612063894792,2,rnn,uniform,5000,,0.15
pagerank,0.9007401845748929,0.9751765436816446,0.17892722834655728,0.9804309734465082,2,rnn,uniform,5000,,0.15
degree,0.9269526189522379,0.9502267412193948,0.5319262249170624,-0.11904204528437902,1,delaunay,kappa=1,5000,,
closeness,0.21826786458022573,0.38410597634143445,-0.06213472820355158,-0.047422948423742735,1,delaunay,kappa=1,5000,,
betweenness,0.5035606404997781,0.6747881461651151,0.5040840139178779,-0.1381199090817245,1,delaunay,kappa=1,5000,,
harmonic,0.3349557603501412,0.6215078304236941,0.033978880001994324,-0.43781239314289977,1,delaunay,kappa=1,5000,,
clustering,0.9590623220274599,0.9590623220274599,0.6285888324203794,0.2168348946552534,1,delaunay,kappa=1,5000,,
pagerank,0.9350751108055971,0.9525283332739142,0.7477581156715511,-0.21866147073719727,1,delaunay,kappa=1,5000,,
degree,0.9578964733046851,0.9710225993850057,0.4430020662192881,-0.09727057119563254,2,delaunay,kappa=1,5000,,
closeness,0.2574297495198422,0.5557001183922798,-0.3110186785929997,0.13360441066896384,2,delaunay,kappa=1,5000,,
betweenness,0.5782629067670675,0.6890047115798243,0.5806701736383211,-0.07599844711046254,2,delaunay,kappa=1,5000,,
harmonic,0.3440547544505608,0.6527188612567172,0.16462055813993143,-0.15279264595903644,2,delaunay,kappa=1,5000,,
clustering,0.9723937879977496,0.9723937879977496,0.5657370006489995,0.17731489438227765,2,delaunay,kappa=1,5000,,
pagerank,0.9629998606948655,0.9725449076272024,0.7650479946966512,-0.2596274655328379,2,delaunay,kappa=1,5000,,
degree,0.937840294792252,0.9466638110115361,0.22454033148567784,0.3562641642772706,1,knn,kappa=1,5000,5.0,
closeness,0.031169511989121042,0.3700872154227238,-0.23323331845331596,-0.12101869409188089,1,knn,kappa=1,5000,5.0,
