,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.8962351214656848,0.9278453523570683,0.5959856067501061,-0.171209634345727,1,delaunay,uniform,5000,,
closeness,0.29753337346376246,0.4239525098887906,0.3047648930677516,-0.8135957079085328,1,delaunay,uniform,5000,,
betweenness,0.4586391266224823,0.5695726510517533,0.4549159391345196,-0.14342803005088217,1,delaunay,uniform,5000,,
harmonic,0.4470044446136173,0.6181210613106776,0.41476511332744626,-0.764545034573068,1,delaunay,uniform,5000,,
clustering,0.9221829058257129,0.9221829058257129,0.617788294144396,0.2046260036957374,1,delaunay,uniform,5000,,
pagerank,0.9050014156750558,0.9309802497820268,0.7404677967322562,-0.22281462250733766,1,delaunay,uniform,5000,,
degree,0.9565730479322354,0.9689779351610855,0.6548050162005135,-0.19007660314330124,2,delaunay,uniform,5000,,
closeness,0.23810452913440922,0.6070628199121973,0.18713116819714126,-0.8816250530823747,2,delaunay,uniform,5000,,
betweenness,0.6154934001644565,0.7322088207245354,0.6112480382348042,-0.058095901772088315,2,delaunay,uniform,5000,,
harmonic,0.309955837814907,0.7168287896170547,0.25234521156743295,-0.7935400473009702,2,delaunay,uniform,5000,,
clustering,0.9751421343755375,0.9751421343755375,0.7040598769830972,0.21058249015762948,2,delaunay,uniform,5000,,
pagerank,0.960933833101709,0.9704709044859561,0.7819774055114757,-0.23100202295942474,2,delaunay,uniform,5000,,
degree,0.9333832471916875,0.9490995197810452,0.28626913814463634,0.547815020607994,1,knn,uniform,5000,5.0,
closeness,0.08306493052137492,0.784611487234746,-0.02073449609734157,0.1382856699016373,1,knn,uniform,5000,5.0,
betweenness,0.7225591813815613,0.7916627977840878,0.7043297373941724,0.25199528731042437,1,knn,uniform,5000,5.0,
harmonic,0.26793596882411846,0.8985736225835173,0.5627867009367076,0.6451823927575663,1,knn,uniform,5000,5.0,
clustering,0.9097115794141091,0.9305834676983927,0.30657394918595504,0.5209520985017492,1,knn,uniform,5000,5.0,
pagerank,0.9282635162445357,0.9434724411345707,0.07473139799644302,0.6347420446357476,1,knn,uniform,5000,5.0,
degree,0.9711871180863936,0.9777401990808874,0.2173879755951781,0.5377605710066196,2,knn,uniform,5000,5.0,
closeness,0.25959172498691907,0.8567201699691205,-0.03160729498452804,0.09015395038054771,2,knn,uniform,5000,5.0,
betweenness,0.8403929629497441,0.847497782487094,0.7304690695370295,0.14105407817738796,2,knn,uniform,5000,5.0,
harmonic,0.404561278393055,0.9419841208627837,0.4945333547668135,0.6191982560739187,2,knn,uniform,5000,5.0,
