,original vs. on crop,original vs. BOSPORUS corrected on crop,original vs. SERN corrected on crop,on crop vs. SERN values,cap_radius,graph_type,coord_type,n,k,radius
degree,0.9002288250073376,0.9250192409015949,0.6068523069774093,-0.15691148297492044,1,delaunay,uniform,5000,,
closeness,0.2176882038237358,0.5653519842704188,0.15524677482363908,-0.7547401353666872,1,delaunay,uniform,5000,,
betweenness,0.4719660287273235,0.6346792747792003,0.4664908085898666,-0.18385828108651983,1,delaunay,uniform,5000,,
harmonic,0.37799818638669613,0.7021424387943583,0.2929461161456884,-0.6609817481419951,1,delaunay,uniform,5000,,
clustering,0.9436018789570637,0.9436018789570637,0.672445293083509,0.18222053396784893,1,delaunay,uniform,5000,,
pagerank,0.9094152585343076,0.927161106193857,0.7330537395501754,-0.19947545369597558,1,delaunay,uniform,5000,,
degree,0.957009465229618,0.9724266596586797,0.6366980341025779,-0.1701316955896394,2,delaunay,uniform,5000,,
closeness,-0.006142536330582503,0.659254255985148,-0.029272786519273935,-0.8889987587329297,2,delaunay,uniform,5000,,
betweenness,0.6190167369087294,0.8136242174052499,0.6163895812025862,-0.0658703982948387,2,delaunay,uniform,5000,,
harmonic,0.2039051854594011,0.7485784206533885,0.19675629605246053,-0.8016116749135017,2,delaunay,uniform,5000,,
clustering,0.9783891972331366,0.9783891972331366,0.6979808462307682,0.22978272440575478,2,delaunay,uniform,5000,,
pagerank,0.9614868747610643,0.9733470290640853,0.7815803035923192,-0.22014386985717008,2,delaunay,uniform,5000,,
degree,0.9378014881926734,0.9429223936682997,0.2047795696200969,0.5390093514323174,1,knn,uniform,5000,5.0,
closeness,0.360175915060436,0.8400506350573008,0.7922084823642044,0.8646346885334188,1,knn,uniform,5000,5.0,
betweenness,0.700453932358321,0.7440495296624378,0.6499435258047942,0.2826449642222407,1,knn,uniform,5000,5.0,
harmonic,0.3696701021185095,0.896110923301925,0.6186731707298379,0.57954952397408,1,knn,uniform,5000,5.0,
clustering,0.8922059285905463,0.9158102833617789,0.2500499666870829,0.4858729256260068,1,knn,uniform,5000,5.0,
pagerank,0.9299933078931963,0.9347162215124847,0.018861029237635465,0.6494078046129418,1,knn,uniform,5000,5.0,
degree,0.9755649341091288,0.9807256790658324,0.2294241514520875,0.5489637675860191,2,knn,uniform,5000,5.0,
closeness,0.19722010219676056,0.8506080175928276,0.7514293001223122,0.9288007329449495,2,knn,uniform,5000,5.0,
betweenness,0.8818627460360937,0.8850500137580993,0.7761017442534466,0.133655140984339,2,knn,uniform,5000,5.0,
harmonic,0.37155534311167293,0.9350905371562556,0.6039932457581189,0.6481080423099832,2,knn,uniform,5000,5.0,
clustering,0.9620676875291654,0.9739336918098982,0.31277860814407177,0.5783692649857648,2,knn,uniform,5000,5.0,
pagerank,0.9730585866907222,0.9767639348371348,0.039181946538776526,0.6599020957278237,2,knn,uniform,5000,5.0,
degree,0.8379287605186618,0.8852986635681683,0.07896535064620867,0.5915455045043312,1,knn,uniform,5000,10.0,
closeness,0.1172150788057883,0.6058021356205798,0.6287958301945451,0.9675128439296783,1,knn,uniform,5000,10.0,
betweenness,0.5571143085022295,0.6554939992074594,0.5803215183252154,0.5014412971896587,1,knn,uniform,5000,10.0,
harmonic,0.14206771832138998,0.7640891798356358,0.6620961687527958,0.8885106252307342,1,knn,uniform,5000,10.0,
clustering,0.8053727288279589,0.8758356304132007,0.22953484912583955,0.7222171959588461,1,knn,uniform,5000,10.0,
pagerank,0.8288393213771397,0.8704981642925045,-0.13685535946928112,0.7274457496146072,1,knn,uniform,5000,10.0,
degree,0.9555036926709293,0.9693553920203613,0.10604474947667124,0.6188783222639155,2,knn,uniform,5000,10.0,
closeness,0.1907622019022061,0.8232305852876791,0.5525175577793988,0.9630412171215663,2,knn,uniform,5000,10.0,
betweenness,0.7695214676973255,0.7717863699268837,0.7048934302713408,0.14450604384343735,2,knn,uniform,5000,10.0,
harmonic,0.23461484041708988,0.9299018610480847,0.7046296101061205,0.8230870947928599,2,knn,uniform,5000,10.0,
clustering,0.9367178952076028,0.9661982551057512,0.25472288281342287,0.7560419904400131,2,knn,uniform,5000,10.0,
pagerank,0.9524749811268031,0.964382865072983,-0.1822599277066999,0.7162220815418903,2,knn,uniform,5000,10.0,
degree,0.7835908991011995,0.865428853677376,0.06601754672477177,0.6356122253938383,1,knn,uniform,5000,15.0,
closeness,0.11081513577038687,0.5939207737390657,0.27182891831492456,0.9802050284942855,1,knn,uniform,5000,15.0,
betweenness,0.5824059431212476,0.6859864853460378,0.6067031419353117,0.6163409668667633,1,knn,uniform,5000,15.0,
harmonic,0.11875610484893388,0.7077267447661202,0.475641968255346,0.9297651226820475,1,knn,uniform,5000,15.0,
clustering,0.7008884411888394,0.8832705425680786,0.2092557108036478,0.8281460409729666,1,knn,uniform,5000,15.0,
pagerank,0.7768911921639648,0.8471475789365837,-0.2025371165666517,0.7586498967573191,1,knn,uniform,5000,15.0,
degree,0.9372283063142834,0.9632645603147061,0.07331921321127763,0.6726554357124086,2,knn,uniform,5000,15.0,
closeness,0.2513179418434249,0.7716442115616442,0.4108213335488433,0.9786191312327195,2,knn,uniform,5000,15.0,
betweenness,0.8122387572105039,0.8166686110886764,0.7420364711649763,0.20787459396550914,2,knn,uniform,5000,15.0,
harmonic,0.327959981910486,0.910792945289808,0.60866621023065,0.9052365292335065,2,knn,uniform,5000,15.0,
clustering,0.883626641063559,0.9568640788555003,0.17551398808197574,0.8371853593953037,2,knn,uniform,5000,15.0,
pagerank,0.9300731398454547,0.9551057877682292,-0.2724928065951596,0.7617348270891857,2,knn,uniform,5000,15.0,
degree,0.9802419845426132,0.9612826500697549,0.5197215363140566,0.8070001786352248,1,rnn,uniform,5000,,0.05
closeness,,,,,1,rnn,uniform,5000,,0.05
betweenness,0.6806514409872343,0.6975797994221896,-0.04551759786944242,0.2854336340596311,1,rnn,uniform,5000,,0.05
harmonic,0.9259809138160793,0.9141508230383542,-0.1416444146610515,0.5382766449246905,1,rnn,uniform,5000,,0.05
clustering,0.959248582103938,0.9551756086389908,0.6492770508264416,0.6073633846038521,1,rnn,uniform,5000,,0.05
pagerank,0.9657707627457686,0.9703732269110251,0.6014230509396468,0.5795712027531874,1,rnn,uniform,5000,,0.05
degree,0.9942923387196363,0.9972293509651862,0.44141664596224567,0.8949014060365647,2,rnn,uniform,5000,,0.05
closeness,,,,,2,rnn,uniform,5000,,0.05
betweenness,0.8558905678305406,0.8507339937090334,0.08305764065379678,0.4350391274773172,2,rnn,uniform,5000,,0.05
harmonic,0.9502363998238769,0.9663239183392998,0.05616296570829013,0.8250248278162438,2,rnn,uniform,5000,,0.05
clustering,0.9872489984631654,0.9872890178305791,0.5336165354850428,0.7044503842590946,2,rnn,uniform,5000,,0.05
pagerank,0.9888432481725844,0.9915784256482143,0.5354684246252804,0.791148171651794,2,rnn,uniform,5000,,0.05
degree,0.9181667379496016,0.9863587522998629,0.013969879675223652,0.9919235950566592,1,rnn,uniform,5000,,0.1
closeness,0.43883634297712854,0.7034212202152342,-0.07397690132808621,0.9982877986520383,1,rnn,uniform,5000,,0.1
betweenness,0.6932060164548527,0.8143356972553604,0.19889715955101916,0.911571479169632,1,rnn,uniform,5000,,0.1
harmonic,0.47043267571698266,0.9252596441901493,0.03916210863529554,0.9972190088506407,1,rnn,uniform,5000,,0.1
clustering,0.8652604655696354,0.9029883639643358,0.1391087079147803,0.9402235894432474,1,rnn,uniform,5000,,0.1
pagerank,0.9049730074207916,0.9534980075449586,0.07458668245214356,0.9823940628845966,1,rnn,uniform,5000,,0.1
degree,0.9656118001866194,0.9928992179256697,0.13937040293013275,0.9781565413542541,2,rnn,uniform,5000,,0.1
closeness,0.23743433982096596,0.8800309065905199,0.5592889034646793,0.9972071404226759,2,rnn,uniform,5000,,0.1
betweenness,0.8507196174302427,0.8662502240514485,0.5687097704782209,0.7601552621306225,2,rnn,uniform,5000,,0.1
harmonic,0.46384968262793946,0.9624632386187535,0.4157967210567047,0.992079743279829,2,rnn,uniform,5000,,0.1
clustering,0.9457116994852914,0.9758519634294326,0.22056657047864645,0.9364484256924999,2,rnn,uniform,5000,,0.1
pagerank,0.9598047561364815,0.9831636195579637,0.2149371327392752,0.9605787656005755,2,rnn,uniform,5000,,0.1
degree,0.7762012115275972,0.9564340291898461,-0.027012375525940123,0.9998055976905627,1,rnn,uniform,5000,,0.15
closeness,0.13573718602794366,0.7809531746839915,-0.040506177201822285,0.999962427792577,1,rnn,uniform,5000,,0.15
betweenness,0.5505126487525933,0.7654032653058782,0.038679740234159384,0.9991372685605135,1,rnn,uniform,5000,,0.15
harmonic,0.03381162257078545,0.8092662307091535,-0.08661630586893831,0.9999343240790607,1,rnn,uniform,5000,,0.15
clustering,0.6822623403043462,0.9028715260850002,-0.015252861638069375,0.999161035271267,1,rnn,uniform,5000,,0.15
pagerank,0.7586298457807542,0.9254348767008433,-0.019196467030162,0.9996240427569736,1,rnn,uniform,5000,,0.15
degree,0.918291388999623,0.9909797308489078,0.09706902268182316,0.9872614187849562,2,rnn,uniform,5000,,0.15
closeness,0.42453590872761815,0.7683275603395513,0.29204814598870577,0.998524512357992,2,rnn,uniform,5000,,0.15
betweenness,0.8527333408156735,0.8765321347088125,0.4814420848753857,0.7525579027237769,2,rnn,uniform,5000,,0.15
harmonic,0.3247829547422022,0.964840846040236,0.16307090827415185,0.9968151990621518,2,rnn,uniform,5000,,0.15
clustering,0.8726243091026451,0.9763625419944039,0.2515827137053796,0.9692066949261049,2,rnn,uniform,5000,,0.15
pagerank,0.9069641607984266,0.9766789223484688,0.1751856555778074,0.9764745099089203,2,rnn,uniform,5000,,0.15
degree,0.8595607348176884,0.9149599408120591,0.5317952351776385,-0.13657662984793045,1,delaunay,kappa=1,5000,,
closeness,0.1984887391456362,0.5408858739380202,0.4670465537512962,-0.27159384313114626,1,delaunay,kappa=1,5000,,
betweenness,0.3967825333326999,0.6460035478694485,0.4045610611201331,-0.1991605557027834,1,delaunay,kappa=1,5000,,
harmonic,0.35212056319758755,0.6158647746097012,0.47557590318591897,-0.24852192123756933,1,delaunay,kappa=1,5000,,
clustering,0.9224210713750132,0.9224210713750132,0.537329607568654,0.16274355893797546,1,delaunay,kappa=1,5000,,
pagerank,0.8706316608358348,0.911197153753306,0.7390408465725792,-0.23756992822366757,1,delaunay,kappa=1,5000,,
degree,0.9727932620481456,0.9859291480599048,0.48971950470013415,-0.11229179714568982,2,delaunay,kappa=1,5000,,
closeness,0.2551389072061022,0.6540634351556437,-0.21179026407702936,0.43211115767494196,2,delaunay,kappa=1,5000,,
betweenness,0.6908311915347067,0.8225572706583083,0.6910676643897391,-0.11017255910650445,2,delaunay,kappa=1,5000,,
harmonic,0.3724177021510792,0.7748329847551951,0.17348012651776984,-0.6430948116492872,2,delaunay,kappa=1,5000,,
clustering,0.9792541529667699,0.9792541529667699,0.5832537030159797,0.17604464074689527,2,delaunay,kappa=1,5000,,
pagerank,0.9757533040427488,0.9856864195616166,0.7741145951485174,-0.2535578550429822,2,delaunay,kappa=1,5000,,
degree,0.9276094800187091,0.9458877947733134,0.1997714066635718,0.3421288888641344,1,knn,kappa=1,5000,5.0,
closeness,0.4376647327291937,0.4284127159056542,-0.051368556944566234,-0.22248732865287385,1,knn,kappa=1,5000,5.0,
betweenness,0.7852616460035511,0.8283921814474046,0.795696566076082,0.22800644262436592,1,knn,kappa=1,5000,5.0,
harmonic,0.5326201584393984,0.6793422009569827,0.1555708610751913,0.3415884954246735,1,knn,kappa=1,5000,5.0,
clustering,0.8815895828876059,0.9047623920407034,0.2988066151941856,0.373695841894023,1,knn,kappa=1,5000,5.0,
pagerank,0.9225470732896994,0.9393981228122055,0.12943042225309703,0.5461464581083247,1,knn,kappa=1,5000,5.0,
degree,0.9628424141570926,0.9710145146978034,0.1965130017441814,0.2720293742844886,2,knn,kappa=1,5000,5.0,
closeness,0.02587448590213451,0.25222367914424604,-0.3317803687392281,-0.03224079241098474,2,knn,kappa=1,5000,5.0,
betweenness,0.8489963585835643,0.8652144798531278,0.8513559220203755,0.06378215049284923,2,knn,kappa=1,5000,5.0,
harmonic,0.410467318344803,0.7397936962964884,0.13558957032474417,0.06548754662660952,2,knn,kappa=1,5000,5.0,
clustering,0.9502916373306448,0.957124047508777,0.30530446762951324,0.36632974162626686,2,knn,kappa=1,5000,5.0,
pagerank,0.959789573713506,0.9667110718783944,0.13616366368658145,0.4842439255091957,2,knn,kappa=1,5000,5.0,
degree,0.8039751940959798,0.8667876996576135,0.15074357504763575,0.4643210795571525,1,knn,kappa=1,5000,10.0,
closeness,0.29960356925195664,0.013065736252297858,0.8569806209937242,0.7352023874735942,1,knn,kappa=1,5000,10.0,
